"","ureslo","uresmed","uresmdh","ureshi","umix","umixhi","ucom","uindlt","uind","upub","uoth","ubigany","uany","unonindany","rres","rcntr","rcom","rind","rpub","rreserve","rany","rfor","rnatrs","xrec","xagfor","xcons","xhalo","xother","xother2","xwater","xtp"
"54",8998318.20140357,14055625.4095522,242673.090368113,0,194138.472894146,0,232966.167472975,0,0,2252006.28157439,0,0,19413.8467897017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203658.52994485
"55",0,15416245.8769417,930792.203853151,0,96957.5209435395,0,1008358.22100729,0,0,1192577.51149881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756268.66575547
"56",0,6624829.83068087,125910.508954590,0,0,0,1510926.10147181,0,0,2334187.11818434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832946.44070839
"57",9551.5911698496,764127.27293588,0,0,0,0,0,0,0,420269.999672189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66861.1362220816
"58",0,1263813.94144386,146955.109540591,0,0,0,68579.0509844488,0,0,470256.35032815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734775.547702953
"59",106563.359339934,1918140.46911625,29062.7341840849,0,0,0,19375.1557902452,0,0,184063.984495783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222814.297073708
"60",778993.906092117,1538512.96400558,0,0,0,0,0,0,0,438184.071988834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759519.057913466
"61",58155.0518753677,87232.5788109933,0,0,0,0,474932.926975309,0,0,14102600.1745811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1647726.48044680,319852.787310406
"62",6442463.70443443,9044790.1927095,38986.1646972806,0,214423.905333291,0,458087.433938666,0,0,4688086.29606732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374262.30281950
"63",3569834.72772446,6433441.98940154,9674.34912286067,0,29023.0463725100,0,0,0,0,1035155.32726000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180270.56011863
"64",0,742898.676350943,244374.564165364,0,0,0,1133897.97921681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684248.78026688
"65",0,4181433.2361636,194034.025262386,0,300752.738906977,0,669417.385407179,0,0,135823.817184226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532868.79707563
"66",1317972.71826535,5300963.79846918,0,0,0,0,96909.7583438223,0,0,1647465.8968339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872187.828087752
"67",3689113.07556299,9091376.28784952,0,0,0,0,58402.8451373552,0,0,768970.799653545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759236.991796587
"68",1509970.09329029,7724077.7857513,19358.5904796586,0,87113.6596499168,0,919533.070206861,0,0,1451894.32085474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751952.47976722
"69",0,3931759.03066968,0,0,38832.1880337395,0,854308.134743187,0,0,446570.161888234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339710.48466516
"70",2081311.41108543,5885755.06120101,0,0,0,0,0,0,0,280735.027365593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532428.50034797
"71",5976785.69708556,0,0,0,0,0,0,0,0,836946.926103477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393857.376810967
"72",11505743.7017479,0,0,0,0,0,388707.557302193,0,0,855156.626264932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4324371.5783637,670520.53632127
"73",12211916.8169312,0,0,0,0,0,3950914.26530076,0,0,9610331.99681258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834836.920955426
"74",28051161.9314141,503507.221413713,19365.6619019373,0,0,0,464775.896612893,0,0,9392346.24675227,0,0,9682.8314494413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052760.21045567
"75",9375852.41564711,4620125.62229272,1046066.17861350,0,38743.1918743704,0,0,0,0,3922748.16955131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842664.422020992
"76",601176.699399688,10462413.8550752,3209507.86467929,0,1367192.17187561,0,4411861.26447701,0,0,5362108.30633313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969639.838160091
"77",7548301.57390882,2949013.03392100,0,0,19529.8871757816,0,146474.157337261,0,0,1552626.06717172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820255.28048542
"78",15651956.6128573,19467.6072612400,0,0,0,0,0,9733.80413171675,0,7076475.40833035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482119.98543862,963646.581980735
"79",3249163.6364817,8799818.18188902,0,0,0,0,357794.805118910,0,0,2862358.44194691,0,0,96701.298384786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759963.63617868
"80",3269317.02133207,3348095.74488424,0,0,0,0,3436721.80812003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2904965.42566366
"81",8608765.76300572,639120.967452475,0,0,0,0,639120.967452475,0,0,542284.45750432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2779207.84458501
"82",10538897.2986124,784605.405094487,0,0,0,0,426205.405187261,0,0,813664.864357741,0,0,9686.48675352548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2838140.53999455
"83",8227121.81605578,234224.109078415,0,0,0,0,770987.691127087,0,0,136630.729793331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2127535.65394539
"84",934908.937730578,549379.47914883,240955.911489548,0,0,0,2351729.69943261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732505.97219844
"85",4848352.1261446,981447.798532412,0,0,0,0,539796.289041252,0,0,68701.3457861139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364212.44049562
"86",10074752.6827307,174706.693775774,58235.564258817,0,0,0,349413.387551548,0,0,5017964.4869455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3319427.18473768
"87",7904338.74986353,2988225.62511786,0,0,38557.7500719546,0,1301324.06269539,0,0,886828.249670001,0,0,57836.6246116932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245988.93796957
"88",12253233.6135285,1575415.75102600,262569.292004544,0,9724.78885234818,0,408441.120784706,0,0,739083.932753156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150831.50105073
"89",9076817.34533526,38914.5438890165,0,0,0,0,29185.907666347,0,0,97286.3592217105,0,0,19457.2714436775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507938.57244399
"90",7824524.09625373,2279737.88505789,0,0,656873.628049754,0,454015.595302121,0,0,405716.064500681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2811032.73083582
"91",9528377.1068459,526645.203932061,0,0,0,0,341344.11373405,0,0,682688.226463962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340645.34902403
"92",486341.256694881,9726.8253942811,0,0,6906045.83965934,0,145902.376908317,0,0,1176945.84066081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2733237.86068237
"93",1984697.01414037,469287.963701609,0,0,0,0,821253.93622616,0,0,6697130.31685595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831030.769075904
"94",5172111.96405513,2416239.92297527,0,0,0,0,756894.43369106,436669.865706277,0,2435647.47309507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3949436.34047719
"95",652741.505604474,9599.14004991745,47995.6992612588,0,0,0,739133.763088746,9618338.06415693,0,67193.9783727653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2255797.84946591
"96",1563143.35570541,580034.326915307,0,0,0,0,4119226.83177433,2447941.48192017,0,452230.153668576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2379123.85001620
"97",3794988.66808991,356382.184521512,77055.6076249281,0,0,0,2822161.62356068,0,0,134847.312847771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059514.60335520
"98",4270479.65641604,1390844.29187493,0,0,0,0,3300806.52385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448669.52784939
"99",11802261.0176123,863107.009637837,0,0,0,0,640056.883349713,0,0,572172.062479151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5353203.02692102
"100",9850.57260954292,167459.72929115,2433091.36761885,0,0,0,1467735.27825326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117873.05222720
"101",16322141.6910492,1570548.46190346,790091.864404347,0,0,0,1512736.86245613,0,0,462492.798554734,0,0,115623.199886695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3979365.1217454
"102",11862644.6839277,1555756.68013838,0,0,0,0,272257.418548680,0,0,1020965.32155981,0,0,563961.796137196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828014.09968819
"103",13447554.2384782,8042445.77064922,0,0,0,0,263207.316363926,0,0,896854.558309872,0,0,68238.9336862589,0,229477.786035229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3567921.39647727
"104",12335018.3685739,656323.356164555,337813.492406573,0,0,0,704582.425798529,0,0,530849.772929970,0,0,28955.4419791344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2432257.14214732
"105",5820606.59345127,0,1669925.27521277,0,0,0,28958.2415656279,0,0,675692.307504658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467217.58226568
"106",0,625393.333445122,3293086.77093464,0,0,0,1602570.41651296,0,0,478816.770934642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2442942.70817264
"107",97487.9514867587,0,341207.831709261,0,0,0,1394077.71117896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403826.50562502
"108",9494397.7980652,9698.05726320135,203659.196536151,0,0,0,455808.678389795,0,0,1309237.69458572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500998.57515993
"109",1518697.26540038,58788.2808638157,0,0,0,0,0,0,0,146970.703168347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783843.750567454
"110",1544314.62827115,0,0,0,0,0,1611878.39314,0,0,38607.8657813113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830069.11280754
"111",1303950.36206802,544934.479715078,408700.860036784,0,4194049.29868107,0,0,0,0,204350.429517441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946194.56998161
"112",67796.9408447059,726395.796189273,0,0,3118659.28483965,0,0,0,0,145279.159237855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355938.81888851
"113",2832174.87156996,789456.41066456,710510.7694965,0,2634810.76864981,0,49341.0259840448,720378.973880484,0,226968.718104162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3582158.46165049
"114",5119526.97629571,0,681963.255802454,0,0,0,86446.046914105,2948770.69777791,0,624332.558519013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2929560.46469080
"115",2546539.72563809,0,0,0,2477979.04083342,0,430952.876491303,235065.205908946,0,705195.616718406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1469157.53440983
"116",0,0,0,0,5592656.03075046,0,0,0,0,2031933.85231645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2322210.11693309
"117",5313968.75025098,1560064.22011902,224259.231824066,0,819033.715135824,0,2086585.89492368,0,0,3890410.14915395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3110378.03859249
"118",4121877.51884937,0,0,0,0,0,2128669.14106353,0,0,716006.892749228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2157696.44733787
"119",3501448.96198929,0,0,0,0,0,607689.489106714,0,0,289375.947288258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456525.60161574
"120",11371337.1865592,0,0,0,0,0,0,0,0,1107030.26328516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078532.55015563
"121",7514287.97338463,0,0,0,0,0,377651.071279567,0,0,571318.286451192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3292342.66888461
"122",6168197.51697334,2430482.85243576,832755.080870551,0,0,0,2614463.62619761,0,0,1191033.42951285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3534367.49400989
"123",2288464.41618086,67878.1817047282,29090.6491593989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601206.752955015
"124",798709.181673108,0,0,0,467537.081832689,0,136364.98199227,0,0,759747.758103478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574680.996398454
"125",0,96821.511303343,0,0,2236576.91838441,0,1239315.34906904,0,0,154914.418882849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268361.80236036
"126",57781.0485696936,0,442988.042339397,0,250384.545454545,0,1569718.49638909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433357.867247274
"127",11731890.422198,213837.273476555,272156.52951534,0,0,0,1214984.50848050,0,0,1613499.42741422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58319.2560387844,5287612.58287662
"128",0,0,5450296.44145963,0,0,0,2029157.12785328,0,0,186251.137480587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039085.29320651
"129",16375942.3042406,1948824.39467041,0,0,0,0,77565.1501856278,0,0,232695.450556884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396172.70034651
"130",9289986.04690884,273234.883230251,0,0,0,0,0,0,0,751395.929887914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434483.13997299
"131",8043556.53534204,3678160.62985325,222625.511979999,0,19358.7396955443,0,2090743.93694824,0,0,687235.275635542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697519.37054538
"132",9632.01984846218,635713.292147656,520129.057932965,0,0,0,1146210.33023216,3207462.52127538,0,443072.901128695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907139.87743468
"133",12193051.7209778,2868381.38670162,0,0,0,0,1302925.78231857,1030672.63425254,0,1225139.16829939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5931229.30745008
"134",3731154.78239121,1564364.37509379,0,0,0,0,476110.896854668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379749.94566033
"135",9720.36706392392,252729.536656352,0,0,0,0,942875.57917956,7533284.26637256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331690.25072761
"136",0,0,0,0,0,0,0,6115024.29491021,0,649297.349800414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658988.355289378
"137",0,5025021.55140776,0,0,0,0,0,4502186.93866158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333391.50993065
"138",0,0,603290.349342088,0,0,0,0,1819601.53880833,0,87574.4060182662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272453.705831313
"139",0,0,9871.76705381576,0,0,0,789741.3429609,1530123.85065272,0,9871.76705381576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454101.272278747
"140",0,938302.43885945,0,0,0,0,431619.122281099,0,0,18766.0483327935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534832.390526657
"141",0,1158905.67906228,0,0,0,0,795520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432134.320937719
"142",0,0,0,0,0,0,1049373.93422572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158396.065774285
"143",0,900113.535468955,0,0,0,0,3300416.29738384,0,0,77429.1214806756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348431.045666526
