Azone,Bzone,PECASName,ALDRegion,State,COUNTY,STATEFIPS,COUNTYFIPS,PUMA2000,PUMA1990,GridAcres,HourPark,DayPark,LUIntensityCode,MPOcalibrationzones,MPOmodeledzones,ACT,AggACT,Fare,HPMS,AreaType,NorthColumbia
711,468,Portland,Portland_Vancouver,OR,Multnomah,41,51,1306,1300,256.41,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
712,468,Portland,Portland_Vancouver,OR,Multnomah,41,51,1306,1300,298.11,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
713,575,Portland,Portland_Vancouver,OR,Multnomah,41,51,1306,1400,18.28,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
714,714,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,164.55,0,0,High,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
715,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,263.33,0,0,High,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
716,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,166.56,0,0,Low,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
717,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,89.41,0,0,High,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
718,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,223.86,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
719,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,116.39,0,0,High,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
720,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,484.96,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
721,721,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,125.75,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
722,721,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,335.57,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
723,721,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,208.7,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
724,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,250.62,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
725,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,144.26,0,0,High,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
726,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,118.4,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
727,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,155.41,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
728,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,145.15,0,0,High,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
729,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,135.12,0,0,High,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
730,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,175.7,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
731,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,217.17,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
732,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,215.61,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
733,733,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,189.75,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
734,733,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,274.47,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
735,468,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,252.85,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
736,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,244.6,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
737,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,240.81,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
738,468,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,125.98,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
739,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,257.97,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
740,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,245.27,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
741,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,110.82,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
742,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,93.65,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
743,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,196.21,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
744,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,74.92,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
745,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,156.3,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
746,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,92.09,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
747,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,169.01,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
748,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,151.17,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
749,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,127.09,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
750,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,118.4,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
751,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,48.16,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
752,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,54.18,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
753,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,109.7,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
754,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,57.08,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
755,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,147.16,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
756,468,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,101,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
757,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,70.46,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
758,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,77.82,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
759,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,104.8,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
760,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,106.36,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
761,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,195.1,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
762,570,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,168.34,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
763,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,148.72,0,0,High,Metro,Metro,2,PDX,TriMetFareless,PORTLAND,3,0
764,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,149.83,0,0,High,Metro,Metro,2,PDX,TriMetFareless,PORTLAND,3,0
765,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,179.49,0,0,High,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
766,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,312.38,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
767,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,204.02,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
768,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,182.83,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
769,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,197.55,0,0,High,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
770,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,275.81,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
771,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,177.04,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
772,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1300,367.45,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
773,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,315.05,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
774,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,581.72,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
775,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,274.92,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
776,776,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,439.69,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
777,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,114.16,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
778,776,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,132,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
779,776,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,129.1,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
780,776,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,174.81,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
781,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,135.34,0,0,High,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
782,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,130.88,0,0,High,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
783,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,164.1,0,0,High,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
784,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,93.42,0,0,High,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
785,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,105.91,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
786,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,119.73,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
787,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,144.48,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
788,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1304,1300,62.65,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
789,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1304,1300,116.84,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
790,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,124.42,0,0,High,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
791,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,155.85,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
792,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,106.13,0,0,High,Metro,Metro,2,PDX,TriMet1,PORTLAND,4,0
793,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,97.88,0,0,High,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
794,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,140.25,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
795,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,203.79,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
796,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,164.33,0,0,High,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
797,776,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,118.84,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
798,763,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,180.83,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
799,776,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,237.91,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
800,776,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,199.56,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
801,776,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,172.13,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
802,776,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,222.52,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
803,776,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,218.06,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
804,776,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,166.56,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
805,776,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,147.38,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
806,776,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,126.42,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
807,776,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,92.53,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
808,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,138.91,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
809,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,163.21,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
810,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,133.34,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
811,733,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,115.05,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
812,733,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,101.67,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
813,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,142.48,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
814,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,109.48,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
815,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,83.61,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
816,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,69.34,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
817,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,116.17,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
818,727,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,142.03,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
819,733,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,169.01,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
820,733,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,151.4,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
821,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,263.99,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
822,733,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,104.35,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
823,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,125.53,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
824,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,220.74,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
825,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,234.56,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
826,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,127.98,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
827,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,155.63,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
828,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,239.69,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
829,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,244.82,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
830,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,140.02,0,0,High,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
831,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,766.34,0,0,VeryLow,Metro,Metro,2,PDX,TriMet1,PORTLAND,2,0
832,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,213.16,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
833,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,452.63,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,2,0
834,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,193.09,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
835,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,211.82,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
836,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,183.28,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
837,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,70.46,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
838,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,211.6,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
839,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,184.62,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
840,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,55.97,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,2,0
841,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,239.02,0,0,High,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
842,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,213.83,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
843,418,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,229.88,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
844,733,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,230.1,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
845,733,Portland,Portland_Vancouver,OR,Multnomah,41,51,1303,1300,190.86,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
846,714,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,119.51,0,4.61466376,Medium,Metro,Metro,2,PDX,TriMetFareless,PORTLAND,3,0
847,714,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,134.45,0,4.61466376,High,Metro,Metro,2,PDX,TriMetFareless,PORTLAND,4,0
848,714,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,79.6,0,0,High,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
849,714,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,67.34,0,0,High,Metro,Metro,2,PDX,TriMetFareless,PORTLAND,3,0
850,468,Portland,Portland_Vancouver,OR,Multnomah,41,51,1302,1400,131.55,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
851,851,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,342.93,0,0,Low,Metro,Metro,2,PDX,TriMet1,PORTLAND,2,0
852,852,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,1267.57,0,0,High,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
853,714,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,119.51,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
854,714,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,109.03,0,0,Low,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
855,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,146.94,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
856,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,156.75,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
857,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,317.28,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
858,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,132.44,0,0,Low,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
859,715,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,149.83,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
860,714,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,133.34,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
861,714,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,115.72,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
862,714,Portland,Portland_Vancouver,OR,Multnomah,41,51,1305,1300,77.82,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
863,714,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,65.33,0,0,Medium,Metro,Metro,2,PDX,TriMet1,PORTLAND,3,0
864,851,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,88.3,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
865,851,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,55.97,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
866,866,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,61.32,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
867,866,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,111.26,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
868,866,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,121.52,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
869,869,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,145.38,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
870,869,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,318.18,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
871,721,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,251.06,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
872,721,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,238.35,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
873,869,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,296.77,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
874,869,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,159.87,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
875,866,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,118.17,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
876,866,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,120.18,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
877,866,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,55.97,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
878,866,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,51.73,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
879,866,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,131.55,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
880,866,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,201.12,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
881,866,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,62.43,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
882,866,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,52.17,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
883,866,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,113.71,0,0,Low,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
884,866,Portland,Portland_Vancouver,OR,Multnomah,41,51,1301,1300,121.74,0,0,Medium,Metro,Metro,2,PDX,TriMet2,PORTLAND,3,0
