ZoneNumber,Commodity,TargetFloorspace,Tolerance,region,type,confidence
4039,FLR Hospital,84268.86,84268.86,Halo-Urban,Office,100%
4040,FLR Hospital,14929.86,14929.86,Halo-Small Cities,Office,100%
4041,FLR Hospital,879.88,1000,OOO,Office,100%
4042,FLR Hospital,262042.9,262042.9,Halo-Small Cities,Office,100%
4043,FLR Hospital,162260.42,162260.42,Halo-Small Cities,Office,100%
4044,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4045,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4046,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4047,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4048,FLR Hospital,8623.3,8623.3,Halo-Small Cities,Office,100%
4049,FLR Hospital,16686.11,16686.11,Halo-Small Cities,Office,100%
4050,FLR Hospital,7732.69,7732.69,Halo-Small Cities,Office,100%
4051,FLR Hospital,174281.02,174281.02,Halo-Urban,Office,100%
4052,FLR Hospital,8928.01,8928.01,Halo-Small Cities,Office,100%
4053,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4054,FLR Hospital,13080.15,13080.15,Halo-Small Cities,Office,100%
4055,FLR Hospital,4141.09,4141.09,Halo-Small Cities,Office,100%
4056,FLR Hospital,247.48,1000,Halo-Small Cities,Office,100%
4057,FLR Hospital,0,1000,OOO,Office,100%
4058,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4059,FLR Hospital,15038.05,15038.05,Halo-Urban,Office,100%
4060,FLR Hospital,7212.69,7212.69,Halo-Urban,Office,100%
4061,FLR Hospital,370145.35,370145.35,Halo-Urban,Office,100%
4062,FLR Hospital,60690.51,60690.51,Halo-Small Cities,Office,100%
4063,FLR Hospital,640239.86,640239.86,Halo-Urban,Office,100%
4064,FLR Hospital,76095.9,76095.9,Halo-Small Cities,Office,100%
4065,FLR Hospital,36963.82,36963.82,Halo-Small Cities,Office,100%
4066,FLR Hospital,111376.85,111376.85,Halo-Small Cities,Office,100%
4067,FLR Hospital,24454.39,24454.39,Halo-Small Cities,Office,100%
4068,FLR Hospital,310472.6,310472.6,Halo-Urban,Office,100%
4069,FLR Hospital,106375.45,106375.45,Halo-Urban,Office,100%
4070,FLR Hospital,134859.25,134859.25,Halo-Urban,Office,100%
4071,FLR Hospital,69210.63,69210.63,Halo-Small Cities,Office,100%
4072,FLR Hospital,20332.08,20332.08,Halo-Small Cities,Office,100%
4073,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4074,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4075,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4076,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4077,FLR Hospital,15478.99,15478.99,Halo-Small Cities,Office,100%
4078,FLR Hospital,709326.25,709326.25,Halo-Urban,Office,100%
4079,FLR Hospital,31053.76,31053.76,Halo-Small Cities,Office,100%
4080,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4081,FLR Hospital,3541.96,3541.96,Halo-Small Cities,Office,100%
4082,FLR Hospital,3239.43,3239.43,Halo-Small Cities,Office,100%
4083,FLR Hospital,15289.97,15289.97,Halo-Urban,Office,100%
4084,FLR Hospital,10184.84,10184.84,Halo-Urban,Office,100%
4085,FLR Hospital,49870.55,49870.55,Halo-Urban,Office,100%
4086,FLR Hospital,74447.06,74447.06,Halo-Urban,Office,100%
4087,FLR Hospital,166482.98,166482.98,Halo-Urban,Office,100%
4088,FLR Hospital,103894.99,103894.99,Halo-Urban,Office,100%
4089,FLR Hospital,1836755.31,1836755.31,Halo-Urban,Office,100%
4090,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4091,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4092,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4093,FLR Hospital,139418.4,139418.4,Halo-Small Cities,Office,100%
4094,FLR Hospital,110332.88,110332.88,Halo-Urban,Office,100%
4095,FLR Hospital,105256.17,105256.17,Halo-Urban,Office,100%
4096,FLR Hospital,251.22,1000,Halo-Small Cities,Office,100%
4105,FLR Hospital,64542.1,64542.1,Halo-Small Cities,Office,100%
4136,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4137,FLR Hospital,0,1000,Halo-Small Cities,Office,100%
4138,FLR Hospital,7972.78,7972.78,Halo-Small Cities,Office,100%
4140,FLR Hospital,42758.46,42758.46,Halo-Small Cities,Office,100%
4141,FLR Hospital,118995.35,118995.35,Halo-Small Cities,Office,100%
1,FLR Retail,4219951.606,1265985.482,Metro-Average,Retail,30%
17,FLR Retail,2656894.608,797068.3825,Metro-Average,Retail,30%
19,FLR Retail,288208.85,86462.655,Metro-Average,Retail,30%
31,FLR Retail,864991.6983,259497.5095,Metro-Average,Retail,30%
37,FLR Retail,1191505.434,357451.6302,Metro-Average,Retail,30%
79,FLR Retail,1039784.16,311935.2481,Metro-Average,Retail,30%
81,FLR Retail,3634873.053,1090461.916,Metro-Average,Retail,30%
89,FLR Retail,3148900.34,944670.102,Metro-Average,Retail,30%
104,FLR Retail,663852.99,199155.897,Metro-Average,Retail,30%
114,FLR Retail,735651.35,220695.405,Metro-Average,Retail,30%
117,FLR Retail,1518572.366,455571.7099,Metro-Average,Retail,30%
150,FLR Retail,214087.5988,64226.27963,Metro-Average,Retail,30%
154,FLR Retail,1093381.723,328014.5169,Metro-Average,Retail,30%
161,FLR Retail,2616684.979,785005.4937,Metro-Average,Retail,30%
223,FLR Retail,1293121.04,387936.3121,Metro-Average,Retail,30%
229,FLR Retail,1455130.47,436539.1409,Metro-Average,Retail,30%
244,FLR Retail,244305.344,73291.60321,Metro-Average,Retail,30%
267,FLR Retail,134512.08,40353.624,Metro-Average,Retail,30%
271,FLR Retail,100201.26,30060.378,Metro-Average,Retail,30%
273,FLR Retail,738695.08,221608.524,Metro-Average,Retail,30%
290,FLR Retail,3416015.82,1024804.746,Metro-Average,Retail,30%
294,FLR Retail,24169.77,7250.931,Metro-Average,Retail,30%
323,FLR Retail,1549638,464891.4,Metro-Average,Retail,30%
355,FLR Retail,636048.08,190814.424,Metro-Average,Retail,30%
361,FLR Retail,303431.54,91029.462,Metro-Average,Retail,30%
385,FLR Retail,1357205.59,407161.6771,Metro-Average,Retail,30%
404,FLR Retail,1813845.546,544153.6638,Metro-Average,Retail,30%
405,FLR Retail,2966216.31,889864.893,Metro-Average,Retail,30%
411,FLR Retail,297268.3,89180.49,Metro-Average,Retail,30%
418,FLR Retail,998097.9222,299429.3767,Metro-Average,Retail,30%
441,FLR Retail,754056.6683,226217.0005,Metro-Average,Retail,30%
444,FLR Retail,1999761.499,599928.4496,Metro-Average,Retail,30%
468,FLR Retail,495284.38,148585.314,Metro-Average,Retail,30%
481,FLR Retail,233293.7,69988.11,Metro-Average,Retail,30%
499,FLR Retail,1711011.96,513303.588,Metro-Average,Retail,30%
504,FLR Retail,1214073.41,364222.023,Metro-Average,Retail,30%
536,FLR Retail,1162229.544,348668.8632,Metro-Average,Retail,30%
542,FLR Retail,2390212.22,717063.6661,Metro-Average,Retail,30%
570,FLR Retail,2308657.76,692597.328,Metro-Average,Retail,30%
575,FLR Retail,930742.23,279222.669,Metro-Average,Retail,30%
618,FLR Retail,2722628.124,816788.4372,Metro-Average,Retail,30%
623,FLR Retail,735147.66,220544.298,Metro-Average,Retail,30%
636,FLR Retail,1603664,481099.2001,Metro-Average,Retail,30%
714,FLR Retail,2121790.744,636537.2231,Metro-Average,Retail,30%
715,FLR Retail,2058837.769,617651.3307,Metro-Average,Retail,30%
721,FLR Retail,640017.17,192005.151,Metro-Average,Retail,30%
727,FLR Retail,2692959.94,807887.982,Metro-Average,Retail,30%
733,FLR Retail,807761.48,242328.444,Metro-Average,Retail,30%
763,FLR Retail,3295817.318,988745.1953,Metro-Average,Retail,30%
776,FLR Retail,1441672.464,432501.7393,Metro-Average,Retail,30%
851,FLR Retail,507506.61,152251.983,Metro-Average,Retail,30%
852,FLR Retail,867625.84,260287.752,Metro-Average,Retail,30%
866,FLR Retail,899236.099,269770.8297,Metro-Average,Retail,30%
869,FLR Retail,510531.7586,153159.5276,Metro-Average,Retail,30%
905,FLR Retail,2198393.86,659518.158,Metro-Average,Retail,30%
970,FLR Retail,727748.3695,218324.5109,Metro-Average,Retail,30%
991,FLR Retail,1565896.387,469768.9162,Metro-Average,Retail,30%
1000,FLR Retail,458561.9604,137568.5881,Metro-Average,Retail,30%
1002,FLR Retail,1349899.975,404969.9924,Metro-Average,Retail,30%
1025,FLR Retail,3557829.574,1067348.872,Metro-Average,Retail,30%
1044,FLR Retail,1408099.172,422429.7516,Metro-Average,Retail,30%
1114,FLR Retail,265549.33,79664.799,Metro-Average,Retail,30%
1131,FLR Retail,556062.328,166818.6984,Metro-Average,Retail,30%
1153,FLR Retail,1065420.647,319626.1941,Metro-Average,Retail,30%
1175,FLR Retail,971109.37,291332.811,Metro-Average,Retail,30%
1177,FLR Retail,1706230.738,511869.2215,Metro-Average,Retail,30%
1292,FLR Retail,54764.56,16429.368,Metro-Average,Retail,30%
1301,FLR Retail,1079828.212,323948.4636,SalemKeizer,Retail,30%
1303,FLR Retail,463570.3943,139071.1183,SalemKeizer,Retail,30%
1313,FLR Retail,3530.48,1059.144,SalemKeizer,Retail,30%
1314,FLR Retail,39722.64,11916.792,SalemKeizer,Retail,30%
1316,FLR Retail,498214.04,149464.212,SalemKeizer,Retail,30%
1318,FLR Retail,771977.53,231593.259,SalemKeizer,Retail,30%
1324,FLR Retail,803245.81,240973.743,SalemKeizer,Retail,30%
1328,FLR Retail,110497.66,33149.298,SalemKeizer,Retail,30%
1337,FLR Retail,578220.67,173466.201,SalemKeizer,Retail,30%
1364,FLR Retail,1822937.82,546881.346,SalemKeizer,Retail,30%
1369,FLR Retail,528720.94,158616.282,SalemKeizer,Retail,30%
1374,FLR Retail,1196946.739,359084.0216,SalemKeizer,Retail,30%
1394,FLR Retail,1210685.06,363205.518,SalemKeizer,Retail,30%
1401,FLR Retail,538273.75,161482.125,SalemKeizer,Retail,30%
1408,FLR Retail,247243.57,74173.071,SalemKeizer,Retail,30%
1415,FLR Retail,453975.39,136192.617,SalemKeizer,Retail,30%
1437,FLR Retail,1096517.37,328955.211,SalemKeizer,Retail,30%
1453,FLR Retail,196777.12,59033.136,SalemKeizer,Retail,30%
1466,FLR Retail,6390.38,1917.114,SalemKeizer,Retail,30%
1468,FLR Retail,99188.97,29756.691,SalemKeizer,Retail,30%
1470,FLR Retail,19905.77446,7962.309785,NonMPO,Retail,40%
1501,FLR Retail,448045.55,134413.665,EugeneSpringfield,Retail,30%
1502,FLR Retail,1392777.95,417833.385,EugeneSpringfield,Retail,30%
1503,FLR Retail,2425294.65,727588.395,EugeneSpringfield,Retail,30%
1505,FLR Retail,1734693.562,520408.0686,EugeneSpringfield,Retail,30%
1525,FLR Retail,1730383.56,519115.068,EugeneSpringfield,Retail,30%
1553,FLR Retail,1538800.964,461640.2891,EugeneSpringfield,Retail,30%
1562,FLR Retail,1684777.57,505433.271,EugeneSpringfield,Retail,30%
1588,FLR Retail,1406154.5,421846.3501,EugeneSpringfield,Retail,30%
1598,FLR Retail,872216.73,261665.019,EugeneSpringfield,Retail,30%
1617,FLR Retail,1220875.33,366262.599,EugeneSpringfield,Retail,30%
1630,FLR Retail,331812.31,99543.693,EugeneSpringfield,Retail,30%
1639,FLR Retail,390198.82,117059.646,EugeneSpringfield,Retail,30%
1650,FLR Retail,192788.3,57836.49,EugeneSpringfield,Retail,30%
1658,FLR Retail,186271.8,74508.72,NonMPO,Retail,40%
1701,FLR Retail,45455.92,13636.776,RogueValley,Retail,30%
1702,FLR Retail,622189.6158,186656.8847,RogueValley,Retail,30%
1706,FLR Retail,674956.7176,202487.0153,RogueValley,Retail,30%
1710,FLR Retail,528669.61,158600.883,RogueValley,Retail,30%
1715,FLR Retail,2233768.02,670130.406,RogueValley,Retail,30%
1717,FLR Retail,192266.33,57679.899,RogueValley,Retail,30%
1719,FLR Retail,1796011.57,538803.471,RogueValley,Retail,30%
1720,FLR Retail,106990.2,32097.06,RogueValley,Retail,30%
1723,FLR Retail,259213.33,77763.999,RogueValley,Retail,30%
1724,FLR Retail,210302.7078,63090.81235,RogueValley,Retail,30%
1726,FLR Retail,489503.15,146850.945,RogueValley,Retail,30%
1728,FLR Retail,360450.37,108135.111,RogueValley,Retail,30%
1732,FLR Retail,320959.96,96287.988,RogueValley,Retail,30%
1736,FLR Retail,50412.54,20165.016,OR-Small Cities,Retail,40%
1752,FLR Retail,1422792.48,426837.744,RogueValley,Retail,30%
1774,FLR Retail,27617.87,11047.148,OR-Small Cities,Retail,40%
1775,FLR Retail,22251.47,8900.588,NonMPO,Retail,40%
2009,FLR Retail,674247.58,269699.032,OR-Small Cities,Retail,40%
2011,FLR Retail,615515.55,246206.22,OR-Small Cities,Retail,40%
2018,FLR Retail,34935.67,13974.268,OR-Small Cities,Retail,40%
2023,FLR Retail,68411.82,27364.728,OR-Small Cities,Retail,40%
2025,FLR Retail,237475.79,94990.316,OR-Small Cities,Retail,40%
2028,FLR Retail,74918.01,29967.204,OR-Small Cities,Retail,40%
2031,FLR Retail,456270.53,182508.212,OR-Small Cities,Retail,40%
2035,FLR Retail,131353.7242,52541.48969,OR-Small Cities,Retail,40%
2042,FLR Retail,85174.10251,34069.641,OR-Small Cities,Retail,40%
2045,FLR Retail,68641.58,27456.632,OR-Small Cities,Retail,40%
2046,FLR Retail,36033.82389,14413.52956,OR-Small Cities,Retail,40%
2051,FLR Retail,528791.63,211516.652,OR-Small Cities,Retail,40%
2056,FLR Retail,85416.33,34166.532,OR-Small Cities,Retail,40%
2059,FLR Retail,91162.7,36465.08,NonMPO,Retail,40%
2063,FLR Retail,1027895.46,411158.184,OR-Small Cities,Retail,40%
2072,FLR Retail,327319.84,130927.936,OR-Small Cities,Retail,40%
2073,FLR Retail,37861.81,15144.724,OR-Small Cities,Retail,40%
2076,FLR Retail,1072390.21,428956.0841,OR-Small Cities,Retail,40%
2092,FLR Retail,13266.68,5306.672,OR-Small Cities,Retail,40%
2094,FLR Retail,185289.5854,74115.83417,OR-Small Cities,Retail,40%
2098,FLR Retail,545287.41,218114.964,OR-Small Cities,Retail,40%
2109,FLR Retail,29777.92,11911.168,OR-Small Cities,Retail,40%
2111,FLR Retail,3492.95,1397.18,OR-Small Cities,Retail,40%
2112,FLR Retail,197303.271,78921.3084,OR-Small Cities,Retail,40%
2119,FLR Retail,35091.97247,14036.78899,OR-Small Cities,Retail,40%
2122,FLR Retail,716144.32,286457.728,OR-Small Cities,Retail,40%
2123,FLR Retail,322.51,1000,NonMPO,Retail,40%
2126,FLR Retail,883786.514,353514.6056,OR-Small Cities,Retail,40%
2134,FLR Retail,364341.5861,145736.6344,OR-Small Cities,Retail,40%
2139,FLR Retail,99501.34734,39800.53893,OR-Small Cities,Retail,40%
2148,FLR Retail,53089.45,21235.78,OR-Small Cities,Retail,40%
2156,FLR Retail,113855.05,45542.02,OR-Small Cities,Retail,40%
2162,FLR Retail,277614.38,111045.752,OR-Small Cities,Retail,40%
2167,FLR Retail,9649.98,3859.992,OR-Small Cities,Retail,40%
2169,FLR Retail,43633.63428,17453.45371,OR-Small Cities,Retail,40%
2173,FLR Retail,98544.09739,39417.63896,OR-Small Cities,Retail,40%
2180,FLR Retail,171577.7084,68631.08336,OR-Small Cities,Retail,40%
2184,FLR Retail,65659.2,26263.68,NonMPO,Retail,40%
2185,FLR Retail,0,1000,OR-Small Cities,Retail,40%
2186,FLR Retail,492566.01,197026.404,OR-Small Cities,Retail,40%
2190,FLR Retail,168667.5362,67467.01447,OR-Small Cities,Retail,40%
2194,FLR Retail,104472.75,41789.1,OR-Small Cities,Retail,40%
2195,FLR Retail,70620.48,28248.192,OR-Small Cities,Retail,40%
2198,FLR Retail,83107.26,33242.904,OR-Small Cities,Retail,40%
2204,FLR Retail,46713.15,18685.26,OR-Small Cities,Retail,40%
2208,FLR Retail,506989.87,202795.948,OR-Small Cities,Retail,40%
2209,FLR Retail,0,1000,OR-Small Cities,Retail,40%
2216,FLR Retail,127713.04,51085.216,OR-Small Cities,Retail,40%
2218,FLR Retail,343385.6353,137354.2541,OR-Small Cities,Retail,40%
2224,FLR Retail,9854.24,3941.696,OR-Small Cities,Retail,40%
2225,FLR Retail,19835.87417,7934.349668,OR-Small Cities,Retail,40%
2227,FLR Retail,22227.85702,8891.142808,OR-Small Cities,Retail,40%
2229,FLR Retail,225407.42,90162.968,OR-Small Cities,Retail,40%
2231,FLR Retail,16171.92,6468.768,OR-Small Cities,Retail,40%
2235,FLR Retail,615490.66,246196.264,OR-Small Cities,Retail,40%
2238,FLR Retail,30308.58,12123.432,OR-Small Cities,Retail,40%
2242,FLR Retail,50637.26,20254.904,OR-Small Cities,Retail,40%
2244,FLR Retail,27009.12,10803.648,OR-Small Cities,Retail,40%
2245,FLR Retail,38527.03,15410.812,OR-Small Cities,Retail,40%
2247,FLR Retail,175181.13,70072.452,OR-Small Cities,Retail,40%
2248,FLR Retail,25590.44,10236.176,OR-Small Cities,Retail,40%
2249,FLR Retail,72031.93,28812.772,OR-Small Cities,Retail,40%
2254,FLR Retail,1043335.67,417334.268,OR-Small Cities,Retail,40%
2268,FLR Retail,17989.90904,7195.963614,OR-Small Cities,Retail,40%
2271,FLR Retail,26655.61415,10662.24566,OR-Small Cities,Retail,40%
2274,FLR Retail,79718.07,31887.228,OR-Small Cities,Retail,40%
2278,FLR Retail,0,1000,OR-Small Cities,Retail,40%
2280,FLR Retail,46151.62876,18460.6515,OR-Small Cities,Retail,40%
2283,FLR Retail,192454.8276,76981.93103,OR-Small Cities,Retail,40%
2286,FLR Retail,1047284.73,418913.892,OR-Small Cities,Retail,40%
2287,FLR Retail,30391.34846,12156.53938,OR-Small Cities,Retail,40%
2288,FLR Retail,599586.49,239834.596,OR-Small Cities,Retail,40%
2300,FLR Retail,22740.02,9096.008,OR-Small Cities,Retail,40%
2301,FLR Retail,68123.92024,27249.5681,OR-Small Cities,Retail,40%
2304,FLR Retail,144371.7112,57748.68448,OR-Small Cities,Retail,40%
2305,FLR Retail,238853.83,95541.532,OR-Small Cities,Retail,40%
2311,FLR Retail,21823.99456,8729.597823,OR-Small Cities,Retail,40%
2315,FLR Retail,5473.544813,2189.417925,NonMPO,Retail,40%
2317,FLR Retail,16910.2,6764.08,OR-Small Cities,Retail,40%
2319,FLR Retail,394951.84,157980.736,OR-Small Cities,Retail,40%
2324,FLR Retail,39561.49,15824.596,OR-Small Cities,Retail,40%
2326,FLR Retail,352338.35,140935.34,OR-Small Cities,Retail,40%
2330,FLR Retail,1991.02,1000,OR-Small Cities,Retail,40%
2333,FLR Retail,49034.99,19613.996,OR-Small Cities,Retail,40%
2334,FLR Retail,40425.55,16170.22,OR-Small Cities,Retail,40%
2337,FLR Retail,41908.31,16763.324,OR-Small Cities,Retail,40%
2342,FLR Retail,48162.83769,19265.13508,OR-Small Cities,Retail,40%
2343,FLR Retail,191377.64,76551.056,OR-Small Cities,Retail,40%
2344,FLR Retail,391610.5552,156644.2221,OR-Small Cities,Retail,40%
2353,FLR Retail,51070.08,20428.032,OR-Small Cities,Retail,40%
2355,FLR Retail,5173.16,2069.264,OR-Small Cities,Retail,40%
2362,FLR Retail,97610.44,29283.132,Corvallis,Retail,30%
2366,FLR Retail,353941.389,106182.4167,Corvallis,Retail,30%
2367,FLR Retail,6009.29,2403.716,NonMPO,Retail,40%
2370,FLR Retail,547005.66,164101.698,Corvallis,Retail,30%
2374,FLR Retail,330658.88,99197.664,Corvallis,Retail,30%
2376,FLR Retail,776163.14,232848.942,Corvallis,Retail,30%
2383,FLR Retail,861468.52,258440.556,Corvallis,Retail,30%
2412,FLR Retail,210073.6954,84029.47816,OR-Small Cities,Retail,40%
2420,FLR Retail,113803.1992,45521.27966,OR-Small Cities,Retail,40%
2426,FLR Retail,688156.4523,275262.5809,OR-Small Cities,Retail,40%
2431,FLR Retail,1397512.53,559005.012,OR-Small Cities,Retail,40%
2455,FLR Retail,34010.52445,13604.20978,OR-Small Cities,Retail,40%
2456,FLR Retail,12442.39,4976.956,OR-Small Cities,Retail,40%
2461,FLR Retail,40956.16606,16382.46642,OR-Small Cities,Retail,40%
2462,FLR Retail,505420.31,202168.124,OR-Small Cities,Retail,40%
2465,FLR Retail,174206.58,69682.632,OR-Small Cities,Retail,40%
2475,FLR Retail,39245.2,15698.08,OR-Small Cities,Retail,40%
2487,FLR Retail,39385.77,15754.308,OR-Small Cities,Retail,40%
2489,FLR Retail,42107.67918,16843.07167,OR-Small Cities,Retail,40%
2497,FLR Retail,80045.35,32018.14,OR-Small Cities,Retail,40%
2498,FLR Retail,73077.06,29230.824,OR-Small Cities,Retail,40%
2502,FLR Retail,151815.6381,60726.25523,OR-Small Cities,Retail,40%
2509,FLR Retail,916.8,1000,NonMPO,Retail,40%
2512,FLR Retail,13275.4,5310.16,NonMPO,Retail,40%
2514,FLR Retail,455653.42,182261.368,OR-Small Cities,Retail,40%
2524,FLR Retail,29378.16,11751.264,OR-Small Cities,Retail,40%
2528,FLR Retail,32273.33909,12909.33564,NonMPO,Retail,40%
2531,FLR Retail,6758.78,2703.512,NonMPO,Retail,40%
2532,FLR Retail,25767.3,10306.92,NonMPO,Retail,40%
2533,FLR Retail,6743.06,2697.224,NonMPO,Retail,40%
2534,FLR Retail,12558.89,5023.556,OR-Small Cities,Retail,40%
2537,FLR Retail,152150.9513,60860.3805,OR-Small Cities,Retail,40%
2544,FLR Retail,30074.28,12029.712,OR-Small Cities,Retail,40%
2548,FLR Retail,1101.15,1000,OR-Small Cities,Retail,40%
2550,FLR Retail,176990.58,70796.232,OR-Small Cities,Retail,40%
2556,FLR Retail,8596.57,3438.628,OR-Small Cities,Retail,40%
2558,FLR Retail,458504.65,183401.86,OR-Small Cities,Retail,40%
2565,FLR Retail,1576.35,1000,NonMPO,Retail,40%
2566,FLR Retail,24101.23,9640.492,NonMPO,Retail,40%
2568,FLR Retail,16908.68,6763.472,OR-Small Cities,Retail,40%
2569,FLR Retail,7532.267475,3012.90699,OR-Small Cities,Retail,40%
2573,FLR Retail,100939,40375.6,OR-Small Cities,Retail,40%
2578,FLR Retail,2073.9,1000,OR-Small Cities,Retail,40%
2579,FLR Retail,254505.96,101802.384,OR-Small Cities,Retail,40%
2582,FLR Retail,82298.07032,32919.22813,OR-Small Cities,Retail,40%
2584,FLR Retail,14342.05,5736.82,OR-Small Cities,Retail,40%
2589,FLR Retail,17520.4,7008.16,OR-Small Cities,Retail,40%
2598,FLR Retail,8393.72,3357.488,OR-Small Cities,Retail,40%
2599,FLR Retail,4551.71,1820.684,NonMPO,Retail,40%
2601,FLR Retail,60682.07121,24272.82848,OR-Small Cities,Retail,40%
2603,FLR Retail,216229.78,86491.912,OR-Small Cities,Retail,40%
2605,FLR Retail,991212.67,396485.068,OR-Small Cities,Retail,40%
2613,FLR Retail,384751.2085,153900.4834,OR-Small Cities,Retail,40%
2616,FLR Retail,6657.69,2663.076,NonMPO,Retail,40%
2617,FLR Retail,0,1000,NonMPO,Retail,40%
2618,FLR Retail,8292.59,3317.036,OR-Small Cities,Retail,40%
2620,FLR Retail,136917.8,54767.12,OR-Small Cities,Retail,40%
2623,FLR Retail,837133.1833,334853.2733,OR-Small Cities,Retail,40%
2638,FLR Retail,131641.3231,52656.52924,OR-Small Cities,Retail,40%
2654,FLR Retail,60601.94576,24240.7783,OR-Small Cities,Retail,40%
2658,FLR Retail,47261.75985,18904.70394,OR-Small Cities,Retail,40%
2662,FLR Retail,113353.1775,45341.27101,OR-Small Cities,Retail,40%
2664,FLR Retail,0,1000,NonMPO,Retail,40%
2666,FLR Retail,16713.05,6685.22,NonMPO,Retail,40%
2670,FLR Retail,18678.01,7471.204,NonMPO,Retail,40%
2671,FLR Retail,12983.09,5193.236,NonMPO,Retail,40%
2672,FLR Retail,79359.81,31743.924,NonMPO,Retail,40%
2678,FLR Retail,49031.15,19612.46,OR-Small Cities,Retail,40%
2679,FLR Retail,1548238.21,619295.284,OR-Small Cities,Retail,40%
2683,FLR Retail,820654.05,328261.62,OR-Small Cities,Retail,40%
2692,FLR Retail,509346.16,203738.464,OR-Small Cities,Retail,40%
2696,FLR Retail,43163.71,17265.484,OR-Small Cities,Retail,40%
