Activity,option,Target
HH76to106k3plus,cluster129,123.8426909
HH76to106k3plus,cluster130,82.56179395
HH76to106k3plus,cluster131,227.0449335
HH76to106k3plus,cluster132,123.8426909
HH76to106k3plus,cluster133,165.1235879
HH76to106k3plus,cluster134,206.404485
HH76to106k3plus,cluster135,123.8426909
HH76to106k3plus,cluster136,41.28089698
HH76to106k3plus,cluster137,846.2583881
HH76to106k3plus,cluster138,701.7752487
HH76to106k3plus,cluster139,516.0112122
HH76to106k3plus,cluster140,350.8876243
HH76to106k3plus,cluster141,743.0561456
HH76to106k3plus,cluster142,206.404485
HH76to106k3plus,cluster143,268.3258304
HH76to106k3plus,cluster144,1093.94377
HH76to106k3plus,cluster145,2064.04485
HH76to106k3plus,cluster146,433.4494183
HH76to106k3plus,cluster147,681.1348001
HH76to106k3plus,cluster148,371.5280727
HH76to106k3plus,cluster149,433.4494183
HH76to106k3plus,cluster150,495.3707637
HH76to106k3plus,cluster151,557.2921093
HH76to106k3plus,cluster152,227.0449335
HH76to106k3plus,cluster153,165.1235879
HH76to106k3plus,cluster154,82.56179395
HH76to106k3plus,cluster155,123.8426909
HH76to106k3plus,cluster156,371.5280727
HH76to106k3plus,cluster157,123.8426909
HH76to106k3plus,cluster158,598.5730062
HH76to106k3plus,cluster159,144.4831394
HH76to106k3plus,cluster160,701.7752487
HH76to106k3plus,cluster161,1217.786461
HH76to106k3plus,cluster162,268.3258304
HH76to106k3plus,cluster163,577.9325576
HH76to106k3plus,cluster164,619.2134548
HH76to106k3plus,cluster165,1259.067358
HH76to106k3plus,cluster166,722.415697
HH76to106k3plus,cluster167,1011.381976
HH76to106k3plus,cluster168,846.2583881
HH76to106k3plus,cluster169,681.1348001
HH76to106k3plus,cluster170,227.0449335
HH76to106k3plus,cluster171,598.5730062
HH76to106k3plus,cluster172,227.0449335
HH76to106k3plus,cluster173,185.7640365
HH76to106k3plus,cluster174,577.9325576
HH76to106k3plus,cluster175,247.6853821
HH76to106k3plus,cluster176,577.9325576
HH76to106k3plus,cluster177,144.4831394
HH76to106k3plus,cluster178,165.1235879
HH76to106k3plus,cluster179,206.404485
HH76to106k3plus,cluster180,2249.808886
HH76to106k3plus,cluster181,1506.75274
HH76to106k3plus,cluster182,681.1348001
HH76to106k3plus,cluster183,350.8876243
HH76to106k3plus,cluster184,949.4606305
HH76to106k3plus,cluster185,949.4606305
HH76to106k3plus,cluster186,825.6179395
HH76to106k3plus,cluster187,516.0112122
HH76to106k3plus,cluster188,743.0561456
HH76to106k3plus,cluster189,660.4943517
HH76to106k3plus,cluster190,577.9325576
HH76to106k3plus,cluster191,2208.527988
HH76to106k3plus,cluster192,1486.112291
HH76to106k3plus,cluster193,866.8988364
HH76to106k3plus,cluster194,557.2921093
HH76to106k3plus,cluster195,639.8539031
HH76to106k3plus,cluster196,454.0898668
HH76to106k3plus,cluster197,619.2134548
HH76to106k3plus,cluster198,206.404485
HH76to106k3plus,cluster199,1217.786461
HH76to106k3plus,cluster200,1424.190946
HH76to106k3plus,cluster201,123.8426909
HH76to106k3plus,cluster202,763.6965939
HH76to106k3plus,cluster203,557.2921093
HH76to106k3plus,cluster204,743.0561456
HH76to106k3plus,cluster205,185.7640365
HH76to106k3plus,cluster206,144.4831394
HH76to106k3plus,cluster207,123.8426909
HH76to106k3plus,cluster208,82.56179395
HH76to106k3plus,cluster209,185.7640365
HH76to106k3plus,cluster210,61.92134548
HH76to106k3plus,cluster211,1630.59543
HH76to106k3plus,cluster212,1093.94377
HH76to106k3plus,cluster213,268.3258304
HH76to106k3plus,cluster214,495.3707637
HH76to106k3plus,cluster215,144.4831394
HH76to106k3plus,cluster216,681.1348001
HH76to106k3plus,cluster217,619.2134548
HH76to106k3plus,cluster218,1032.022424
HH76to106k3plus,cluster219,350.8876243
HH76to106k3plus,cluster220,701.7752487
HH76to106k3plus,cluster221,866.8988364
HH76to106k3plus,cluster222,206.404485
HH76to106k3plus,cluster223,598.5730062
HH76to106k3plus,cluster224,13230.52748
HH76to106k3plus,cluster225,970.1010789
HH76to106k3plus,cluster226,288.966279
HH76to106k3plus,cluster227,1589.314534
HH76to106k3plus,cluster228,2332.370678
HH76to106k3plus,cluster229,1486.112291
HH76to106k3plus,cluster230,619.2134548
HH76to106k3plus,cluster231,495.3707637
HH76to106k3plus,cluster232,2683.258304
HH76to106k3plus,cluster233,1589.314534
HH76to106k3plus,cluster234,350.8876243
HH76to106k3plus,cluster235,350.8876243
HH76to106k3plus,cluster236,3632.718935
HH76to106k3plus,cluster237,1362.2696
HH76to106k3plus,cluster238,268.3258304
HH76to106k3plus,cluster239,412.8089698
HH76to106k3plus,cluster240,887.5392851
HH76to106k3plus,cluster241,247.6853821
HH76to106k3plus,cluster242,392.1685212
HH76to106k3plus,cluster243,144.4831394
HH76to106k3plus,cluster244,309.6067272
HH76to106k3plus,cluster245,350.8876243
HH76to106k3plus,cluster246,268.3258304
HH76to106k3plus,cluster247,846.2583881
HH76to106k3plus,cluster248,206.404485
HH76to106k3plus,cluster249,227.0449335
HH76to106k3plus,cluster250,495.3707637
HH76to106k3plus,cluster251,247.6853821
HH76to106k3plus,cluster252,1486.112291
HH76to106k3plus,cluster253,392.1685212
HH76to106k3plus,cluster254,619.2134548
HH76to106k3plus,cluster255,1238.426909
HH76to106k3plus,cluster256,908.1797334
HH76to106k3plus,cluster257,268.3258304
HH76to106k3plus,cluster258,268.3258304
HH76to106k3plus,cluster259,3570.797589
HH76to106k3plus,cluster260,3591.438038
HH76to106k3plus,cluster261,1940.202158
HH76to106k3plus,cluster262,495.3707637
HH76to106k3plus,cluster263,536.6516605
HH76to106k3plus,cluster264,288.966279
HH76to106k3plus,cluster265,619.2134548
HH76to106k3plus,cluster266,577.9325576
HH76to106k3plus,cluster267,577.9325576
HH76to106k3plus,cluster268,247.6853821
HH76to106k3plus,cluster269,165.1235879
HH76to106k3plus,cluster270,2332.370678
HH76to106k3plus,cluster271,1651.235879
HH76to106k3plus,cluster272,433.4494183
HH76to106k3plus,cluster273,350.8876243
HH76to106k3plus,cluster274,516.0112122
HH76to106k3plus,cluster275,825.6179395
HH76to106k3plus,cluster276,763.6965939
HH76to106k3plus,cluster277,495.3707637
HH76to106k3plus,cluster278,412.8089698
HH76to106k3plus,cluster279,804.9774912
HH76to106k3plus,cluster280,681.1348001
HH76to106k3plus,cluster281,970.1010789
HH76to106k3plus,cluster282,577.9325576
HH76to106k3plus,cluster283,165.1235879
HH76to106k3plus,cluster284,1527.393187
HH76to106k3plus,cluster285,598.5730062
HH76to106k3plus,cluster286,433.4494183
HH76to106k3plus,cluster287,516.0112122
HH76to106k3plus,cluster288,247.6853821
HH76to106k3plus,cluster289,639.8539031
HH76to106k3plus,cluster290,288.966279
HH76to106k3plus,cluster291,61.92134548
HH76to106k3plus,cluster292,288.966279
HH76to106k3plus,cluster293,412.8089698
HH76to106k3plus,cluster298,41.28089698
HH76to106k3plus,cluster302,61.92134548
HH76to106k3plus,cluster307,41.28089698
HH76to106k3plus,cluster311,41.28089698
HH76to106k3plus,cluster312,41.28089698
HH76to106k3plus,cluster314,41.28089698
HH76to106k3plus,cluster317,185.7640365
HH76to106k3plus,cluster318,41.28089698
HH76to106k3plus,cluster319,41.28089698
HH106kUp1to2,cluster1,2370.734357
HH106kUp1to2,cluster2,6434.850395
HH106kUp1to2,cluster3,592.6835891
HH106kUp1to2,cluster4,10604.8028
HH106kUp1to2,cluster5,1651.047141
HH106kUp1to2,cluster6,444.5126919
HH106kUp1to2,cluster7,1883.887124
HH106kUp1to2,cluster8,8085.897537
HH106kUp1to2,cluster9,8509.242955
HH106kUp1to2,cluster10,3556.101535
HH106kUp1to2,cluster11,63.50181313
HH106kUp1to2,cluster12,5143.646863
HH106kUp1to2,cluster13,719.6872153
HH106kUp1to2,cluster14,783.1890284
HH106kUp1to2,cluster15,402.1781499
HH106kUp1to2,cluster16,677.3526733
HH106kUp1to2,cluster17,2032.058019
HH106kUp1to2,cluster18,2624.741609
HH106kUp1to2,cluster19,317.5090656
HH106kUp1to2,cluster20,3450.265178
HH106kUp1to2,cluster21,1164.199907
HH106kUp1to2,cluster22,571.5163182
HH106kUp1to2,cluster23,232.8399815
HH106kUp1to2,cluster24,42.33454208
HH106kUp1to2,cluster25,63.50181313
HH106kUp1to2,cluster27,2582.407068
HH106kUp1to2,cluster28,275.1745234
HH106kUp1to2,cluster29,1905.054394
HH106kUp1to2,cluster30,232.8399815
HH106kUp1to2,cluster31,1735.716225
HH106kUp1to2,cluster32,550.3490471
HH106kUp1to2,cluster33,148.1708972
HH106kUp1to2,cluster34,1333.538075
HH106kUp1to2,cluster35,423.3454208
HH106kUp1to2,cluster36,1185.367179
HH106kUp1to2,cluster37,63.50181313
HH106kUp1to2,cluster39,9355.933804
HH106kUp1to2,cluster40,6858.195818
HH106kUp1to2,cluster41,2942.250675
HH106kUp1to2,cluster42,1206.534449
HH106kUp1to2,cluster43,84.66908417
HH106kUp1to2,cluster44,1100.698094
HH106kUp1to2,cluster45,762.0217574
HH106kUp1to2,cluster46,254.0072524
HH106kUp1to2,cluster47,592.6835891
HH106kUp1to2,cluster48,1651.047141
HH106kUp1to2,cluster49,402.1781499
HH106kUp1to2,cluster50,508.014505
HH106kUp1to2,cluster51,635.0181313
HH106kUp1to2,cluster52,232.8399815
HH106kUp1to2,cluster53,1333.538075
HH106kUp1to2,cluster54,1079.530823
HH106kUp1to2,cluster55,973.6944677
HH106kUp1to2,cluster56,296.3417946
HH106kUp1to2,cluster57,889.0253836
HH106kUp1to2,cluster58,317.5090656
HH106kUp1to2,cluster59,1608.712599
HH106kUp1to2,cluster60,1121.865365
HH106kUp1to2,cluster61,529.181776
HH106kUp1to2,cluster62,719.6872153
HH106kUp1to2,cluster63,127.0036263
HH106kUp1to2,cluster64,486.8472338
HH106kUp1to2,cluster65,84.66908417
HH106kUp1to2,cluster66,1778.050767
HH106kUp1to2,cluster67,592.6835891
HH106kUp1to2,cluster68,169.3381683
HH106kUp1to2,cluster69,148.1708972
HH106kUp1to2,cluster70,1227.701721
HH106kUp1to2,cluster71,1841.552581
HH106kUp1to2,cluster72,105.8363553
HH106kUp1to2,cluster73,105.8363553
HH106kUp1to2,cluster74,1883.887124
HH106kUp1to2,cluster75,402.1781499
HH106kUp1to2,cluster76,211.6727104
HH106kUp1to2,cluster77,148.1708972
HH106kUp1to2,cluster78,719.6872153
HH106kUp1to2,cluster79,1883.887124
HH106kUp1to2,cluster80,486.8472338
HH106kUp1to2,cluster81,296.3417946
HH106kUp1to2,cluster82,2391.901626
HH106kUp1to2,cluster83,783.1890284
HH106kUp1to2,cluster84,2159.061646
HH106kUp1to2,cluster85,338.6763366
HH106kUp1to2,cluster86,444.5126919
HH106kUp1to2,cluster87,550.3490471
HH106kUp1to2,cluster88,698.5199443
HH106kUp1to2,cluster89,1079.530823
HH106kUp1to2,cluster90,127.0036263
HH106kUp1to2,cluster91,571.5163182
HH106kUp1to2,cluster92,486.8472338
HH106kUp1to2,cluster93,169.3381683
HH106kUp1to2,cluster94,42.33454208
HH106kUp1to2,cluster95,1354.705347
HH106kUp1to2,cluster96,211.6727104
HH106kUp1to2,cluster97,359.8436077
HH106kUp1to2,cluster98,508.014505
HH106kUp1to2,cluster99,127.0036263
HH106kUp1to2,cluster100,190.5054394
HH106kUp1to2,cluster101,317.5090656
HH106kUp1to2,cluster102,84.66908417
HH106kUp1to2,cluster103,465.6799629
HH106kUp1to2,cluster104,211.6727104
HH106kUp1to2,cluster105,211.6727104
HH106kUp1to2,cluster106,84.66908417
HH106kUp1to2,cluster107,254.0072524
HH106kUp1to2,cluster108,127.0036263
HH106kUp1to2,cluster109,232.8399815
HH106kUp1to2,cluster110,613.8508603
HH106kUp1to2,cluster111,825.5235706
HH106kUp1to2,cluster112,105.8363553
HH106kUp1to2,cluster113,63.50181313
HH106kUp1to2,cluster114,719.6872153
HH106kUp1to2,cluster115,232.8399815
HH106kUp1to2,cluster116,338.6763366
HH106kUp1to2,cluster117,635.0181313
HH106kUp1to2,cluster118,211.6727104
HH106kUp1to2,cluster119,105.8363553
HH106kUp1to2,cluster120,42.33454208
HH106kUp1to2,cluster121,317.5090656
HH106kUp1to2,cluster122,973.6944677
HH106kUp1to2,cluster123,486.8472338
HH106kUp1to2,cluster124,127.0036263
HH106kUp1to2,cluster125,105.8363553
HH106kUp1to2,cluster126,84.66908417
HH106kUp1to2,cluster127,254.0072524
HH106kUp1to2,cluster128,63.50181313
HH106kUp1to2,cluster129,42.33454208
HH106kUp1to2,cluster130,105.8363553
HH106kUp1to2,cluster133,275.1745234
HH106kUp1to2,cluster134,63.50181313
HH106kUp1to2,cluster135,42.33454208
HH106kUp1to2,cluster137,63.50181313
HH106kUp1to2,cluster138,63.50181313
HH106kUp1to2,cluster139,148.1708972
HH106kUp1to2,cluster140,317.5090656
HH106kUp1to2,cluster141,635.0181313
HH106kUp1to2,cluster142,84.66908417
HH106kUp1to2,cluster143,42.33454208
HH106kUp1to2,cluster145,211.6727104
HH106kUp1to2,cluster146,402.1781499
HH106kUp1to2,cluster147,381.0108787
HH106kUp1to2,cluster148,254.0072524
HH106kUp1to2,cluster149,63.50181313
HH106kUp1to2,cluster150,148.1708972
HH106kUp1to2,cluster151,148.1708972
HH106kUp1to2,cluster153,84.66908417
HH106kUp1to2,cluster154,105.8363553
HH106kUp1to2,cluster155,169.3381683
HH106kUp1to2,cluster156,63.50181313
HH106kUp1to2,cluster157,84.66908417
HH106kUp1to2,cluster159,211.6727104
HH106kUp1to2,cluster160,698.5199443
HH106kUp1to2,cluster161,105.8363553
HH106kUp1to2,cluster162,169.3381683
HH106kUp1to2,cluster163,465.6799629
HH106kUp1to2,cluster164,381.0108787
HH106kUp1to2,cluster165,275.1745234
HH106kUp1to2,cluster166,211.6727104
HH106kUp1to2,cluster167,423.3454208
HH106kUp1to2,cluster168,105.8363553
HH106kUp1to2,cluster169,635.0181313
HH106kUp1to2,cluster170,84.66908417
HH106kUp1to2,cluster171,317.5090656
HH106kUp1to2,cluster172,317.5090656
HH106kUp1to2,cluster173,613.8508603
HH106kUp1to2,cluster174,381.0108787
HH106kUp1to2,cluster175,148.1708972
HH106kUp1to2,cluster176,211.6727104
HH106kUp1to2,cluster177,190.5054394
HH106kUp1to2,cluster178,211.6727104
HH106kUp1to2,cluster179,148.1708972
HH106kUp1to2,cluster180,42.33454208
HH106kUp1to2,cluster181,889.0253836
HH106kUp1to2,cluster182,296.3417946
HH106kUp1to2,cluster183,148.1708972
HH106kUp1to2,cluster184,84.66908417
HH106kUp1to2,cluster185,63.50181313
HH106kUp1to2,cluster186,846.6908417
HH106kUp1to2,cluster187,1185.367179
HH106kUp1to2,cluster188,317.5090656
HH106kUp1to2,cluster189,127.0036263
HH106kUp1to2,cluster190,571.5163182
HH106kUp1to2,cluster191,254.0072524
HH106kUp1to2,cluster192,846.6908417
HH106kUp1to2,cluster193,317.5090656
HH106kUp1to2,cluster194,317.5090656
HH106kUp1to2,cluster195,190.5054394
HH106kUp1to2,cluster197,338.6763366
HH106kUp1to2,cluster198,444.5126919
HH106kUp1to2,cluster199,63.50181313
HH106kUp1to2,cluster200,232.8399815
HH106kUp1to2,cluster201,338.6763366
HH106kUp1to2,cluster202,1333.538075
HH106kUp1to2,cluster203,783.1890284
HH106kUp1to2,cluster204,359.8436077
HH106kUp1to2,cluster205,190.5054394
HH106kUp1to2,cluster206,42.33454208
HH106kUp1to2,cluster207,190.5054394
HH106kUp1to2,cluster208,254.0072524
HH106kUp1to2,cluster209,169.3381683
HH106kUp1to2,cluster210,296.3417946
HH106kUp1to2,cluster211,677.3526733
HH106kUp1to2,cluster212,635.0181313
HH106kUp1to2,cluster213,338.6763366
HH106kUp1to2,cluster214,275.1745234
HH106kUp1to2,cluster215,127.0036263
HH106kUp1to2,cluster216,635.0181313
HH106kUp1to2,cluster217,317.5090656
HH106kUp1to2,cluster218,508.014505
HH106kUp1to2,cluster219,84.66908417
HH106kUp1to2,cluster220,148.1708972
HH106kUp1to2,cluster221,1397.039888
HH106kUp1to2,cluster222,719.6872153
HH106kUp1to2,cluster223,232.8399815
HH106kUp1to2,cluster224,169.3381683
HH106kUp1to2,cluster225,359.8436077
HH106kUp1to2,cluster226,148.1708972
HH106kUp1to2,cluster227,190.5054394
HH106kUp1to2,cluster228,338.6763366
HH106kUp1to2,cluster229,254.0072524
HH106kUp1to2,cluster230,825.5235706
HH106kUp1to2,cluster231,105.8363553
HH106kUp1to2,cluster232,867.858113
HH106kUp1to2,cluster233,677.3526733
HH106kUp1to2,cluster234,317.5090656
HH106kUp1to2,cluster235,169.3381683
HH106kUp1to2,cluster237,42.33454208
HH106kUp1to2,cluster242,105.8363553
HH106kUp1to2,cluster243,42.33454208
HH106kUp1to2,cluster246,148.1708972
HH106kUp1to2,cluster247,127.0036263
HH106kUp1to2,cluster248,42.33454208
HH106kUp1to2,cluster249,42.33454208
HH106kUp1to2,cluster250,42.33454208
HH106kUp1to2,cluster252,63.50181313
HH106kUp1to2,cluster255,84.66908417
HH106kUp1to2,cluster256,42.33454208
HH106kUp1to2,cluster257,42.33454208
HH106kUp1to2,cluster258,42.33454208
HH106kUp1to2,cluster259,84.66908417
HH106kUp1to2,cluster260,127.0036263
HH106kUp1to2,cluster261,63.50181313
HH106kUp1to2,cluster262,63.50181313
HH106kUp1to2,cluster265,63.50181313
HH106kUp1to2,cluster266,42.33454208
HH106kUp1to2,cluster267,42.33454208
HH106kUp1to2,cluster271,63.50181313
HH106kUp1to2,cluster274,63.50181313
HH106kUp1to2,cluster286,63.50181313
HH106kUp1to2,cluster287,63.50181313
HH106kUp1to2,cluster288,42.33454208
HH106kUp1to2,cluster291,42.33454208
HH106kUp1to2,cluster297,63.50181313
HH106kUp1to2,cluster298,42.33454208
HH106kUp3plus,cluster1,170.0973995
HH106kUp3plus,cluster2,276.408274
HH106kUp3plus,cluster3,2062.430969
HH106kUp3plus,cluster4,1233.206146
HH106kUp3plus,cluster5,2104.955318
HH106kUp3plus,cluster6,1637.187469
HH106kUp3plus,cluster7,552.8165482
HH106kUp3plus,cluster8,531.5543733
HH106kUp3plus,cluster9,765.4382975
HH106kUp3plus,cluster10,467.7678484
HH106kUp3plus,cluster11,1148.157447
HH106kUp3plus,cluster12,403.9813235
HH106kUp3plus,cluster13,3401.947988
HH106kUp3plus,cluster14,2466.412292
HH106kUp3plus,cluster15,2253.790543
HH106kUp3plus,cluster16,574.078723
HH106kUp3plus,cluster17,212.6217494
HH106kUp3plus,cluster18,4954.086759
HH106kUp3plus,cluster19,4911.562406
HH106kUp3plus,cluster20,3508.258863
HH106kUp3plus,cluster21,2827.869266
HH106kUp3plus,cluster22,1063.108747
HH106kUp3plus,cluster23,1700.973995
HH106kUp3plus,cluster24,18094.11087
HH106kUp3plus,cluster25,2338.839241
HH106kUp3plus,cluster26,1573.400944
HH106kUp3plus,cluster27,3572.045389
HH106kUp3plus,cluster28,1360.779196
HH106kUp3plus,cluster29,170.0973995
HH106kUp3plus,cluster30,106.3108747
HH106kUp3plus,cluster31,4741.465008
HH106kUp3plus,cluster32,3465.734512
HH106kUp3plus,cluster33,4635.154134
HH106kUp3plus,cluster34,1084.370921
HH106kUp3plus,cluster35,1190.681796
HH106kUp3plus,cluster36,1233.206146
HH106kUp3plus,cluster37,255.1460993
HH106kUp3plus,cluster38,3784.667138
HH106kUp3plus,cluster39,2955.442316
HH106kUp3plus,cluster40,1275.730496
HH106kUp3plus,cluster41,1211.943971
HH106kUp3plus,cluster42,1126.895271
HH106kUp3plus,cluster43,1934.857918
HH106kUp3plus,cluster44,233.8839241
HH106kUp3plus,cluster45,829.2248222
HH106kUp3plus,cluster46,425.2434987
HH106kUp3plus,cluster47,552.8165482
HH106kUp3plus,cluster48,1892.333569
HH106kUp3plus,cluster49,361.4569737
HH106kUp3plus,cluster50,574.078723
HH106kUp3plus,cluster51,1509.61442
HH106kUp3plus,cluster52,1190.681796
HH106kUp3plus,cluster53,1211.943971
HH106kUp3plus,cluster54,446.5056735
HH106kUp3plus,cluster55,637.8652477
HH106kUp3plus,cluster56,255.1460993
HH106kUp3plus,cluster57,5017.873283
HH106kUp3plus,cluster58,3678.356263
HH106kUp3plus,cluster59,956.7978717
HH106kUp3plus,cluster60,6782.633803
HH106kUp3plus,cluster61,212.6217494
HH106kUp3plus,cluster62,2168.741844
HH106kUp3plus,cluster63,1445.827896
HH106kUp3plus,cluster64,956.7978717
HH106kUp3plus,cluster65,2636.50969
HH106kUp3plus,cluster66,850.486997
HH106kUp3plus,cluster67,2126.217494
HH106kUp3plus,cluster68,1679.71182
HH106kUp3plus,cluster69,1594.663119
HH106kUp3plus,cluster70,616.6030729
HH106kUp3plus,cluster71,276.408274
HH106kUp3plus,cluster72,1828.547045
HH106kUp3plus,cluster73,637.8652477
HH106kUp3plus,cluster74,382.7191487
HH106kUp3plus,cluster75,148.8352245
HH106kUp3plus,cluster76,744.1761224
HH106kUp3plus,cluster77,489.0300235
HH106kUp3plus,cluster78,616.6030729
HH106kUp3plus,cluster79,1892.333569
HH106kUp3plus,cluster80,1318.254845
HH106kUp3plus,cluster81,63.78652477
HH106kUp3plus,cluster82,191.3595742
HH106kUp3plus,cluster84,148.8352245
HH106kUp3plus,cluster85,510.2921982
HH106kUp3plus,cluster86,425.2434987
HH106kUp3plus,cluster87,127.5730496
HH106kUp3plus,cluster88,935.5356969
HH106kUp3plus,cluster89,297.6704488
HH106kUp3plus,cluster90,1403.303545
HH106kUp3plus,cluster91,489.0300235
HH106kUp3plus,cluster92,4358.745861
HH106kUp3plus,cluster93,3423.210164
HH106kUp3plus,cluster94,722.9139475
HH106kUp3plus,cluster95,956.7978717
HH106kUp3plus,cluster96,233.8839241
HH106kUp3plus,cluster97,467.7678484
HH106kUp3plus,cluster98,510.2921982
HH106kUp3plus,cluster99,255.1460993
HH106kUp3plus,cluster100,382.7191487
HH106kUp3plus,cluster101,1211.943971
HH106kUp3plus,cluster102,489.0300235
HH106kUp3plus,cluster103,148.8352245
HH106kUp3plus,cluster104,1318.254845
HH106kUp3plus,cluster105,382.7191487
HH106kUp3plus,cluster106,318.932624
HH106kUp3plus,cluster107,807.9626473
HH106kUp3plus,cluster108,318.932624
HH106kUp3plus,cluster109,1041.846572
HH106kUp3plus,cluster110,382.7191487
HH106kUp3plus,cluster111,255.1460993
HH106kUp3plus,cluster112,1530.876594
HH106kUp3plus,cluster113,1254.468321
HH106kUp3plus,cluster114,106.3108747
HH106kUp3plus,cluster115,212.6217494
HH106kUp3plus,cluster116,1254.468321
HH106kUp3plus,cluster117,1318.254845
HH106kUp3plus,cluster118,616.6030729
HH106kUp3plus,cluster119,552.8165482
HH106kUp3plus,cluster120,701.6517729
HH106kUp3plus,cluster121,382.7191487
HH106kUp3plus,cluster122,340.1947988
HH106kUp3plus,cluster123,637.8652477
HH106kUp3plus,cluster124,1424.565721
HH106kUp3plus,cluster125,63.78652477
HH106kUp3plus,cluster126,63.78652477
HH106kUp3plus,cluster127,1105.633096
HH106kUp3plus,cluster128,403.9813235
HH106kUp3plus,cluster129,1722.236169
HH106kUp3plus,cluster130,106.3108747
HH106kUp3plus,cluster131,1679.71182
HH106kUp3plus,cluster132,574.078723
HH106kUp3plus,cluster133,1956.120093
HH106kUp3plus,cluster134,1764.760519
HH106kUp3plus,cluster135,1382.04137
HH106kUp3plus,cluster136,829.2248222
HH106kUp3plus,cluster137,148.8352245
HH106kUp3plus,cluster138,1233.206146
HH106kUp3plus,cluster139,935.5356969
HH106kUp3plus,cluster140,829.2248222
HH106kUp3plus,cluster141,106.3108747
HH106kUp3plus,cluster142,382.7191487
HH106kUp3plus,cluster143,1786.022694
HH106kUp3plus,cluster144,1552.13877
HH106kUp3plus,cluster145,1403.303545
HH106kUp3plus,cluster146,956.7978717
HH106kUp3plus,cluster147,63.78652477
HH106kUp3plus,cluster148,850.486997
HH106kUp3plus,cluster149,1211.943971
HH106kUp3plus,cluster150,1084.370921
HH106kUp3plus,cluster151,63.78652477
HH106kUp3plus,cluster152,212.6217494
HH106kUp3plus,cluster153,85.0486997
HH106kUp3plus,cluster155,42.52434987
HH106kUp3plus,cluster158,63.78652477
HH106kUp3plus,cluster159,63.78652477
HH106kUp3plus,cluster160,42.52434987
HH106kUp3plus,cluster161,85.0486997
HH106kUp3plus,cluster164,106.3108747
HH106kUp3plus,cluster165,42.52434987
HH106kUp3plus,cluster168,63.78652477
HH106kUp3plus,cluster169,106.3108747
HH106kUp3plus,cluster171,85.0486997
HH106kUp3plus,cluster173,42.52434987
HH106kUp3plus,cluster174,127.5730496
HH106kUp3plus,cluster175,85.0486997
HH106kUp3plus,cluster177,42.52434987
HH106kUp3plus,cluster178,63.78652477
HH106kUp3plus,cluster179,63.78652477
HH106kUp3plus,cluster181,42.52434987
HH106kUp3plus,cluster183,42.52434987
HH106kUp3plus,cluster185,42.52434987
HH106kUp3plus,cluster186,42.52434987
HH106kUp3plus,cluster188,127.5730496
HH106kUp3plus,cluster190,42.52434987
HH106kUp3plus,cluster191,85.0486997
HH106kUp3plus,cluster193,42.52434987
HH106kUp3plus,cluster194,42.52434987
HH106kUp3plus,cluster195,85.0486997
HH106kUp3plus,cluster196,42.52434987
HH106kUp3plus,cluster197,63.78652477
HH106kUp3plus,cluster199,127.5730496
