Activity,option,Target
HH15to23k1to2,cluster70,511.1426034
HH15to23k1to2,cluster71,545.2187769
HH15to23k1to2,cluster73,715.5996449
HH15to23k1to2,cluster74,374.8379091
HH15to23k1to2,cluster75,272.6093884
HH15to23k1to2,cluster76,136.3046943
HH15to23k1to2,cluster77,1737.884852
HH15to23k1to2,cluster78,920.0566861
HH15to23k1to2,cluster79,306.6855621
HH15to23k1to2,cluster80,136.3046943
HH15to23k1to2,cluster81,4327.674044
HH15to23k1to2,cluster82,3782.455266
HH15to23k1to2,cluster83,851.9043388
HH15to23k1to2,cluster84,238.5332151
HH15to23k1to2,cluster85,988.2090329
HH15to23k1to2,cluster86,851.9043388
HH15to23k1to2,cluster87,204.4570413
HH15to23k1to2,cluster88,136.3046943
HH15to23k1to2,cluster89,2521.636844
HH15to23k1to2,cluster90,272.6093884
HH15to23k1to2,cluster91,3135.007967
HH15to23k1to2,cluster92,1942.341892
HH15to23k1to2,cluster93,1567.503985
HH15to23k1to2,cluster94,681.5234713
HH15to23k1to2,cluster95,238.5332151
HH15to23k1to2,cluster96,136.3046943
HH15to23k1to2,cluster97,3339.465009
HH15to23k1to2,cluster98,1465.275464
HH15to23k1to2,cluster99,2453.484497
HH15to23k1to2,cluster100,954.1328597
HH15to23k1to2,cluster101,340.7617355
HH15to23k1to2,cluster102,68.15234713
HH15to23k1to2,cluster103,102.2285207
HH15to23k1to2,cluster104,68.15234713
HH15to23k1to2,cluster105,647.4472977
HH15to23k1to2,cluster106,340.7617355
HH15to23k1to2,cluster107,1260.818422
HH15to23k1to2,cluster108,68.15234713
HH15to23k1to2,cluster109,170.3808679
HH15to23k1to2,cluster110,408.9140826
HH15to23k1to2,cluster111,340.7617355
HH15to23k1to2,cluster112,885.9805125
HH15to23k1to2,cluster113,954.1328597
HH15to23k1to2,cluster114,1806.037199
HH15to23k1to2,cluster115,6099.635067
HH15to23k1to2,cluster116,4600.283433
HH15to23k1to2,cluster117,647.4472977
HH15to23k1to2,cluster118,545.2187769
HH15to23k1to2,cluster119,749.6758186
HH15to23k1to2,cluster120,408.9140826
HH15to23k1to2,cluster121,613.3711241
HH15to23k1to2,cluster122,749.6758186
HH15to23k1to2,cluster123,1226.742248
HH15to23k1to2,cluster124,1192.666075
HH15to23k1to2,cluster125,1669.732504
HH15to23k1to2,cluster126,2896.474753
HH15to23k1to2,cluster127,136.3046943
HH15to23k1to2,cluster128,204.4570413
HH15to23k1to2,cluster129,204.4570413
HH15to23k1to2,cluster130,4770.664299
HH15to23k1to2,cluster131,2896.474753
HH15to23k1to2,cluster132,1158.589902
HH15to23k1to2,cluster133,306.6855621
HH15to23k1to2,cluster134,408.9140826
HH15to23k1to2,cluster135,545.2187769
HH15to23k1to2,cluster136,3509.845878
HH15to23k1to2,cluster137,3032.779446
HH15to23k1to2,cluster138,408.9140826
HH15to23k1to2,cluster139,272.6093884
HH15to23k1to2,cluster140,885.9805125
HH15to23k1to2,cluster141,374.8379091
HH15to23k1to2,cluster142,340.7617355
HH15to23k1to2,cluster143,238.5332151
HH15to23k1to2,cluster144,136.3046943
HH15to23k1to2,cluster145,920.0566861
HH15to23k1to2,cluster146,2623.865364
HH15to23k1to2,cluster147,545.2187769
HH15to23k1to2,cluster148,238.5332151
HH15to23k1to2,cluster149,204.4570413
HH15to23k1to2,cluster150,2146.798934
HH15to23k1to2,cluster151,1090.437554
HH15to23k1to2,cluster152,477.0664299
HH15to23k1to2,cluster153,170.3808679
HH15to23k1to2,cluster154,170.3808679
HH15to23k1to2,cluster155,374.8379091
HH15to23k1to2,cluster156,1090.437554
HH15to23k1to2,cluster157,681.5234713
HH15to23k1to2,cluster158,2283.10363
HH15to23k1to2,cluster159,2555.713017
HH15to23k1to2,cluster160,306.6855621
HH15to23k1to2,cluster161,2351.255976
HH15to23k1to2,cluster162,1090.437554
HH15to23k1to2,cluster163,136.3046943
HH15to23k1to2,cluster164,204.4570413
HH15to23k1to2,cluster165,647.4472977
HH15to23k1to2,cluster166,204.4570413
HH15to23k1to2,cluster167,613.3711241
HH15to23k1to2,cluster168,272.6093884
HH15to23k1to2,cluster169,204.4570413
HH15to23k1to2,cluster170,136.3046943
HH15to23k1to2,cluster171,136.3046943
HH15to23k1to2,cluster172,749.6758186
HH15to23k1to2,cluster173,442.9902562
HH15to23k1to2,cluster174,511.1426034
HH15to23k1to2,cluster175,136.3046943
HH15to23k1to2,cluster176,102.2285207
HH15to23k1to2,cluster177,306.6855621
HH15to23k1to2,cluster178,442.9902562
HH15to23k1to2,cluster179,442.9902562
HH15to23k1to2,cluster180,272.6093884
HH15to23k1to2,cluster181,272.6093884
HH15to23k1to2,cluster182,1533.42781
HH15to23k1to2,cluster183,1124.513728
HH15to23k1to2,cluster184,1533.42781
HH15to23k1to2,cluster185,477.0664299
HH15to23k1to2,cluster186,511.1426034
HH15to23k1to2,cluster187,204.4570413
HH15to23k1to2,cluster188,1090.437554
HH15to23k1to2,cluster189,374.8379091
HH15to23k1to2,cluster190,817.8281655
HH15to23k1to2,cluster191,238.5332151
HH15to23k1to2,cluster192,306.6855621
HH15to23k1to2,cluster193,170.3808679
HH15to23k1to2,cluster194,68.15234713
HH15to23k1to2,cluster195,102.2285207
HH15to23k1to2,cluster197,1737.884852
HH15to23k1to2,cluster198,1771.961025
HH15to23k1to2,cluster199,647.4472977
HH15to23k1to2,cluster200,783.7519921
HH15to23k1to2,cluster201,170.3808679
HH15to23k1to2,cluster202,68.15234713
HH15to23k1to2,cluster203,1090.437554
HH15to23k1to2,cluster204,579.2949506
HH15to23k1to2,cluster205,442.9902562
HH15to23k1to2,cluster206,272.6093884
HH15to23k1to2,cluster207,1056.361381
HH15to23k1to2,cluster208,340.7617355
HH15to23k1to2,cluster209,885.9805125
HH15to23k1to2,cluster210,749.6758186
HH15to23k1to2,cluster213,851.9043388
HH15to23k1to2,cluster214,272.6093884
HH15to23k1to2,cluster215,647.4472977
HH15to23k1to2,cluster216,374.8379091
HH15to23k1to2,cluster217,68.15234713
HH15to23k1to2,cluster218,2044.570413
HH15to23k1to2,cluster219,1090.437554
HH15to23k1to2,cluster220,579.2949506
HH15to23k1to2,cluster221,102.2285207
HH15to23k1to2,cluster222,1124.513728
HH15to23k1to2,cluster223,238.5332151
HH15to23k1to2,cluster225,272.6093884
HH15to23k1to2,cluster226,340.7617355
HH15to23k1to2,cluster227,136.3046943
HH15to23k1to2,cluster228,170.3808679
HH15to23k1to2,cluster229,374.8379091
HH15to23k1to2,cluster230,170.3808679
HH15to23k1to2,cluster231,715.5996449
HH15to23k1to2,cluster232,408.9140826
HH15to23k1to2,cluster234,204.4570413
HH15to23k1to2,cluster235,136.3046943
HH15to23k1to2,cluster236,2555.713017
HH15to23k1to2,cluster237,2351.255976
HH15to23k1to2,cluster238,1022.285207
HH15to23k1to2,cluster239,306.6855621
HH15to23k1to2,cluster240,1192.666075
HH15to23k1to2,cluster241,1703.808679
HH15to23k1to2,cluster242,749.6758186
HH15to23k1to2,cluster243,511.1426034
HH15to23k1to2,cluster245,1090.437554
HH15to23k1to2,cluster246,238.5332151
HH15to23k1to2,cluster247,374.8379091
HH15to23k1to2,cluster248,272.6093884
HH15to23k1to2,cluster249,374.8379091
HH15to23k1to2,cluster250,749.6758186
HH15to23k3plus,cluster1,1093.28452
HH15to23k3plus,cluster2,773.298806
HH15to23k3plus,cluster3,53.33095217
HH15to23k3plus,cluster4,159.9928566
HH15to23k3plus,cluster5,159.9928566
HH15to23k3plus,cluster6,133.3273804
HH15to23k3plus,cluster7,79.99642825
HH15to23k3plus,cluster8,53.33095217
HH15to23k3plus,cluster9,106.6619043
HH15to23k3plus,cluster10,506.6440455
HH15to23k3plus,cluster11,506.6440455
HH15to23k3plus,cluster12,106.6619043
HH15to23k3plus,cluster13,79.99642825
HH15to23k3plus,cluster14,106.6619043
HH15to23k3plus,cluster15,79.99642825
HH15to23k3plus,cluster16,879.9607104
HH15to23k3plus,cluster17,533.3095217
HH15to23k3plus,cluster18,319.985713
HH15to23k3plus,cluster19,213.3238087
HH15to23k3plus,cluster20,53.33095217
HH15to23k3plus,cluster21,159.9928566
HH15to23k3plus,cluster22,186.6583326
HH15to23k3plus,cluster23,533.3095217
HH15to23k3plus,cluster24,53.33095217
HH15to23k3plus,cluster25,79.99642825
HH15to23k3plus,cluster26,159.9928566
HH15to23k3plus,cluster27,79.99642825
HH15to23k3plus,cluster29,2613.216656
HH15to23k3plus,cluster30,533.3095217
HH15to23k3plus,cluster31,133.3273804
HH15to23k3plus,cluster32,533.3095217
HH15to23k3plus,cluster33,133.3273804
HH15to23k3plus,cluster34,373.3166652
HH15to23k3plus,cluster35,879.9607104
HH15to23k3plus,cluster36,319.985713
HH15to23k3plus,cluster37,53.33095217
HH15to23k3plus,cluster40,186.6583326
HH15to23k3plus,cluster41,133.3273804
HH15to23k3plus,cluster42,506.6440455
HH15to23k3plus,cluster43,266.6547608
HH15to23k3plus,cluster44,106.6619043
HH15to23k3plus,cluster45,53.33095217
HH15to23k3plus,cluster46,453.3130934
HH15to23k3plus,cluster47,399.9821413
HH15to23k3plus,cluster48,266.6547608
HH15to23k3plus,cluster49,693.3023782
HH15to23k3plus,cluster50,239.9892848
HH15to23k3plus,cluster51,266.6547608
HH15to23k3plus,cluster53,106.6619043
HH15to23k3plus,cluster55,106.6619043
HH15to23k3plus,cluster56,213.3238087
HH15to23k3plus,cluster57,106.6619043
HH15to23k3plus,cluster58,719.9678544
HH15to23k3plus,cluster59,319.985713
HH15to23k3plus,cluster60,106.6619043
HH15to23k3plus,cluster61,79.99642825
HH15to23k3plus,cluster62,79.99642825
HH15to23k3plus,cluster63,53.33095217
HH15to23k3plus,cluster64,133.3273804
HH15to23k3plus,cluster65,159.9928566
HH15to23k3plus,cluster66,106.6619043
HH15to23k3plus,cluster67,1146.615471
HH15to23k3plus,cluster68,319.985713
HH15to23k3plus,cluster69,213.3238087
HH15to23k3plus,cluster70,53.33095217
HH15to23k3plus,cluster72,453.3130934
HH15to23k3plus,cluster73,1146.615471
HH15to23k3plus,cluster74,159.9928566
HH15to23k3plus,cluster75,826.6297589
HH15to23k3plus,cluster76,53.33095217
HH15to23k3plus,cluster77,239.9892848
HH15to23k3plus,cluster78,266.6547608
HH15to23k3plus,cluster79,346.6511892
HH15to23k3plus,cluster80,213.3238087
HH15to23k3plus,cluster81,426.6476175
HH15to23k3plus,cluster83,79.99642825
HH15to23k3plus,cluster84,106.6619043
HH15to23k3plus,cluster85,79.99642825
HH15to23k3plus,cluster86,53.33095217
HH15to23k3plus,cluster87,293.3202369
HH15to23k3plus,cluster88,213.3238087
HH15to23k3plus,cluster89,373.3166652
HH15to23k3plus,cluster90,133.3273804
HH15to23k3plus,cluster91,106.6619043
HH15to23k3plus,cluster92,133.3273804
HH15to23k3plus,cluster93,799.9642825
HH15to23k3plus,cluster94,1093.28452
HH15to23k3plus,cluster95,186.6583326
HH15to23k3plus,cluster96,53.33095217
HH15to23k3plus,cluster97,506.6440455
HH15to23k3plus,cluster99,266.6547608
HH15to23k3plus,cluster100,666.6369022
HH15to23k3plus,cluster101,453.3130934
HH15to23k3plus,cluster102,293.3202369
HH15to23k3plus,cluster103,79.99642825
HH15to23k3plus,cluster105,133.3273804
HH15to23k3plus,cluster106,186.6583326
HH15to23k3plus,cluster107,186.6583326
HH15to23k3plus,cluster108,159.9928566
HH15to23k3plus,cluster109,159.9928566
HH15to23k3plus,cluster110,133.3273804
HH15to23k3plus,cluster111,559.9749977
HH15to23k3plus,cluster112,373.3166652
HH15to23k3plus,cluster113,373.3166652
HH15to23k3plus,cluster114,53.33095217
HH15to23k3plus,cluster116,319.985713
HH15to23k3plus,cluster117,346.6511892
HH15to23k3plus,cluster118,106.6619043
HH15to23k3plus,cluster119,79.99642825
HH15to23k3plus,cluster120,53.33095217
HH15to23k3plus,cluster121,106.6619043
HH15to23k3plus,cluster122,53.33095217
HH15to23k3plus,cluster123,239.9892848
HH15to23k3plus,cluster124,1013.288091
HH15to23k3plus,cluster125,373.3166652
HH15to23k3plus,cluster126,426.6476175
HH15to23k3plus,cluster127,213.3238087
HH15to23k3plus,cluster128,53.33095217
HH15to23k3plus,cluster129,986.6226154
HH15to23k3plus,cluster130,133.3273804
HH15to23k3plus,cluster131,559.9749977
HH15to23k3plus,cluster132,79.99642825
HH15to23k3plus,cluster133,106.6619043
HH15to23k3plus,cluster134,106.6619043
HH15to23k3plus,cluster135,559.9749977
HH15to23k3plus,cluster136,319.985713
HH15to23k3plus,cluster137,159.9928566
HH15to23k3plus,cluster138,159.9928566
HH15to23k3plus,cluster139,133.3273804
HH15to23k3plus,cluster140,453.3130934
HH15to23k3plus,cluster141,53.33095217
HH15to23k3plus,cluster142,106.6619043
HH15to23k3plus,cluster143,319.985713
HH15to23k3plus,cluster144,133.3273804
HH15to23k3plus,cluster145,106.6619043
HH15to23k3plus,cluster146,79.99642825
HH15to23k3plus,cluster147,799.9642825
HH15to23k3plus,cluster148,293.3202369
HH15to23k3plus,cluster149,53.33095217
HH15to23k3plus,cluster150,186.6583326
HH15to23k3plus,cluster151,426.6476175
HH15to23k3plus,cluster152,373.3166652
HH15to23k3plus,cluster153,79.99642825
HH15to23k3plus,cluster154,426.6476175
HH15to23k3plus,cluster155,453.3130934
HH15to23k3plus,cluster156,186.6583326
HH15to23k3plus,cluster157,239.9892848
HH15to23k3plus,cluster158,79.99642825
HH15to23k3plus,cluster160,106.6619043
HH15to23k3plus,cluster161,266.6547608
HH15to23k3plus,cluster162,186.6583326
HH15to23k3plus,cluster163,53.33095217
HH15to23k3plus,cluster164,346.6511892
HH15to23k3plus,cluster165,133.3273804
HH15to23k3plus,cluster166,213.3238087
HH15to23k3plus,cluster170,79.99642825
HH15to23k3plus,cluster171,106.6619043
HH15to23k3plus,cluster172,79.99642825
HH15to23k3plus,cluster173,53.33095217
HH15to23k3plus,cluster175,399.9821413
HH15to23k3plus,cluster176,186.6583326
HH15to23k3plus,cluster177,186.6583326
HH15to23k3plus,cluster178,239.9892848
HH15to23k3plus,cluster179,53.33095217
HH15to23k3plus,cluster181,186.6583326
HH15to23k3plus,cluster182,53.33095217
HH15to23k3plus,cluster183,133.3273804
HH15to23k3plus,cluster184,293.3202369
HH15to23k3plus,cluster185,53.33095217
HH15to23k3plus,cluster187,213.3238087
HH15to23k3plus,cluster188,79.99642825
HH15to23k3plus,cluster191,79.99642825
HH15to23k3plus,cluster192,53.33095217
HH15to23k3plus,cluster193,79.99642825
HH15to23k3plus,cluster194,133.3273804
HH15to23k3plus,cluster199,159.9928566
HH15to23k3plus,cluster200,159.9928566
HH15to23k3plus,cluster201,79.99642825
HH15to23k3plus,cluster202,106.6619043
HH15to23k3plus,cluster203,453.3130934
HH15to23k3plus,cluster204,293.3202369
HH15to23k3plus,cluster205,239.9892848
HH15to23k3plus,cluster206,106.6619043
HH15to23k3plus,cluster210,399.9821413
HH15to23k3plus,cluster211,106.6619043
HH15to23k3plus,cluster212,79.99642825
HH15to23k3plus,cluster213,239.9892848
HH15to23k3plus,cluster215,79.99642825
HH15to23k3plus,cluster216,79.99642825
HH15to23k3plus,cluster218,213.3238087
HH15to23k3plus,cluster219,133.3273804
HH15to23k3plus,cluster220,106.6619043
HH15to23k3plus,cluster221,239.9892848
HH15to23k3plus,cluster222,53.33095217
HH15to23k3plus,cluster223,399.9821413
HH15to23k3plus,cluster224,186.6583326
HH15to23k3plus,cluster225,186.6583326
HH15to23k3plus,cluster226,159.9928566
HH15to23k3plus,cluster227,213.3238087
HH15to23k3plus,cluster228,159.9928566
HH15to23k3plus,cluster230,79.99642825
HH15to23k3plus,cluster231,53.33095217
HH15to23k3plus,cluster232,53.33095217
HH15to23k3plus,cluster235,79.99642825
HH15to23k3plus,cluster236,79.99642825
HH15to23k3plus,cluster237,53.33095217
HH15to23k3plus,cluster238,79.99642825
HH15to23k3plus,cluster241,79.99642825
HH15to23k3plus,cluster242,106.6619043
HH15to23k3plus,cluster243,106.6619043
HH15to23k3plus,cluster244,53.33095217
HH15to23k3plus,cluster245,106.6619043
HH15to23k3plus,cluster247,239.9892848
HH15to23k3plus,cluster248,159.9928566
HH15to23k3plus,cluster249,213.3238087
HH15to23k3plus,cluster250,79.99642825
HH23to32k1to2,cluster1,7315.0083
HH23to32k1to2,cluster2,4925.244635
HH23to32k1to2,cluster3,466.2953498
HH23to32k1to2,cluster4,641.1561062
HH23to32k1to2,cluster5,4167.514689
HH23to32k1to2,cluster6,1690.320643
HH23to32k1to2,cluster7,349.7215123
HH23to32k1to2,cluster8,349.7215123
HH23to32k1to2,cluster9,320.5780533
HH23to32k1to2,cluster10,3672.075881
HH23to32k1to2,cluster11,3001.776316
HH23to32k1to2,cluster12,320.5780533
HH23to32k1to2,cluster13,204.0042155
HH23to32k1to2,cluster14,233.147675
HH23to32k1to2,cluster15,816.0168625
HH23to32k1to2,cluster16,408.0084312
HH23to32k1to2,cluster17,1311.455673
HH23to32k1to2,cluster18,291.4345936
HH23to32k1to2,cluster19,728.5864842
HH23to32k1to2,cluster20,2914.345936
HH23to32k1to2,cluster21,466.2953498
HH23to32k1to2,cluster22,204.0042155
HH23to32k1to2,cluster23,1253.168753
HH23to32k1to2,cluster24,816.0168625
HH23to32k1to2,cluster25,495.4388094
HH23to32k1to2,cluster26,204.0042155
HH23to32k1to2,cluster27,58.28691876
HH23to32k1to2,cluster29,1253.168753
HH23to32k1to2,cluster30,262.2911344
HH23to32k1to2,cluster31,437.1518906
HH23to32k1to2,cluster32,1165.738375
HH23to32k1to2,cluster33,2826.915559
HH23to32k1to2,cluster34,1340.599131
HH23to32k1to2,cluster35,757.7299438
HH23to32k1to2,cluster36,174.8607563
HH23to32k1to2,cluster37,699.443025
HH23to32k1to2,cluster38,641.1561062
HH23to32k1to2,cluster39,408.0084312
HH23to32k1to2,cluster40,378.8649719
HH23to32k1to2,cluster41,437.1518906
HH23to32k1to2,cluster42,1020.021078
HH23to32k1to2,cluster43,262.2911344
HH23to32k1to2,cluster44,1632.033725
HH23to32k1to2,cluster45,612.0126468
HH23to32k1to2,cluster46,204.0042155
HH23to32k1to2,cluster47,524.5822689
HH23to32k1to2,cluster48,932.5907
HH23to32k1to2,cluster49,932.5907
HH23to32k1to2,cluster50,1078.307997
HH23to32k1to2,cluster51,757.7299438
HH23to32k1to2,cluster52,262.2911344
HH23to32k1to2,cluster53,204.0042155
HH23to32k1to2,cluster54,670.2995655
HH23to32k1to2,cluster55,3089.206694
HH23to32k1to2,cluster56,1806.894482
HH23to32k1to2,cluster57,1428.02951
HH23to32k1to2,cluster58,291.4345936
HH23to32k1to2,cluster59,233.147675
HH23to32k1to2,cluster60,2885.202479
HH23to32k1to2,cluster61,2069.185616
HH23to32k1to2,cluster62,1049.164537
HH23to32k1to2,cluster63,262.2911344
HH23to32k1to2,cluster64,1165.738375
HH23to32k1to2,cluster65,524.5822689
HH23to32k1to2,cluster66,845.1603217
HH23to32k1to2,cluster67,1515.459887
HH23to32k1to2,cluster68,1428.02951
HH23to32k1to2,cluster69,1836.03794
HH23to32k1to2,cluster70,466.2953498
HH23to32k1to2,cluster71,116.5738375
HH23to32k1to2,cluster72,1340.599131
HH23to32k1to2,cluster73,1253.168753
HH23to32k1to2,cluster74,961.7341591
HH23to32k1to2,cluster75,1282.312212
HH23to32k1to2,cluster76,874.3037812
HH23to32k1to2,cluster77,204.0042155
HH23to32k1to2,cluster78,1078.307997
HH23to32k1to2,cluster79,524.5822689
HH23to32k1to2,cluster80,495.4388094
HH23to32k1to2,cluster81,757.7299438
HH23to32k1to2,cluster82,378.8649719
HH23to32k1to2,cluster83,116.5738375
HH23to32k1to2,cluster84,1428.02951
HH23to32k1to2,cluster85,233.147675
HH23to32k1to2,cluster86,641.1561062
HH23to32k1to2,cluster87,233.147675
HH23to32k1to2,cluster88,466.2953498
HH23to32k1to2,cluster89,204.0042155
HH23to32k1to2,cluster90,1107.451457
HH23to32k1to2,cluster91,786.873403
HH23to32k1to2,cluster92,641.1561062
HH23to32k1to2,cluster93,291.4345936
HH23to32k1to2,cluster94,495.4388094
HH23to32k1to2,cluster95,320.5780533
HH23to32k1to2,cluster96,320.5780533
HH23to32k1to2,cluster97,204.0042155
HH23to32k1to2,cluster98,1311.455673
HH23to32k1to2,cluster99,349.7215123
HH23to32k1to2,cluster100,990.8776188
HH23to32k1to2,cluster101,408.0084312
HH23to32k1to2,cluster102,378.8649719
HH23to32k1to2,cluster103,2506.337507
HH23to32k1to2,cluster104,466.2953498
HH23to32k1to2,cluster105,466.2953498
HH23to32k1to2,cluster106,320.5780533
HH23to32k1to2,cluster107,1602.890266
HH23to32k1to2,cluster108,816.0168625
HH23to32k1to2,cluster109,58.28691876
HH23to32k1to2,cluster110,174.8607563
HH23to32k1to2,cluster111,174.8607563
HH23to32k1to2,cluster112,58.28691876
HH23to32k1to2,cluster113,1748.607563
HH23to32k1to2,cluster114,1282.312212
HH23to32k1to2,cluster115,174.8607563
HH23to32k1to2,cluster116,378.8649719
HH23to32k1to2,cluster117,58.28691876
HH23to32k1to2,cluster118,1311.455673
HH23to32k1to2,cluster119,320.5780533
HH23to32k1to2,cluster120,3701.219341
HH23to32k1to2,cluster121,1602.890266
HH23to32k1to2,cluster122,466.2953498
HH23to32k1to2,cluster123,408.0084312
HH23to32k1to2,cluster124,233.147675
HH23to32k1to2,cluster125,87.43037812
HH23to32k1to2,cluster126,1836.03794
HH23to32k1to2,cluster127,874.3037812
HH23to32k1to2,cluster128,553.7257281
HH23to32k1to2,cluster129,903.4472405
HH23to32k1to2,cluster130,903.4472405
HH23to32k1to2,cluster131,116.5738375
HH23to32k1to2,cluster132,58.28691876
HH23to32k1to2,cluster133,1020.021078
HH23to32k1to2,cluster134,437.1518906
HH23to32k1to2,cluster135,3322.354369
HH23to32k1to2,cluster136,2564.624425
HH23to32k1to2,cluster137,757.7299438
HH23to32k1to2,cluster138,437.1518906
HH23to32k1to2,cluster139,2564.624425
HH23to32k1to2,cluster140,2477.194046
HH23to32k1to2,cluster141,728.5864842
HH23to32k1to2,cluster142,204.0042155
HH23to32k1to2,cluster143,262.2911344
HH23to32k1to2,cluster144,233.147675
HH23to32k1to2,cluster145,4138.371231
HH23to32k1to2,cluster146,932.5907
HH23to32k1to2,cluster147,116.5738375
HH23to32k1to2,cluster148,378.8649719
HH23to32k1to2,cluster149,3001.776316
HH23to32k1to2,cluster150,524.5822689
HH23to32k1to2,cluster151,174.8607563
HH23to32k1to2,cluster152,320.5780533
HH23to32k1to2,cluster153,816.0168625
HH23to32k1to2,cluster154,58.28691876
HH23to32k1to2,cluster156,174.8607563
HH23to32k1to2,cluster157,87.43037812
HH23to32k1to2,cluster158,728.5864842
HH23to32k1to2,cluster159,204.0042155
HH23to32k1to2,cluster160,233.147675
HH23to32k1to2,cluster161,174.8607563
HH23to32k1to2,cluster162,116.5738375
HH23to32k1to2,cluster163,87.43037812
HH23to32k1to2,cluster164,2273.18983
HH23to32k1to2,cluster165,1282.312212
HH23to32k1to2,cluster166,961.7341591
HH23to32k1to2,cluster167,378.8649719
HH23to32k1to2,cluster168,174.8607563
HH23to32k1to2,cluster169,116.5738375
HH23to32k1to2,cluster170,2506.337507
HH23to32k1to2,cluster171,378.8649719
HH23to32k1to2,cluster172,87.43037812
HH23to32k1to2,cluster173,845.1603217
HH23to32k1to2,cluster174,612.0126468
HH23to32k1to2,cluster175,233.147675
HH23to32k1to2,cluster176,87.43037812
HH23to32k1to2,cluster177,174.8607563
HH23to32k1to2,cluster178,728.5864842
HH23to32k1to2,cluster179,1398.886049
HH23to32k1to2,cluster180,495.4388094
HH23to32k1to2,cluster181,408.0084312
HH23to32k1to2,cluster182,262.2911344
HH23to32k1to2,cluster183,320.5780533
HH23to32k1to2,cluster184,1136.594916
HH23to32k1to2,cluster185,874.3037812
HH23to32k1to2,cluster186,466.2953498
HH23to32k1to2,cluster187,174.8607563
HH23to32k1to2,cluster188,524.5822689
HH23to32k1to2,cluster189,291.4345936
HH23to32k1to2,cluster191,437.1518906
HH23to32k1to2,cluster192,116.5738375
HH23to32k1to2,cluster193,204.0042155
HH23to32k1to2,cluster194,204.0042155
HH23to32k1to2,cluster195,262.2911344
HH23to32k1to2,cluster196,87.43037812
HH23to32k1to2,cluster197,87.43037812
HH23to32k1to2,cluster198,145.7172969
HH23to32k1to2,cluster199,641.1561062
HH23to32k1to2,cluster200,262.2911344
HH23to32k1to2,cluster201,582.8691876
HH23to32k1to2,cluster202,320.5780533
HH23to32k1to2,cluster203,1748.607563
HH23to32k1to2,cluster204,1311.455673
HH23to32k1to2,cluster205,553.7257281
HH23to32k1to2,cluster206,1428.02951
HH23to32k1to2,cluster207,1486.316428
HH23to32k1to2,cluster208,641.1561062
HH23to32k1to2,cluster209,378.8649719
HH23to32k1to2,cluster210,349.7215123
HH23to32k1to2,cluster211,262.2911344
HH23to32k1to2,cluster213,2010.898698
HH23to32k1to2,cluster214,378.8649719
HH23to32k1to2,cluster215,349.7215123
HH23to32k1to2,cluster216,87.43037812
HH23to32k1to2,cluster217,87.43037812
HH23to32k1to2,cluster218,1049.164537
HH23to32k1to2,cluster219,728.5864842
HH23to32k1to2,cluster220,262.2911344
HH23to32k1to2,cluster221,437.1518906
HH23to32k1to2,cluster222,291.4345936
HH23to32k1to2,cluster223,786.873403
HH23to32k1to2,cluster224,174.8607563
HH23to32k1to2,cluster225,378.8649719
HH23to32k1to2,cluster226,699.443025
HH23to32k1to2,cluster227,58.28691876
HH23to32k1to2,cluster228,495.4388094
HH23to32k1to2,cluster229,349.7215123
HH23to32k1to2,cluster230,58.28691876
HH23to32k3plus,cluster1,1288.351389
HH23to32k3plus,cluster2,693.7276716
HH23to32k3plus,cluster3,495.5197653
HH23to32k3plus,cluster4,222.9838943
HH23to32k3plus,cluster5,148.6559296
HH23to32k3plus,cluster6,198.2079061
HH23to32k3plus,cluster7,74.32796481
HH23to32k3plus,cluster8,594.6237183
HH23to32k3plus,cluster9,297.3118592
HH23to32k3plus,cluster10,222.9838943
HH23to32k3plus,cluster12,470.743777
HH23to32k3plus,cluster13,371.6398239
HH23to32k3plus,cluster14,222.9838943
HH23to32k3plus,cluster15,1040.591506
HH23to32k3plus,cluster16,99.1039531
HH23to32k3plus,cluster17,173.4319178
HH23to32k3plus,cluster18,371.6398239
HH23to32k3plus,cluster20,1288.351389
HH23to32k3plus,cluster21,445.9677888
HH23to32k3plus,cluster22,173.4319178
HH23to32k3plus,cluster23,198.2079061
HH23to32k3plus,cluster24,148.6559296
HH23to32k3plus,cluster25,99.1039531
HH23to32k3plus,cluster26,371.6398239
HH23to32k3plus,cluster27,247.7598826
HH23to32k3plus,cluster28,247.7598826
HH23to32k3plus,cluster29,916.7115662
HH23to32k3plus,cluster30,346.8638356
HH23to32k3plus,cluster31,123.8799413
HH23to32k3plus,cluster32,148.6559296
HH23to32k3plus,cluster33,272.5358708
HH23to32k3plus,cluster34,594.6237183
HH23to32k3plus,cluster35,322.0878474
HH23to32k3plus,cluster36,173.4319178
HH23to32k3plus,cluster37,49.55197653
HH23to32k3plus,cluster38,569.8477301
HH23to32k3plus,cluster39,247.7598826
HH23to32k3plus,cluster40,346.8638356
HH23to32k3plus,cluster42,668.9516833
HH23to32k3plus,cluster43,2006.855049
HH23to32k3plus,cluster44,396.4158122
HH23to32k3plus,cluster45,470.743777
HH23to32k3plus,cluster46,148.6559296
HH23to32k3plus,cluster47,99.1039531
HH23to32k3plus,cluster48,297.3118592
HH23to32k3plus,cluster49,99.1039531
HH23to32k3plus,cluster50,247.7598826
HH23to32k3plus,cluster51,1090.143484
HH23to32k3plus,cluster52,445.9677888
HH23to32k3plus,cluster53,470.743777
HH23to32k3plus,cluster54,99.1039531
