Commodity,ZoneNumber,InternalBought,Price
SCTG01_FKP_LVSK,2162,1158028.418,0.988314964
SCTG01_FKP_LVSK,2167,295390.3311,1.014399017
SCTG01_FKP_LVSK,2169,1358995.999,0.972435064
SCTG01_FKP_LVSK,2173,2086063.124,0.975872327
SCTG01_FKP_LVSK,2180,311453.8349,1.005616283
SCTG01_FKP_LVSK,2184,1071050.988,0.975593952
SCTG01_FKP_LVSK,2185,310149.3712,1.010384788
SCTG01_FKP_LVSK,2186,518672.884,0.992581118
SCTG01_FKP_LVSK,2190,664408.9205,0.983758343
SCTG01_FKP_LVSK,2194,145949.6095,1.032254453
SCTG01_FKP_LVSK,2195,207674.4903,1.022781134
SCTG01_FKP_LVSK,2198,235246.3286,1.024590908
SCTG01_FKP_LVSK,2204,98714.29607,1.042906315
SCTG01_FKP_LVSK,2208,244450.0262,1.018051529
SCTG01_FKP_LVSK,2209,506797.2322,0.997902838
SCTG01_FKP_LVSK,2216,132326.1456,1.036784855
SCTG01_FKP_LVSK,2218,3486707.093,0.945133378
SCTG01_FKP_LVSK,2224,7090106.03,0.948205818
SCTG01_FKP_LVSK,2225,2182048.147,0.965164842
SCTG01_FKP_LVSK,2227,1700596.214,0.96686472
SCTG01_FKP_LVSK,2229,293766.6915,1.017575869
SCTG01_FKP_LVSK,2231,100119.131,1.043591071
SCTG01_FKP_LVSK,2235,100181.5955,1.043619464
SCTG01_FKP_LVSK,2238,850124.5216,0.982394618
SCTG01_FKP_LVSK,2242,99441.66056,1.04328313
SCTG01_FKP_LVSK,2244,225598.0801,1.025566786
SCTG01_FKP_LVSK,2245,508064.6333,1.003840363
SCTG01_FKP_LVSK,2247,1200336.84,0.975829336
SCTG01_FKP_LVSK,2248,1252210.367,0.972149088
SCTG01_FKP_LVSK,2249,4212550.604,0.938805656
SCTG01_FKP_LVSK,2254,99806.08896,1.043448779
SCTG01_FKP_LVSK,2268,4221840.647,0.949597667
SCTG01_FKP_LVSK,2271,2244361.012,0.967130244
SCTG01_FKP_LVSK,2274,5186105.451,0.937859443
SCTG01_FKP_LVSK,2278,13374294.57,0.917013275
SCTG01_FKP_LVSK,2280,11541403.87,0.915841403
SCTG01_FKP_LVSK,2283,7409864.956,0.926154486
SCTG01_FKP_LVSK,2286,235476.0119,1.01933387
SCTG01_FKP_LVSK,2287,4970536.44,0.941750198
SCTG01_FKP_LVSK,2288,198577.6747,1.024007659
SCTG01_FKP_LVSK,2300,648251.6014,0.992501563
SCTG01_FKP_LVSK,2301,4292824.868,0.954910924
SCTG01_FKP_LVSK,2304,99550.07566,1.043332409
SCTG01_FKP_LVSK,2305,2037247.041,0.959044596
SCTG01_FKP_LVSK,2311,16141808.43,0.906611493
SCTG01_FKP_LVSK,2315,6022549.021,0.936933297
SCTG01_FKP_LVSK,2317,2917527.903,0.960717533
SCTG01_FKP_LVSK,2319,100040.7351,1.043555436
SCTG01_FKP_LVSK,2324,5704200.647,0.942349787
SCTG01_FKP_LVSK,2326,180456.6658,1.026493715
SCTG01_FKP_LVSK,2330,5624128.09,0.948844676
SCTG01_FKP_LVSK,2333,3275114.317,0.94803755
SCTG01_FKP_LVSK,2334,1298811.104,0.977246949
SCTG01_FKP_LVSK,2337,3292138.304,0.955775728
SCTG01_FKP_LVSK,2342,277674.2054,1.017069106
SCTG01_FKP_LVSK,2343,1245076.542,0.974267903
SCTG01_FKP_LVSK,2344,477808.0052,1.000810226
SCTG01_FKP_LVSK,2353,145871.4297,1.031962516
SCTG01_FKP_LVSK,2355,1512347.441,0.972441542
SCTG01_FKP_LVSK,2362,903150.8525,0.985051748
SCTG01_FKP_LVSK,2366,9633837.876,0.927104797
SCTG01_FKP_LVSK,2367,2248447.961,0.963900614
SCTG01_FKP_LVSK,2370,99318.04193,1.043226939
SCTG01_FKP_LVSK,2374,1172485.127,0.973440427
SCTG01_FKP_LVSK,2376,99320.214,1.043227927
SCTG01_FKP_LVSK,2383,2096677.228,0.959251165
SCTG01_FKP_LVSK,2412,4012458.748,0.945374291
SCTG01_FKP_LVSK,2420,8180060.193,0.931115331
SCTG01_FKP_LVSK,2426,563379.8379,0.996814993
SCTG01_FKP_LVSK,2431,99761.68918,1.043428597
SCTG01_FKP_LVSK,2455,1142025.669,0.981040985
SCTG01_FKP_LVSK,2456,4305156.63,0.955204013
SCTG01_FKP_LVSK,2461,1382417.021,0.972358115
SCTG01_FKP_LVSK,2462,99328.65533,1.043231763
SCTG01_FKP_LVSK,2465,935468.2717,0.98365716
SCTG01_FKP_LVSK,2475,2463527.623,0.954435267
SCTG01_FKP_LVSK,2487,7924587.949,0.943666035
SCTG01_FKP_LVSK,2489,2882826.652,0.973459705
SCTG01_FKP_LVSK,2497,1087667.383,0.993862762
SCTG01_FKP_LVSK,2498,330487.8562,1.014268118
SCTG01_FKP_LVSK,2502,329363.2613,1.008395493
SCTG01_FKP_LVSK,2509,290538.9183,1.017555266
SCTG01_FKP_LVSK,2512,1561334.969,0.973262847
SCTG01_FKP_LVSK,2514,4884631.205,0.945118932
SCTG01_FKP_LVSK,2524,557514.6088,0.999510426
SCTG01_FKP_LVSK,2528,2372508.32,0.955954381
SCTG01_FKP_LVSK,2531,98034.13822,1.042643345
SCTG01_FKP_LVSK,2532,97993.1578,1.042624718
SCTG01_FKP_LVSK,2533,843244.9456,0.984628991
SCTG01_FKP_LVSK,2534,735618.0642,0.989322077
SCTG01_FKP_LVSK,2537,98497.21319,1.042853834
SCTG01_FKP_LVSK,2544,602189.0794,1.003732696
SCTG01_FKP_LVSK,2548,246377.612,1.018927707
SCTG01_FKP_LVSK,2550,98650.25755,1.0429234
SCTG01_FKP_LVSK,2556,241226.2412,1.021947612
SCTG01_FKP_LVSK,2558,471658.9681,0.998015208
SCTG01_FKP_LVSK,2565,836797.0688,0.981698142
SCTG01_FKP_LVSK,2566,834039.028,0.985805903
SCTG01_FKP_LVSK,2568,3170429.458,0.948706508
SCTG01_FKP_LVSK,2569,125029.5013,1.03882964
SCTG01_FKP_LVSK,2573,98202.77062,1.042719996
SCTG01_FKP_LVSK,2578,98091.46064,1.042669401
SCTG01_FKP_LVSK,2579,136527.1303,1.03333295
SCTG01_FKP_LVSK,2582,485604.4651,1.015076956
SCTG01_FKP_LVSK,2584,673572.8104,1.009372637
SCTG01_FKP_LVSK,2589,97234.40842,1.042279831
SCTG01_FKP_LVSK,2598,422898.2589,1.013381324
SCTG01_FKP_LVSK,2599,97154.76422,1.042243629
SCTG01_FKP_LVSK,2601,2907025.406,0.957651934
SCTG01_FKP_LVSK,2603,3922550.689,0.947447667
SCTG01_FKP_LVSK,2605,97555.9526,1.042425988
SCTG01_FKP_LVSK,2613,97560.5466,1.042428076
SCTG01_FKP_LVSK,2616,329122.5506,1.008286082
SCTG01_FKP_LVSK,2617,96718.82695,1.042045475
SCTG01_FKP_LVSK,2618,341858.0643,1.014074956
SCTG01_FKP_LVSK,2620,331706.5083,1.009460612
SCTG01_FKP_LVSK,2623,213240.6566,1.019949771
SCTG01_FKP_LVSK,2638,120155.6691,1.036614259
SCTG01_FKP_LVSK,2654,97178.3806,1.042254364
SCTG01_FKP_LVSK,2658,1812263.132,0.958646553
SCTG01_FKP_LVSK,2662,3753517.287,0.940312952
SCTG01_FKP_LVSK,2664,95355.55138,1.041425803
SCTG01_FKP_LVSK,2666,96501.39071,1.04194664
SCTG01_FKP_LVSK,2670,457956.0145,0.997148033
SCTG01_FKP_LVSK,2671,96161.89843,1.041740083
SCTG01_FKP_LVSK,2672,1913755.646,0.956526531
SCTG01_FKP_LVSK,2678,973014.0615,0.984639123
SCTG01_FKP_LVSK,2679,96221.68626,1.041819502
SCTG01_FKP_LVSK,2683,96236.62317,1.041826291
SCTG01_FKP_LVSK,2692,96088.84446,1.041759119
SCTG01_FKP_LVSK,2696,782050.2374,0.983620408
SCTG01_FKP_LVSK,2699,220970.7737,1.018102015
SCTG01_FKP_LVSK,2711,323429.3419,1.021782585
SCTG01_FKP_LVSK,2712,1296558.91,0.976275462
SCTG01_FKP_LVSK,2721,183839.597,1.033392858
SCTG01_FKP_LVSK,2722,126035.1375,1.039286748
SCTG01_FKP_LVSK,2724,518130.0724,1.008415565
SCTG01_FKP_LVSK,2726,329869.1473,1.008625448
SCTG01_FKP_LVSK,2727,211676.52,1.046046026
SCTG01_FKP_LVSK,2732,679225.5182,0.985134863
SCTG01_FKP_LVSK,2733,169406.5197,1.026832363
SCTG01_FKP_LVSK,2735,1551765.159,0.984997274
SCTG01_FKP_LVSK,2740,94972.86694,1.041251856
SCTG01_FKP_LVSK,2742,403768.2994,1.004685891
SCTG01_FKP_LVSK,2756,535457.6161,0.994845956
SCTG01_FKP_LVSK,2759,298953.0783,1.032101091
SCTG01_FKP_LVSK,2767,95986.83837,1.041712753
SCTG01_FKP_LVSK,2772,95991.35727,1.041714807
SCTG01_FKP_LVSK,2779,808586.9725,0.984959682
SCTG01_FKP_LVSK,2782,2221250.408,0.956738698
SCTG01_FKP_LVSK,2783,5028842.43,0.937139502
SCTG01_FKP_LVSK,2784,11795813,0.917954402
SCTG01_FKP_LVSK,2787,1647425.975,0.964142147
SCTG01_FKP_LVSK,2800,463402.218,0.999623581
SCTG01_FKP_LVSK,2807,189495.7918,1.025240969
SCTG01_FKP_LVSK,2817,12113309.75,0.944319407
SCTG01_FKP_LVSK,2821,3186166.913,0.993390001
SCTG01_FKP_LVSK,2822,310948.6228,1.075085496
SCTG01_FKP_LVSK,2823,261050.7615,1.020235877
SCTG01_FKP_LVSK,2824,99859.2111,1.043088437
SCTG01_FKP_LVSK,2825,5934930.683,0.972166854
SCTG01_FKP_LVSK,2826,137635.0305,1.055282341
SCTG01_FKP_LVSK,2827,674830.3073,1.042112897
SCTG01_FKP_LVSK,2828,3114536.901,1.014445252
SCTG01_FKP_LVSK,2829,1212813.129,1.034662881
SCTG01_FKP_LVSK,2830,3807154.739,0.964693658
SCTG01_FKP_LVSK,2831,1979890.909,0.959780858
SCTG01_FKP_LVSK,2836,293554.5772,1.024287464
SCTG01_FKP_LVSK,2837,1648767.102,0.970113245
SCTG01_FKP_LVSK,2839,106050.9582,1.040925912
SCTG01_FKP_LVSK,2841,323999.0479,1.059571682
SCTG01_FKP_LVSK,2842,2037934.814,1.029055967
SCTG01_FKP_LVSK,2843,500475.564,1.016475105
SCTG01_FKP_LVSK,2846,2867365.63,0.982516318
SCTG01_FKP_LVSK,2847,394317.1988,1.00575138
SCTG01_FKP_LVSK,2848,1918686.213,0.964129171
SCTG01_FKP_LVSK,2857,1705828.077,1.033580118
SCTG01_FKP_LVSK,2859,2431130.924,1.030853965
SCTG01_FKP_LVSK,2860,773925.6346,1.01209603
SCTG01_FKP_LVSK,2861,2331047.313,0.963295432
SCTG01_FKP_LVSK,2863,1071565.274,0.986543599
SCTG01_FKP_LVSK,2866,3528506.07,0.945263886
SCTG01_FKP_LVSK,2872,879562.5399,0.995775556
SCTG01_FKP_LVSK,2878,1194370.979,0.978027121
SCTG01_FKP_LVSK,2879,98561.6859,1.04288314
SCTG01_FKP_LVSK,2884,295244.6533,1.014332798
SCTG01_FKP_LVSK,2889,98837.05255,1.043008307
SCTG01_FKP_LVSK,2894,97125.43341,1.042230297
SCTG01_FKP_LVSK,2895,97840.64941,1.042555396
SCTG01_FKP_LVSK,2896,707814.2729,1.030300532
SCTG01_FKP_LVSK,2897,304531.3756,1.039999811
SCTG01_FKP_LVSK,2898,154733.4589,1.041605017
SCTG01_FKP_LVSK,2899,5066576.971,0.963550413
SCTG01_FKP_LVSK,2900,2305761.596,0.989954733
SCTG01_FKP_LVSK,2901,12282862.64,0.94096737
SCTG01_FKP_LVSK,2906,1406839.023,0.972667062
SCTG01_FKP_LVSK,2908,203370.7896,1.020824902
SCTG01_FKP_LVSK,2911,96677.45563,1.04202667
SCTG01_FKP_LVSK,2955,407511.6966,1.065363365
SCTG01_FKP_LVSK,2956,2262308.425,1.045261026
SCTG01_FKP_LVSK,2957,2224107.522,1.017174029
SCTG01_FKP_LVSK,2958,1043743.82,1.075764857
SCTG01_FKP_LVSK,2959,360945.9152,1.044196377
SCTG01_FKP_LVSK,2960,302655.3578,1.012339857
SCTG01_FKP_LVSK,2964,323544.4804,1.011112038
SCTG01_FKP_LVSK,2968,458140.438,1.002593297
SCTG01_FKP_LVSK,2970,524834.6853,1.05435469
SCTG01_FKP_LVSK,2971,98478.47369,1.042845316
SCTG01_FKP_LVSK,2972,925460.2482,0.979728294
SCTG01_FKP_LVSK,2974,99222.5683,1.043183542
SCTG01_FKP_LVSK,2981,99200.56016,1.043173538
SCTG01_FKP_LVSK,2984,99119.19909,1.043136556
SCTG01_FKP_LVSK,2987,99178.78633,1.043163641
SCTG01_FKP_LVSK,2988,99129.47875,1.043141228
SCTG01_FKP_LVSK,3012,8549703.137,0.938291575
SCTG01_FKP_LVSK,3015,8471726.333,0.983269164
SCTG01_FKP_LVSK,3017,1068897.018,1.028222284
SCTG01_FKP_LVSK,3020,5524101.922,0.930185344
SCTG01_FKP_LVSK,3022,6663619.065,0.933449412
SCTG01_FKP_LVSK,3025,2660540.751,0.958203619
SCTG01_FKP_LVSK,3027,98551.02568,1.042878294
SCTG01_FKP_LVSK,3032,1931743.708,0.959341511
SCTG01_FKP_LVSK,3040,3632343.129,0.992462641
SCTG01_FKP_LVSK,3042,9168805.797,0.951629835
SCTG01_FKP_LVSK,3043,4628241.214,0.967975501
SCTG01_FKP_LVSK,3044,1025054.222,0.976125087
SCTG01_FKP_LVSK,3054,1373282.057,1.021820249
SCTG01_FKP_LVSK,3056,97818.35091,1.04254526
SCTG01_FKP_LVSK,3062,144249.3083,1.031481591
SCTG01_FKP_LVSK,3072,302419.7311,1.065847243
SCTG01_FKP_LVSK,3073,423379.7518,1.040407414
SCTG01_FKP_LVSK,3074,679984.8888,1.012287214
SCTG01_FKP_LVSK,3077,1177279.677,0.986342663
SCTG01_FKP_LVSK,3081,677232.2848,1.000313157
SCTG01_FKP_LVSK,3082,7997286.463,0.976710966
SCTG01_FKP_LVSK,3083,4416072.358,0.957318029
SCTG01_FKP_LVSK,3087,158909.137,1.027422266
SCTG01_FKP_LVSK,3092,1235296.805,0.969822539
SCTG01_FKP_LVSK,3106,762723.8463,1.017726633
SCTG01_FKP_LVSK,3108,2101253.769,0.982777175
SCTG01_FKP_LVSK,3111,1471719.984,0.991504587
SCTG01_FKP_LVSK,3112,843645.559,0.984811102
SCTG01_FKP_LVSK,3117,95044.49185,1.041284412
SCTG01_FKP_LVSK,3118,94411.9972,1.040996914
SCTG01_FKP_LVSK,3119,166821.3141,1.057825963
SCTG01_FKP_LVSK,3120,2169625.352,0.99777081
SCTG01_FKP_LVSK,3121,2513630.751,0.955763646
SCTG01_FKP_LVSK,3126,94719.73065,1.041136793
SCTG01_FKP_LVSK,3128,95590.69443,1.041532687
SCTG01_FKP_LVSK,3131,329649.6975,1.008525694
SCTG01_FKP_LVSK,3133,766790.5667,1.03566003
SCTG01_FKP_LVSK,3139,2282776.749,1.027757545
SCTG01_FKP_LVSK,3140,957968.2909,1.063583241
SCTG01_FKP_LVSK,3141,251418.8265,1.015857724
SCTG01_FKP_LVSK,3147,1285503.56,1.046258248
SCTG01_FKP_LVSK,3149,728023.2948,1.087738064
SCTG01_FKP_LVSK,3150,710217.4062,1.09572856
SCTG01_FKP_LVSK,3151,13499544.53,0.91496892
SCTG01_FKP_LVSK,3153,2386170.78,1.042586215
SCTG01_FKP_LVSK,3157,890474.9235,0.979289964
SCTG01_FKP_LVSK,3171,2117881.539,0.96352805
SCTG01_FKP_LVSK,3172,4268714.333,0.93859014
SCTG01_FKP_LVSK,3177,5319594.12,0.955178928
SCTG01_FKP_LVSK,3181,2897427.489,0.969373598
SCTG01_FKP_LVSK,3183,774708.3535,1.082150711
SCTG01_FKP_LVSK,3184,601686.6634,1.067841015
SCTG01_FKP_LVSK,3185,89442.67208,1.038734223
SCTG01_FKP_LVSK,4001,1179672.513,1.051769395
SCTG01_FKP_LVSK,4002,1203447.42,0.966068443
SCTG01_FKP_LVSK,4003,93542.81729,1.040601831
SCTG01_FKP_LVSK,4004,21834547.87,0.955961049
SCTG01_FKP_LVSK,4005,91885.49632,1.039841519
SCTG01_FKP_LVSK,4006,2445438.528,0.956935827
SCTG01_FKP_LVSK,4007,2814036.742,0.958277484
SCTG01_FKP_LVSK,4008,3549238.836,0.954692336
SCTG01_FKP_LVSK,4009,3079798.346,0.99329176
SCTG01_FKP_LVSK,4010,2124890.044,1.050269146
SCTG01_FKP_LVSK,4011,249355.3019,1.095340741
SCTG01_FKP_LVSK,4012,2549375.706,0.966649941
SCTG01_FKP_LVSK,4013,147720.981,1.027698181
SCTG01_FKP_LVSK,4014,4563653.733,0.927894546
SCTG01_FKP_LVSK,4015,3288525.853,0.93804934
SCTG01_FKP_LVSK,4016,90865.65095,1.039384936
SCTG01_FKP_LVSK,4017,2700615.095,0.94425055
SCTG01_FKP_LVSK,4018,157962.4496,1.04307629
SCTG01_FKP_LVSK,4019,761344.0134,1.001015691
SCTG01_FKP_LVSK,4021,8978173.611,0.913231852
SCTG01_FKP_LVSK,4022,1776371.256,0.958416394
SCTG01_FKP_LVSK,4023,2525224.751,1.030732394
SCTG01_FKP_LVSK,4025,4123786.694,0.947774124
SCTG01_FKP_LVSK,4026,7025927.687,1.017713735
SCTG01_FKP_LVSK,4027,94027.67566,1.040822223
SCTG01_FKP_LVSK,4028,95954.48683,1.041698047
SCTG01_FKP_LVSK,4029,18207401.19,0.899605008
SCTG01_FKP_LVSK,4030,99833.14734,1.043461078
SCTG01_FKP_LVSK,4031,97646.60034,1.042298393
SCTG01_FKP_LVSK,4032,1914534.355,0.959181144
SCTG01_FKP_LVSK,4033,472971.9763,0.998612027
SCTG01_FKP_LVSK,4034,99555.50691,1.043334877
SCTG01_FKP_LVSK,4035,99361.34875,1.043246624
SCTG01_FKP_LVSK,4036,98152.26819,1.042697041
SCTG01_FKP_LVSK,4037,29544052.84,0.889562046
SCTG01_FKP_LVSK,4038,3693029.975,0.939625938
SCTG01_FKP_LVSK,4039,5860093.644,0.927427095
SCTG01_FKP_LVSK,4040,97095.82202,1.042216837
SCTG01_FKP_LVSK,4041,97645.82896,1.04246684
SCTG01_FKP_LVSK,4042,99457.48221,1.043290322
SCTG01_FKP_LVSK,4043,99377.26439,1.043253858
SCTG01_FKP_LVSK,4044,101341.7826,1.042969667
SCTG01_FKP_LVSK,4045,99839.05909,1.043463765
SCTG01_FKP_LVSK,4046,4806945.73,0.931253117
SCTG01_FKP_LVSK,4047,2764463.68,0.946465539
SCTG01_FKP_LVSK,4048,6936356.619,0.923385032
SCTG01_FKP_LVSK,4049,261953.8142,1.015284917
SCTG01_FKP_LVSK,4050,3727391.263,0.939160321
