taz,commodity,quantity
19,FLR Agriculture,100.0
19,FLR Logging,100.0
20,FLR MH,252.0425468
20,FLR MF,287.5682719
20,FLR AT,239.0810167
20,FLR SFD,69883.7418
20,FLR RRMH,232.8057207
20,FLR RRSFD,186.6748821
20,FLR Accommodation,100.0715136
20,FLR Government Support,98.96419691
20,FLR K12,100.4046525
20,FLR Heavy Industry,115.709773
20,FLR Hospital,6.25
20,FLR Institutional,98.15914097
20,FLR Light Industry,104.0030441
20,FLR Office,104.1146557
20,FLR Retail,100.3176594
20,FLR Warehouse,111.2812749
20,FLR Agriculture,100.0
20,FLR Logging,48562.5
21,FLR MH,252.0425468
21,FLR MF,287.5682719
21,FLR AT,239.0810167
21,FLR SFD,252424.0326
21,FLR RRMH,232.8057207
21,FLR RRSFD,186.6748821
21,FLR Accommodation,1692.987998
21,FLR Government Support,98.96419691
21,FLR K12,100.4046525
21,FLR Heavy Industry,115.709773
21,FLR Hospital,6.25
21,FLR Institutional,98.15914097
21,FLR Light Industry,181.2045039
21,FLR Office,25420.66556
21,FLR Retail,5395.70721
21,FLR Warehouse,111.2812749
21,FLR Agriculture,100.0
21,FLR Logging,100.0
22,FLR MH,252.0425468
22,FLR MF,287.5682719
22,FLR AT,239.0810167
22,FLR SFD,252436.4915
22,FLR RRMH,232.8057207
22,FLR RRSFD,186.6748821
22,FLR Accommodation,100.0715136
22,FLR Government Support,98.96419691
22,FLR K12,100.4046525
22,FLR Heavy Industry,115.709773
22,FLR Hospital,6.25
22,FLR Institutional,98.15914097
22,FLR Light Industry,257.1273983
22,FLR Office,104.1146557
22,FLR Retail,100.3176594
22,FLR Warehouse,111.2812749
22,FLR Agriculture,100.0
22,FLR Logging,100.0
23,FLR MH,252.0425468
23,FLR MF,287.5682719
23,FLR AT,239.0810167
23,FLR SFD,2207770.807
23,FLR RRMH,232.8057207
23,FLR RRSFD,186.6748821
23,FLR Accommodation,2962.729015
23,FLR Government Support,98.96419691
23,FLR K12,33159.30686
23,FLR Heavy Industry,115.709773
23,FLR Hospital,6.25
23,FLR Institutional,2894.695453
23,FLR Light Industry,3907.144763
23,FLR Office,18479.65381
23,FLR Retail,20803.95559
23,FLR Warehouse,111.2812749
23,FLR Agriculture,100.0
23,FLR Logging,100.0
24,FLR MH,1040.275225
24,FLR MF,287.5682719
24,FLR AT,239.0810167
24,FLR SFD,676394.4191
24,FLR RRMH,232.8057207
24,FLR RRSFD,186.6748821
24,FLR Accommodation,100.0715136
24,FLR Government Support,98.96419691
24,FLR K12,100.4046525
24,FLR Heavy Industry,115.709773
24,FLR Hospital,6.25
24,FLR Institutional,98.15914097
24,FLR Light Industry,2562.450552
24,FLR Office,104.1146557
24,FLR Retail,100.3176594
24,FLR Warehouse,7846.044709
24,FLR Agriculture,40510836.38
24,FLR Logging,100.0
25,FLR MH,252.0425468
25,FLR MF,287.5682719
25,FLR AT,239.0810167
25,FLR SFD,27740.60628
