dms_orig,dms_dest,distance
12,472,600.85722313484
12,479,587.472910860891
12,481,934.430824360718
12,482,607.799296787669
12,483,1016.14181427312
12,484,885.744969917843
12,485,1744.53010106845
12,486,731.653293443712
12,487,1155.87175105611
12,488,1038.55568975731
12,489,1130.06790864665
12,491,2486.30207650548
12,499,2312.45876780608
12,500,1994.87265585984
12,511,1216.37383479473
12,512,1250.02941885309
12,513,1285.48559038207
12,519,1052.14161176473
12,531,3450.30870392844
12,539,3302.31908714592
12,540,1100.24549460557
12,551,1367.73044141737
12,559,1555.04564070251
12,560,2203.94148958256
19,11,70.7170538241875
19,12,262.530863016805
19,19,50
19,20,5640.03924583052
19,41,2358.17169581045
19,42,2348.04647402602
19,49,2301.38535132506
19,50,569.240735081626
19,61,2758.69770428454
19,62,3146.41528099785
19,63,2791.99875263354
19,64,3202.02711860318
19,69,2994.83356669103
19,81,1783.43152297928
19,89,1825.68310983356
19,91,1601.30212191563
19,92,1534.07719632805
19,99,1608.36461527317
19,100,1213.41597982677
19,111,1101.85177387733
19,121,556.393111936151
19,122,961.501307227874
19,123,696.443563097998
19,124,672.290381109764
19,129,396.086568350418
19,131,231.089581854955
19,132,511.012339917606
19,139,325.195453222032
19,151,7041.90064369561
19,159,6908.79809618952
19,160,2722.82588632864
19,171,988.325871007065
19,172,716.097097174629
19,179,812.63534718722
19,181,929.823294019295
19,182,754.705644640116
19,189,765.676411184481
19,190,1176.89193036322
19,201,988.553867672606
19,209,1228.50207228622
19,211,575.603525874731
19,219,524.618413814786
19,221,491.404821797387
19,222,684.407238497463
19,223,461.577083226035
19,229,552.57305549273
19,230,2043.9882361347
19,241,1155.85173315564
19,242,1100.82228325025
19,249,1168.77722744707
19,251,1704.53941960588
19,259,1612.99272934687
19,261,1117.09066412034
19,262,1123.52175863656
19,269,1212.4284547875
19,271,1473.68797381274
19,279,1636.42637468492
19,280,272.316085659811
19,291,950.248472094733
19,292,714.340094489487
19,299,788.138560695194
19,300,2488.75493536812
19,310,1498.19623648785
19,321,2701.92369547877
19,329,2792.49730164316
19,330,1781.36868961138
19,341,1385.66366028377
19,342,1296.49879192396
19,349,1298.13955492083
19,350,1799.21429312384
19,361,1583.7652822744
19,362,1286.76904845605
19,363,1479.8297895641
19,364,1376.81130936501
19,369,1516.55570244506
19,371,617.804137883183
19,372,707.554300970422
19,373,801.776268880968
19,379,860.291254429266
19,380,1984.21457189425
19,391,738.394520068778
19,392,1052.03132428899
19,393,856.359934453955
19,394,811.038052611116
19,399,903.60970186695
19,401,1021.48223349982
19,402,937.979412903738
19,409,1046.30854524878
19,411,3364.83916376981
19,419,3156.16081074907
19,421,1286.86065081032
19,422,1040.06185071327
19,429,1210.31446385459
19,440,1656.34560073341
19,451,627.171250140506
19,452,461.825415894337
19,459,574.732111769828
19,460,1729.50988867981
19,471,375.433861419253
19,472,352.256090346594
19,479,329.577030994057
19,481,1073.91398532166
19,482,772.807439209255
19,483,1211.68238752404
19,484,951.671369316157
19,485,1834.87512759714
19,486,895.194973614617
19,487,1334.98129743619
19,488,1191.90532949431
19,489,1231.49706125017
19,491,2457.82069010402
19,499,2307.7616036946
19,500,1740.48477599166
19,511,983.500684605859
19,512,1030.54682738727
19,513,1040.65782910321
19,519,808.836712306198
19,531,3377.31244321779
19,539,3228.38078274545
19,540,843.826516740334
19,551,1136.08859572547
19,559,1336.7785299893
19,560,2133.31482137595
20,11,5576.60850708885
20,12,5790.86086317842
20,19,5640.03924583052
20,20,50
20,41,4475.61047403469
20,42,4595.68295130197
20,49,4346.41360497147
20,50,5182.46081093543
20,61,4164.9730958689
20,62,3552.51233084023
20,63,4306.9102047559
20,64,3698.82100500648
20,69,3855.05766336754
20,81,4147.555739839
20,89,4195.87103313349
20,91,5488.29145926758
20,92,5473.23550890974
20,99,5528.33926904867
20,100,5611.36377841861
20,111,5537.75512259068
20,121,6132.27337803415
20,122,6588.03026229291
20,123,6303.35019837145
20,124,6304.33062734149
20,129,6031.27184292173
20,131,5676.49645104059
20,132,5979.96250079776
20,139,5845.56180802819
20,151,4818.92966975911
20,159,5014.96153183095
20,160,3280.72807553444
20,171,4746.16453311299
20,172,4931.26261433998
20,179,4859.05166073425
20,181,4838.84678099666
20,182,5030.72434512154
20,189,5018.52015810859
20,190,4463.96017823917
20,201,4695.39267074681
20,209,4560.63377954431
20,211,5212.88298119943
20,219,5279.78511480424
20,221,5663.84006315837
20,222,5613.16829730866
20,223,5789.66135109538
20,229,5519.52851827691
20,230,5301.38058571814
20,241,5508.77212866419
20,242,5538.26248523971
20,249,5638.86138295334
20,251,5489.80065939777
20,259,5414.34125619656
20,261,4894.59895037459
20,262,4751.17999532368
20,269,4734.02183366968
20,271,4188.24804960675
20,279,4031.39044317316
20,280,5517.88070080694
20,291,4714.32212841843
20,292,4925.73911176488
20,299,4862.03242346485
20,300,3263.74378941091
20,310,4216.60354580614
20,321,3888.24802988151
20,329,3616.98274390708
20,330,5350.48916768265
20,341,5502.8168972879
20,342,5561.58403652226
20,349,5600.1290287802
20,350,4605.50361245857
20,361,5310.26086433879
20,362,5117.84791809958
20,363,5429.2105625896
20,364,5136.91260253277
20,369,5209.72172992613
20,371,5696.14098209201
20,372,5656.55606407117
20,373,5746.15844881194
20,379,5830.61494382348
20,380,3656.24939423345
20,391,5167.60151504866
20,392,5101.39055910006
20,393,5155.6411839903
20,394,5102.476823111
20,399,5137.95135039199
20,401,4901.63981215609
20,402,4877.87282532531
20,409,4879.06742135307
20,411,2851.23090673777
20,419,3089.2294290655
20,421,5485.59719020868
20,422,5258.29449601553
20,429,5314.73995241433
20,440,5532.47394261665
20,451,5945.29569825611
20,452,5676.67555441465
20,459,5841.32175029716
20,460,3932.69522728467
20,471,5277.55338413891
20,472,5340.37526629765
20,479,5395.53956920679
20,481,5387.9272982955
20,482,5560.5779547775
20,483,5664.86371431646
20,484,5160.70486396999
20,485,4860.41335994996
20,486,5531.05332435477
20,487,5558.13451618157
20,488,5426.81309648619
20,489,5160.72848313012
20,491,3696.01180099884
20,499,3961.15383977367
20,500,5265.359410639
20,511,5642.75168194124
20,512,5756.8575979396
20,513,5516.54954340053
20,519,5555.70269325354
20,531,2664.03921147384
20,539,2774.58773292953
20,540,5392.23456536452
20,551,4625.81002654682
20,559,4391.89396964148
20,560,3724.56023780723
41,11,2344.39875241986
41,12,2292.07609062802
41,19,2358.17169581045
41,20,4475.61047403469
41,41,50
41,42,123.390848966778
41,49,172.162791263388
41,50,1819.70016818316
41,61,441.232909705922
41,62,1027.66322209183
41,63,435.436252332054
41,64,982.190700291176
41,69,760.0622877624
41,81,983.411562278672
41,89,854.901924352281
41,91,3598.61091351537
41,92,3533.47983945465
41,99,3624.93663784386
41,100,3334.02196865837
41,111,3201.46850253843
41,121,2877.78953707042
41,122,3139.24843911399
41,123,2963.66937251627
41,124,2887.44907273127
41,129,2662.61596579886
41,131,2560.92679476848
41,132,2868.89191251622
41,139,2683.37304525799
41,151,4684.83748247975
41,159,4551.30735770816
41,160,1262.45707107687
41,171,2306.69977241095
41,172,2085.75322322737
41,179,2167.51701395068
41,181,2379.05428833999
41,182,2423.28615607867
41,189,2420.22299398759
41,190,1906.44698982886
41,201,1656.51288156942
41,209,1355.25437229812
41,211,2448.04907753413
41,219,2475.04370662944
41,221,2000.10750652848
41,222,1824.21552063849
41,223,2129.35720742965
41,229,1864.18693190292
41,230,3882.11628841803
41,241,3230.95922315006
41,242,3200.88141371861
41,249,3310.46610120983
41,251,3687.25127974092
41,259,3569.6704275237
41,261,2713.78339396
41,262,2543.22854911779
41,269,2643.23921952899
41,271,2062.26482164383
41,279,2102.0823531692
41,280,2091.08009389123
41,291,1730.74913762168
41,292,2004.31972987833
41,299,1858.7844816237
41,300,1549.7734866464
41,310,1423.92540169489
41,321,597.676120000884
41,329,859.60081193199
41,330,3680.57436620699
41,341,3422.80856855601
41,342,3378.3076205182
41,349,3399.34338838951
41,350,568.695743184407
41,361,3486.14351651915
41,362,3091.00463500762
41,363,3463.32311863485
41,364,3189.40155171207
41,369,3365.64123034346
41,371,2883.99676741621
41,372,2937.64090528795
41,373,3057.68727188616
41,379,3140.41608348906
41,380,1859.48740956953
41,391,2584.32293335988
41,392,2848.719115057
41,393,2699.038958708
41,394,2592.10930293419
41,399,2730.8853027641
41,401,1368.28124320677
41,402,1495.90943208624
41,409,1347.35619613589
41,411,1633.21145369314
41,419,1389.42449823664
41,421,3329.39328015631
41,422,2966.25750776217
41,429,3159.80468415112
41,440,3667.64675098817
41,451,2976.11980103599
41,452,2747.45213437192
41,459,2905.68156111383
41,460,1613.29825373019
41,471,2070.56261546487
41,472,2339.37478539367
41,479,2397.7227434839
41,481,1402.82650600724
41,482,1725.25087253484
41,483,1522.80300633845
41,484,1411.85872326734
41,485,570.47527166492
41,486,1619.18114856732
41,487,1361.33454598476
41,488,1346.78037247659
41,489,1170.98082026241
41,491,859.058730964166
41,499,616.00851893532
41,500,3597.77793378377
41,511,3158.33007256301
41,512,3250.91988880121
41,513,3137.7689332859
41,519,2965.40569158791
41,531,1812.12146944657
41,539,1709.93467462033
41,540,2888.079525609
41,551,2355.49605869742
41,559,2281.39514734594
41,560,1157.67706521058
42,11,2338.01385794491
42,12,2268.34698920366
42,19,2348.04647402602
42,20,4595.68295130197
42,41,123.390848966778
42,42,50
42,49,287.441666492576
42,50,1821.75659641017
42,61,518.82829273293
42,62,1128.72073438425
42,63,475.614670928924
42,64,1069.00927812145
42,69,850.022898376138
42,81,1063.87740374771
42,89,934.319204477033
42,91,3631.44011016075
42,92,3565.56652047114
42,99,3656.68301180984
42,100,3355.60256334677
42,111,3223.21983832374
42,121,2857.41417281078
42,122,3102.47624293279
42,123,2936.47037503436
42,124,2856.76766623958
42,129,2639.38538903465
42,131,2556.23699554721
42,132,2857.30475426517
42,139,2672.80552414711
42,151,4704.106630536
42,159,4561.9419533002
42,160,1385.70002107929
42,171,2349.31238278328
42,172,2113.45307680528
42,179,2201.34198423312
42,181,2417.90835729337
42,182,2452.57413664186
42,189,2450.11981474241
42,190,1959.96425143376
42,201,1691.49888939365
42,209,1396.35697715805
42,211,2467.63256326328
42,219,2491.47664013412
42,221,1971.24502426756
42,222,1789.42834648208
42,223,2097.29338817207
42,229,1840.18816995498
42,230,3927.52965154814
42,241,3254.76251118615
42,242,3222.59471293089
42,249,3330.20565864653
42,251,3721.84300256947
42,259,3604.91206091108
42,261,2755.58646417047
42,262,2589.18567935075
42,269,2691.46457618197
42,271,2131.53849752638
42,279,2178.8749692581
42,280,2078.37792434587
42,291,1765.69477858712
42,292,2030.51179622401
42,299,1885.93006112785
42,300,1666.72325071208
42,310,1492.26977290107
42,321,712.513385642662
42,329,978.798326400815
42,330,3720.49487946497
42,341,3451.26014910001
42,342,3403.17862719762
42,349,3422.99473342333
42,350,588.546033933873
42,361,3523.95290101956
42,362,3129.39836774548
42,363,3495.77565683129
42,364,3228.7995281914
42,369,3405.26383167525
42,371,2889.03221984286
42,372,2946.42606650587
42,373,3065.32761846062
42,379,3146.17711195659
42,380,1954.65576966372
42,391,2609.78306064327
42,392,2883.20227333931
42,393,2727.72423361616
42,394,2621.20509695773
42,399,2761.15693850917
42,401,1378.07815131471
42,402,1512.24024956177
42,409,1358.63503079207
42,411,1750.72442147285
42,419,1508.00267336708
42,421,3356.51376830571
42,422,2995.73735309005
42,429,3190.83483258042
42,440,3700.12354781742
42,451,2970.42241661492
42,452,2749.21587251355
42,459,2903.38679760133
42,460,1697.83489915259
42,471,2074.65091596704
42,472,2348.17398524142
42,479,2404.91695010789
42,481,1361.66177625122
42,482,1689.08023987478
42,483,1458.63959779916
42,484,1397.04513777696
42,485,526.502815347745
42,486,1578.6179999785
42,487,1294.08980099911
42,488,1295.80365385713
42,489,1139.75237686209
42,491,981.027553691631
42,499,734.342116331435
42,500,3639.45664282204
42,511,3173.97544642713
42,512,3263.52292007495
42,513,3158.96150337434
42,519,2980.22044958984
42,531,1932.86174421277
42,539,1831.99707483689
42,540,2909.18818320407
42,551,2405.06210736451
42,559,2341.77638003085
42,560,1264.98111003443
49,11,2282.71215024069
49,12,2254.1305271096
49,19,2301.38535132506
49,20,4346.41360497147
49,41,172.162791263388
49,42,287.441666492576
49,49,50
49,50,1749.8964186839
49,61,457.370666049544
49,62,965.189921731244
49,63,509.927759563257
49,64,952.31319949356
49,69,730.163734738304
49,81,830.038011648938
49,89,703.756270833291
49,91,3485.78327782128
49,92,3421.57544674918
49,99,3513.28008150755
49,100,3234.50563687907
49,111,3102.00635977684
49,121,2832.92025460233
49,122,3116.69056737945
49,123,2927.99273572491
49,124,2856.91539925853
49,129,2622.41059541345
49,131,2496.1362843326
49,132,2812.17007275339
49,139,2625.89819730076
49,151,4742.90640562689
49,159,4620.76629108424
49,160,1107.86650199312
49,171,2185.71155309987
49,172,1982.56280949471
49,179,2056.85615610538
49,181,2262.00094535442
49,182,2316.97434553487
49,189,2313.21517570025
49,190,1775.0834474383
49,201,1547.04077525712
49,209,1240.95110166523
49,211,2353.14038377524
49,219,2383.86215572523
49,221,1971.00027290424
49,222,1804.79955104668
49,223,2104.01209984496
49,229,1829.18245352746
49,230,3755.40759210834
49,241,3129.03425212939
49,242,3101.46523081394
49,249,3213.16734316518
49,251,3572.34912984226
49,259,3454.21283202368
49,261,2592.64517094304
49,262,2418.0067526175
49,269,2515.40119388956
49,271,1914.89474946632
49,279,1948.01925847135
49,280,2039.09606732094
49,291,1620.86208202211
49,292,1903.29437006035
49,299,1757.37660338208
49,300,1379.48929424771
49,310,1279.52376029991
49,321,506.719097099181
49,329,743.657245343507
49,330,3559.88600534504
49,341,3315.18158168154
49,342,3274.87084076879
49,349,3297.2864322513
49,350,503.686340865561
49,361,3367.99332436198
49,362,2972.84094868171
49,363,3351.11550077967
49,364,3069.9767261717
49,369,3245.69938759259
49,371,2805.67534226207
49,372,2854.48111831145
49,373,2975.64781463999
49,379,3060.52582182433
49,380,1692.4702008755
49,391,2481.98858457115
49,392,2735.35975359793
49,393,2592.63335540131
49,394,2485.51678495834
49,399,2622.57385914635
49,401,1292.60844121782
49,402,1410.48666726082
49,409,1270.02152155852
49,411,1517.81837009626
49,419,1271.177174605
49,421,3223.44764568486
49,422,2858.31068760507
49,429,3049.70886748749
49,440,3555.11493648076
49,451,2911.31356081387
49,452,2673.68475742586
49,459,2836.65441844536
49,460,1453.86067061856
49,471,1996.58750784927
49,472,2258.15435059353
49,479,2318.28866727868
49,481,1396.87055997217
49,482,1708.63714946703
49,483,1550.13259844547
49,484,1368.49798349282
49,485,594.350687960012
49,486,1609.9180370329
49,487,1395.31555979
49,488,1356.05932711927
49,489,1154.31145272513
49,491,697.324994760676
49,499,446.95894390586
49,500,3475.31551990524
49,511,3066.23872264995
49,512,3162.32322908513
49,513,3039.09583981104
49,519,2874.76552921701
49,531,1682.88910601426
49,539,1573.81422286178
49,540,2790.07021706496
49,551,2226.91064007955
49,559,2141.99217221352
49,560,985.947424525846
50,11,538.893993259006
50,12,622.866346015061
50,19,569.240735081626
50,20,5182.46081093543
50,41,1819.70016818316
50,42,1821.75659641017
50,49,1749.8964186839
50,50,50
50,61,2205.78527367892
50,62,2577.70902358306
50,63,2249.15034857139
50,64,2636.26193103255
50,69,2431.34999047891
50,81,1219.01567515923
50,89,1257.06962828324
50,91,1901.9071962267
50,92,1833.22285291498
50,99,1919.65946985577
50,100,1571.82047897197
50,111,1442.63052857535
50,121,1123.82164767723
50,122,1496.6610139799
50,123,1252.34377652346
50,124,1209.90846385246
50,129,941.392693993955
50,131,747.177287001002
50,132,1071.66506655988
50,139,885.847129119206
50,151,6492.77566764235
50,159,6368.71545307119
50,160,2168.24034932373
50,171,845.928145395789
50,172,490.186497524404
50,179,627.132305766382
50,181,848.454973715303
50,182,770.22207963728
50,189,774.167673493965
50,190,800.984442634274
50,201,488.175932705258
50,209,672.344543325818
50,211,702.832287846632
50,219,706.252240372269
50,221,500.363279532402
50,222,539.512326907213
50,223,612.596286540543
50,229,385.316447395625
50,230,2281.9722718923
50,241,1483.3771168238
50,242,1441.84333237722
50,249,1539.24303261047
50,251,2001.17011572742
50,259,1892.37319116849
50,261,1161.437796991
50,262,1071.98621274674
50,269,1183.58892676283
50,271,1134.47148305564
50,279,1292.16554941892
50,280,350.002415791286
50,291,480.440728793016
50,292,420.65008538364
50,299,376.455626940953
50,300,1969.14149069723
50,310,977.366073304216
50,321,2135.62194535013
50,329,2223.26697310627
50,330,2038.28199288664
50,341,1700.08639783153
50,342,1633.85412136754
50,349,1647.35159218537
50,350,1253.11239375479
50,361,1833.35831702214
50,362,1464.97945467811
50,363,1767.97265883036
50,364,1566.64331709034
50,369,1734.84013096938
50,371,1067.54652488385
50,372,1128.48739330139
50,373,1245.59012545736
50,379,1324.86412769266
50,380,1544.54241172753
50,391,876.868657136096
50,392,1202.7447066264
50,393,1010.91931920839
50,394,917.073753261418
50,399,1054.62683338327
50,401,458.549728357593
50,402,369.383701025438
50,409,482.326829367099
50,411,2807.09856849292
50,419,2593.83594797709
50,421,1600.28437387911
50,422,1268.04168146846
50,429,1464.85815480733
50,440,1966.45995805294
50,451,1161.77757442912
50,452,927.972400828126
50,459,1087.09275298715
50,460,1249.94153220265
50,471,253.968274008335
50,472,534.929473099609
50,479,587.11476398403
50,481,709.402335562952
50,482,556.508651331897
50,483,964.968117764802
50,484,469.55419923834
50,485,1329.11281160068
50,486,630.353064831012
50,487,1026.60857797914
50,488,839.441057997262
50,489,772.112758641282
50,491,1890.60404429669
50,499,1738.66899540543
50,500,1974.77194593714
50,511,1370.53362907171
50,512,1451.28196934177
50,513,1377.1263820749
50,519,1176.36232892492
50,531,2831.36887784009
50,539,2683.00760215871
50,540,1133.25794383132
50,551,981.700080228676
50,559,1103.51126349744
50,560,1584.52192934638
61,11,2739.62696665452
61,12,2709.70380248077
61,19,2758.69770428454
61,20,4164.9730958689
61,41,441.232909705922
61,42,518.82829273293
61,49,457.370666049544
61,50,2205.78527367892
61,61,50
61,62,631.552470627822
61,63,163.507754794221
61,64,551.228564485042
61,69,336.701295363311
61,81,1200.97098585525
61,89,1087.57688494168
61,91,3908.37786294358
61,92,3845.49452197044
61,99,3937.31295682339
61,100,3672.14939273143
61,111,3539.93319877107
61,121,3289.85793617549
61,122,3567.72857818819
61,123,3383.31111129919
61,124,3310.77458133241
61,129,3078.59530794553
61,131,2952.50816803162
61,132,3269.42953797823
61,139,3083.13111548751
61,151,4286.87773733391
61,159,4168.6452801576
61,160,1108.39994294005
61,171,2601.60682578398
61,172,2420.16973515181
61,179,2486.65177014366
61,181,2683.01017571362
61,182,2750.33426377487
61,189,2745.87397727858
61,190,2176.98799927885
61,201,1981.01881129321
61,209,1672.63835977569
61,211,2796.3544281952
61,219,2829.61061744982
61,221,2423.86606196369
61,222,2253.56171241372
61,223,2555.6062202255
61,229,2283.74570181602
61,230,4155.76488693627
61,241,3564.62167556906
61,242,3539.4342690926
61,249,3652.79320142217
61,251,3991.98492315832
61,259,3873.35808892194
61,261,3006.31875332062
61,262,2826.01970737156
61,269,2918.38552194344
61,271,2277.77875331813
61,279,2287.96649346228
61,280,2496.42840193474
61,291,2053.91995904546
61,292,2343.09800701764
61,299,2197.4885472587
61,300,1506.31783579438
61,310,1660.79774698019
61,321,334.451891757568
61,329,600.558160894565
61,330,3971.03621367906
61,341,3744.44282859113
61,342,3708.68914005958
61,349,3732.43217858997
61,350,960.754520604453
61,361,3783.51581988219
61,362,3389.50234703463
61,363,3774.81030938003
61,364,3484.47259952536
61,369,3658.87640764456
61,371,3257.77644723129
61,372,3304.23465452573
61,373,3425.84677569227
61,379,3511.69145917662
61,380,1966.41453518115
61,391,2918.69619880239
61,392,3159.28815182254
61,393,3025.01097676751
61,394,2918.02692063422
61,399,3052.8174362873
61,401,1747.81021403916
61,402,1861.98674806068
61,409,1724.8320473668
61,411,1316.95527951248
61,419,1090.17231380679
61,421,3654.75267283262
61,422,3288.28669063121
61,429,3476.72484370871
61,440,3977.94189396915
61,451,3367.51965991923
61,452,3127.64129099849
61,459,3291.92903997245
61,460,1780.26251179013
61,471,2451.1280765286
61,472,2709.62733337274
61,479,2770.4562986268
61,481,1837.6880222964
61,482,2155.92722363032
61,483,1964.03328110455
61,484,1824.51835655652
61,485,1010.24432454852
61,486,2053.07568253764
61,487,1802.32113766066
61,488,1786.05542682747
61,489,1600.58805569521
61,491,791.916956683941
61,499,658.078871183439
61,500,3883.83742006988
61,511,3510.17750111734
61,512,3608.52808820159
61,513,3477.83670835476
61,519,3320.0057879011
61,531,1529.63840873138
61,539,1453.37484573932
61,540,3229.86424344134
61,551,2630.24440531381
61,559,2523.67301004654
61,560,1223.93174899859
62,11,3115.59720908975
62,12,3141.72009490876
62,19,3146.41528099785
62,20,3552.51233084023
62,41,1027.66322209183
62,42,1128.72073438425
62,49,965.189921731244
62,50,2577.70902358306
62,61,631.552470627822
62,62,50
62,63,758.677010323345
62,64,194.426992983846
62,69,303.673577552414
62,81,1405.34776868417
62,89,1333.67125981775
62,91,4088.75125466202
62,92,4031.24328508994
62,99,4121.86102884498
62,100,3910.20625628004
62,111,3781.41111868977
62,121,3697.18412741283
62,122,4022.92583541858
62,123,3811.09489659917
62,124,3750.95247356585
62,129,3499.87256878952
62,131,3315.52031750981
62,132,3647.42349289901
62,139,3462.50708315451
62,151,4007.87746218678
62,159,3937.17202218345
62,160,807.666670881198
62,171,2794.04829867583
62,172,2687.64250752131
62,179,2724.86293426802
62,181,2887.37606865852
62,182,2992.30680622075
62,189,2985.52253479956
62,190,2351.67615672188
62,201,2253.73396798285
62,209,1955.85855894159
62,211,3075.55608736878
62,219,3119.65727505716
62,221,2878.88003546101
62,222,2729.46540784062
62,223,3015.93039626086
62,229,2729.78150136476
62,230,4267.36027822003
62,241,3796.45162809763
62,242,3781.09117208368
62,249,3899.33451319501
62,251,4161.5690302822
62,259,4043.47633305115
62,261,3179.67268539486
62,262,2989.3438204561
62,269,3065.60866309151
62,271,2361.56549944692
62,279,2326.56986888955
62,280,2901.57639390458
62,291,2320.15705487297
62,292,2621.48025763722
62,299,2482.35248080491
62,300,1293.17566146322
62,310,1826.56725180273
62,321,467.09861232906
62,329,379.377328420912
62,330,4115.62932793137
62,341,3949.95297389253
62,342,3931.27560164753
62,349,3959.65297901184
62,350,1423.66713572019
62,361,3944.31313830299
62,362,3561.807941444
62,363,3961.08469572521
62,364,3648.32470087132
62,369,3815.24034905811
62,371,3575.73086649348
62,372,3606.29321715079
62,373,3728.65084026994
62,379,3819.37511558583
62,380,1914.50313214024
62,391,3168.41780787577
