origin,destination,tripStartTime,truckClass,truckVolume
5008,5011,700,TRK3,0
5009,5001,700,TRK3,1.02
5009,5002,700,TRK3,5.03
5009,5003,700,TRK3,0
5009,5004,700,TRK3,0
5009,5005,700,TRK3,0
5009,5006,700,TRK3,0
5009,5007,700,TRK3,0
5009,5008,700,TRK3,0
5009,5009,700,TRK3,0
5009,5010,700,TRK3,0
5009,5011,700,TRK3,0
5010,5001,700,TRK3,8.65
5010,5002,700,TRK3,42.51
5010,5003,700,TRK3,0.02
5010,5004,700,TRK3,0.01
5010,5005,700,TRK3,0.01
5010,5006,700,TRK3,0
5010,5007,700,TRK3,0
5010,5008,700,TRK3,0
5010,5009,700,TRK3,0
5010,5010,700,TRK3,0
5010,5011,700,TRK3,0
5011,5001,700,TRK3,0.5
5011,5002,700,TRK3,2.45
5011,5003,700,TRK3,0
5011,5004,700,TRK3,0
5011,5005,700,TRK3,0
5011,5006,700,TRK3,0
5011,5007,700,TRK3,0
5011,5008,700,TRK3,0
5011,5009,700,TRK3,0
5011,5010,700,TRK3,0
5011,5011,700,TRK3,0
5001,5001,1600,TRK3,0
5001,5002,1600,TRK3,0
5001,5003,1600,TRK3,1.31
5001,5004,1600,TRK3,1.51
5001,5005,1600,TRK3,0.61
5001,5006,1600,TRK3,0.11
5001,5007,1600,TRK3,0.77
5001,5008,1600,TRK3,0.18
5001,5009,1600,TRK3,1.1
5001,5010,1600,TRK3,7.31
5001,5011,1600,TRK3,0.78
5002,5001,1600,TRK3,0
5002,5002,1600,TRK3,0
5002,5003,1600,TRK3,0
5002,5004,1600,TRK3,6.41
5002,5005,1600,TRK3,1.18
5002,5006,1600,TRK3,0.8
5002,5007,1600,TRK3,5.74
5002,5008,1600,TRK3,1.37
5002,5009,1600,TRK3,8.23
5002,5010,1600,TRK3,54.8
5002,5011,1600,TRK3,5.82
5003,5001,1600,TRK3,1.51
5003,5002,1600,TRK3,24.44
5003,5003,1600,TRK3,0
5003,5004,1600,TRK3,0
5003,5005,1600,TRK3,0
5003,5006,1600,TRK3,0
5003,5007,1600,TRK3,0.03
5003,5008,1600,TRK3,0
5003,5009,1600,TRK3,0.01
5003,5010,1600,TRK3,0.04
5003,5011,1600,TRK3,0
5004,5001,1600,TRK3,1.62
5004,5002,1600,TRK3,13.89
5004,5003,1600,TRK3,0
5004,5004,1600,TRK3,0
5004,5005,1600,TRK3,0
5004,5006,1600,TRK3,0
5004,5007,1600,TRK3,0.02
5004,5008,1600,TRK3,0
5004,5009,1600,TRK3,0
5004,5010,1600,TRK3,0.02
5004,5011,1600,TRK3,0
5005,5001,1600,TRK3,1.3
5005,5002,1600,TRK3,7.98
5005,5003,1600,TRK3,0
5005,5004,1600,TRK3,0
5005,5005,1600,TRK3,0
5005,5006,1600,TRK3,0
5005,5007,1600,TRK3,0.01
5005,5008,1600,TRK3,0
5005,5009,1600,TRK3,0
5005,5010,1600,TRK3,0.01
5005,5011,1600,TRK3,0
5006,5001,1600,TRK3,0.19
5006,5002,1600,TRK3,0.93
5006,5003,1600,TRK3,0
5006,5004,1600,TRK3,0
5006,5005,1600,TRK3,0
5006,5006,1600,TRK3,0
5006,5007,1600,TRK3,0
5006,5008,1600,TRK3,0
5006,5009,1600,TRK3,0
5006,5010,1600,TRK3,0
5006,5011,1600,TRK3,0
5007,5001,1600,TRK3,0.94
5007,5002,1600,TRK3,4.61
5007,5003,1600,TRK3,0.01
5007,5004,1600,TRK3,0
5007,5005,1600,TRK3,0
5007,5006,1600,TRK3,0
5007,5007,1600,TRK3,0
5007,5008,1600,TRK3,0
5007,5009,1600,TRK3,0
5007,5010,1600,TRK3,0
5007,5011,1600,TRK3,0
5008,5001,1600,TRK3,0.17
5008,5002,1600,TRK3,0.84
5008,5003,1600,TRK3,0
5008,5004,1600,TRK3,0
5008,5005,1600,TRK3,0
5008,5006,1600,TRK3,0
5008,5007,1600,TRK3,0
5008,5008,1600,TRK3,0
5008,5009,1600,TRK3,0
5008,5010,1600,TRK3,0
5008,5011,1600,TRK3,0
5009,5001,1600,TRK3,1.02
5009,5002,1600,TRK3,5.03
5009,5003,1600,TRK3,0
5009,5004,1600,TRK3,0
5009,5005,1600,TRK3,0
5009,5006,1600,TRK3,0
5009,5007,1600,TRK3,0
5009,5008,1600,TRK3,0
5009,5009,1600,TRK3,0
5009,5010,1600,TRK3,0
5009,5011,1600,TRK3,0
5010,5001,1600,TRK3,8.65
5010,5002,1600,TRK3,42.51
5010,5003,1600,TRK3,0.02
5010,5004,1600,TRK3,0.01
5010,5005,1600,TRK3,0.01
5010,5006,1600,TRK3,0
5010,5007,1600,TRK3,0
5010,5008,1600,TRK3,0
5010,5009,1600,TRK3,0
5010,5010,1600,TRK3,0
5010,5011,1600,TRK3,0
5011,5001,1600,TRK3,0.5
5011,5002,1600,TRK3,2.45
5011,5003,1600,TRK3,0
5011,5004,1600,TRK3,0
5011,5005,1600,TRK3,0
5011,5006,1600,TRK3,0
5011,5007,1600,TRK3,0
5011,5008,1600,TRK3,0
5011,5009,1600,TRK3,0
5011,5010,1600,TRK3,0
5011,5011,1600,TRK3,0
5001,5001,900,TRK3,0
5001,5002,900,TRK3,0
5001,5003,900,TRK3,8.33
5001,5004,900,TRK3,4.39
5001,5005,900,TRK3,2.24
5001,5006,900,TRK3,0.08
5001,5007,900,TRK3,0.55
5001,5008,900,TRK3,0.13
5001,5009,900,TRK3,0.8
5001,5010,900,TRK3,23.71
5001,5011,900,TRK3,3.99
5002,5001,900,TRK3,0
5002,5002,900,TRK3,0
5002,5003,900,TRK3,85.44
5002,5004,900,TRK3,45.03
5002,5005,900,TRK3,23.01
5002,5006,900,TRK3,0.8
5002,5007,900,TRK3,5.62
5002,5008,900,TRK3,1.37
5002,5009,900,TRK3,8.22
5002,5010,900,TRK3,243.12
5002,5011,900,TRK3,40.86
5003,5001,900,TRK3,12.23
5003,5002,900,TRK3,106.6
5003,5003,900,TRK3,0
5003,5004,900,TRK3,0
5003,5005,900,TRK3,0
5003,5006,900,TRK3,0
5003,5007,900,TRK3,0.09
5003,5008,900,TRK3,0
5003,5009,900,TRK3,0.01
5003,5010,900,TRK3,0.42
5003,5011,900,TRK3,0.07
5004,5001,900,TRK3,6.61
5004,5002,900,TRK3,57.64
5004,5003,900,TRK3,0
5004,5004,900,TRK3,0
5004,5005,900,TRK3,0
5004,5006,900,TRK3,0
5004,5007,900,TRK3,0.05
5004,5008,900,TRK3,0
5004,5009,900,TRK3,0.01
5004,5010,900,TRK3,0.23
5004,5011,900,TRK3,0.04
5005,5001,900,TRK3,3.08
5005,5002,900,TRK3,26.88
5005,5003,900,TRK3,0
5005,5004,900,TRK3,0
5005,5005,900,TRK3,0
5005,5006,900,TRK3,0
5005,5007,900,TRK3,0.02
5005,5008,900,TRK3,0
5005,5009,900,TRK3,0
5005,5010,900,TRK3,0.11
5005,5011,900,TRK3,0.02
5006,5001,900,TRK3,0.12
5006,5002,900,TRK3,1.03
5006,5003,900,TRK3,0
5006,5004,900,TRK3,0
5006,5005,900,TRK3,0
5006,5006,900,TRK3,0
5006,5007,900,TRK3,0
5006,5008,900,TRK3,0
5006,5009,900,TRK3,0
5006,5010,900,TRK3,0
5006,5011,900,TRK3,0
5007,5001,900,TRK3,0.58
5007,5002,900,TRK3,5.07
5007,5003,900,TRK3,0.02
5007,5004,900,TRK3,0.01
5007,5005,900,TRK3,0
5007,5006,900,TRK3,0
5007,5007,900,TRK3,0
5007,5008,900,TRK3,0
5007,5009,900,TRK3,0
5007,5010,900,TRK3,0.01
5007,5011,900,TRK3,0
5008,5001,900,TRK3,0.11
5008,5002,900,TRK3,0.92
5008,5003,900,TRK3,0
5008,5004,900,TRK3,0
5008,5005,900,TRK3,0
5008,5006,900,TRK3,0
5008,5007,900,TRK3,0
5008,5008,900,TRK3,0
5008,5009,900,TRK3,0
5008,5010,900,TRK3,0
5008,5011,900,TRK3,0
5009,5001,900,TRK3,0.64
5009,5002,900,TRK3,5.56
5009,5003,900,TRK3,0
5009,5004,900,TRK3,0
5009,5005,900,TRK3,0
5009,5006,900,TRK3,0
5009,5007,900,TRK3,0
5009,5008,900,TRK3,0
5009,5009,900,TRK3,0
5009,5010,900,TRK3,0
5009,5011,900,TRK3,0
5010,5001,900,TRK3,20.36
5010,5002,900,TRK3,177.51
5010,5003,900,TRK3,0.15
5010,5004,900,TRK3,0.08
5010,5005,900,TRK3,0.04
5010,5006,900,TRK3,0
5010,5007,900,TRK3,0
5010,5008,900,TRK3,0
5010,5009,900,TRK3,0
5010,5010,900,TRK3,0
5010,5011,900,TRK3,0
5011,5001,900,TRK3,2.79
5011,5002,900,TRK3,24.31
5011,5003,900,TRK3,0.02
5011,5004,900,TRK3,0.01
5011,5005,900,TRK3,0.01
5011,5006,900,TRK3,0
5011,5007,900,TRK3,0
5011,5008,900,TRK3,0
5011,5009,900,TRK3,0
5011,5010,900,TRK3,0
5011,5011,900,TRK3,0
5001,5001,1800,TRK3,0
5001,5002,1800,TRK3,0
5001,5003,1800,TRK3,0
5001,5004,1800,TRK3,0.27
5001,5005,1800,TRK3,0
5001,5006,1800,TRK3,0.8
5001,5007,1800,TRK3,3.13
5001,5008,1800,TRK3,1.46
5001,5009,1800,TRK3,8.72
5001,5010,1800,TRK3,15.15
5001,5011,1800,TRK3,1.22
5002,5001,1800,TRK3,0
5002,5002,1800,TRK3,0
5002,5003,1800,TRK3,0
5002,5004,1800,TRK3,0
5002,5005,1800,TRK3,0
5002,5006,1800,TRK3,6.59
5002,5007,1800,TRK3,25.57
5002,5008,1800,TRK3,11.8
5002,5009,1800,TRK3,71.12
5002,5010,1800,TRK3,84.42
5002,5011,1800,TRK3,2.84
5003,5001,1800,TRK3,0
5003,5002,1800,TRK3,2.86
5003,5003,1800,TRK3,0.15
5003,5004,1800,TRK3,0.09
5003,5005,1800,TRK3,0.05
5003,5006,1800,TRK3,0.01
5003,5007,1800,TRK3,16.05
5003,5008,1800,TRK3,0.65
5003,5009,1800,TRK3,3.86
5003,5010,1800,TRK3,17.27
5003,5011,1800,TRK3,2.18
5004,5001,1800,TRK3,0
5004,5002,1800,TRK3,8.14
5004,5003,1800,TRK3,0.09
5004,5004,1800,TRK3,0.05
5004,5005,1800,TRK3,0.03
5004,5006,1800,TRK3,0.01
5004,5007,1800,TRK3,9.48
5004,5008,1800,TRK3,0.38
5004,5009,1800,TRK3,2.29
5004,5010,1800,TRK3,10.23
5004,5011,1800,TRK3,1.29
5005,5001,1800,TRK3,0
5005,5002,1800,TRK3,7.91
5005,5003,1800,TRK3,0.05
5005,5004,1800,TRK3,0.03
5005,5005,1800,TRK3,0.01
5005,5006,1800,TRK3,0
5005,5007,1800,TRK3,5.15
5005,5008,1800,TRK3,0.21
5005,5009,1800,TRK3,1.25
5005,5010,1800,TRK3,5.57
5005,5011,1800,TRK3,0.7
5006,5001,1800,TRK3,1.08
5006,5002,1800,TRK3,10.44
5006,5003,1800,TRK3,0.01
5006,5004,1800,TRK3,0.01
5006,5005,1800,TRK3,0
5006,5006,1800,TRK3,0
5006,5007,1800,TRK3,1.36
5006,5008,1800,TRK3,0.05
5006,5009,1800,TRK3,0.33
5006,5010,1800,TRK3,1.5
5006,5011,1800,TRK3,0.19
5007,5001,1800,TRK3,5.67
5007,5002,1800,TRK3,54.49
5007,5003,1800,TRK3,4.68
5007,5004,1800,TRK3,2.72
5007,5005,1800,TRK3,1.49
5007,5006,1800,TRK3,0.39
5007,5007,1800,TRK3,0
5007,5008,1800,TRK3,0.12
5007,5009,1800,TRK3,0.69
5007,5010,1800,TRK3,3.16
5007,5011,1800,TRK3,0.4
5008,5001,1800,TRK3,1.23
5008,5002,1800,TRK3,11.62
5008,5003,1800,TRK3,0.25
5008,5004,1800,TRK3,0.14
5008,5005,1800,TRK3,0.08
5008,5006,1800,TRK3,0.02
5008,5007,1800,TRK3,0.01
5008,5008,1800,TRK3,0
5008,5009,1800,TRK3,0
5008,5010,1800,TRK3,0
5008,5011,1800,TRK3,0
5009,5001,1800,TRK3,7.44
5009,5002,1800,TRK3,69.98
5009,5003,1800,TRK3,1.48
5009,5004,1800,TRK3,0.85
5009,5005,1800,TRK3,0.46
5009,5006,1800,TRK3,0.12
5009,5007,1800,TRK3,0.08
5009,5008,1800,TRK3,0
5009,5009,1800,TRK3,0
5009,5010,1800,TRK3,0
5009,5011,1800,TRK3,0
5010,5001,1800,TRK3,8.7
5010,5002,1800,TRK3,129.66
5010,5003,1800,TRK3,6.58
5010,5004,1800,TRK3,3.81
5010,5005,1800,TRK3,2.07
5010,5006,1800,TRK3,0.56
5010,5007,1800,TRK3,0.34
5010,5008,1800,TRK3,0
5010,5009,1800,TRK3,0
5010,5010,1800,TRK3,0
5010,5011,1800,TRK3,0
5011,5001,1800,TRK3,2.07
5011,5002,1800,TRK3,20.37
5011,5003,1800,TRK3,0.84
5011,5004,1800,TRK3,0.48
5011,5005,1800,TRK3,0.26
5011,5006,1800,TRK3,0.07
5011,5007,1800,TRK3,0.04
5011,5008,1800,TRK3,0
5011,5009,1800,TRK3,0
5011,5010,1800,TRK3,0
5011,5011,1800,TRK3,0
5001,5001,700,TRK4,0
5001,5002,700,TRK4,0
5001,5003,700,TRK4,0
5001,5004,700,TRK4,0
5001,5005,700,TRK4,0
5001,5006,700,TRK4,0
5001,5007,700,TRK4,0.06
5001,5008,700,TRK4,0.11
5001,5009,700,TRK4,0.64
5001,5010,700,TRK4,3.76
5001,5011,700,TRK4,0.17
5002,5001,700,TRK4,0
5002,5002,700,TRK4,0
5002,5003,700,TRK4,0.07
5002,5004,700,TRK4,0.06
5002,5005,700,TRK4,0.01
5002,5006,700,TRK4,0
5002,5007,700,TRK4,1.09
5002,5008,700,TRK4,2.02
5002,5009,700,TRK4,12.15
5002,5010,700,TRK4,71.3
5002,5011,700,TRK4,3.3
5003,5001,700,TRK4,0
5003,5002,700,TRK4,0.11
5003,5003,700,TRK4,0
5003,5004,700,TRK4,0
5003,5005,700,TRK4,0
5003,5006,700,TRK4,0
5003,5007,700,TRK4,5.85
5003,5008,700,TRK4,0.45
5003,5009,700,TRK4,2.73
5003,5010,700,TRK4,16
5003,5011,700,TRK4,0.74
5004,5001,700,TRK4,0
5004,5002,700,TRK4,0.08
5004,5003,700,TRK4,0
5004,5004,700,TRK4,0
5004,5005,700,TRK4,0
5004,5006,700,TRK4,0
5004,5007,700,TRK4,4.39
5004,5008,700,TRK4,0.34
5004,5009,700,TRK4,2.05
5004,5010,700,TRK4,12.01
5004,5011,700,TRK4,0.55
5005,5001,700,TRK4,0
5005,5002,700,TRK4,0.02
5005,5003,700,TRK4,0
5005,5004,700,TRK4,0
5005,5005,700,TRK4,0
5005,5006,700,TRK4,0
5005,5007,700,TRK4,0.91
5005,5008,700,TRK4,0.07
5005,5009,700,TRK4,0.42
5005,5010,700,TRK4,2.48
5005,5011,700,TRK4,0.12
5006,5001,700,TRK4,0
5006,5002,700,TRK4,0
5006,5003,700,TRK4,0
5006,5004,700,TRK4,0
5006,5005,700,TRK4,0
5006,5006,700,TRK4,0
5006,5007,700,TRK4,0.27
5006,5008,700,TRK4,0.02
5006,5009,700,TRK4,0.13
5006,5010,700,TRK4,0.73
5006,5011,700,TRK4,0.03
5007,5001,700,TRK4,0.05
5007,5002,700,TRK4,1.38
5007,5003,700,TRK4,0.32
5007,5004,700,TRK4,0.26
5007,5005,700,TRK4,0.06
5007,5006,700,TRK4,0.01
5007,5007,700,TRK4,0
5007,5008,700,TRK4,0.95
5007,5009,700,TRK4,5.72
5007,5010,700,TRK4,33.76
5007,5011,700,TRK4,1.58
5008,5001,700,TRK4,0.09
5008,5002,700,TRK4,2.45
5008,5003,700,TRK4,0.39
5008,5004,700,TRK4,0.32
5008,5005,700,TRK4,0.07
5008,5006,700,TRK4,0.02
5008,5007,700,TRK4,0.72
5008,5008,700,TRK4,0
5008,5009,700,TRK4,0
5008,5010,700,TRK4,0
5008,5011,700,TRK4,0
5009,5001,700,TRK4,0.56
5009,5002,700,TRK4,14.7
5009,5003,700,TRK4,2.32
5009,5004,700,TRK4,1.94
5009,5005,700,TRK4,0.42
5009,5006,700,TRK4,0.1
5009,5007,700,TRK4,4.47
5009,5008,700,TRK4,0
5009,5009,700,TRK4,0
5009,5010,700,TRK4,0
5009,5011,700,TRK4,0
5010,5001,700,TRK4,4.19
5010,5002,700,TRK4,110.43
5010,5003,700,TRK4,17.42
5010,5004,700,TRK4,14.57
5010,5005,700,TRK4,3.11
5010,5006,700,TRK4,0.77
5010,5007,700,TRK4,33.49
5010,5008,700,TRK4,0
5010,5009,700,TRK4,0
5010,5010,700,TRK4,0
5010,5011,700,TRK4,0
5011,5001,700,TRK4,0.1
5011,5002,700,TRK4,2.77
5011,5003,700,TRK4,0.44
5011,5004,700,TRK4,0.37
5011,5005,700,TRK4,0.08
5011,5006,700,TRK4,0.02
5011,5007,700,TRK4,0.85
5011,5008,700,TRK4,0
5011,5009,700,TRK4,0
5011,5010,700,TRK4,0
5011,5011,700,TRK4,0
5001,5001,1600,TRK4,0
5001,5002,1600,TRK4,0
5001,5003,1600,TRK4,0
5001,5004,1600,TRK4,0
5001,5005,1600,TRK4,0
5001,5006,1600,TRK4,0
5001,5007,1600,TRK4,0.06
5001,5008,1600,TRK4,0.11
5001,5009,1600,TRK4,0.64
5001,5010,1600,TRK4,0
5001,5011,1600,TRK4,0
5002,5001,1600,TRK4,0
5002,5002,1600,TRK4,0
5002,5003,1600,TRK4,0
5002,5004,1600,TRK4,0
5002,5005,1600,TRK4,0
5002,5006,1600,TRK4,0
5002,5007,1600,TRK4,1.09
5002,5008,1600,TRK4,2.02
5002,5009,1600,TRK4,12.15
5002,5010,1600,TRK4,71.3
5002,5011,1600,TRK4,3.3
5003,5001,1600,TRK4,0
5003,5002,1600,TRK4,0
5003,5003,1600,TRK4,0
5003,5004,1600,TRK4,0
5003,5005,1600,TRK4,0
5003,5006,1600,TRK4,0
5003,5007,1600,TRK4,5.85
5003,5008,1600,TRK4,0.45
5003,5009,1600,TRK4,2.73
5003,5010,1600,TRK4,5.33
5003,5011,1600,TRK4,0
5004,5001,1600,TRK4,0
5004,5002,1600,TRK4,0
5004,5003,1600,TRK4,0
5004,5004,1600,TRK4,0
5004,5005,1600,TRK4,0
5004,5006,1600,TRK4,0
5004,5007,1600,TRK4,4.39
5004,5008,1600,TRK4,0.34
5004,5009,1600,TRK4,2.05
5004,5010,1600,TRK4,12.01
5004,5011,1600,TRK4,0.02
5005,5001,1600,TRK4,0
5005,5002,1600,TRK4,0
5005,5003,1600,TRK4,0
5005,5004,1600,TRK4,0
5005,5005,1600,TRK4,0
5005,5006,1600,TRK4,0
5005,5007,1600,TRK4,0.91
5005,5008,1600,TRK4,0.07
5005,5009,1600,TRK4,0.42
5005,5010,1600,TRK4,2.48
5005,5011,1600,TRK4,0
5006,5001,1600,TRK4,0
5006,5002,1600,TRK4,0
5006,5003,1600,TRK4,0
5006,5004,1600,TRK4,0
5006,5005,1600,TRK4,0
5006,5006,1600,TRK4,0
5006,5007,1600,TRK4,0.27
5006,5008,1600,TRK4,0.02
5006,5009,1600,TRK4,0.13
5006,5010,1600,TRK4,0.73
5006,5011,1600,TRK4,0.03
5007,5001,1600,TRK4,0.05
5007,5002,1600,TRK4,1.38
5007,5003,1600,TRK4,0.32
5007,5004,1600,TRK4,0.26
5007,5005,1600,TRK4,0.06
5007,5006,1600,TRK4,0.01
5007,5007,1600,TRK4,0
5007,5008,1600,TRK4,0.95
5007,5009,1600,TRK4,5.72
5007,5010,1600,TRK4,33.76
5007,5011,1600,TRK4,1.58
5008,5001,1600,TRK4,0.09
5008,5002,1600,TRK4,2.45
5008,5003,1600,TRK4,0.39
5008,5004,1600,TRK4,0.32
5008,5005,1600,TRK4,0.07
5008,5006,1600,TRK4,0.02
5008,5007,1600,TRK4,0.72
5008,5008,1600,TRK4,0
5008,5009,1600,TRK4,0
5008,5010,1600,TRK4,0
5008,5011,1600,TRK4,0
5009,5001,1600,TRK4,0.56
5009,5002,1600,TRK4,14.7
5009,5003,1600,TRK4,2.32
5009,5004,1600,TRK4,1.94
5009,5005,1600,TRK4,0.42
5009,5006,1600,TRK4,0.1
5009,5007,1600,TRK4,4.47
5009,5008,1600,TRK4,0
5009,5009,1600,TRK4,0
5009,5010,1600,TRK4,0
5009,5011,1600,TRK4,0
5010,5001,1600,TRK4,0
5010,5002,1600,TRK4,110.43
5010,5003,1600,TRK4,2.65
5010,5004,1600,TRK4,14.57
5010,5005,1600,TRK4,0
5010,5006,1600,TRK4,0.77
5010,5007,1600,TRK4,33.49
5010,5008,1600,TRK4,0
5010,5009,1600,TRK4,0
5010,5010,1600,TRK4,0
5010,5011,1600,TRK4,0
5011,5001,1600,TRK4,0.06
5011,5002,1600,TRK4,2.77
5011,5003,1600,TRK4,0.25
5011,5004,1600,TRK4,0.37
5011,5005,1600,TRK4,0.02
5011,5006,1600,TRK4,0.02
5011,5007,1600,TRK4,0.85
5011,5008,1600,TRK4,0
5011,5009,1600,TRK4,0
5011,5010,1600,TRK4,0
5011,5011,1600,TRK4,0
5001,5001,900,TRK4,0
5001,5002,900,TRK4,0
5001,5003,900,TRK4,0.01
5001,5004,900,TRK4,0.01
5001,5005,900,TRK4,0
5001,5006,900,TRK4,0
5001,5007,900,TRK4,0.04
5001,5008,900,TRK4,0.08
5001,5009,900,TRK4,0.47
5001,5010,900,TRK4,11.41
5001,5011,900,TRK4,0.84
5002,5001,900,TRK4,0
5002,5002,900,TRK4,0
5002,5003,900,TRK4,0.39
5002,5004,900,TRK4,0.29
5002,5005,900,TRK4,0.05
5002,5006,900,TRK4,0
5002,5007,900,TRK4,1.33
5002,5008,900,TRK4,2.56
5002,5009,900,TRK4,15.44
5002,5010,900,TRK4,377.26
5002,5011,900,TRK4,27.68
5003,5001,900,TRK4,0.01
5003,5002,900,TRK4,0.55
5003,5003,900,TRK4,0
5003,5004,900,TRK4,0
5003,5005,900,TRK4,0
5003,5006,900,TRK4,0
5003,5007,900,TRK4,7.95
5003,5008,900,TRK4,0.64
5003,5009,900,TRK4,3.84
5003,5010,900,TRK4,93.82
5003,5011,900,TRK4,6.88
5004,5001,900,TRK4,0.01
5004,5002,900,TRK4,0.43
5004,5003,900,TRK4,0
5004,5004,900,TRK4,0
5004,5005,900,TRK4,0
5004,5006,900,TRK4,0
5004,5007,900,TRK4,6.18
5004,5008,900,TRK4,0.5
5004,5009,900,TRK4,2.99
5004,5010,900,TRK4,72.93
5004,5011,900,TRK4,5.3
5005,5001,900,TRK4,0
5005,5002,900,TRK4,0.07
5005,5003,900,TRK4,0
5005,5004,900,TRK4,0
5005,5005,900,TRK4,0
5005,5006,900,TRK4,0
5005,5007,900,TRK4,0.94
5005,5008,900,TRK4,0.08
5005,5009,900,TRK4,0.45
5005,5010,900,TRK4,11.05
5005,5011,900,TRK4,0.83
5006,5001,900,TRK4,0
5006,5002,900,TRK4,0.01
5006,5003,900,TRK4,0
5006,5004,900,TRK4,0
5006,5005,900,TRK4,0
5006,5006,900,TRK4,0
5006,5007,900,TRK4,0.09
5006,5008,900,TRK4,0.01
5006,5009,900,TRK4,0.04
5006,5010,900,TRK4,1.03
5006,5011,900,TRK4,0.08
5007,5001,900,TRK4,0.03
5007,5002,900,TRK4,1.42
5007,5003,900,TRK4,0.38
5007,5004,900,TRK4,0.28
5007,5005,900,TRK4,0.05
5007,5006,900,TRK4,0
5007,5007,900,TRK4,0
5007,5008,900,TRK4,0.27
5007,5009,900,TRK4,1.61
5007,5010,900,TRK4,39.65
5007,5011,900,TRK4,2.95
5008,5001,900,TRK4,0.06
5008,5002,900,TRK4,2.97
5008,5003,900,TRK4,0.55
5008,5004,900,TRK4,0.41
5008,5005,900,TRK4,0.08
5008,5006,900,TRK4,0.01
5008,5007,900,TRK4,0.23
5008,5008,900,TRK4,0
5008,5009,900,TRK4,0
5008,5010,900,TRK4,0
5008,5011,900,TRK4,0
5009,5001,900,TRK4,0.36
5009,5002,900,TRK4,17.84
5009,5003,900,TRK4,3.33
5009,5004,900,TRK4,2.46
5009,5005,900,TRK4,0.46
5009,5006,900,TRK4,0.04
5009,5007,900,TRK4,1.44
5009,5008,900,TRK4,0
5009,5009,900,TRK4,0
5009,5010,900,TRK4,0
5009,5011,900,TRK4,0
5010,5001,900,TRK4,9.72
5010,5002,900,TRK4,479.76
5010,5003,900,TRK4,89.52
5010,5004,900,TRK4,66.14
5010,5005,900,TRK4,12.27
5010,5006,900,TRK4,1.01
5010,5007,900,TRK4,38.51
5010,5008,900,TRK4,0
5010,5009,900,TRK4,0
5010,5010,900,TRK4,0
5010,5011,900,TRK4,0
5011,5001,900,TRK4,0.58
5011,5002,900,TRK4,28.66
5011,5003,900,TRK4,5.36
5011,5004,900,TRK4,3.95
5011,5005,900,TRK4,0.75
5011,5006,900,TRK4,0.06
5011,5007,900,TRK4,2.31
5011,5008,900,TRK4,0
5011,5009,900,TRK4,0
