Azone,Bzone,PECASName,ALDRegion,STATEFIPS,COUNTYFIPS,PUMA2000,PUMA1990,HourPark,DayPark,LUIntensityCode,MPOmodeledzones,ACT,Fare
729.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet3
730.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet3
731.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
732.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet3
733.0,733.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet3
734.0,733.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet3
735.0,468.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
736.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
737.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
738.0,468.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
739.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
740.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet3
741.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
742.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
743.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
744.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
745.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
746.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
747.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
748.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
749.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
750.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
751.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
752.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
753.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
754.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
755.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
756.0,468.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
757.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
758.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
759.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
760.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
761.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
762.0,570.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
763.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,High,Metro,2.0,TriMetFareless
764.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,High,Metro,2.0,TriMetFareless
765.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet1
766.0,715.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
767.0,715.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
768.0,715.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
769.0,715.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet2
770.0,715.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
771.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
772.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
773.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
774.0,715.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
775.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
776.0,776.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
777.0,715.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
778.0,776.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
779.0,776.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
780.0,776.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
781.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet1
782.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet1
783.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet1
784.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet1
785.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
786.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
787.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
788.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1304.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
789.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1304.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
790.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet1
791.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
792.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet1
793.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet1
794.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
795.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
796.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet1
797.0,776.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
798.0,763.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
799.0,776.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
800.0,776.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
801.0,776.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
802.0,776.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
803.0,776.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
804.0,776.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
805.0,776.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
806.0,776.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
807.0,776.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
808.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
809.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
810.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
811.0,733.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
812.0,733.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
813.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
814.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
815.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
816.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,VeryLow,Metro,2.0,TriMet3
817.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
818.0,727.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet3
819.0,733.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
820.0,733.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
821.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
822.0,733.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
823.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
824.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
825.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
826.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
827.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
828.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
829.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
830.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet1
831.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,VeryLow,Metro,2.0,TriMet1
832.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
833.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
834.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
835.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
836.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
837.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
838.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
839.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
840.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
841.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet2
842.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
843.0,418.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
844.0,733.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
845.0,733.0,Portland,Portland_Vancouver,41.0,51.0,1303.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
846.0,714.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,4.61,Medium,Metro,2.0,TriMetFareless
847.0,714.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,4.61,High,Metro,2.0,TriMetFareless
848.0,714.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet1
849.0,714.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,High,Metro,2.0,TriMetFareless
850.0,468.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
851.0,851.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet1
852.0,852.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet2
853.0,714.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
854.0,714.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet1
855.0,715.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
856.0,715.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
857.0,715.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
858.0,715.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet1
859.0,715.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
860.0,714.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
861.0,714.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
862.0,714.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
863.0,714.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet1
864.0,851.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
865.0,851.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
866.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
867.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
868.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
869.0,869.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
870.0,869.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
871.0,721.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
872.0,721.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
873.0,869.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
874.0,869.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
875.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
876.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
877.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
878.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
879.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
880.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
881.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
882.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
883.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
884.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
885.0,869.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
886.0,869.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
887.0,721.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
888.0,721.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
889.0,721.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
890.0,715.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
891.0,721.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
892.0,721.0,Portland,Portland_Vancouver,41.0,51.0,1305.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
893.0,721.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet3
894.0,618.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
895.0,618.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
896.0,618.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
897.0,618.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
898.0,618.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
899.0,618.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
900.0,618.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Medium,Metro,2.0,TriMet3
901.0,618.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,VeryLow,Metro,2.0,TriMet3
902.0,618.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet3
903.0,618.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet2
904.0,618.0,Portland,Portland_Vancouver,41.0,51.0,1302.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet2
905.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet2
906.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
907.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
908.0,618.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
909.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1400.0,0.0,0.0,VeryLow,Metro,2.0,TriMet2
910.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
911.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1400.0,0.0,0.0,Low,Metro,2.0,TriMet2
912.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,VeryLow,Metro,2.0,TriMet2
913.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
914.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
915.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
916.0,866.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
917.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
918.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
919.0,852.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
920.0,852.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
921.0,852.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
922.0,852.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Medium,Metro,2.0,TriMet2
923.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
924.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,Low,Metro,2.0,TriMet2
925.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,VeryLow,Metro,2.0,TriMet2
926.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,VeryLow,Metro,2.0,TriMet2
927.0,905.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1400.0,0.0,0.0,VeryLow,Metro,2.0,TriMet2
928.0,714.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet1
929.0,714.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1300.0,0.0,0.0,High,Metro,2.0,TriMet1
930.0,19.0,Portland,Portland_Vancouver,41.0,51.0,1301.0,1400.0,0.0,0.0,VeryLow,Metro,2.0,TriMet3
931.0,385.0,Portland,Portland_Vancouver,41.0,5.0,1310.0,1500.0,0.0,0.0,VeryLow,Metro,2.0,TriMet3
932.0,89.0,Portland,Portland_Vancouver,41.0,67.0,1310.0,1200.0,0.0,0.0,High,Metro,2.0,TriMet3
933.0,89.0,Portland,Portland_Vancouver,41.0,67.0,1310.0,1200.0,0.0,0.0,High,Metro,2.0,TriMet3
934.0,499.0,Portland,Portland_Vancouver,41.0,5.0,1309.0,1500.0,0.15,2.55,Medium,Metro,2.0,TriMet3
935.0,499.0,Portland,Portland_Vancouver,41.0,5.0,1309.0,1500.0,0.15,2.55,High,Metro,2.0,TriMet3
936.0,499.0,Portland,Portland_Vancouver,41.0,5.0,1309.0,1500.0,0.15,2.55,Low,Metro,2.0,TriMet3
937.0,499.0,Portland,Portland_Vancouver,41.0,5.0,1308.0,1500.0,0.0,0.0,VeryLow,Metro,2.0,TriMet3
938.0,404.0,Portland,Portland_Vancouver,41.0,5.0,1308.0,1500.0,0.0,0.0,Medium,Metro,2.0,TriMet3
939.0,411.0,Portland,Portland_Vancouver,41.0,5.0,1308.0,1500.0,0.0,0.0,Medium,Metro,2.0,TriMet3
940.0,405.0,Portland,Portland_Vancouver,41.0,5.0,1308.0,1500.0,0.0,0.0,High,Metro,2.0,TriMet2
