AZone,FLR MH,FLR MF,FLR AT,FLR SFD,FLR RRMH,FLR RRSFD,FLR Accommodation,FLR Government Support,FLR K12,FLR Heavy Industry,FLR Hospital,FLR Institutional,FLR Light Industry,FLR Office,FLR Retail,FLR Warehouse,FLR Agriculture,FLR Logging
875,0.008749,0.12629,0.145823,0.788813,0.000118,0.017321,0,0,0,0.000351,0,0.019169,0.043343,0.103375,0.205994,0.216597,0,0
876,0.002495,0.150153,0.050267,0.587295,0.000034,0.012896,0,0.01122,0,0,0,0.056874,0.003868,0.081575333,0.023142,0,0,0
877,0.003609,0.111104,0.026366,0.284030228,0.000049,0.006237,0,0,0.011256,0,0,0.058182,0.001793,0.044883,0.011354,0,0,0
878,0,0.054873,0.038744403,0.206176726,0,0.004527383,0,0,0,0,0,0.007449,0.000162,0.040412,0.013209,0,0,0
879,0,0.117619,0.022304739,1.040896,0,0.022857,0,0,0,0,0,0.004726,0.001083,0.012539,0.032414,0.002682,0,0
880,0.007544432,0.082663,0.029325,1.549598,0.000102,0.034027,0,0,0.009592,0,0,0.003809,0.007362,0.005342,0.016954,0.003858,0,0
881,0,0.052472,0.026809082,0.311636627,0,0.006843151,0,0,0.008184,0,0,0,0,0.000701,0.086712,0,0,0
882,0.003255,0.101326,0.030871156,0.327498,4.38317E-05,0.007191,0,0,0,0,0,0.001841,0.000108,0.003375333,0.000456,0,0,0
883,0.010804,0.123897,0.087618,0.740176,0.000145,0.016253,0,0,0,0,0,0.001566,0.00394,0.001773,0.000197,0,0,0
884,0.008391,0.06219,0.045934,0.786393,0.000113,0.017268,0,0,0,0.000351,0,0.00417,0.001458,0.043606,0.072164,0.004743,0,0
885,0.000882,0.087829,0.104619,1.5318,0.000012,0.033636,0.001172,0.00024,0.01308,0.00215,0.00025,0.001576,0.003426,0.042766,0.005258,0.003269,0,0
886,0.006756,0.043647,0.087141,1.70743,0.000091,0.037493,0,0,0.029648,0,0,0.049247,0.000856,0.015524,0.025534,0,0,0
887,0.004098,0.188069,0.065022,0.803204,0.000055,0.017635,0,0,0,0,0,0,0.00081,0.002756,0,0,0,0
888,0.089167,0.135261,0.041876,0.648414,0.000763,0.002694,0,0,0.001488,0.000702,0,0.007228,0.009348,0.018353,0.018836,0,0,0
889,0.05472,0.212065,0.092750025,2.152626,0,0,0,0,0.095048,0,0,0.027016,0.001266,0.011657,0.089243,0,0,0
890,0.003255,0.157019,0.053726,2.076556,0,0,0,0,0.009592,0.002644,0,0.004102,0.014938,0.019436,0.086176,0,0,0
891,0.002791,0.104648,0.020542,2.595801,0,0,0,0,0.043151,0,0,0.003516,0.018469,0.018548,0.121379,0,0,0
892,0.146208,0.307438,0.108322,3.859183,0,0,0.04102,0,0.001744,0.024457,0,0.096662,0.134425,0.120063,0.227516,0.127535,0,0
893,0.019881,0.168871,0.034456,0.50456,0,0,0.07709,0.000255,0,0,0,0.022838,0.005259,0.156737,0.145898,0,0,0
894,0.000689,0.00044,0.000505,0.010386,0,0,0,0.046665,0,0.008562,0,0,0.033562,0.140322,0.026448,0.080052,0,0
895,0.000538,0.002688,0.001339,0.010377,0,0,0.026675,0,0.150792,0.011536,0,0.035055,0.084942,0.522972,0.243829,0.092865,0,0
896,0.000562,0.000673,0.000681,0.009865,0,0,0,0,0,0.024219,0,0.001832,0.045556,0.166765,0.240064,0.160725,0,0
897,0.001216,0.000292,0.001609,0.014224992,0,0,0,0,0,0.009477,0,0.001112,0.03048,0.089901,0.029746,0.016191,0,0
898,0.012665,0.00298,0.017398799,0.139837,0,0,0,0,0,0.0252845,0,0,0.06927,0.009061,0.021228,0.226724,0,0
899,0.012965,0.003067,0.017655,0.145186,0,0,0.014064,0.003159,0.011336,0.068899,0.0035,0.008151,0.200675,0.167192,0.055921,0.422952,0,0
900,0.001655,0.000419,0.001993,0.021928,0,0,0.207359,0.025038,0,0.006592,0.000248,0.007657,0.019244,0.495557,0.222726,0.013758,0,0
901,0.019034074,0.004484,0.026093,0.210893433,0,0,0.057428,0,0,0.019169,0,0.036332,0.046108,0.245146,0.251454,0.298568,1029524.972,0
902,0.020674841,0.004979,0.0273,0.242602,0,0,0.250515,0,0.090688,0.007932,0,0.008895,0.02882,0.156716,0.596281,1.038671,8129362.276,0
903,0.000833,0.000237,0.000754,0.014267652,0,0,0,0.017496,0,0.015864,0,0.001172,0.06375,0.026597,0.013137,0.279705,0,0
904,0.011443,0.007779008,0.014571441,0.167629,0,0,0.064044,0.12801,0.001488,0.01518,0,0.000556,0.002138,0.678923,0.73392,5.333094,446774.988,0
905,0.003568,0.024523225,0.028893382,0.316446288,4.78064E-05,0.006942,0,0.00357,0,0.096927,0,0.049484,0.030404,0.187601,0.159822,0.702927,0,0
906,0.00003,0.16103,0.059388,1.781262,0,0.039114,0,0,0.004464,0.076869,0,0.038374,0.037542,0.131181,0.164003,0.037977,0,0
907,0.002487,0.002536592,0.007108,0.019683,3.34871E-05,0.000432,0.00593,0,0,0.01755,0,0,0.000994,0.086012333,0.102526,0.130206,0,0
908,0.018572,0.018159,0.050667711,0.159554,0.000232,0.002986,0,0.035964,0,0.090227,0,0.005234,0.132533,0.169045,0.20574,1.813468,0,0
909,0.025815,0.264609,0.365798,0.320157169,0.000342,0.006996,0.195724,0,0,0.034372,0,0.000879,0.001501,0.130192,0.127573,0.053585,0,0
910,0.009696,0.009891,0.027714,0.076612,0.000131,0.001682,0.20755,0,0,0.029484,0,0.00326,0.006366,0.054618,0.462372,0.107169,0,0
911,0.067969545,0.000434048,0,0.02698333,0.000915,0.000591938,0.013185,0,0,0.054202,0,0,0.005148,0.041305,0.026344,0.038109,0,0
912,0.012578,0.01088,0.030484867,0.08503,0.000169,0.001867,0,0,0,0.205175,0,0,0.03537,0.002564,0.000452,0.204504,0,0
913,0.000007,0.107836,0.058644,0.638338,0,0.014017,0,0,0.002232,0.017901,0,0.003551,0.005588,0.06284,0.02901,0,0,0
914,0,0.042230926,0.025832092,0.269982,0,0.005928,0,0,0,0,0,0,0,0.002505,0.16012,0,0,0
915,0.00142,0.067238,0.028291,0.555881683,0.000019,0.012206,0.001186,0.00255,0.00744,0.022985,0,0.003298,0.004172,0.159274,0.20852,0.020694,0,0
916,0.008143,0.120072,0.051036,1.854800945,0.000109664,0.040729112,0,0,0.005952,0.001404,0,0.016364,0.005597,0.045234,0.131748,0,0,0
917,0.001487,0.068207,0.032046887,1.498251,2.00275E-05,0.032899728,0,0,0.008928,0.046671,0,0.003892,0.016764,0.035507,0.012448,0.185886,0,0
918,0.001164836,0.104422,0.129998,1.104433,0.000016,0.024252,0,0,0,0.04246,0,0.012746,0.01587,0.027367,0.00367,0.043449,0,0
919,0.001750618,0.010090685,0.01341,1.224056,0.000024,0.026879,0,0,0.003488,0,0,0.011772,0.000968,0.00338,0.0087,0,0,0
920,0.083201,0.150732,0.107377,3.225736,0.00116,0.072166,0,0,0.020056,0,0,0.09777,0.002178,0.044325,0.25723,0,0,0
921,0.006716084,0.57558152,0.223011,1.659428219,0.00009,0.036438971,0,0.003465,0.023456,0.023504,0,0.008009,0.000448,0.014815,0.012053,0.007752,0,0
922,0.021201,0.589119,0.219331878,2.692284,0.000393,0.062747,0,0.000255,0.331824,0.043524,0,0.023464,0.006724,0.221179,0.377579,0.045849,0,0
923,0.011518392,0.508553105,0.074886432,2.407766,0.000155,0.052872,0,0,0.013952,0.2015755,0,0.002637,0.046116,0.065426,0.031898,0.143821,0,0
924,0.019909,0.48531734,0.185945393,1.05192511,0.000354,0.025998,0,0,0.00744,0.042822,0,0.016452,0.013316,0.268830333,0.214572,0.054009,0,0
925,0.0389,0.131355,0.238961,1.155518625,0.00074,0.029203,0,0,0.000872,1.153477,0.00025,0,0.300726,0.25494,0.086668,4.639371,0,0
926,0.037692,0.038393,0.107573083,0.297439,0.000555,0.006784,0,0,0,0.368934,0,0,0.096585,0.236058,0.009788,3.634979,0,0
927,0.365493,0.003209,0.009063504,0.168671,0.005573483,0.004421,0,0,0,0,0,0,0,0,0,0,28603311.71,0
928,0,0.028688,0.00873,0.012655686,0,0.000259,0.022407,0,0.139812,0.03079,0,0.01562,0.036708,0.235296,0.08077,0.688612,0,0
929,0,0.184743,0.081878,0.256793,0,0.00120528,0,0.000642,0.008052,0.000412,0.60239,0.100221,0.332035,0.133869,0.03549775,0.01204,0,0
930,0.088495,0.002171,0.002770854,0.502845511,0.104514,2.038949,0.003985,0.005082,0.008063,0.027412,0,0.009197,0.000216,0.117213,0.04858,0.003568,1135800000,0
931,0.00048,0.000208,0.000677236,0.042334,0.000576,0.331012,0,0,0,0,0,0,0.003576,0.005083,0,0.007752,75835197.91,0
932,0.007838104,0.044279,0.000634,0.057585,0.000434,0.00306,0.012804,0,0,0,0,0.022892,0.062928,0.417282667,0.003626,0.00516,0,0
933,0.000782,0.040463,0.012049,0.120535,0.000043,0.005613,0,0,0,0,0,0.015957,0.001962,0.073624,0.299855,0,0,0
934,0.000174,0.027469,0.010218,0.090265,0,0.005699,0,0,0,0.025272,0,0.000556,0.002074,0.023542,0.038138,0,0,0
935,0,0.029151,0.015354,0.157413,0,0.010155,0,0.00561,0,0,0,0.015038,0.001679,0.023143,0.044056,0,0,0
936,0,0.01931,0.009493,0.088714,0,0.005716,0,0,0,0,0,0,0,0.000673,0.061364,0,0,0
937,0,0.000032,0.0015,0.041726,0,0,0,0,0,0,0,0,0,0.00156,0.003712,0,0,0
938,0.08247,0.190373,0.056205,0.580872,0,0,0,0,0,0,0,0.003598,0.016664,0.024069,0.16733,0.001581,0,0
939,0,0.017765,0.000963,0.16389,0,0,0,0,0,0,0,0.004102,0,0.028447,0.001465,0.030864,0,0
940,0.000580255,0.065659762,0.008795743,0.081345,0,0,0,0,0,0,0,0,0.044572,0.010357,0.297271,0,0,0
941,0.022818152,0.109211198,0.008576,0.619893,0,0,0,0,0.009592,0,0,0.029296,0,0.001758,0,0,0,0
942,0.000001,0.05675,0.027202,0.307816483,0,0,0.017072,0,1.966884,0,0,0.119355,0.073332,0.424972,0.117077,0,0,0
943,0.000621,0.100389,0.021072,0.251388,0,0,0,0,0,0,0,0.001716,0.003146,0.020807,0.01172,0,0,0
944,0,0.090062,0.028432,0.156117,0,0.010425,0.011737,0,0.043188,0,0,0.014826,0.002016,0.141067,0.076539,0,0,0
945,0.007811,0.659682,0.210492,1.243278,0.000044,0.083026,0,0,0.039747,0,0,0.083274,0.021723,0.041623,0.052815,0,0,0
946,0,0.15823,0.102437,0.232522,0,0.015528,0,0,0,0,0.000248,0.063481,0.034599,0.177211,0.106748,0,0,0
947,0,0.081461,0.045132,0.105083,0,0.007017,0,0,0,0,0,0.039012,0.014624,0.540114,0.068614,0.003438,0,0
948,0,0.050147,0.030145,0.053491,0,0.003572,0.067221,0,0,0,0,0,0,0.279297,0.075102,0.003438,0,0
949,0,0.104785455,0.027899,0.072871706,0,0,0,0.012412,0,0.004944,0,0.01755,0.049875,0.2098215,0.12036825,0.006876,0,0
950,0,0.085527,0.011146,0.002871,0,0.000121,0,0,0,0.005616,0,0,0.007648,0.026224,0.017106,0.008046,0,0
951,0,0.043582536,0.008934,0.133688,0,0.002936,0,0,0,0.000351,0,0,0.002854,0.025093,0.081504,0.002682,0,0
952,8.5272E-05,0.122029,0.063035,0.229755557,1.14833E-06,0.005045145,0,0,0,0,0,0.001379,0.008224,0.003911333,0.039476,0,0,0
953,0,0.005438,0.010369,0.57301608,0,0.012583,0,0,0.011728,0,0,0,0,0.004418,0.013615,0.002584,0,0
954,0.00013,0.146569,0.09724,0.322862,0.000002,0.00709,0,0,0,0,0,0.003383,0.001547,0.001189,0.006238,0,0,0
955,0,0.106308,0.009274,0.570614,0,0.01253,0.001172,0,0,0.001322,0,0.003223,0.004594,0.007325,0.067479,0.00134,0,0
956,0.000084,0.072214,0.045234,0.360795,0.000001,0.007923,0,0,0,0,0,0,0.000329,0.006409,0.000884,0,0,0
957,0,0.066244,0.018624,0.639025,0,0.014032,0.002344,0,0,0,0,0,0,0,0.043389,0,0,0
958,0,0.028831,0.014324,0.640742,0,0.0140699,0,0,0.012648,0,0,0,0.071832,0.013352,0.050478,0,0,0
959,0.00527,0.005376,0.015063,0.041641,0.000071,0.000914,0,0,0,0,0,0.000494,0.000162,0,0,0,0,0
960,0.003722,0.003761,0.010539382,0.029148,0.00005,0.00064,0,0,0,0.01885,0,0,0.003726,0.028314,0,0,0,0
961,0.043396,0.001871,0.000792,0.018263,0.000584,0.000399,0,0.00306,0,0,0,0,0.000054,0.028698,0.63094,0.001581,0,0
962,0.046270371,2.567591986,0.061406,0.290030386,0.000261192,0.019368,0.058685,0,0.008608,0.004944,0,0.09073,0.03274,0.801930833,0.97753875,0.001719,0,0
963,0.002197628,0.000624,0.001988,0.037644772,0,0,0,0,0,0.072294,0,0.045222,0.301926,0.214919,0.057628,0.540645,43560,0
964,0.000929123,0.000263897,0.00084062,0.015916,0,0,0.089096,0,0.122016,0.001041,0.000278,0.036093,0.003404,0.199654,0.068426,0.169491,43560,0
965,0.000748997,0.000187924,0.000599,0.016022123,0,0,0.080812,0,0,0.082117,0,0.001668,0.057434,0.15165,0.019494,0.120648,0,0
966,0.046519,0.067494,0.013773712,0.178251,0.000626,0.003914,0,0,0,0,0,0.003929,0.002559,0.000848,0.00644,0.0067,0,0
967,0.032599144,0.074981178,0.054365,0.570812,0.000439,0.002708,0,0,0.006597,0.000725,0,0.000238,0.003364,0.000221,0.004962,0,0,0
968,0.000749,0.000388,0.000726,0.145443,0,0.002917,0,0,0,0.037442,0,0.029126,0.073626,0.04151,0.061268,0.053739,0,0
969,0.00054,0.000259,0.000320915,0.006253,2.70028E-06,9.54155E-06,0,0,0.915038,0.019776,0,0.048265,0.047904,0.251331,0.062242,0.013755,0,0
970,0.000848,0.030681,0.059527,0.189004958,0.007291,0.003823121,0.001172,0.01458,0,0.070866,0.00125,0.003117,0.013205,0.054707,0.017863,0.121056,392040,0
971,0.01234,0.414684,0.000104,0.025327,0.000002,0.000001,0.026092,0.000255,0.000744,0.086858,0.004386,0.010228,0.012789,0.084413,0.180854,0.065823,252524.993,0
972,0.000577,0.100343,0.001087,0.026884,0,0,0.007469,0.110424,0.002928,0.119213,0.015376,0.039993,0.010251,0.379368,0.09218,0.048136,0,0
973,0.000015,0.020123,0.043323,0.064322,0.000006,0.000003,0,0.00051,0,0.020646,0.001946,0.005413,0.001578,0.065146,0.004348,0.308364,0,0
974,0,0.014079,0.022897,0.035068,0,0,0,0.000765,0,0.017502,0.001946,0.004322,0.001043,0.02992,0.003058,0.363078,0,0
975,0,0.22725,0.013005,0.035115,0,0,0.008536,0.003852,0.000732,0.296856,0.015624,0.040186,0.00974,0.140631,0.10771,0.02407,0,0
976,0,0.119733,0.002199,0.046088,0,0,0.008536,0.128943,0.00366,0.346315,0.019592,0.049828,0.012879,0.482082,0.11141,0.049852,0,0
977,0,0.098423,0.205668,0.367447,0,0,0,0,0,0.044894,0.00075,0.002484,0.008167,0.038879,0.007039,0.028508,0,0
978,0,0.066172,0.11155,0.212595,0,0,0,0,0.000872,0.024696,0.00125,0.003847,0.002038,0.017685,0.004145,0.017096,0,0
979,0,0.170454,0.06493,0.177038,0,0,0.004268,0,0.00366,0.081288,0.012152,0.032426,0.005994,0.0922,0.062933,0.029225,0,0
980,0,0.100515,0.014088,0.191739,0,0,0.007469,0.017762,0.008052,0.091163,0.011656,0.031539,0.006929,0.141287,0.097564,0.034381,0,0
981,0,0.063510727,0.004778,0.443164,0,0,0.003558,0.011475,0.006696,0,0.005838,0.015847,0.002078,0.056271,0.04037,0.006705,0,0
982,0.002519,0.061961,0.125943,0.399711,0.022218,0.011701,0.000797,0.031185,0,0.182059,0.00231,0.005695,0.031581,0.149539,0.037271,0.230996,1089000,0
983,0,0.077969,0.255625,0.371489,0,0,0.000797,0,0,0.004787,0.00023,0.00068,0,0.007309,0.014545,0.070744,0,0
984,0,0.025182,0.08305,0.119161,0,0,0,0,0,0,0,0.000221,0,0.000875,0.004804,0.02756,0,0
985,0,0.020868,0.05278,0.366856,0,0,0,0,0,0,0.001,0.003019,0.000296,0.006693,0.001758,0.00402,0,0
986,0,0.035097,0.025316,0.272744,0,0,0.002372,0,0,0,0.00278,0.007018,0.000365,0.017003,0.01871,0.002682,0,0
987,0.000311,0.031916,0.024151,0.23483,0,0,0.001172,0,0,0,0.002003,0.004866,0.000592,0.016021,0.016207,0.00268,0,0
988,0,0.040259,0.121859,0.373576,0,0,0,0,0,0,0.00069,0.001819,0,0.004715,0.005688,0.030089,0,0
989,0,0.097924,0.032895,0.151387,0,0,0,0,0,0,0.00695,0.017801,0.00238,0.045411,0.029404,0.005844,0,0
990,0,0.07609,0.028617,0.124148,0,0,0,0,0,0,0.005282,0.012667,0.001779,0.034573,0.021914,0.007665,0,0
991,0.000016,0.000012,0.024116,0.782838,0.000137,0.000072,0,0.000231,0,0,0.00023,0.000459,0.00053,0.001349,0.000673,0.00326,0,0
992,0.000006,0.013735,0.034139,0.938387,0,0,0,0,0,0,0.00046,0.00136,0,0.006246,0.001336,0,217800,0
993,0.000165,0.104466,0.034799,0.172458,0,0,0,0,0,0,0.007506,0.019171,0.003719,0.049117,0.031264,0.003162,0,0
994,0.002945,0.019026,0.010338,0.381043,0,0,0,0,0,0,0.00046,0.00136,0.00159,0.003398,0.001778,0,0,0
995,0.003336,0.022241,0.011706,0.262939,0,0,0,0,0,0,0.00046,0.001576,0,0.002976,0.001557,0,0,0
996,0.007938,0.051262,0.027661,0.273938,0,0.000012,0,0,0,0,0.00092,0.002278,0.002358,0.005187,0.002662,0,0,0
997,0.007115559,0.036628,0.026073,0.698091,1.60498E-05,0.00882,0,0,0,0,0.00069,0.001819,0.002049,0.003578,0.001778,0.000984,0,0
998,0.007656,0.049401,0.026816,0.262814,0,0.000048,0,0,0,0,0.00069,0.002168,0.002651,0.004241,0.002854,0,0,0
999,0.018538456,0.000308,0.02094,0.021241,0.161665,0.092213,0.007173,0.275814,0,0.255834,0.00437,0.010529,0.040589,0.933979,0.079409,0.803833,7840800,0
1000,0.032748237,0.362533996,0.219898,0.035107,0,3.51555E-07,0.014232,0,0.000744,0.2947245,0.004726,0.011385,0.068811,0.229965,0.107191,0.586758,0,0
1001,0.000195,0.011285,0.02889,0.183231,0,0,0.000797,0.001155,0,0.008949,0.00069,0.001819,0.000238,0.005252,0.00442,0.004552,0,0
1002,0.002285,0.018025,0.048893,0.827599,0,0,0.002391,0,0,0,0.00069,0.001819,0.001828,0.019116,0.016354,0.00326,0,0
1003,0.013895,0.152631,0.093901,0.016464,0,0,0.00467,0,0.000744,0.073081,0.001946,0.005135,0.018797,0.156133,0.045188,0.162333,8556712.264,0
1004,0.002103,0.024147,0.016703,0.04678,0,0,0.002344,0.000729,0.000872,0.019128,0.00075,0.002444,0.001796,0.030678,0.010634,0.039228,0,0
1005,0.008347,0.083895,0.088074,0.247862,0,0,0.010674,0.000765,0.008184,0.450029,0.009174,0.024301,0.074113,0.199978,0.054866,0.071665,0,0
1006,0.006964,0.066854,0.078508,0.245207,0,0,0.007506,0.00107,0.00732,0.674233,0.007936,0.021616,0.123475,0.170854,0.045478,0.056748,9712.5,0
1007,0.00004,0.069867,0.070086,0.519106,0,0,0.002344,0,0.055808,0,0.001,0.009344,0.000296,0.018697,0.019565,0.007127,776999.979,0
1008,0.000019,0.007315,0.020828,0.813516,0,0,0.001172,0.000729,0.001744,0.031067,0.00325,0.010431,0.001614,0.033455,0.011134,0.00134,1019812.472,0
1009,0.006273,0.09893,0.041704,0.421653,0,0,0,0,0,0,0.00025,0.000828,0.001282,0.002735,0.003516,0.00134,77699.998,0
1010,0.002811,0.100929,0.058693,0.43635,0,0,0,0,0,0,0.00046,0.001196,0.001438,0.002404,0.001557,0.000984,398212.489,0
1011,0.016257,0.530835,0.272004,0.927848,0,0,0.000797,0,0,0,0.00092,0.002278,0.00265,0.005726,0.006351,0.007872,1301474.964,0
1012,0,0.014918,0.027312,0.409812624,0,0,0.001172,0.004617,0.006976,0.028823,0.00275,0.008695,0.001372,0.025141,0.011305,0.010985,0,0
1013,3.67096E-05,0.051203,0.027493,0.298601,0,0,0.001172,0.000972,0,0,0.00175,0.004917,0.000538,0.016201,0.021623,0,348480,0
1014,0.009717,0.134943,0.135757,0.75387,0,0,0.000797,0,0.000733,0,0.00115,0.002801,0.002942,0.007895,0.02329,0.000984,0,0
1015,0,0.17113,0.072002,0.899598803,0,0,0.001172,0,0.000872,0,0.0065,0.017133,0.016296,0.048535,0.021815,0.00268,0,0
1016,0.000147525,0.270068,0.282746,0.691495,0,0,0.002344,0,0.000872,0,0.00375,0.010076,0.009251,0.033791,0.075878,0,0,0
1017,0,0.105446,0.111252,0.276264,0,0,0.001172,0.007776,0.197944,0.023902,0.00175,0.02537,0.000538,0.02096,0.012126,0,0,0
1018,0,0.09936,0.104533,0.260797125,0,0,0.001172,0.005832,0.185736,0.030229,0.00175,0.0228,0.001483,0.023697,0.01307,0.00134,0,0
1019,0,0.067967,0.071649,0.178166,0,0,0,0.00765,0.108624,0.01725,0.00139,0.014675,0.000568,0.010686,0.008424,0,0,0
1020,0,0.066864,0.077058,0.276800416,0,0,0.001172,0,0.022672,0,0.0005,0.004186,0,0.004609,0.007417,0.031615,0,0
1021,0.000313,0.181288,0.224452,0.396695,0,0,0,0,0.00372,0,0.001112,0.003176,0.000257,0.007179,0.002958,0.017532,0,0
1022,0.000322,0.204277,0.185854,0.35747,0,0,0.001172,0.000972,0.001744,0.087818,0.002,0.002775,0.015563,0.023164,0.03688,0.070107,43560,0
1023,0.006013,0.121181,0.068131,0.272766,0,0,0.002344,0,0,0.022789,0.00149,0.002331,0.022476,0.022631,0.04238,0.02814,392040,0
1024,0.000455,0.227666,0.183937,0.9605,0,0,0.008302,0.00153,0.005952,0,0.058936,0.126818,0.129684,0.393867,0.157129,0.01341,4040399.888,0
1025,0.002855,0.234807,0.125961,1.04739,0,0,0.005856,0.00153,0.008184,0,0.04448,0.101016,0.130904,0.294482,0.199214,0.014991,320512.491,0
1026,0.009518,0.228408,0.062621,1.056711,0,0,0.009376,0,0.005232,0.001322,0.00225,0.004189,0.003982,0.046721,0.298103,0.015918,796424.978,0
1027,0,0.061862,0.065466,0.161687,0,0,0,0.007764,0.114232,0,0.001,0.009477,0.000242,0.012598,0.007567,0,0,0
1028,0.049984,0.280817,0.202038,0.146952,0,0,0.002344,0,0,0,0.0025,0.004178,0,0.022895,0.020053,0.003269,0,0
1029,0.041069,0.245348,0.215501,0.184465,0,0,0.004744,0.000765,0.41244,0.022924,0.003336,0.04981,0.00113,0.043561,0.048416,0.004023,0,0
1030,0.000012,0.118249,0.043741,0.084493,0,0,0.001172,0,0,0.049793,0.00125,0.002968,0.076266,0.019281,0.050928,0.08576,2836049.922,0
1031,0.000991,0.102054,0.14329,0.188594,0,0,0.00593,0,0.000744,0.002526,0.003892,0.008324,0.015291,0.05249,0.102168,0.392031,0,0
1032,0.026293,0.157422,0.140215,0.190114,0,0,0.002012,0,0,0,0.00069,0.001598,0.0018,0.006125,0.029635,0.002227,0,0
1033,0.008788,0.057009,0.046358,0.385929,0,0,0.000797,0,0,0,0.00046,0.000697,0.000584,0.003687,0.010173,0.002952,932399.974,0
1034,0,0.017744,0.018181,1.042887,0,0,0,0,0.003665,0,0.00069,0.002092,0.00212,0.0048,0.00391,0.008796,0,0
1035,0.001197,0.127513,0.180556,0.238199,0,0,0.005742,0,0.001488,0.004946,0.005004,0.01265,0.020592,0.064473,0.12135,0.48459,0,0
1036,0.000186,0.04591,0.018094,0.528257,0,0.000035,0,0.000231,0,0,0.00138,0.002754,0.00371,0.014926,0.017909,0.001968,0,0
1037,0.000593,0.125599,0.154646,0.727272,0,0,0.000797,0.009009,0,0.003563,0.00115,0.002958,0.006441,0.01114,0.019982,0.015376,0,0
1038,0.006611,0.065022,0.087333,0.236065,0,0,0,0,0.000733,0,0.00069,0.001819,0,0.003578,0.000884,0,29137.499,0
1039,0.036062,0.042174,0.1059,0.357541,0,0,0.001172,0,0,0,0.00125,0.003261,0.000296,0.009052,0.007789,0,291374.992,0
1040,0.007651,0.240047,0.210319,0.522822,0,0,0.013046,0,0.000744,0.016497,0.003892,0.009398,0.001596,0.024961,0.098708,0,38849.999,0
1041,0.001994,0.125475,0.157407,0.404214,0,0.000193,0.003516,0,0.000872,0,0.00125,0.003514,0.000242,0.010828,0.026084,0.00134,116549.997,0
1042,0.018061,0.195662,0.232808,0.422307,0.000001,0.000716,0.004688,0.000972,0.394144,0.028314,0.00225,0.042246,0.001584,0.02719,0.038818,0.007878,1048949.971,0
1043,0.032937,0.255455,0.222658,0.348866,0.000009,0.009801,0.007116,0,0.289416,0.000508,0.003336,0.068088,0.011328,0.112504,0.059556,0.006705,0,0
1044,0,0.358469,0.198565,0.092184,0,0.000001,0.003558,0,0,0,0.006116,0.013824,0.015593,0.049879,0.07888,0,0,0
1045,4.9363E-07,0.247450077,0.137144233,0.063638,0,0,0.002372,0,0,0,0.00417,0.010249,0.010278,0.032726,0.056432,0,0,0
1046,0.000002,0.206636,0.16452,0.095843,0,0,0.027756,0.00214,0.001464,0.001911,0.015128,0.036869,0.047489,0.17044,0.384656,0.015471,0,0
1047,5.05367E-07,0.177046,0.147015366,0.098458,0,0,0.016005,0.004066,0,0.001661,0.005208,0.013321,0.014508,0.061601,0.313006,0.003438,0,0
1048,0.001838,0.319974,0.184141,0.230215,0.000005,0.008025,0.038412,0.019046,0.00205,0.003367,0.01984,0.049051,0.068342,0.205721,0.516914,0.036103,155399.996,0
1049,0.000123,0.377321,0.315661,0.279486,0,0.005011,0.028464,0,0.002232,0,0.006394,0.015527,0.015269,0.109301,0.664236,0.006705,58274.998,0
1050,0.000035,0.02081,0.140391,0.341239,0,0,0,0,0,0,0.00023,0.00068,0,0.001979,0.000442,0.002276,9712.5,0
1051,0.029405,0.016586,0.12834,0.391496,0,0,0.000797,0,0,0,0.00092,0.002499,0.000292,0.005579,0.004641,0.001292,0,0
1052,0.033905,0.006267,0.06068,0.242592,0,0,0.001172,0,0,0,0.001,0.002726,0.000242,0.006496,0.007789,0,0,0
1053,0.003057,0.019637,0.012107,0.213405,0,0,0,0,0,0.000661,0.00125,0.003554,0.00422,0.011416,0.01014,0.00536,0,0
1054,0.000037,0.01844236,0.074611,0.681922035,0,0.000031,0.001594,0,0,0,0.00092,0.002499,0.00265,0.010683,0.015565,0.015376,0,0
1055,0.009011248,0.11575,0.039249,0.425615,0.000025,0.027879,0.000797,0,0.002199,0,0.00023,0.000927,0.002302,0.002148,0.009224,0.005904,0,0
1056,0.009036,0.116532,0.038915,0.429218,0.000025,0.028252,0.000797,0,0,0,0.00023,0.00068,0.00106,0.003906,0.00832,0.001968,0,0
1057,0.00141857,0.109919,0.01602,0.797907,3.94136E-06,0.052172,0.004688,0,0.000872,0,0.0015,0.004089,0.003766,0.038183,0.088979,0.00134,43560,0
1058,0.0109,0.088846,0.003868,0.436806,0.000002,0.00242605,0.002344,0,0.001744,0.007126,0.00425,0.011692,0.022603,0.035506,0.040804,0.019187,0,0
1059,0.010109505,0.05593206,5.22985E-05,0.397429,0,0.000036,0,0,0.000872,0.007876,0.00375,0.010076,0.015897,0.030959,0.024853,0.014578,0,0
1060,0.028126,0.071444,0.035825,0.36621,0.000078,0.024101,0,0,0,0.005591,0.0025,0.007108,0.01226,0.029846,0.023834,0.087939,0,0
1061,0.032239583,0.13699,0.071653,1.212612585,0.00009,0.079820999,0,0,0,0,0.00425,0.009681,0.012975,0.055386,0.04602,0.07878,0,0
1062,0.022617,0.634713,0.032069796,0.743914,0.000063,0.048969,0,0.002916,0.006976,0.0007855,0.00475,0.014187,0.018584,0.09938,0.034407,0.042718,174240,0
