AZone,FLR MH,FLR MF,FLR AT,FLR SFD,FLR RRMH,FLR RRSFD,FLR Accommodation,FLR Government Support,FLR K12,FLR Heavy Industry,FLR Hospital,FLR Institutional,FLR Light Industry,FLR Office,FLR Retail,FLR Warehouse,FLR Agriculture,FLR Logging
1441,0.071413,8.36769E-06,5.37862E-05,0.243802,0,0,0,0,0,0,0,0.000221,0,0,0,0,0,0
1442,0.07581682,0.10349376,0.323073,0.702338741,0.000677,0.011625355,0,0,0,0,0,0.003808,0.000324,0.007922,0,0.001292,0,0
1443,0.036275,8.62468E-05,0.006009,0.259634,0.000308264,0.005404,0,0.029106,0,0,0,0.000714,0,0.007325,0.002873,0,0,0
1444,0.013067,0.005528,5.16331E-06,0.074377,0.018594,0.32421,0,0,0,0,0,0,0.020229,0.00094,0.024549,0.003568,26971611.76,87120
1445,0.001587719,0.225967,0.115741,0.368057,0,0,0,0.000765,0,0,0,0.00556,0.016457,0.033133,0.440406,0.001581,0,0
1446,0.000116,0.069387,0.053392,0.547733,0,0,0,0,0.010464,0,0,0.006534,0.000968,0.001465,0.00879,0,0,0
1447,0.029537,0.138003421,0.281352,1.998322,0.001062,0.018239,0,0,0.008796,0.000725,0,0,0.006075,0.000597,0.001557,0.027132,43560,0
1448,0.008055,0.003405,0,0.046364,0.011462,0.202102,0,0.063161,0,0.005223,0,0.001768,0.002484,0.051573,0.000565,0.004552,12024074.67,0
1449,0.079731,0.00976,0.007611114,0.187396,0.000687,0.014036,0.004032,0,0.000733,0.025375,0,0.079499,0.003159,0.075149,0.125317,0.0243,3486787.404,0
1450,0.417669,0.107622,0.081926,0.551391706,0,0,0,0,0,0,0,0.000884,0,0.000221,0,0,0,0
1451,0.022617252,0.000048,0.000107,0.068237814,0.002891,0.042875,0,0.012705,0,0.105903,0,0.002499,0.011772,0.017681,0,0,0,0
1452,0.000694,0.000022,0.000489981,0.002975,0.000309339,0.007082,0,0.130005,0,0,0,0.016994,0,0.138194,0,0.079089,1621987.455,0
1453,0.002648,0.112784045,0.198818151,1.349304,0,0,0,0,0.007848,0,0,0.002662,0.033128,0.038817,0,0.003858,0,0
1454,0.01125,0.128423,0.014057424,1.081741904,0,0,0,0,0,0,0,0.001768,0.000486,0.008281,0.001547,0.011628,0,0
1455,0.00064,0.143338,0.029733,1.386714964,0,0,0,0,0.005131,0,0,0.010234,0.0004,0.006115,0.011713,0.000984,0,0
1456,0.010938,0.10279874,0.072005125,0.612796361,0,0,0,0,0,0.000351,0,0.034501,0.000648,0.007316,0.131602,0,0,0
1457,0.01432538,0.136833,0.108444427,0.789738,0,0,0,0,0,0,0,0.016698,0.000324,0.017486,0.031352,0.004609,0,0
1458,0.021712,0.008385,0.066479611,1.92921,0,0,0,0,0,0.00145,0,0.000706,0.001934,0.015541,0.034034,0.002276,0,0
1460,0.027662034,0.362865,0.884761,0.645615377,0,0,0,0,0,0,0,0.003536,0.002994,0.011785,0.001768,0,0,0
1461,0.078341,0.041270195,0.089682341,0.570507,2.51899E-05,0.000344311,0,0,0.001466,0,0,0,0.000876,0.005082,0.001115,0,0,0
1462,0.023289819,0.013146287,0.028606211,0.166383,0.000024,0.00033,0,0,0,0.000725,0,0.000663,0.006536,0.003473,0,0,0,0
1463,0.040206251,0.021185,0.046027,0.287316,0.000005,7.43873E-05,0,0,0,0,0,0,0,0.000221,0,0,0,0
1464,0.008833,0.000159,0.004474,0.040205,0.012142642,0.165977396,0,0,0,0,0,0,0.000162,0.013834,0,0,784080,0
1465,0.021453843,0.006566,0.018553,0.12854,0.0128447,0.175486751,0,0,0,0,0,0.001564,0.002484,0.001326,0.005085,0,0,0
1466,0.005918215,1.83225E-05,0.000414916,0.310065,0.008422,1.351585,0,0.002079,0,0.000725,0,0,0.004293,0.023771,0.017607,0.001968,114840000,0
1467,0.003319,0.000330399,0.00748,0.024801954,0.004722409,0.108112486,0,0,0,0,0,0,0,0.000786,0.002652,0,18444036.99,0
1468,0.016429146,0.005076,0.003413,0.096365,0.021149,0.320927384,0,0.004851,0,0.00435,0,0,0.000621,0.0214,0.019097,0.060228,0,0
1469,0.009215,0.000981,0.020661,0.06886,0.013032,0.298349429,0,0.010164,0,0.006525,0,0.003094,0,0.002625,0.011492,0.011628,0,0
1470,0.061222479,0.136058,0.151751,2.499833,5.43509E-05,0.000552,0,0,0.004398,0.1798,0,0.004762,0.143211,0.114342,0.030785,0.501536,442030000,0
1471,0.041053,0.013918,7.42303E-05,0.109793503,0.058377,0.47326841,0,0,0,0.005075,0,0,0.017763,0.023902,0.006215,0.01618,112901318.4,0
1472,0.061928,0.114647935,0.076701,0.703174,0.038765,0.806238,0.001594,0,0,0.005075,0,0.001547,0,0.004021,0.003154,0,1132560,0
1473,0.002139,0.00704,0.001982173,0.032027567,0.000045,0.001022,0,0,0.002199,0.010446,0,0.010957,0.000675,0,0.005163,0.003876,0,0
1501,0.000009,0.076733,0.037017,0.07499877,0,0.002779,0,0,0,0,0,0,0,0.006425333,0.005282,0,0,0
1502,0,1.486817,0.14111961,0.509887,0,0.018893913,0.110298,0,0.008184,0.069381,0,0.01299,0.008409,0.249929333,0.230472,0.001581,0,0
1503,0.047040841,0.275902,0.05590029,0.655223,0.000572,0.024279342,0,0,0.0543,0.011232,0,0.025659,0.002086,0.106575,0.106444,0.020073,0,0
1504,0,0.396739,0.081433,0.099861,0,0.003700349,0.007116,0,0,0.013689,0,0.004928,0.002548,0.116594,0.077026,0.002682,0,0
1505,0,0.053765,0.003084,0.009794,0,0.000363,0,0.061632,0,0,0,0.027972,0,0.206823,0.199414,0,0,0
1506,0,0.057835,0.003918,0.011096,0,0.000411,0.1067,0.02996,0.000732,0.077456,0,0.011947,0.015519,0.296808,0.205145,0.4988,0,0
1507,0,0.112538049,0.009137757,0.023929959,0,0.000887,0.006402,0,0.6039,0.036668,0,0.016759,0.006139,0.311,0.155487,0.008598,0,0
1508,0.001905213,0.301829,0.124293234,0.322314,0.000023,0.011943,0.003558,0,0,0.085644,0,0.01316,0.022726,0.040850667,0.158156,0.001619,0,0
1509,0.000063,0.384533278,0.640585923,1.065704,7.65852E-07,0.039489759,0,0,0,0.058266,0,0.049415,0.006523,0.061179,0.24178,0.042447,0,0
1510,0.000164,0.58094,0.097523,0.113118,0.000002,0.004192,0.003201,0.009844,0,0,0,0.059318,0.003045,0.171373,0.176203,0.001719,43560,0
1511,0,0.058620432,0.002794,0.010826025,0,0.000401,0,0.013268,0,0,0.000248,0.018389,0.001295,0.445865,0.199668,0.001719,0,0
1512,0,0.089000324,0.005466904,0.016846,0,0.000624,0.006402,0.176764,1.315404,0.051145,0,0.103609,0.005873,0.884017,0.1281865,0.00516,0,0
1513,0,0.280662,0.042147,0.000857,0,3.17496E-05,0.018139,0,0,0,0,0.028053,0.004788,0.086104,0.05340275,0,0,0
1514,0,0.28796,0.042297,1.21331E-07,0,0,0.03201,0,0.000732,0.489039,1.248928,0.009168,0.048636,0.172713333,0.2025305,0.001719,0,0
1515,0.000018,0.10757,0.000349533,0.000531,0,1.96594E-05,0.010674,0.022185,0.008928,0,0,0,0.011655,0.037536,0.036974,0,0,0
1516,0.013705,1.522643,0.208292387,0.128655,0.000167,0.004767,0.017011,0,0.002232,0.000351,0,0.036584,0.026885,0.033088,0.214234,0,0,0
1517,0.008097,0.485307,0.200319,0.47298,9.85188E-05,0.017526,0.002372,0.000255,0.001488,0.121843,0.000556,0.014815,0.012689,0.058933667,0.076646,0.004503,0,0
1518,0,0.117068938,0.16394,0.350037307,0,0.01297066,0,0,0.011904,0,0,0.311651,0,0.044425,0.09496,0,0,0
1519,0.006743,0.164006,0.058864587,0.20089103,0.000082,0.007444,0.001186,0,0.000744,0.107261,0.000278,0.007784,0.028252,0.132087667,0.134972,0.351429,0,0
1520,0.021192,0.269165,0.204872976,0.427842,0.000258,0.015853721,0,0,0.000872,0.1109095,0,0.018752,0.020878,0.022541,0.014072,0.00134,0,0
1521,0,0.076796,0.005764695,0.011621766,0,0.000431,0,0,0,0,0,0,0,0.008858,0.032248,0,0,0
1522,0,0.379278,0.109816,0.121193772,0,0.004491,0,0,0.000732,0.171392,0.001488,0.050578,0.021438,0.145937,0.11023,0.01376,0,43560
1523,0,0.076386676,0.005358433,0.015061,0,0.000558,0,0,0.002196,0,0,0.058939,0.001026,0.114512,0.268543,0,0,0
1524,0,0.189991728,0.016027,0.039582,0,0.001467,0,0,0.001464,0.060152,0,0.062897,0.006804,0.241033,0.090451,0,0,0
1525,0.007119655,0.200036371,0.036219,0.394542602,0.000087,0.014619808,0,0,0,0,0,0.02484,0.00257,0.019463,0.240652,0.00024,0,0
1526,0.268369704,0.018298,0.221366,1.696768,0.003265462,0.062874,0,0.06885,0.036456,0,0,0.020183,0,0.114774,0.1194,0.053754,0,0
1527,0.05447002,0.244356,0.115871,0.344399,0.000663,0.012761719,0,0,0.019344,0,0,0.025266,0,0.026237,0.05932,0.044028,0,0
1528,0.077843,0.237057285,0.162160694,1.009228374,0.000947177,0.037397,0,0,0.000872,0,0,0.019924,0.000442,0.009128,0.006148,0,0,0
1529,0.01114,0.012567,0.013445,0.105059272,0.000136,0.003893,0,0,0.000744,0.1047025,0,0,0.004836,0.044521333,0.09296,0.053274,0,0
1530,0.013374,0,0.008271,0.116003,0.000163,0.004298,0,0,0,0.1349745,0,0.00024,0.037592,0.022084,0.01368,0.12528,0,0
1531,0.104268,0.000168,0.164633,0.487854842,0.001269,0.018078,0,0,0,0,0,0,0,0,0,0.000984,0,0
1532,0.015033,0.000269,0.00898144,0.125828048,0.000182922,0.004662568,0,0,0.000744,0.062838,0,0.00024,0.01617,0.01242,0.142564,0.005364,0,0
1533,0.030411045,0.000026,0.018384,0.258458483,0.00037,0.0095772,0,0.001275,0.000744,0.242991,0,0.03199,0.06318,0.306152667,0.123158,0.136488,0,0
1534,0.059911,0.019271,0.014196016,0.422581,0.000728981,0.015659,0,0,0,0.318289,0,0.008457,0.058836,0.078628,0.013693,0.024488,0,0
1535,0.063550515,0.01827068,0.021518196,0.425443,0.000773268,0.015765,0,0,0,0.017107,0,0,0.000778,0.028688,0.12172,0.164184,0,0
1536,0.788708,0.007845,0.172047355,1.499078,0.009596826,0.055548,0,0,0.05232,0,0,0.001565,0.000108,0.029057,0.002637,0,0,0
1537,0.029341749,0.004924398,0.396254363,1.541991,0.000357,0.057139,0,0,0,0.003625,0,0.00187,0,0.007712,0.013882,0,0,0
1538,0.163893,0.004519,0.089374,0.710109,0.002351,0.027047566,0,0,0.000733,0.233769,0,0,0.047358,0.022598,0.144026,0.04688,43108796.95,15855788.92
1539,0.01032,0.000306163,0.013107118,0.083549,0.042481938,0.360329,0,0,0,0.002612,0,0,0,0.003399,0.009131,0.028424,104270000,0
1540,0.003815,0.000385,0.005234,0.035794,0.012951,0.133367,0,0,0,0,0,0.008619,0,0.003691,0.001105,0,95435022.37,0
1541,0.0069,0.181832,0.036308,0.374393,8.39582E-05,0.013873155,0,0,0,0.046683,0,0.00024,0.016954,0.021552667,0.140382,0.011863,0,0
1542,0.003733,3.12474E-07,0.001202464,0.020898,0.016243551,0.034101092,0,0,0.000872,0.263204,0,0,0.067182,0.01406,0.048836,0.089647,0,0
1546,0.272346678,0.082631901,0.062062584,1.826551018,0.003314,0.067682994,0,0,0.027854,0.123116,0,0.000247,0.016121,0.036747,0.007634,0.00326,0,0
1548,0.006649551,0.010466,0.012128634,0.062074603,0.000081,0.0023,0.004268,0.001712,0.002928,0.253992,0,0.053489,0.060127,0.078865,0.125697,0.151351,0,0
1549,0.011866372,0.000052,0,0.024986866,0.058601034,0.121521,0,0.009933,0,0.012325,0,0,0.003105,0.034268,0.093194,0.201552,12128933.45,0
1550,0.019252557,0.112969656,0.30975,2.158942,0.000234,0.08,0,0.003888,0.011336,0.041643,0,0.016427,0.001423,0.102453,0.089617,0.013503,43560,0
1551,0.046325,0.071184,0.276093,1.548251469,0.000564,0.057370582,0,0,0.02604,0,0,0.007296,0.001188,0.029005667,0.114812,0,0,0
1552,0.043973801,0.249833393,0.108649,0.516296,0.000535063,0.019131375,0,0,0,0.125896,0,0.002666,0.013481,0.075560333,0.1074,0.081972,43560,0
1553,0.024873,0.019322,0.046605,0.1576,0.000303,0.00584,0,0,0,0,0,0.040349,0.001853,0.027308,0.28307,0,0,0
1554,0.040062,0.020749341,0.275137754,0.669394,0.000487,0.024804449,0,0,0,0,0,0.001758,0,0.006468,0.01696,0,0,0
1555,0.050981222,0.000923,0.405447334,2.552143961,0.000878,0.094767073,0,0,0.016126,0,0,0.004879,0.010108,0.010343,0.013856,0,0,0
1556,0.007322,0.000175,0.038538,2.41833832,0.000251,0.090034235,0,0,0,0.040321,0,0.017601,0.001344,0.00508,0.013528,0.001929,0,0
1557,0.006214661,1.50696E-05,0,0.217612,0.000186,0.008353,0,0,0.000872,0.251313,0,0,0.028538,0.008069,0.01856,0.100043,18679.54621,0
1558,0.033543,0,0.151866,0.972909,0.000408,0.036051,0,0.001944,0.000872,0.694619,0,0.000253,0.202293,0.172834,0.029321,3.043493,5857.31165,43560
1559,0.078818315,0.161824,0.367112,3.599259765,0.000959,0.133371,0,0.000924,0.01466,0.07395,0,0.037094,0.002336,0.049501,0.080949,0.016488,0,0
1560,0.085104259,0.032389,0.352079,1.836653,0.001036,0.068057,0,0,0.01466,0.00725,0,0.005595,0,0.004367,0.056897,0,0,0
1561,0.067592111,0.05246,0.12671,0.430156127,0.000822,0.015939,0,0,0,0,0,0,0,0,0,0,0,0
1562,0.000334,0.234959652,0.185672,1.033631,4.06031E-06,0.038301,0.043048,0.015555,0,0,0,0.048758,0.005911,0.067779,0.103768,0.001581,0,0
1563,0.162575814,0.293393,0.318353088,2.758751566,0.001965,0.102026579,0,0,0.02616,0,0,0.083236,0.001022,0.082997,0.064925,0.034722,0,0
1565,0.086561456,0.068844,0.37278,1.409843,1.09079E-05,0.000529107,0.031644,0,0.011336,0,0,0.026956,0,0.039914,0.008204,0.00268,10097570.65,0
1566,0.41218,0.113299,0.197493122,1.465636,0.000158,0.004808,0.003516,0.007533,0.000872,0.07887,0.00025,0.014433,0.011364,0.113503,0.42087,0.207743,0,0
1567,0.000906,1.279455,0.296294,0.499054,0.000011,0.018128,0.14232,0.01122,0.012648,0.29808,0,0.043963,0.023829,0.698012,1.515598,0.004023,0,0
1568,0.00001,0.109267,0.611322,1.258276,0,0.046625,0,0,0,0,0,0.00107,0.000054,0.024166,0.007228,0,0,0
1569,0.004911489,0.627792,0.335693,1.620643594,0.000047,0.059045,0,0,0.021576,0,0,0.058291,0.009412,0.064203,0.269652,0.001581,0,0
1570,0.017716,0.46960839,0.328366124,2.094169,0.00021556,0.0776,0.030836,0.02907,2.17248,0.510003,0.000278,0.038624,0.085171,0.73354,0.706636,0.002682,0,43560
1572,0.106879,0.118649803,0.015126,0.558153,0.00003,0.0009,0,0.029325,2.818272,0.134784,0,0.200994,0.021699,0.539571667,0.321222,0.032721,257746.2723,0
1573,0.006806,0.003260336,0.155838,0.745174572,0,0,0,0,0.012208,0.008641,0,0.008331,0.000586,0.014171,0.043071,0,0,0
1575,0,0.539901,0.007490538,0.115085,0,0.004264475,0,0.023205,0.199392,0.076167,0,0.12568,0.011051,0.164489,0.107327,0,0,0
1576,0.093691032,0.073765,0.057617,1.105641,0.00119751,0.042792,0,0,0.000872,0.102942,0,0.000293,0.006828,0.0285,0.015428,0.30864,0,0
1577,0.007377,0.05545,0.004118,0.411784,0.00009,0.015259,0,0,0.016568,0,0,0,0,0.018868,0.002784,0,0,0
1578,0.000094,0.049595,0.142063,1.335129,0.000011,0.049797,0,0,0.00872,0,0,0.006688,0.000324,0.003843,0.008644,0,0,0
1579,0.028994471,0.074007,0.242778,0.820608,0.000353,0.030408,0,0,0,0.031584,0,0.008298,0.002218,0.030362333,0.167254,0.093279,0,0
1580,0.021332,0.080654,0.040513,0.201929,0.000309,0.009054,0.018023,0,0,0.180525,0,0.003043,0.010234,0.01171,0.006429,0,0,0
1581,0.051287,0.014043489,0.015333,0.383627,0.000665664,0.015534347,0.042696,0,0.000744,0.12285,0,0.00945,0.021725,0.581723,0.090998,0.069084,43560,0
1582,0.002469,0.686686372,0.312489,0.41287753,0.00003,0.015296,0.119504,0.01177,0,0.058504,0,0.092178,0.009546,0.334595,0.8300875,0.05332,0,0
1583,0.267824,0.517855623,0.164085323,0.723385451,0.003258826,0.026805106,0,0,0.006696,0.232011,0,0.014117,0.037805,0.261519667,0.051802,0.024576,43560,0
1584,0.006203316,0.032219,0.005819,0.238363,7.54806E-05,0.008833,0.007116,0,0,0,0,0.001028,0.000771,0.007857,0.097688,0,0,0
1585,6.52423E-05,0.134673525,0.288801493,1.085701,7.93854E-07,0.040231,0,0,0,0,0,0.013859,0.000484,0.016147,0.12287,0,0,0
1586,0.00014,0.090114111,0.053351341,0.303852887,1.70485E-06,0.011259,0,0,0.001466,0,0,0.003332,0.000238,0.001989,0.017515,0,0,0
1588,0.001332398,0.275415,0.420749609,4.312789,0.000341,0.166381177,0,0,0.010464,0.004627,0,0.047804,0.006607,0.036852,0.053015,0.022559,43560,14219099.61
1589,0.01326,0.713393316,0.298832,1.61155714,0.000161,0.059716,0,0.00255,0.003223,0.002808,0,0.099159,0.066422,0.094531,0.329046,0.001341,0,0
1590,0.000145,0.107121435,0.081478,0.059096,1.76689E-06,0.00219,0,0,0.000732,0.146298,0,0.007967,0.031792,0.065806,0.29003575,2.477095,0,0
1591,0.000925,0.765717516,0.31797,0.942634,1.1253E-05,0.034929,0,0,0.008928,0.020267,0,0.032098,0.065666,0.059784,0.392976,0.007905,0,0
1592,0.103078443,0.054017,0.058126934,1.018554,0.001256207,0.037754427,0.01172,0,0.034008,0.0185555,0,0.00438,0.068014,0.028751,0.065134,0.010985,43560,0
1593,0.004666,0.045274,0.01427425,0.062610017,0.010689,0.066076,0,0,0.000872,0.186359,0,0.000253,0.098169,0.119663,0.319371,0.027757,0,0
1595,0.011299067,0.195120724,0.053056702,0.070897347,0.0469,0.283304648,0,0,0,0,0,0,0.000355,0.010279,0.012116,0,0,0
1597,0.00427751,0.001512,0.005945,0.045029,0.019347,0.206713,0,0,0,0,0,0,0.00108,0.000973,0.001808,0,43277957.24,0
1598,0.020146,0.035366,0.381959,1.31812,0.000276,0.04843,0,0,0.00872,0,0,0.028751,0.002563,0.015151,0.002344,0,0,0
1600,0.000113541,0.075694,0.177918,1.419194178,1.38154E-06,0.05244491,0,0,0.007848,0.008593,0,0.001345,0.009042,0.004451,0.075969,0,0,0
1601,0.009647327,0.012999,0.032038605,0.820601115,0.000115,0.030097806,0,0,0,0,0,0,0.000221,0.000221,0.004872,0,0,0
1602,0.002231,0.04197702,0.054142441,0.968776802,1.99741E-05,0.035393264,0,0,0,0,0,0.00091,0.000778,0.014868,0.003978,0,0,0
1603,0.011753588,0.014095,0.206830867,1.735795,0.000143,0.064320012,0,0,0.020088,0.010881,0,0.014815,0.000162,0.008276,0.065192,0,0,0
1604,0.035969797,0.289212,0.196355218,0.904007,0.000437672,0.033498,0,0,0,0.097578,0,0.059815,0.013418,0.028408333,0.149312,0,0,0
1605,0,0.506531753,0.005221,0.027737,0,0.001027797,0,0,0.026784,0,0,0.004448,0.000514,0.001112,0.022796,0,0,0
1606,0.000257363,0.03202152,0.200622745,0.915454766,3.13154E-06,0.033922,0,0,0.020056,0.005034,0,0.022761,0.019335,0.01811,0.057899,0,0,0
1607,0.009319548,0.223026373,0.178856,0.508534,0.000113,0.018843761,0,0,0.003458,0.007528,0,0.011916,0.028005,0.059719,0.384576,0.020553,0,0
1608,0.000186628,0.177009,0.348075,1.844427,2.27085E-06,0.068345401,0,0,0.00436,0.024351,0,0.045764,0.014046,0.022212,0.106365,0.131172,0,0
1609,0.000143,0.030618911,0.072973661,0.882953373,0.000002,0.032718,0,0,0.014824,0.001322,0,0.009962,0.00225,0.008111,0.002637,0,0,0
1610,0.001515,0.11322,0.04733,0.287710708,0.000026,0.010762732,0,0,0,0,0,0.009438,0.00225,0.006825,0,0,0,0
1611,0.003189,0.133536664,0.097738,0.744453,3.8801E-05,0.027586,0,0,0,0,0,0.005653,0.006006,0.019753,0.046397,0.018088,0,0
1612,0.000770706,0.104892849,0.182964,1.135948,9.37778E-06,0.042093,0,0,0,0.00075,0,0.025869,0.001917,0.029078,0.139806,0,0,0
1613,0.007131,0.106982775,0.136716741,0.652382469,0.000104162,0.024407,0,0,0,0.000725,0,0.000247,0.016039,0.022249,0,0,2141297.157,0
1614,0.026408,0.004442887,0.152467,1.540731,0.000321,0.057091908,0.001728,0,0.010995,0,0,0.023351,0.00054,0.00443,0.005826,0,0,0
1615,0.010149,0.228125,0.040318547,0.487429163,0.000123,0.018061727,0.001172,0,0.006104,0.00661,0,0.005953,0.009642,0.004363,0.112069,0,0,0
1616,0.00029573,0.656607131,0.047231,0.416699,3.59838E-06,0.015440804,0.005448,0,0.000744,0,0,0.066442,0.01358,0.027097,0.013066,0,0,0
1617,0.041976384,0.086139,0.03551,0.473683931,0.000667227,0.01786,0.001067,0.052102,0.005856,0.087355,0,0.028114,0.017488,0.335715,0.169421,0.20296,0,0
1618,0.005123289,0.244059,0.087634,0.836757,0.000062,0.031006,0,0,0.021576,0,0,0.003724,0,0.015416,0.009408,0,0,0
1619,0.020851,0.069096,0.029895,0.520442,0.000254,0.019285,0,0,0.01308,0.005949,0,0.007949,0,0.007151,0.003809,0,0,0
1620,0,0.101399,0.06589,0.739740477,0,0.027411143,0,0,0,0,0,0.018649,0.000054,0.021065,0.088417,0,0,0
1621,0.020014,0.197724,0.061696,0.995828,0.000229876,0.036875,0,0,0,0,0,0,0,0.022324,0.031106,0,0,0
1622,0.003754167,0.383954,0.195854,0.719396,0.00005,0.026666176,0,0,0.0654,0.039368,0,0.013134,0.002232,0.024645,0.058028,0,0,0
1623,0.239116,0.018918,0.113102,1.007167331,0.002827,0.008062,0.006376,0,0,0.0754,0,0.153686,0.116207,0.073008,0.069778,0.16802,1455063.625,0
1624,0.149165,0.006952,0.003639498,0.097893104,0,9.30633E-06,0.008302,0.000255,0.005208,0.001863,0.002224,0.005682,0.329767,0.16622,0.033918,0.202269,0,0
1625,0.000401308,0.001186,0.003091,0.561890657,0.000423,0.003318,0,0,0.00048,0,0,0.000247,0.000348,0.019874,0.02904,0,0,0
1627,0,0.108461496,0.016746,0.5553,0,0.020577,0,0,0.009529,0,0,0.007157,0,0.004837,0,0,0,0
1628,0.055119,0.133545,0.429936,1.072214,0.000670676,0.039731,0,0,0.005232,0,0,0.037752,0.000242,0.074913,0.011617,0,0,0
1629,0.1339,0.022686808,0.010666,0.115044,0.000081,0.001354,0,0,0,0,0,0.003974,0.001134,0.057307,0.100694,0,0,0
1630,0.040175657,0.009194029,0.158915,2.048674357,0.000867,0.081204338,0,0,0,0,0,0.005253,0,0.01294,0.010409,0,0,0
1631,0.107753,0.079414831,0.352548,1.972394265,0.001743,0.088493131,0,0,0,0.0304675,0,0.038794,0.001006,0.068164,0.054527,0,0,1312337.485
1633,0.265923538,0.139009,0.133444813,0.35121,0.003235698,0.013014129,0,0,0,0,0,0,0.000259,0.002415,0,0,0,0
1634,0.011163,0.183060466,0.344097,0.976706,0.000135826,0.036191932,0,0,0.011336,0,0,0.016877,0.000242,0.048268,0.035307,0,0,0
1635,0.002615565,0.011977,0.064064636,0.413421637,0.000032,0.015319372,0,0,0,0.0243505,0,0.000253,0.000378,0.108175,0.077051,0,0,0
1636,0.011823732,0.176993,0.049882,1.018985,0.000144,0.037759,0,0,0.000733,0,0,0.001581,0,0.037319,0.012004,0,0,43560
1637,0.331141,0.178493397,0.13594,0.329981174,0.004029,0.012227,0,0,0,0,0,0.01936,0.001694,0.056318,0.108722,0,0,0
1638,0.066374901,0.001768,0.006385545,0.690477725,0.098454,0.70103478,0,0,0,0.012325,0,0.000476,0.000108,0.018061,0,0.003876,87120,0
1639,0.032324,0.058454,0.016695764,0.231144098,0.136892,0.277144,0,0,0,0.132156,0,0.003341,0.020196,0.132505,0.008784,0.0323,3124385.14,0
1640,0.064041884,0.016442,0.071363,1.165754897,0.000779247,0.043197141,0,0,0.025288,0.1280365,0,0.001121,0.002106,0.0214,0.017965,0,28245.13909,0
1641,0.088184,0.128869371,0.141585,0.682965,0.001073,0.025307,0,0.001285,0,0.021659,0,0.031643,0.0045,0.040941,0.153586,0.045707,0,0
1642,0.050652431,0.070845352,0.021503,0.450078855,0.000616,0.016678,0,0,0,0.1435565,0,0,0.013331,0.03864,0.018791,0.015756,0,0
1643,0.000005,0.045508,0.00335,0.34245,0,0.01269,0,0.001284,0,0.058504,0.185149,0.031767,0.007812,0.01673,0.1838215,0,0,0
1644,0.044783,0.151131,0.072178,0.531588,0.000545,0.019698,0.001172,0,0,0,0,0.008038,0.001748,0.008704,0.07888,0,0,0
1645,0.10410971,0.010389,0.194265,0.545073,0.001266784,0.020197711,0,0,0,0.01305,0,0,0.000054,0.0086,0.02978,0,0,0
1646,0.021471,0.134174,0.521837284,0.825153,0.000261,0.030576105,0,0.001785,1.761048,0,0,0.003294,0.000365,0.249566,0.288862,0.003162,0,0
1647,0.056195,0.098850971,0.069613,0.808021,0.000684,0.029941297,0,0,0.007848,0.183359,0,0.000586,0.033882,0.067129,0.059052,0.00134,0,43560
1648,0.00057,0.146262797,0.104994,0.294986,0.000007,0.010930723,0,0,0,0.015093,0,0.009692,0.000933,0.024716,0.501674,0.006705,0,0
1649,0.124087,0.002345619,0.090984938,0.580768,0.001561255,0.023149,0,0,0.00733,0.00725,0,0.000442,0.000054,0.003567,0.000904,0.000984,0,0
1650,0.003295,0.00218132,0,0.01013,0.016067,0.042258158,0,0,0,0.010859,0,0,0.001863,0.02128,0,0.264636,10133892.96,0
1651,0.001151262,0,0,0.055966,0.005685404,0.076238,0,0,0,0.01741,0,0,0,0.007763,0.000452,0,261360,0
1652,0.041370677,0.001527,0.044794,0.128286,0.20088816,0.565956,0.004782,0.000231,0.001466,0.078746,0.00138,0.008282,0.000918,0.059284,0.020668,0.008488,1132560,2040401.691
1653,0.015183,0,0.017024,0.043373917,0.074982,0.210944,0,0.016632,0,0.054375,0,0.000238,0.008694,0.073416,0.004209,0.063308,653400,0
1654,0.001278023,0,0.000178132,0.007485,0.006311402,0.036064,0,0.001155,0,0.004062,0,0.000442,0.004104,0.049781,0.008965,0.074628,87120,0
1655,0.031371169,2.12855E-06,2.14482E-06,0.065901,0.154924,0.320503661,0,0,0,0,0,0.000663,0.000054,0.017842,0.002923,0.169248,79220347.48,123836202.5
1656,0.011227102,0.003354,0.016593,0.122485,0.055444057,0.595693,0,0,0.001466,0,0,0.000247,0.001512,0.011696,0.000663,0,165567331.2,259582403.7
1657,0.015453,0.01024075,0.000690809,0.047590929,0.075530733,0.202096,0,0,0,0,0,0,0,0.054289,0.023177,0,215226134.5,0
1658,0.011679,0.032588096,0.020561291,0.231926,0.041907008,0.564553,0,0,0,0,0,0.001989,0,0.006286,0.001105,0.001292,624161843.7,97568156.33
1659,0.006683,0,6.27492E-05,0.040109125,0.033004148,0.195066,0,0,0,0.058725,0,0.000663,0.01345,0.019145,0,0.001292,53917256.16,0
1701,0.100786838,0.002675738,0.018868308,0.576156,0.149544,0.631447304,0,0,0,0.1421,0.00023,0.00068,0.031021,0.097927,0.013237,0.00646,37528625.9,0
1702,0.05484,0.022451179,0.059242,0.414240758,0.063015824,0.188507922,0,0.008262,0,0.8627595,0.00025,0.101412,0.268594,0.512883,0.100669,0.395005,20862449.42,1524600
1703,0.395536,0.011936,0.02461116,0.323837,0.007820095,0.05534,0,0,0,0,0,0,0,0.03373,0.011469,0.002584,0,0
1704,0.011059,0,0,0.045570738,0.049903,0.409999,0.001594,0,0,0.01654,0,0,0.001105,0.05495,0.009472,0.293284,217800,0
