2004	11595	11596	2341	190	340	97	0
2004	12171	12188	3115	30	60	7	0
2004	12170	12247	3194	659	1197	294	0
2004	12256	12257	3212	182	471	121	0
2004	12258	12195	3213	89	409	256	0
2004	12260	12259	3214	1912	8850	1748	0
2004	12261	12262	3215	1690	5946	3369	0
2004	11571	12185	3322	259	540	164	0
2004	13379	11601	5727	244	1296	798	0
2004	11560	13751	6643	92	236	75	0
2004	11593	13798	6687	4	37	5	0
2004	11593	11558	6688	52	222	78	0
2004	11591	13793	6689	353	2010	1003	0
2004	15007	15008	8554	75	212	88	0
2004	15024	15012	8568	33	200	66	0
2004	15017	15037	8627	526	3472	916	0
2004	15035	15015	8628	553	2649	787	0
1996	19733	19734	17570	1897	6926	3258	5327
1996	19756	19757	17604	2812	6401	2401	4999
1997	20124	19965	18193	392	1341	910	888
1997	19965	20124	18194	829	1374	562	753
1996	20221	20100	18454	2117	8581	3830	6961
1996	20103	20222	18459	3502	8483	2786	7066
1997	20672	20673	19311	532	1825	824	1031
1997	20673	20672	19314	832	1702	657	942
1996	20918	20924	19944	2685	8661	3024	6187
1996	20924	20918	19945	2616	8502	3274	6051
1997	20852	21206	20725	439	1320	725	794
1997	21206	20852	20727	590	1257	586	878
1997	21339	21340	20962	473	1345	706	1109
1997	21340	21339	20965	560	1619	535	912
1997	21375	21376	21073	649	2690	1181	1203
1997	21376	21375	21075	776	2497	1033	930
1997	21731	21732	21933	2073	6719	2257	3975
1997	21732	21731	21934	2230	7364	2674	4009
1997	21953	21954	22468	314	2458	893	753
1997	21954	21953	22483	668	1919	295	1203
1996	21967	21968	22489	6192	19286	6342	15041
1996	21989	22104	22803	5257	20244	7243	14365
1996	22202	21934	23037	2172	5295	1561	3361
1996	21934	22202	23043	1624	6213	3493	4249
1996	22201	22202	23072	2549	4512	1441	3727
1996	22202	22201	23073	1212	4933	2967	3810
1996	21956	22279	23171	2954	5478	2411	3783
1996	22279	21956	23175	1160	4979	2641	3556
1996	22441	22442	23527	6479	18914	6607	15529
1996	22444	22432	23529	6988	20155	7320	13917
1997	22516	22517	23734	575	1565	508	815
1997	22517	22516	23739	411	1721	788	414
1996	23475	23476	25658	6331	10111	2994	8694
1996	23476	23475	25659	2154	10623	6895	7443
1996	23869	23870	26359	1383	6645	3805	4587
1996	23870	23869	26361	2708	6090	1871	4767
1996	23767	23778	26403	3373	8080	2509	6120
1996	23778	23767	26404	1381	8537	4625	5516
1996	23977	23978	26699	2000	9155	3491	6419
1996	23978	23977	26701	2972	9562	3023	7785
1996	24023	24024	26754	1553	7972	3262	4986
1996	24041	24042	26776	8797	29684	11360	21963
1996	24049	24050	26783	10330	29326	10309	21417
1996	24024	24023	26787	2377	7864	2456	4721
1997	23977	24137	27040	708	2291	686	888
1997	24137	23977	27042	1028	1728	611	957
1996	24234	24235	27322	1786	7900	3901	5449
1996	24235	24234	27323	3216	7571	2423	6129
1996	24332	24333	27584	11342	31441	11003	26791
1996	24337	24338	27587	1203	7407	2510	4953
1996	24338	24337	27588	1237	7791	2581	4014
1996	24348	24349	27600	9624	33130	12347	23878
1996	24235	24355	27618	1976	10480	4763	6716
1996	24355	24235	27619	3367	8828	2855	6550
1996	10842	10827	7117	347	1959	617	830
1996	11118	11120	5346	942	3209	989	1297
1996	11120	11118	6302	679	3936	1542	1648
1996	11504	11505	15861	690	3297	1113	1375
1996	11505	11504	4495	671	3228	1069	1410
1996	11617	12170	18837	302	685	179	305
1996	11652	11653	8199	84	611	174	273
1996	11653	11652	3851	97	639	167	225
1996	11959	11958	16509	775	4119	1225	2504
1996	11960	11961	16510	805	4263	1292	2550
1996	12170	11617	643	94	607	354	488
1996	12201	12202	17460	1853	6973	2205	3663
1996	12204	12203	11465	1765	6575	2107	3539
1996	12354	12709	19359	2649	9651	3144	5156
1996	12724	12391	19372	2026	8857	2809	4570
1996	13410	13447	13909	1654	8100	2423	3310
1996	13447	13410	13910	1802	10568	3186	4653
1996	13657	13658	13946	1727	6709	2263	3574
1996	13660	13659	13947	1766	7031	2144	3353
1996	13663	33695	1294	379	2485	901	1017
1996	13799	13800	22862	274	1502	640	836
1996	13800	13799	1846	488	1541	397	629
1996	13838	14341	23241	951	4976	1505	3265
1996	13904	13905	15805	438	1484	398	688
1996	13905	13904	6798	242	1373	568	928
1996	14337	14338	23239	795	4479	1347	2536
1996	14528	14562	19237	54	241	54	99
1996	14562	14528	9642	42	315	117	139
1996	15009	15012	6688	76	252	74	84
1996	15012	15009	23012	47	261	97	148
1996	15017	15037	23008	454	3043	822	1657
1996	15035	15015	23009	577	2964	770	1679
1996	15065	15066	22547	137	591	179	304
1996	15066	15065	6692	99	655	200	237
1996	15131	15157	18961	160	784	225	475
1996	15157	15131	1537	152	862	239	499
1996	15354	15365	1335	25	144	35	43
1996	15365	15354	17225	18	125	48	42
1996	15429	15430	15770	142	685	190	399
1996	15430	15429	886	85	677	236	400
1996	15485	15488	7840	157	957	275	529
1996	15488	15485	24668	163	915	259	567
1996	15593	15596	17158	212	608	236	393
1996	15596	15593	7788	182	631	302	403
1996	15664	23568	40173	11987	31771	9962	18475
1996	15726	15727	18967	9034	24518	7747	14237
1996	15727	22388	30148	5113	14426	4951	8875
1996	15727	22512	38697	3921	10092	2796	5361
1996	15728	15729	18968	6956	22002	7481	12654
1996	15731	24728	36468	5814	21750	7280	13924
1996	15761	15762	18371	479	2402	993	1261
1996	15762	15761	1181	579	2230	750	1208
1996	15764	19801	1182	350	1094	454	586
1996	15787	19773	0	150	507	224	249
1996	15836	16099	26180	192	1084	340	508
1996	15917	15920	14447	75	312	159	194
1996	15919	15926	4300	72	389	217	298
1996	15920	15917	4730	119	317	105	201
