taz,commodity,quantity
774,FLR MH,44324.4
774,FLR MF,309855.4
774,FLR AT,499340.7
774,FLR SFD,5343686.6
774,FLR RRMH,10000
774,FLR RRSFD,14724.9
774,FLR Accommodation,10774.93
774,FLR Government Support,261.89
774,FLR K12,28318.82
774,FLR Heavy Industry,102
774,FLR Hospital,336.89
774,FLR Institutional,116258.62
774,FLR Light Industry,30285.75
774,FLR Office,105173.39
774,FLR Retail,140629.95
774,FLR Warehouse,111
774,FLR Agriculture,100
774,FLR Logging,100
775,FLR MH,93543.8
775,FLR MF,151479.2
775,FLR AT,127660.8
775,FLR SFD,1472205.6
775,FLR RRMH,10000
775,FLR RRSFD,9917.7
775,FLR Accommodation,31274.31
775,FLR Government Support,410.12
775,FLR K12,44256.35
775,FLR Heavy Industry,101
775,FLR Hospital,457.12
775,FLR Institutional,5275.29
775,FLR Light Industry,5619.21
775,FLR Office,56958.47
775,FLR Retail,166322.67
775,FLR Warehouse,122
775,FLR Agriculture,100
775,FLR Logging,100
776,FLR MH,1836.7
776,FLR MF,365435.1
776,FLR AT,261536.1
776,FLR SFD,2280595.3
776,FLR RRMH,10000
776,FLR RRSFD,9917.2
776,FLR Accommodation,17422.13
776,FLR Government Support,283.96
776,FLR K12,30001.36
776,FLR Heavy Industry,100
776,FLR Hospital,303.94
776,FLR Institutional,79546.35
776,FLR Light Industry,26786.02
776,FLR Office,46734.74
776,FLR Retail,33253.42
776,FLR Warehouse,56
776,FLR Agriculture,100
776,FLR Logging,100
777,FLR MH,1650.3
777,FLR MF,83700.4
777,FLR AT,112746.6
777,FLR SFD,1108089.9
777,FLR RRMH,10000
777,FLR RRSFD,14724.9
777,FLR Accommodation,5166.58
777,FLR Government Support,205.3
777,FLR K12,22697.43
777,FLR Heavy Industry,102
777,FLR Hospital,259.36
777,FLR Institutional,31061.92
777,FLR Light Industry,30163.75
777,FLR Office,83823.47
777,FLR Retail,78946.08
777,FLR Warehouse,111
777,FLR Agriculture,100
777,FLR Logging,100
778,FLR MH,50641.5
778,FLR MF,73263
778,FLR AT,33766.9
778,FLR SFD,1303873
778,FLR RRMH,10000
778,FLR RRSFD,9917.2
778,FLR Accommodation,28569.37
778,FLR Government Support,99.99
778,FLR K12,173
778,FLR Heavy Industry,100
778,FLR Hospital,100
778,FLR Institutional,6009.68
778,FLR Light Industry,101
778,FLR Office,45466.58
778,FLR Retail,71714.64
778,FLR Warehouse,56
778,FLR Agriculture,100
778,FLR Logging,100
779,FLR MH,1821.5
779,FLR MF,442120
779,FLR AT,398771
779,FLR SFD,1186901.9
779,FLR RRMH,10000
779,FLR RRSFD,9917.2
779,FLR Accommodation,21145.59
779,FLR Government Support,265.52
779,FLR K12,24303.98
779,FLR Heavy Industry,100
779,FLR Hospital,283.41
779,FLR Institutional,24506.87
779,FLR Light Industry,8020.94
779,FLR Office,73749.53
779,FLR Retail,104961.14
779,FLR Warehouse,56
779,FLR Agriculture,100
779,FLR Logging,100
780,FLR MH,63451
780,FLR MF,129851
780,FLR AT,132625.1
780,FLR SFD,1623545
780,FLR RRMH,10000
780,FLR RRSFD,9917.2
780,FLR Accommodation,71677.37
780,FLR Government Support,99.99
780,FLR K12,27488.71
780,FLR Heavy Industry,100
780,FLR Hospital,100
780,FLR Institutional,13468.43
780,FLR Light Industry,7311.62
780,FLR Office,52260.1
780,FLR Retail,433503.21
780,FLR Warehouse,56
780,FLR Agriculture,100
780,FLR Logging,100
781,FLR MH,11710.2
781,FLR MF,367132
781,FLR AT,848
781,FLR SFD,139
781,FLR RRMH,10000
781,FLR RRSFD,9920.1
781,FLR Accommodation,17977.17
781,FLR Government Support,413.81
781,FLR K12,82361.51
781,FLR Heavy Industry,5420.08
781,FLR Hospital,322.41
781,FLR Institutional,67496.1
781,FLR Light Industry,11026.57
781,FLR Office,561955.93
781,FLR Retail,408160.6
781,FLR Warehouse,339560.53
781,FLR Agriculture,100
781,FLR Logging,100
782,FLR MH,11710.2
782,FLR MF,62841.4
782,FLR AT,848
782,FLR SFD,139
782,FLR RRMH,10000
782,FLR RRSFD,9920.1
782,FLR Accommodation,6467.74
782,FLR Government Support,413.8
782,FLR K12,8625.03
782,FLR Heavy Industry,31748.91
782,FLR Hospital,322.41
782,FLR Institutional,7308.92
782,FLR Light Industry,13317.12
782,FLR Office,458426.99
782,FLR Retail,122415.99
782,FLR Warehouse,57810.07
782,FLR Agriculture,100
782,FLR Logging,100
783,FLR MH,11710.2
783,FLR MF,433511
783,FLR AT,89563.5
783,FLR SFD,329668.9
783,FLR RRMH,10000
783,FLR RRSFD,9920.1
783,FLR Accommodation,20690.97
783,FLR Government Support,1833.7
783,FLR K12,8625.02
783,FLR Heavy Industry,9261.66
783,FLR Hospital,322.41
783,FLR Institutional,106907.32
783,FLR Light Industry,7376.87
783,FLR Office,404660.94
783,FLR Retail,309914.35
783,FLR Warehouse,57663.51
783,FLR Agriculture,100
783,FLR Logging,100
784,FLR MH,11702.8
784,FLR MF,341321.8
784,FLR AT,206081.5
784,FLR SFD,492762.1
784,FLR RRMH,10000
784,FLR RRSFD,9920.1
784,FLR Accommodation,15397.89
784,FLR Government Support,399.78
784,FLR K12,8237.92
784,FLR Heavy Industry,100
784,FLR Hospital,312.48
784,FLR Institutional,56611.44
784,FLR Light Industry,13196.99
784,FLR Office,129982.09
784,FLR Retail,127955.65
784,FLR Warehouse,141
784,FLR Agriculture,100
784,FLR Logging,100
785,FLR MH,11647
785,FLR MF,255153.9
785,FLR AT,145873
785,FLR SFD,1117997.6
785,FLR RRMH,10000
785,FLR RRSFD,9920.1
785,FLR Accommodation,5645.19
785,FLR Government Support,99.99
785,FLR K12,184
785,FLR Heavy Industry,100
785,FLR Hospital,100
785,FLR Institutional,6894.77
785,FLR Light Industry,100
785,FLR Office,51878.41
785,FLR Retail,216547.41
785,FLR Warehouse,141
785,FLR Agriculture,100
785,FLR Logging,100
786,FLR MH,11690.8
786,FLR MF,694915.2
786,FLR AT,307829.4
786,FLR SFD,764261
786,FLR RRMH,10000
786,FLR RRSFD,9920.1
786,FLR Accommodation,10684.33
786,FLR Government Support,381.07
786,FLR K12,7722.05
786,FLR Heavy Industry,100
786,FLR Hospital,299.26
786,FLR Institutional,70185.06
786,FLR Light Industry,7321.29
786,FLR Office,69486.61
786,FLR Retail,114622.33
786,FLR Warehouse,141
786,FLR Agriculture,100
786,FLR Logging,100
787,FLR MH,10000
787,FLR MF,184955.9
787,FLR AT,192421.1
787,FLR SFD,1474753.3
787,FLR RRMH,10000
787,FLR RRSFD,9920.1
787,FLR Accommodation,3070.04
787,FLR Government Support,99.99
787,FLR K12,184
787,FLR Heavy Industry,100
787,FLR Hospital,100
787,FLR Institutional,5249.84
787,FLR Light Industry,24438.17
787,FLR Office,32760.84
787,FLR Retail,89975.58
787,FLR Warehouse,141
787,FLR Agriculture,100
787,FLR Logging,100
788,FLR MH,2363.9
788,FLR MF,4744.7
788,FLR AT,848
788,FLR SFD,139
788,FLR RRMH,1000
788,FLR RRSFD,995.5
788,FLR Accommodation,4485.15
788,FLR Government Support,404.31
788,FLR K12,8363.2
788,FLR Heavy Industry,1779.86
788,FLR Hospital,315.61
788,FLR Institutional,1405.41
788,FLR Light Industry,2453.51
788,FLR Office,240961.31
788,FLR Retail,353728.7
788,FLR Warehouse,129873.2
788,FLR Agriculture,100
788,FLR Logging,100
789,FLR MH,11701.8
789,FLR MF,96801.8
789,FLR AT,67904.4
789,FLR SFD,485286.4
789,FLR RRMH,10000
789,FLR RRSFD,9920.1
789,FLR Accommodation,4879.41
789,FLR Government Support,398.22
789,FLR K12,8195.13
789,FLR Heavy Industry,39470.3
789,FLR Hospital,311.38
789,FLR Institutional,1379.28
789,FLR Light Industry,62661.89
789,FLR Office,120939.94
789,FLR Retail,20067.51
789,FLR Warehouse,32056.45
789,FLR Agriculture,100
789,FLR Logging,100
790,FLR MH,11710.1
790,FLR MF,64735.5
790,FLR AT,62828
790,FLR SFD,371784.3
790,FLR RRMH,10000
790,FLR RRSFD,9920.1
790,FLR Accommodation,12639.33
790,FLR Government Support,413.32
790,FLR K12,247076.2
790,FLR Heavy Industry,18731.58
790,FLR Hospital,322.06
790,FLR Institutional,69521.55
790,FLR Light Industry,21939.49
790,FLR Office,510805.26
790,FLR Retail,126481.29
790,FLR Warehouse,94962.46
790,FLR Agriculture,100
790,FLR Logging,100
791,FLR MH,11685.1
791,FLR MF,198022.5
791,FLR AT,125235.9
791,FLR SFD,1301272.4
791,FLR RRMH,10000
791,FLR RRSFD,9920.1
791,FLR Accommodation,14333.11
791,FLR Government Support,372.95
791,FLR K12,272797.58
791,FLR Heavy Industry,2751.74
791,FLR Hospital,293.49
791,FLR Institutional,23210.93
791,FLR Light Industry,8722.16
791,FLR Office,68770.91
791,FLR Retail,356829.42
791,FLR Warehouse,20495.44
791,FLR Agriculture,100
791,FLR Logging,100
792,FLR MH,11707.8
792,FLR MF,8030.4
792,FLR AT,49070.4
792,FLR SFD,515715.2
792,FLR RRMH,10000
792,FLR RRSFD,9920.1
792,FLR Accommodation,7269.06
792,FLR Government Support,408.63
792,FLR K12,8482.3
792,FLR Heavy Industry,31313.83
792,FLR Hospital,318.75
792,FLR Institutional,3024.12
792,FLR Light Industry,5919.13
792,FLR Office,920750.67
792,FLR Retail,124879.94
792,FLR Warehouse,5946.48
792,FLR Agriculture,100
792,FLR Logging,100
793,FLR MH,11686.4
793,FLR MF,74435.3
793,FLR AT,133920.9
793,FLR SFD,700568.8
793,FLR RRMH,10000
793,FLR RRSFD,9920.1
793,FLR Accommodation,8939.95
793,FLR Government Support,374.68
793,FLR K12,10472.92
793,FLR Heavy Industry,12753.57
793,FLR Hospital,294.72
793,FLR Institutional,11187.88
793,FLR Light Industry,20823.25
793,FLR Office,151284.67
793,FLR Retail,144575.5
793,FLR Warehouse,76477.32
793,FLR Agriculture,100
793,FLR Logging,100
794,FLR MH,11686.3
794,FLR MF,161209.3
794,FLR AT,163329
794,FLR SFD,1248148.6
794,FLR RRMH,10000
794,FLR RRSFD,9920.1
794,FLR Accommodation,5217.89
794,FLR Government Support,374.51
794,FLR K12,126542.9
794,FLR Heavy Industry,72797.31
794,FLR Hospital,294.62
794,FLR Institutional,5913.74
794,FLR Light Industry,19435.16
794,FLR Office,143816.45
794,FLR Retail,52060.88
794,FLR Warehouse,9378.3
794,FLR Agriculture,100
794,FLR Logging,100
795,FLR MH,11709.8
795,FLR MF,157128.7
795,FLR AT,68256.4
795,FLR SFD,665692.8
795,FLR RRMH,10000
795,FLR RRSFD,9920.1
795,FLR Accommodation,5059.61
795,FLR Government Support,495.93
795,FLR K12,33353.21
795,FLR Heavy Industry,101839.25
795,FLR Hospital,321.66
795,FLR Institutional,3708.92
795,FLR Light Industry,7236.36
795,FLR Office,880832.79
795,FLR Retail,185812.44
795,FLR Warehouse,66139.62
795,FLR Agriculture,100
795,FLR Logging,100
796,FLR MH,11697.4
796,FLR MF,365498.7
796,FLR AT,68233.9
796,FLR SFD,1298519.2
796,FLR RRMH,10000
796,FLR RRSFD,9920.1
796,FLR Accommodation,4852.44
796,FLR Government Support,390.96
796,FLR K12,39336.93
796,FLR Heavy Industry,14777.88
796,FLR Hospital,306.27
796,FLR Institutional,37511.6
796,FLR Light Industry,17973.6
796,FLR Office,88425.77
796,FLR Retail,74887.15
796,FLR Warehouse,42989.52
796,FLR Agriculture,100
796,FLR Logging,100
797,FLR MH,1816.4
797,FLR MF,152899
797,FLR AT,166678.3
797,FLR SFD,1135242.1
797,FLR RRMH,10000
797,FLR RRSFD,9917.2
797,FLR Accommodation,24769.73
797,FLR Government Support,259.7
797,FLR K12,64938.58
797,FLR Heavy Industry,2404.6
797,FLR Hospital,276.92
797,FLR Institutional,38891.16
797,FLR Light Industry,4200.93
797,FLR Office,54197.46
797,FLR Retail,82933.73
797,FLR Warehouse,1457.2
797,FLR Agriculture,100
797,FLR Logging,100
798,FLR MH,10000
798,FLR MF,117084
798,FLR AT,157339.7
798,FLR SFD,1775948.8
798,FLR RRMH,10000
798,FLR RRSFD,9920.1
798,FLR Accommodation,5233.55
798,FLR Government Support,99.99
798,FLR K12,94928.41
798,FLR Heavy Industry,100
798,FLR Hospital,100
798,FLR Institutional,3237.23
798,FLR Light Industry,13340.71
798,FLR Office,118680.24
798,FLR Retail,102699.12
798,FLR Warehouse,141
798,FLR Agriculture,100
798,FLR Logging,100
799,FLR MH,1791.3
799,FLR MF,114310
799,FLR AT,156033.1
799,FLR SFD,2230585.3
799,FLR RRMH,10000
799,FLR RRSFD,9917.2
799,FLR Accommodation,15260.04
799,FLR Government Support,99.99
799,FLR K12,17080.71
799,FLR Heavy Industry,100
799,FLR Hospital,100
799,FLR Institutional,74831.93
799,FLR Light Industry,9833.36
799,FLR Office,46030.15
799,FLR Retail,66718.34
799,FLR Warehouse,56
799,FLR Agriculture,100
799,FLR Logging,100
800,FLR MH,22845.2
800,FLR MF,200987.3
800,FLR AT,207040.3
800,FLR SFD,2122830.5
800,FLR RRMH,10000
800,FLR RRSFD,9917.2
800,FLR Accommodation,13093.91
800,FLR Government Support,259.45
800,FLR K12,92348.18
800,FLR Heavy Industry,42418.45
800,FLR Hospital,276.65
800,FLR Institutional,5919.42
800,FLR Light Industry,49583.31
800,FLR Office,33571.49
800,FLR Retail,64995.65
800,FLR Warehouse,1455.24
800,FLR Agriculture,100
800,FLR Logging,100
801,FLR MH,1841.7
801,FLR MF,312577.1
801,FLR AT,129441.1
801,FLR SFD,1376981.9
801,FLR RRMH,10000
801,FLR RRSFD,9917.2
801,FLR Accommodation,33951.56
801,FLR Government Support,290.7
801,FLR K12,28533.45
801,FLR Heavy Industry,100
801,FLR Hospital,311.44
801,FLR Institutional,12720.26
801,FLR Light Industry,13340.11
801,FLR Office,47976.1
801,FLR Retail,151227.89
801,FLR Warehouse,56
801,FLR Agriculture,100
801,FLR Logging,100
802,FLR MH,1848.8
802,FLR MF,618817.3
802,FLR AT,283178.3
802,FLR SFD,1454302
802,FLR RRMH,10000
802,FLR RRSFD,9917.2
802,FLR Accommodation,27072.09
802,FLR Government Support,301.57
802,FLR K12,26136.93
802,FLR Heavy Industry,100
802,FLR Hospital,323.51
802,FLR Institutional,147489.29
802,FLR Light Industry,15017.59
802,FLR Office,64842.49
802,FLR Retail,169001.27
802,FLR Warehouse,56
802,FLR Agriculture,100
802,FLR Logging,100
803,FLR MH,43557.8
803,FLR MF,591610
803,FLR AT,383421.1
803,FLR SFD,1937099.8
803,FLR RRMH,10000
803,FLR RRSFD,9917.2
803,FLR Accommodation,5526.85
803,FLR Government Support,279.17
803,FLR K12,7626.23
803,FLR Heavy Industry,100
803,FLR Hospital,298.61
803,FLR Institutional,4595.7
803,FLR Light Industry,6265.53
803,FLR Office,36222.52
803,FLR Retail,68920.34
803,FLR Warehouse,56
803,FLR Agriculture,100
803,FLR Logging,100
804,FLR MH,16682.3
804,FLR MF,55440
804,FLR AT,61165.2
804,FLR SFD,1620261.6
804,FLR RRMH,10000
804,FLR RRSFD,9917.2
804,FLR Accommodation,290.97
804,FLR Government Support,99.99
804,FLR K12,173
804,FLR Heavy Industry,100
804,FLR Hospital,100
804,FLR Institutional,100
804,FLR Light Industry,10265.51
804,FLR Office,6374.63
804,FLR Retail,9596.4
804,FLR Warehouse,56
804,FLR Agriculture,100
804,FLR Logging,100
805,FLR MH,8427.9
805,FLR MF,27354
805,FLR AT,49557.3
805,FLR SFD,1440926.1
805,FLR RRMH,10000
805,FLR RRSFD,9917.2
805,FLR Accommodation,8853.35
805,FLR Government Support,99.99
805,FLR K12,6565.8
805,FLR Heavy Industry,100
805,FLR Hospital,100
805,FLR Institutional,18088.58
805,FLR Light Industry,101
805,FLR Office,17075.45
805,FLR Retail,83762.11
805,FLR Warehouse,56
805,FLR Agriculture,100
805,FLR Logging,100
806,FLR MH,1793.3
806,FLR MF,59684
806,FLR AT,59218.6
806,FLR SFD,1383849.3
806,FLR RRMH,10000
806,FLR RRSFD,9917.2
806,FLR Accommodation,5520.26
806,FLR Government Support,99.99
806,FLR K12,173
806,FLR Heavy Industry,100
806,FLR Hospital,100
806,FLR Institutional,4323.12
806,FLR Light Industry,101
806,FLR Office,38364.52
806,FLR Retail,25843.81
806,FLR Warehouse,56
806,FLR Agriculture,100
806,FLR Logging,100
807,FLR MH,1828.7
807,FLR MF,154793.9
807,FLR AT,69524.9
807,FLR SFD,812836.6
807,FLR RRMH,10000
807,FLR RRSFD,9917.2
807,FLR Accommodation,5408.51
807,FLR Government Support,274.13
807,FLR K12,7410.75
807,FLR Heavy Industry,100
807,FLR Hospital,292.99
807,FLR Institutional,1253.45
807,FLR Light Industry,2921.18
807,FLR Office,10079.97
807,FLR Retail,14830.28
807,FLR Warehouse,56
807,FLR Agriculture,100
807,FLR Logging,100
808,FLR MH,1906
808,FLR MF,201583.4
808,FLR AT,43954.7
808,FLR SFD,931278.9
808,FLR RRMH,10000
808,FLR RRSFD,9917.7
808,FLR Accommodation,4339.31
808,FLR Government Support,393.82
808,FLR K12,127666.71
808,FLR Heavy Industry,101
808,FLR Hospital,438.55
808,FLR Institutional,11651.58
808,FLR Light Industry,3981.5
808,FLR Office,18190.45
808,FLR Retail,26977.31
808,FLR Warehouse,122
808,FLR Agriculture,100
808,FLR Logging,100
809,FLR MH,1905.6
809,FLR MF,171436.8
809,FLR AT,37747.5
809,FLR SFD,1348995.9
809,FLR RRMH,10000
809,FLR RRSFD,9917.7
809,FLR Accommodation,12698.89
809,FLR Government Support,392.94
809,FLR K12,5083.96
809,FLR Heavy Industry,101
809,FLR Hospital,437.56
809,FLR Institutional,24023.37
809,FLR Light Industry,101
809,FLR Office,17945.11
809,FLR Retail,33975.61
809,FLR Warehouse,122
809,FLR Agriculture,100
809,FLR Logging,100
810,FLR MH,37681.1
810,FLR MF,97824.4
810,FLR AT,50412.5
810,FLR SFD,1075887.1
810,FLR RRMH,10000
810,FLR RRSFD,9917.7
810,FLR Accommodation,4275.65
810,FLR Government Support,389.52
810,FLR K12,5026.23
810,FLR Heavy Industry,101
810,FLR Hospital,433.66
810,FLR Institutional,7170.25
810,FLR Light Industry,9731.86
810,FLR Office,12280.96
810,FLR Retail,9617.88
810,FLR Warehouse,122
810,FLR Agriculture,100
810,FLR Logging,100
811,FLR MH,44633.7
811,FLR MF,241848.6
811,FLR AT,53792.1
811,FLR SFD,548431.7
811,FLR RRMH,13085
811,FLR RRSFD,11675.8
811,FLR Accommodation,9668.64
811,FLR Government Support,303.14
811,FLR K12,27243.31
811,FLR Heavy Industry,102
811,FLR Hospital,325.84
811,FLR Institutional,13307.19
811,FLR Light Industry,100
811,FLR Office,25771.94
811,FLR Retail,97206.11
811,FLR Warehouse,122
811,FLR Agriculture,100
811,FLR Logging,100
812,FLR MH,1756.6
812,FLR MF,150587
812,FLR AT,70629.3
812,FLR SFD,491199.6
812,FLR RRMH,13085
812,FLR RRSFD,11675.8
812,FLR Accommodation,25105.49
812,FLR Government Support,303.34
812,FLR K12,10450.07
812,FLR Heavy Industry,102
812,FLR Hospital,326.06
812,FLR Institutional,3545.19
812,FLR Light Industry,100
812,FLR Office,55103.29
812,FLR Retail,388938.43
812,FLR Warehouse,122
812,FLR Agriculture,100
812,FLR Logging,100
813,FLR MH,1913.2
813,FLR MF,196762.1
813,FLR AT,74425
813,FLR SFD,637579
813,FLR RRMH,10000
813,FLR RRSFD,9917.7
813,FLR Accommodation,41711.93
813,FLR Government Support,410.37
813,FLR K12,5378.52
813,FLR Heavy Industry,101
813,FLR Hospital,457.41
813,FLR Institutional,1415.51
813,FLR Light Industry,101
813,FLR Office,77320.07
813,FLR Retail,503168.09
813,FLR Warehouse,122
813,FLR Agriculture,100
813,FLR Logging,100
814,FLR MH,1913.3
814,FLR MF,151170.6
814,FLR AT,68473
814,FLR SFD,455705.3
814,FLR RRMH,10000
814,FLR RRSFD,9917.7
814,FLR Accommodation,39337.61
814,FLR Government Support,410.68
814,FLR K12,5383.78
814,FLR Heavy Industry,101
814,FLR Hospital,457.76
814,FLR Institutional,4291.29
814,FLR Light Industry,14149.65
814,FLR Office,91742.59
814,FLR Retail,231461.35
814,FLR Warehouse,122
814,FLR Agriculture,100
814,FLR Logging,100
815,FLR MH,1913.3
815,FLR MF,87270.4
815,FLR AT,54160.3
815,FLR SFD,426774.6
815,FLR RRMH,10000
815,FLR RRSFD,9917.7
815,FLR Accommodation,15271.91
815,FLR Government Support,410.63
815,FLR K12,5382.88
815,FLR Heavy Industry,101
815,FLR Hospital,457.7
815,FLR Institutional,35229.03
815,FLR Light Industry,101
815,FLR Office,42570.57
815,FLR Retail,122190.78
815,FLR Warehouse,122
815,FLR Agriculture,100
815,FLR Logging,100
816,FLR MH,4907.9
816,FLR MF,83989.8
816,FLR AT,63917.1
816,FLR SFD,252452
816,FLR RRMH,10000
816,FLR RRSFD,9917.7
816,FLR Accommodation,4590.92
816,FLR Government Support,410.68
816,FLR K12,5383.66
816,FLR Heavy Industry,101
816,FLR Hospital,457.75
816,FLR Institutional,1416.83
816,FLR Light Industry,1963.67
816,FLR Office,30955.39
816,FLR Retail,28868.6
816,FLR Warehouse,122
816,FLR Agriculture,100
816,FLR Logging,100
817,FLR MH,4877.8
817,FLR MF,192189.2
817,FLR AT,65289.2
817,FLR SFD,383226.1
817,FLR RRMH,10000
817,FLR RRSFD,9917.7
817,FLR Accommodation,28213.95
817,FLR Government Support,6065.3
817,FLR K12,57371.38
817,FLR Heavy Industry,1311.54
817,FLR Hospital,457.76
817,FLR Institutional,15305.83
817,FLR Light Industry,20716.86
817,FLR Office,44050.87
817,FLR Retail,137584.24
817,FLR Warehouse,2497.33
817,FLR Agriculture,100
817,FLR Logging,100
818,FLR MH,1913.1
818,FLR MF,172103.7
818,FLR AT,31700.9
818,FLR SFD,527783.9
818,FLR RRMH,10000
818,FLR RRSFD,9917.7
818,FLR Accommodation,4579.69
818,FLR Government Support,409.93
818,FLR K12,19567.61
818,FLR Heavy Industry,101
818,FLR Hospital,456.9
818,FLR Institutional,6229.64
818,FLR Light Industry,1874.97
818,FLR Office,9734.72
818,FLR Retail,21460.44
818,FLR Warehouse,122
818,FLR Agriculture,100
818,FLR Logging,100
819,FLR MH,1756.6
819,FLR MF,169566
819,FLR AT,65143.2
819,FLR SFD,687957.9
819,FLR RRMH,13085
819,FLR RRSFD,11675.8
819,FLR Accommodation,13567.03
819,FLR Government Support,303.36
819,FLR K12,7837.61
819,FLR Heavy Industry,102
819,FLR Hospital,326.09
819,FLR Institutional,18184.44
819,FLR Light Industry,17092.77
819,FLR Office,13020.09
819,FLR Retail,75553.1
819,FLR Warehouse,122
819,FLR Agriculture,100
819,FLR Logging,100
820,FLR MH,39264.8
820,FLR MF,127036.3
820,FLR AT,100479.4
820,FLR SFD,924240.6
820,FLR RRMH,13085
820,FLR RRSFD,11675.8
820,FLR Accommodation,5489.26
820,FLR Government Support,303.09
820,FLR K12,7827.2
820,FLR Heavy Industry,1323.26
820,FLR Hospital,325.79
820,FLR Institutional,10652.76
820,FLR Light Industry,11004.71
820,FLR Office,29690.89
820,FLR Retail,80961.03
820,FLR Warehouse,12128.41
820,FLR Agriculture,100
820,FLR Logging,100
821,FLR MH,22446.9
821,FLR MF,69971.3
821,FLR AT,346089.6
821,FLR SFD,2507356.2
821,FLR RRMH,10000
821,FLR RRSFD,9921.8
821,FLR Accommodation,3984.52
821,FLR Government Support,376.58
821,FLR K12,27109.33
821,FLR Heavy Industry,100
821,FLR Hospital,294.4
821,FLR Institutional,7991
821,FLR Light Industry,6844.44
821,FLR Office,16537.73
821,FLR Retail,17668.55
821,FLR Warehouse,135
821,FLR Agriculture,100
821,FLR Logging,100
822,FLR MH,1754.7
822,FLR MF,347026.3
822,FLR AT,83938.1
822,FLR SFD,527121.8
822,FLR RRMH,13085
822,FLR RRSFD,11675.8
822,FLR Accommodation,6862.73
822,FLR Government Support,299.92
822,FLR K12,226572.7
822,FLR Heavy Industry,102
822,FLR Hospital,322.25
822,FLR Institutional,10323.45
822,FLR Light Industry,6158.4
822,FLR Office,22365.57
822,FLR Retail,18927.45
822,FLR Warehouse,122
822,FLR Agriculture,100
822,FLR Logging,100
823,FLR MH,1968.7
823,FLR MF,83
823,FLR AT,98209.8
823,FLR SFD,1031564.8
823,FLR RRMH,10000
823,FLR RRSFD,9921.8
823,FLR Accommodation,104
823,FLR Government Support,99.99
823,FLR K12,22953.06
823,FLR Heavy Industry,100
823,FLR Hospital,100
823,FLR Institutional,1178.86
823,FLR Light Industry,100
823,FLR Office,132
823,FLR Retail,100
823,FLR Warehouse,135
823,FLR Agriculture,100
823,FLR Logging,100
824,FLR MH,1995.1
824,FLR MF,28623.3
824,FLR AT,90911.9
824,FLR SFD,1826942.2
824,FLR RRMH,10000
824,FLR RRSFD,9921.8
824,FLR Accommodation,5610.33
824,FLR Government Support,398.29
824,FLR K12,61218.04
824,FLR Heavy Industry,100
824,FLR Hospital,309.6
824,FLR Institutional,1385.13
824,FLR Light Industry,4968.16
824,FLR Office,11316
824,FLR Retail,27732.44
824,FLR Warehouse,135
824,FLR Agriculture,100
824,FLR Logging,100
825,FLR MH,2000.3
825,FLR MF,29190.4
825,FLR AT,93378.1
825,FLR SFD,1645145.6
825,FLR RRMH,10000
825,FLR RRSFD,9921.8
825,FLR Accommodation,18005.94
825,FLR Government Support,409.09
825,FLR K12,9673.08
825,FLR Heavy Industry,100
825,FLR Hospital,317.16
825,FLR Institutional,17212.92
825,FLR Light Industry,11847.5
825,FLR Office,74827.56
825,FLR Retail,61717.09
825,FLR Warehouse,135
825,FLR Agriculture,100
825,FLR Logging,100
826,FLR MH,1965.6
826,FLR MF,9197.4
826,FLR AT,104515
826,FLR SFD,891246.1
826,FLR RRMH,10000
826,FLR RRSFD,9921.8
826,FLR Accommodation,4864.93
826,FLR Government Support,346.61
826,FLR K12,27185.09
826,FLR Heavy Industry,100
826,FLR Hospital,273.27
826,FLR Institutional,2096.02
826,FLR Light Industry,5662.14
826,FLR Office,11065.05
826,FLR Retail,11825.07
826,FLR Warehouse,135
826,FLR Agriculture,100
826,FLR Logging,100
827,FLR MH,17951.6
827,FLR MF,128099.1
827,FLR AT,88609.6
827,FLR SFD,870648.1
827,FLR RRMH,10000
827,FLR RRSFD,9921.8
827,FLR Accommodation,104
827,FLR Government Support,99.99
827,FLR K12,8363.35
827,FLR Heavy Industry,100
827,FLR Hospital,100
827,FLR Institutional,1419.05
827,FLR Light Industry,100
827,FLR Office,132
827,FLR Retail,100
827,FLR Warehouse,135
827,FLR Agriculture,100
827,FLR Logging,100
828,FLR MH,1993.9
828,FLR MF,8614
828,FLR AT,77766
828,FLR SFD,1613782
828,FLR RRMH,10000
828,FLR RRSFD,9921.8
828,FLR Accommodation,32467.4
828,FLR Government Support,395.85
828,FLR K12,17761.41
828,FLR Heavy Industry,100
828,FLR Hospital,307.9
828,FLR Institutional,9081.93
828,FLR Light Industry,9800.62
828,FLR Office,50891.63
828,FLR Retail,197003.74
828,FLR Warehouse,135
828,FLR Agriculture,100
828,FLR Logging,100
829,FLR MH,2002.6
829,FLR MF,15753.6
829,FLR AT,10518.1
829,FLR SFD,875844.7
829,FLR RRMH,10000
829,FLR RRSFD,9921.8
829,FLR Accommodation,104
829,FLR Government Support,415.06
829,FLR K12,8612.97
829,FLR Heavy Industry,1912.22
829,FLR Hospital,321.34
829,FLR Institutional,98421.54
829,FLR Light Industry,2534.28
829,FLR Office,78848.77
829,FLR Retail,10045.14
829,FLR Warehouse,2439.58
829,FLR Agriculture,100
829,FLR Logging,100
830,FLR MH,2002.9
830,FLR MF,139032.2
830,FLR AT,26178.7
830,FLR SFD,327716.7
830,FLR RRMH,10000
830,FLR RRSFD,9921.8
830,FLR Accommodation,4148.24
