Activity,ZoneNumber,Quantity,TechnologyLogsum,SizeUtility,ZoneConstant,Constrained,ConstraintValue,LocationUtility,FullEmbeddedSize,Size
MFG_lvtw_hi,6003,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,NaN,1.0
MFG_lvtw_hi,6004,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
MFG_lvtw_hi,6005,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
MFG_lvtw_hi,6006,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
MFG_wdppr_hi,1,1.0531516444444425E7,3.296392870920347,0.0,0.0,true,1.0531516444444425E7,3.296392870920347,-0.00859730199242259,1.0
MFG_wdppr_hi,17,1316439.5555555532,3.1864149563345228,0.0,0.0,true,1316439.5555555532,3.1864149563345228,-0.1603813582428133,1.0
MFG_wdppr_hi,6001,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
MFG_wdppr_hi,6002,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
MFG_wdppr_hi,6003,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,NaN,1.0
MFG_wdppr_hi,6004,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
MFG_wdppr_hi,6005,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
MFG_wdppr_hi,6006,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
MFG_offc_off,1,9035960.0,1.615967211694402,0.0,0.0,true,9035960.0,1.615967211694402,-0.023891083115124,1.0
MFG_offc_off,17,1129495.0,1.150943282288146,0.0,0.0,true,1129495.0,1.150943282288146,-0.445684513964105,1.0
MFG_offc_off,6001,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
MFG_offc_off,6002,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
MFG_offc_off,6003,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
MFG_offc_off,6004,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
MFG_offc_off,6005,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
MFG_offc_off,6006,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
WHSL_whsl_ware,1,1.7626304E7,6.307610146021737,0.0,0.0,true,1.7626304E7,6.307610146021737,-0.016542561453585236,1.0
WHSL_whsl_ware,17,2203288.0,6.0276262063900985,0.0,0.0,true,2203288.0,6.0276262063900985,-0.3085989624512031,1.0
WHSL_whsl_ware,6001,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
WHSL_whsl_ware,6002,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
WHSL_whsl_ware,6003,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,NaN,1.0
WHSL_whsl_ware,6004,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
WHSL_whsl_ware,6005,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
WHSL_whsl_ware,6006,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
WHSL_offc_off,1,1541209.6666666656,1.664687323239128,0.0,0.0,true,1541209.6666666656,1.664687323239128,-0.026290856061367496,1.0
WHSL_offc_off,17,192651.2083333332,1.150150278738739,0.0,0.0,true,192651.2083333332,1.150150278738739,-0.4904519124958908,1.0
WHSL_offc_off,6001,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
WHSL_offc_off,6002,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
WHSL_offc_off,6003,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
WHSL_offc_off,6004,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
WHSL_offc_off,6005,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
WHSL_offc_off,6006,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_auto_ret,1,6612954.66666665,4.9318753154400685,0.0,0.0,true,6612954.66666665,4.9318753154400685,-0.00482717366794283,1.0
RET_auto_ret,17,826619.3333333313,4.841497369253914,0.0,0.0,true,826619.3333333313,4.841497369253914,-0.09005018900359207,1.0
RET_auto_ret,6001,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_auto_ret,6002,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_auto_ret,6003,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,NaN,1.0
RET_auto_ret,6004,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_auto_ret,6005,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_auto_ret,6006,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_stor_ret,1,1.4246084444444424E7,4.679520539261905,0.0,0.0,true,1.4246084444444424E7,4.679520539261905,-0.00482717366794283,1.0
RET_stor_ret,17,1780760.555555553,4.591216228938216,0.0,0.0,true,1780760.555555553,4.591216228938216,-0.09005018900359207,1.0
RET_stor_ret,6001,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_stor_ret,6002,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_stor_ret,6003,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,NaN,1.0
RET_stor_ret,6004,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_stor_ret,6005,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_stor_ret,6006,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_stor_off,1,1349654.4444444422,1.6079100970814897,0.0,0.0,true,1349654.4444444422,1.6079100970814897,-0.026290856061367274,1.0
RET_stor_off,17,168706.80555555527,1.1034311321181924,0.0,0.0,true,168706.80555555527,1.1034311321181924,-0.4904519124958908,1.0
RET_stor_off,6001,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_stor_off,6002,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_stor_off,6003,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_stor_off,6004,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_stor_off,6005,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_stor_off,6006,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_nstor_off,1,1950041.777777716,4.653584633652299,0.0,0.0,true,1950041.777777716,4.653584633652299,-0.02629085606136705,1.0
RET_nstor_off,17,243755.2222222145,4.18910482205882,0.0,0.0,true,243755.2222222145,4.18910482205882,-0.4904519124958915,1.0
RET_nstor_off,6001,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_nstor_off,6002,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_nstor_off,6003,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,NaN,1.0
RET_nstor_off,6004,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_nstor_off,6005,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
RET_nstor_off,6006,0.0,-Infinity,0.0,0.0,true,0.0,-Infinity,-Infinity,1.0
TRNS_trns_ware,1,1.3087288888888888E7,6.743059585478145,0.0,0.0,true,1.3087288888888888E7,6.743059585478145,-0.014985118785705964,1.0
