"","FLR_Accommodation","FLR_Agriculture","FLR_AT","FLR_Government_Support","FLR_Heavy_Industry","FLR_Hospital","FLR_Institutional","FLR_K12","FLR_Light_Industry","FLR_Logging","FLR_MF","FLR_MH","FLR_Office","FLR_Retail","FLR_RRMH","FLR_RRSFD","FLR_SFD","FLR_Warehouse"
"1461",0,0,64503.8287262,0,0,0,0,1452.40200144,794.490156825,51379123.59,8459.67219319,70462.654127,4604.02347404,1261.90170673,0,884.225680631,810955.388497,0
"1462",0,0,20574.9549063,0,1773.3842828,0,789.699136194,0,3519.16799873,8644124.76,2694.76018966,20947.7132631,4025.05886798,0,0,847.372107107,236507.666906,0
"1463",0,0,33104.9372943,0,0,0,0,0,0,9265724.745,4342.52613054,36162.9695012,191.257366123,0,0,191.033916378,408408.810423,0
"1464",0,55934285.96,3217.96477647,0,0,0,0,0,201.73574515,0,0,7944.46863182,11745.4523666,0,39777.9905901,426246.308224,57149.866718,0
"1465",0,0,13344.1682094,0,1773.3842828,0,1862.88001358,0,0,103410000,1345.8754936,19296.3689041,1601.02320055,5754.95083292,42077.8569481,450667.267058,182714.592406,0
"1466",0,114840000,173.679413606,3595.93291439,1089.68207937,0,0,690.154895793,2316.78339184,0,0,1964.87906339,24682.2250564,12794.8019832,13628.2508696,2048434.51033,264312.139017,2581.4934519
"1467",0,0,3131.09302808,0,0,0,0,0,0,18444036.99,102.34087086,1101.80225844,279.449590109,3289.87927671,7642.01617653,163853.07046,21142.1723755,0
"1468",0,0,2735.84868097,4717.87631962,1610.85465718,0,0,0,2547.68295521,59527910.86,2548.62094603,12401.6969644,17124.3080347,23118.304379,33585.6291639,530807.227349,115388.614251,78215.5981512
"1469",0,29108361.7,16563.5601635,10180.6804789,0,0,4205.79231036,0,1772.30118622,0,492.803960807,6955.81231463,2291.87713007,6955.9499901,20695.8615133,493463.759669,82454.0362212,14408.9191274
"1470",0,442030000.1,88081.9275312,0,217143.8339,0,3985.18328285,5303.57170972,238097.457775,0,31427.1567812,39871.9290023,55670.4824128,28308.3187856,113.800584305,1036.05129307,3200342.34532,576528.270478
"1471",0,254090000,0,0,2648.70443292,0,0,0,29866.9101857,0,3214.76409785,26736.499376,23658.1892779,6303.24596051,122229.761043,888439.615276,140560.135448,7155.84877255
"1472",1745.3802068,233500000,61489.4878324,0,1058.72033676,0,2588.17988332,0,4427.67605373,0,57564.0931241,46746.8216646,2622.37245535,3003.4305474,61560.9644855,1333500.78927,841991.937,0
"1473",0,0,1589.0591247,0,9670.68261421,0,16039.9813243,2159.4324308,692.305150861,9712.500019,3534.81437024,1614.66697793,435.124498611,6250.18618146,0,1690.39442985,38350.3333352,4802.97304235
"1501",0,0,23820.6041099,0,0,0,0,0,0,0,91694.5702239,0,2983.82341968,3088.64714647,0,4706.02513596,45790.8524132,0
"1502",120001.406101,0,126972.122889,0,101870.444385,0,12659.3575769,8194.12605978,13442.1361921,0,1355315.05102,0,243156.814914,185870.513569,0,48277.1875698,529523.781164,1627.20474697
"1503",0,0,61776.9998625,0,4581.42280336,0,21226.7361901,87061.5739917,10358.698243,0,254076.278337,62375.7674392,107703.145193,92047.1001847,1912.86834895,49797.2376294,683970.758166,7782.08915139
"1504",7730.98998179,0,73269.5010227,0,3358.3032138,0,5445.01309424,0,14854.3912304,0,361649.241104,0,112715.341929,83501.7871411,0,9455.02760714,103706.579069,1380.19074363
"1505",0,0,2266.89796838,91304.2606677,0,0,26614.1187884,0,0,0,61637.2825994,0,199635.085533,89732.2322054,0,516.653381085,5895.80525042,0
"1506",97561.8718743,0,2879.80740917,39654.9335874,4158.17699823,0,9423.14187153,0,61072.1634279,0,66302.6613329,0,320671.971275,115907.459969,0,585.332635174,6679.54057583,384149.239362
"1507",5853.71231246,0,6716.27978346,0,2103.76863272,0,39012.1329157,466650.3521,23546.6117162,0,129015.359138,0,340156.621752,105867.659239,0,1262.31348326,14404.9274351,7651.48547511
"1508",3346.55973904,0,137359.987017,0,73166.6460646,0,10301.7006086,0,80307.4224574,0,277952.285694,2526.29734338,37916.471351,138665.804693,0,24496.0148384,336455.567457,0
"1509",0,0,470832.658509,0,6860.22611188,0,50274.7306826,0,30004.4498843,0,440834.893298,0,63905.594862,133041.451938,0,56216.2669609,641513.583485,36576.5742458
"1510",3061.62162192,0,71679.9465941,9301.77454523,1002.52404906,0,52708.3471107,0,14540.3432079,0,665998.376926,157.355738253,190099.815504,105561.417871,0,5967.00865848,68092.6947513,0
"1511",0,0,2053.38954989,14687.0124398,0,0,16600.8859771,0,7490.47983432,0,67203.3692449,0,471471.821314,108356.401696,0,571.076492079,6516.85617961,1529.58524615
"1512",5853.71231246,0,4018.19142894,204149.472913,0,0,81048.9905972,1527619.54889,27521.5165844,0,102031.347209,0,884082.506469,62350.1510159,0,888.636273914,10140.6989709,4591.4251717
"1513",16720.2836844,0,30978.2264637,0,0,0,21871.0085095,0,20800.8396392,0,321754.703661,0,97241.4721481,27416.2722895,0,0,515.774175259,0
"1514",31219.7990001,0,31088.7513979,0,2805.02484365,1387706.8537,9798.56179709,0,185058.91356,0,330121.743272,0,213653.895643,96886.1192629,0,0,0,0
"1515",11128.9260678,0,224.923095864,36741.5266093,0,0,0,8888.63568155,22081.394561,0,128544.192741,0,16150.5053112,15680.8239748,0,0,323.927139095,0
"1516",19497.1522158,0,134035.308861,0,405.400273915,0,48232.690624,2222.15892038,35756.8810589,0,1819536.89658,6327.46844825,29377.6832956,114695.296524,324.731667984,8072.81799538,78550.6253874,0
"1517",0,0,147235.243352,0,0,0,12625.9113181,0,46870.3633691,0,556363.438783,7777.41469871,87737.0180529,45096.7674162,290.930561027,24949.8707023,284716.183196,0
"1518",0,0,120496.671338,0,0,0,329615.642453,11932.0844744,0,0,134209.639755,0,40441.192492,63049.127993,0,18464.5872832,210709.180793,0
"1519",1012.21726951,0,65052.9284463,0,116382.49694,0,7606.56778021,0,76005.3132652,0,151031.557194,8941.39273452,135543.913193,117051.866245,274.204356307,15267.8065656,209705.070625,303470.03412
"1520",0,0,226410.950653,0,141592.442525,0,17537.1745927,0,45523.042489,0,247871.552481,28101.0457591,20084.3417976,15045.5037477,861.770575295,32516.1827262,446613.491347,0
"1521",0,0,4237.06902913,0,0,0,0,0,0,0,88039.8222922,0,9201.14255504,11919.9416057,0,613.052111159,6995.86219144,0
"1522",0,0,80715.3506608,0,2405.03647089,1652.35981782,51194.4586303,0,82327.2293034,0,434810.528558,0,171520.598697,65567.071501,0,6393.01281789,72954.0537255,15304.7505725
"1523",0,0,3938.4650925,0,1402.5124218,0,52322.7532034,1467.45393744,6778.51848741,0,87570.8656187,0,125401.663462,186775.076081,0,794.473075543,9066.1528636,0
"1524",0,0,11780.0901903,0,350.628105462,0,69261.4153734,1467.45393744,29919.3887913,0,217809.453513,0,252772.947619,47009.9904923,0,2087.96969554,23826.9275862,0
"1525",0,0,36528.421643,0,0,0,30308.6094003,0,17509.7261769,0,197016.560603,8901.4263568,20180.339521,254958.111366,253.179243357,24093.5140323,387924.013138,1681.09978774
"1526",0,0,223259.136068,134901.305512,0,0,23564.8217932,36315.240316,588.26079955,0,18021.3944498,335532.132842,57219.3082998,118194.891669,9543.3886766,103616.427891,1668303.78006,72287.2908733
"1527",0,0,116862.023747,0,0,0,26341.8908349,18528.1838344,2243.64103732,0,240666.915518,68101.7327592,32633.9391944,64167.0796678,1936.98677915,21031.3747955,338621.228121,50177.7982186
"1528",0,0,163547.716162,0,0,0,24310.3354946,0,769.402082335,0,233478.595504,97324.1282843,9631.69355044,7811.55609277,2768.14615652,61630.500345,992298.217345,0
"1529",0,0,13560.4521544,0,208211.243851,0,0,0,1327.17375508,0,12377.0344653,13927.882076,44201.5384345,109608.278776,396.144449707,6415.64951042,103296.866598,63371.4011063
"1530",0,0,8341.73470749,0,181121.929237,0,0,0,57854.0148529,0,0,16720.7433188,18271.8685423,18540.3751634,475.580538575,7083.94488534,114056.933556,150023.003829
"1531",0,0,166041.52072,0,0,0,0,0,387.391258242,0,165.916235239,130362.265356,0,0,3707.83494261,29791.8080388,479670.907106,1046.30119619
"1532",0,0,9058.26191808,0,50573.3594732,0,0,0,49117.983284,0,264.993483774,18795.5622923,11372.7424504,156159.969101,534.593675921,7683.93535059,123717.239165,7129.52187019
"1533",0,0,18541.6324088,1527.18459071,179748.976124,0,40858.0553291,0,210602.746674,0,0,38021.7387864,296136.238357,149433.492529,1081.43511744,15783.2717046,254122.752327,166473.538178
"1534",0,0,14317.4402077,0,237135.465573,0,8222.6134761,0,235006.602464,0,18980.1703733,74904.1083518,47292.164027,17398.1193197,2130.46367119,25805.7501665,415492.325298,30140.7049862
"1535",0,0,21702.249109,0,12214.5801659,0,0,0,3787.82563611,0,17994.8602972,79454.7203551,21448.6672654,151156.405682,2259.89466992,25980.5160218,418306.189086,218287.776994
"1536",0,0,173518.941012,0,0,0,2315.85107256,52117.9880768,823.206423755,0,7726.55428678,986091.165114,30265.7609669,3350.53243604,28046.944953,91544.1339617,1473930.60982,0
"1537",0,0,399643.676259,0,0,0,2281.6867785,0,1815.89652299,359362.49,4850.05786327,36684.8395415,7406.31650207,14562.173777,1043.41029664,94164.6597949,1516123.08142,0
"1538",0,50573160,90138.073339,0,156178.257262,0,0,0,176820.794177,8712000,4451.09734689,204909.343257,9939.80644669,183721.497203,6871.42247108,44574.5207153,698196.295435,57044.6814756
"1539",0,0,13219.2284511,0,3210.62641639,0,0,0,0,104270000,301.541371944,12903.2724474,3586.56073376,11601.7109115,124154.442285,593823.437454,82147.1648954,30223.643495
"1540",0,95435022.39,5278.98736205,0,0,0,8898.57843616,0,0,309325.35,378.925861786,4770.2307475,4897.09572391,1403.99633743,37848.5112808,219788.705942,35193.2665908,0
"1541",0,0,40124.7509739,0,15053.2463541,0,0,0,85805.4847839,0,167447.144387,9149.40382602,17744.2288354,143979.757385,280.583401367,28454.0178169,390819.19133,19381.3323349
"1542",0,0,1212.74937253,0,149256.323744,0,0,0,209562.529405,9547387.237,0,4666.63934,7133.02458381,62639.836593,47472.150969,56198.7652885,20547.3862044,104153.754841
"1546",0,0,62593.4284247,0,45441.1519395,0,0,27746.4533621,72351.59465,213674.994,81384.4643609,340504.387589,28715.6998556,9699.64528497,9684.81226899,111541.902772,1795909.98991,3466.4043694
"1548",4357.29662246,0,12232.3747237,2563.27452877,224679.304683,0,63760.3338487,2187.52105917,170110.496058,0,10308.2471191,8313.67303647,62160.3699296,161188.944216,236.462041521,3790.70675225,61033.2795009,186538.277585
"1549",0,0,0,16601.3948448,28076.8450255,0,0,0,1113.74986741,50048511.12,0,14836.0603636,16468.2122306,113981.632069,171262.871327,200267.065589,24567.7030034,263769.979598
"1550",0,0,342313.755427,4182.725679,2465.05533011,0,13015.6446434,11337.7677008,16090.3451661,0,104032.833108,25528.7325094,101880.861223,83320.5838054,782.885829172,164080.570526,2253665.41536,16174.1683207
"1551",0,0,305118.167117,0,0,0,6476.18529308,26044.0605962,6575.66593216,0,65552.3489367,61426.8574867,25857.4668884,87196.8504213,1883.7682694,117667.791997,1616180.5905,0
"1552",0,0,120071.443376,0,166615.924017,0,1836.65777788,0,24438.1395712,31763.58461,230069.531045,58308.8984132,68318.4063763,86418.4919449,1788.1502836,39238.6932013,538947.980489,67686.882086
"1553",0,0,37107.6359909,0,0,0,50792.6414539,0,10106.0912983,98822.64412,8445.28889028,22052.7252187,23310.1528339,321313.682207,1035.02752364,15378.7630032,195682.390147,0
"1554",0,0,219068.386954,0,1752.40767923,0,1844.18993607,0,370.739762304,145687.496,9069.16983144,35518.95591,7146.71659501,19480.700717,1667.05459769,65320.089064,831145.480255,0
"1555",0,0,322822.630892,0,0,0,7254.65297034,16144.7854821,1900.04128181,16210949.83,403.444128548,45199.9261376,8586.32952635,16389.6348035,3001.45130735,249559.811821,3168840.53555,0
"1556",0,0,30684.2344983,0,800.789129597,0,22894.390694,0,6688.76321155,20046599.45,0,6491.74633122,4027.55524376,13798.7776994,857.603423548,237096.344356,3002702.28256,2082.67891389
"1557",0,0,0,0,291838.572746,0,0,0,23849.2083207,369074.99,0,5509.91565691,2690.63843591,23151.809267,637.252554781,21996.7898776,270196.040671,112814.473671
"1558",1443.1866873,0,120917.579583,3398.66578539,941170.129277,183.15510552,991.960184041,873.015809262,260725.312426,9712.500019,0,29739.259112,165306.215604,28313.5650178,1395.78901937,94937.3379896,1208001.09903,2789660.41227
"1559",0,0,292299.76216,2307.73602706,1756.64786372,0,43634.9186035,14677.0777109,13206.7458383,0,70730.4175399,69880.2791518,51067.047816,79721.5587408,3279.77660635,351219.102356,4468979.96964,15011.6991286
"1560",0,0,389092.975273,0,1351.86468558,0,4949.91241903,14662.2860344,1513.62818583,0,29826.4587991,112847.546983,4396.01353968,56364.746291,3460.67887986,139586.435664,1917235.66929,0
"1561",0,0,100888.328159,0,0,0,0,0,0,0,22929.5231738,59927.1328229,0,0,2812.6334165,41975.0334104,534098.464935,0
"1562",49614.6346477,0,188177.587248,27053.1515361,0,0,51945.8412912,0,24397.8950197,0,198934.411704,403.292903383,76576.3302142,132511.596335,0,80133.2998869,1201327.96758,0
"1563",0,0,322649.864518,0,1067.99888887,0,93962.6972844,25899.899357,9591.00127507,0,248408.073767,196484.431122,92311.9025092,47438.6510437,5900.62423173,213458.33442,3206333.573,33506.8357841
"1565",38966.0405571,19602000,296812.744486,0,0,0,34670.7707981,10476.1897115,483.163162444,4356000,30090.3554391,76745.344474,21378.5321111,10233.6984496,0,1393.35107063,1750515.01811,3529.4335767
"1566",2525.57670279,0,157246.685153,12380.8539325,23222.8847585,0,16070.2585145,0,38220.5232728,3281175.069,49521.1933983,365438.983592,67794.3791333,499117.332045,540.279076615,12662.4147541,1819790.84624,279078.974462
"1567",140060.548175,0,327443.449512,10241.6534117,4514.29572931,0,36877.6598235,12649.9722894,118582.075374,0,1178239.96542,1201.97263688,626950.055419,1439950.76138,0,37181.0029293,520949.721976,2810.9849298
"1568",0,0,550035.809777,0,0,0,1062.39314569,0,2143.10691052,0,99603.0635778,0,23249.1545374,6198.32780114,0,119135.191019,1306733.72053,0
"1569",0,0,302039.628231,0,0,0,56220.4552216,15643.3315686,46893.1967105,0,572266.93454,3629.77146048,66657.6962072,241897.957774,305.606209134,150868.860551,1683057.06364,1627.20474697
"1570",33500.9565881,0,295446.847588,23700.1235352,21447.2150548,0,126152.732261,2058960.40263,391232.226659,0,428073.671693,13092.5264638,700813.557614,676823.401397,1415.01294777,198280.293688,2174818.711,1380.19074363
"1572",0,13150724.64,12043.5839694,43817.0139167,4368.60151491,0,255943.351142,3120246.60483,98252.9025621,0,51859.7293235,94758.8270264,422274.323049,386532.927662,101.7221583,2369.83631873,693023.807306,35327.8054649
"1573",0,0,124080.691838,0,8521.55936097,0,10487.3353978,12222.2213296,754.352433017,0,1425.0351437,6034.33347805,13503.60664,41300.2830288,0,0,925237.536056,0
"1575",0,0,6739.59889332,35916.682058,0,0,110538.53169,244333.940691,54268.9656709,0,492149.131268,0,155951.909624,103585.728994,0,10896.4660909,119516.861257,0
"1576",0,0,58394.5798943,0,95462.085604,0,677.896467945,0,25410.952655,15743962.07,62454.9129812,113232.274426,10228.4392838,18559.7075696,3595.26064,89528.749838,1285020.67517,345120.40858
"1577",0,0,4173.28627347,0,0,0,0,16403.2695926,117.016283066,456487.487,46948.2297104,8915.2130216,19955.5570686,3349.12016289,269.477183864,31923.9991533,478592.459126,0
"1578",0,0,143979.922793,0,0,0,6719.96686395,7769.96980713,2106.29309525,6808462.312,41991.0153213,113.3159092,5368.58213289,8342.72569324,0,104184.431455,1551741.88231,0
"1579",0,0,246054.692751,0,1999.26961274,0,8956.09975226,0,14059.2897133,0,62659.963889,35041.8797936,30316.2013901,166746.244894,1059.19926547,63618.4921054,953744.24819,102982.712623
"1580",22362.9660318,0,41059.4949968,0,0,0,3294.62310702,0,48277.8846378,155399.996,68287.4104114,25780.8301349,32592.2433031,4277.82733457,928.170849597,18943.5499071,234689.729311,0
"1581",48798.9877655,20852736.92,15539.6739741,0,3714.44848263,0,10011.1195112,0,166774.206988,0,11890.2679344,61983.8848035,546005.03906,66327.9774803,1998.50925964,32500.706298,445866.909003,76685.3181032
"1582",135941.147074,0,316706.322083,16184.6227481,15021.8677281,0,104236.414917,0,44656.8807675,0,581400.033453,2984.34348505,344594.014785,802596.075943,0,32001.6763234,479863.102099,50790.0403487
"1583",0,0,166299.963791,0,31424.6899233,0,16009.2307509,6629.4237804,200102.177985,0,438455.296573,323684.763327,277865.725858,56511.5907957,9783.91186527,56081.2026929,840748.070876,19014.9990321
"1584",8133.16462761,0,5897.90433613,0,0,0,1189.21086869,0,9939.88315609,0,27278.9605981,7497.14830252,11023.7847858,96756.370225,226.613812412,18479.3565344,277035.487959,0
"1585",0,0,292699.414332,0,1139.40137502,0,16371.3153828,0,5831.31143949,0,114024.676896,0,13938.6414357,145493.045927,0,84170.1107695,1261846.30176,0
"1586",0,0,54071.4184925,0,0,0,4110.18114444,1451.42402361,6188.86119331,0,76297.3455983,169.335361243,2930.72125493,21070.3447031,0,23556.5082544,353150.216287,0
"1588",0,1385977.218,365706.193414,0,3584.05112958,0,62738.7042466,11244.828102,14454.156048,12833122.39,204487.963031,1420.49657578,43312.774778,56046.2593539,976.865083874,323132.356365,4466579.16552,22707.4702148
"1589",0,0,259738.394858,3329.66350995,5135.89456361,0,125362.635338,2952.06496406,69479.9262681,0,529674.018231,14136.386575,92004.1715397,316416.035547,462.398911801,115976.426071,1669023.6402,0
"1590",1110.38418442,0,59886.5540013,0,459027.082069,275.39330297,8625.50170448,733.726968713,63196.1389158,0,122805.668435,139.484223331,88216.2226253,210792.013741,0,3117.34842252,35573.7131996,1378171.43358
"1591",0,0,276372.853294,0,28448.2390477,0,39827.6064769,8856.19489211,69601.1752595,0,568523.231219,985.97203759,49525.6209408,428353.464295,0,67837.0682,976247.280315,7976.11873115
"1592",13066.5162437,0,50522.6365693,0,27405.4482968,0,5831.00432684,33734.4843065,79212.8167757,0,40106.3660975,109894.042859,22694.8744767,72578.3487102,3600.26794716,73323.6601198,1054874.64746,10858.4859045
"1593",0,0,12406.8606593,0,297075.940205,0,0,0,118663.409576,4582.597857,33614.9983766,4974.38389395,80370.2239383,423669.497384,30633.6032844,128327.135931,64842.6270737,24960.8961259
"1595",0,89733785,46115.7038778,0,1271.63094806,0,0,0,114.867465284,3677267.12,144871.525495,12046.1667873,1474.1274501,12779.9129248,134415.873836,550211.87023,73425.4746854,0
"1597",0,133480000,5167.41274519,0,0,0,0,0,1148.67465284,630161.2,1122.74684997,4560.34122303,199.743817578,2261.31166259,55448.4766441,401460.847921,46634.4652351,0
"1598",0,0,347149.002993,0,0,0,38900.5914858,8667.1635313,2760.64085413,0,27094.5840328,18357.5894249,13646.1830345,1402.03818461,891.066901586,122459.441636,1430601.75103,0
"1600",0,0,161703.303725,0,6890.7768489,0,1838.54436532,7800.44717823,16389.5889116,0,57990.7677803,103.463561984,4002.66829494,79576.4334833,0,132610.537273,1540300.94762,0
"1601",0,0,20616.7129149,0,0,0,0,0,250.770205448,0,15533.6055173,4453.93708159,215.639298806,4163.77667336,223.189473223,50966.7787391,501021.878207,0
"1602",0,0,34840.4417544,0,0,0,944.261062686,0,882.801899718,0,50161.9389355,1029.88222716,14722.9926685,1699.86695469,0,59933.9578324,591491.242405,0
"1603",0,0,152021.334427,0,597.429441825,0,14507.0805383,20135.3925513,3565.76101131,0,16158.6362672,11290.1050238,8611.13928441,49879.8251064,422.330133624,91563.7623776,1044882.56673,0
"1604",0,0,144321.699911,0,2389.7177673,0,56086.1090426,0,55492.1557383,0,331557.661191,34551.3878568,44719.7549427,108443.080757,1292.46736134,47686.6694422,544177.830586,0
"1605",0,0,3359.80995965,0,0,0,5714.90367399,26665.9070447,315.44849373,0,605298.206072,0,1627.54004709,19482.2358462,0,1740.4428749,16934.9632776,0
"1606",0,0,129099.925494,0,9161.35319848,0,31193.5066006,19967.5713745,22998.2376652,0,38265.25899,118.818427582,16824.7440238,44203.3778943,0,57442.9840077,558935.221822,0
"1607",0,0,162555.719545,0,8642.13919479,0,12540.3762142,10352.8870809,31125.327947,0,170864.609583,8492.37576875,52533.3278002,351526.382727,366.068059489,47647.7363747,551929.475766,18223.3238968
"1608",0,0,316352.563278,0,35393.4171694,0,58151.312896,4333.5817657,14408.3485744,0,135609.617521,170.063892102,22562.5021878,105510.551065,0,172816.016145,2001821.29172,112882.998032
"1609",0,0,66323.1473367,0,2584.0413183,0,14018.0464433,14734.1780032,1584.14739143,0,23457.7111523,130.604480891,7131.46485837,2453.56682316,0,82729.4651927,958300.096425,0
"1610",0,0,43016.7156786,0,861.347106113,0,12901.2503492,0,1584.14739143,9712.500019,86739.8361671,1380.65439913,5994.28293881,0,0,27214.3038587,312262.467599,0
"1611",0,0,88830.427362,0,0,0,8029.44951811,0,7096.98031362,0,102304.896546,2905.8050931,16023.9270482,51357.4243215,125.256166348,69752.4457855,807980.268669,16037.7308736
"1612",0,0,166289.863061,0,0,0,36963.6269016,0,3104.92888723,0,80360.3428234,702.300939003,19249.918648,175604.086347,0,106434.092421,1232883.60154,0
"1613",0,0,124256.950382,0,0,0,337.636028424,0,34632.6302717,15530287.07,81961.4734507,6498.42418479,5404.04399379,0,336.252379411,61713.6192451,708053.45079,0
"1614",2290.37445752,0,138571.934952,0,0,0,30373.5730835,10928.3787877,570.293060915,0,3403.77718645,24064.444609,4488.64347423,8050.95305686,1037.30979173,144360.789254,1672209.02421,0
"1615",1023.04183366,0,25944.8219635,0,8397.90709867,0,9016.39119212,6077.08694002,13665.2741366,0,272605.705338,4685.483141,2287.14260813,55999.8905012,240.463428226,30585.2202046,297602.172623,0
"1616",6340.76440258,0,30393.276568,0,0,0,78865.670701,0,16078.7955257,0,784636.137135,136.531341172,35662.4467507,11166.6473758,0,26147.02321,254417.357816,0
"1617",1115.97165982,0,42814.2427172,50185.8249075,23720.9491608,0,25648.8982704,5809.98721464,70054.7305041,0,123092.819385,60980.5158958,332974.493184,144777.36471,1645.77128041,23149.9878772,406394.861885,212304.309667
"1618",0,0,105659.75361,0,0,0,3695.74374763,21406.4692869,150.149057229,0,348762.86789,7442.77506721,14988.1088264,9278.43818565,153.764498932,40190.2537785,717891.947363,0
"1619",0,0,36044.5721668,0,0,0,6434.80194936,12977.2255407,3052.10398429,0,98738.1063558,30291.6632741,9694.92527063,2889.6496475,625.812601328,24997.3275895,446510.745584,0
"1620",0,0,79443.6416975,0,0,0,19961.3828516,0,1095.53201017,0,144900.299517,0,17809.0270093,60109.6438115,0,35530.4416606,634656.802376,0
"1621",0,0,74386.2693873,0,0,0,0,0,658.060682912,0,282549.239193,29074.9129,22234.5405063,28385.6300872,567.008224826,47797.2540229,854365.883417,0
"1622",0,0,236140.989433,0,37374.3695226,0,13034.3443561,64886.1277046,12620.8624216,0,548674.159923,5453.80528783,16997.8149338,49884.4262193,123.829575528,34564.8127554,617202.649959,0
"1623",6391.97468773,0,72780.4515316,0,101321.193819,0,222756.52956,0,144200.81108,5815384.577,22606.4833913,110394.134863,55737.3921518,53410.3495895,5504.62723583,13651.376483,614930.760886,180888.263208
"1624",0,0,2342.00254243,0,2027.00136959,0,0,0,508353.190596,0,8307.59329747,68865.8941227,141744.296119,19095.9412949,0,0,59769.0961615,283918.889746
"1625",0,0,2809.13066041,0,0,0,337.636028424,3642.79292918,4956.2691387,16209836.43,908.976998198,365.688949312,15747.3629914,26832.5225953,1364.88188683,8389.3766924,609839.531004,0
"1627",0,0,20190.3934391,0,0,0,6883.37235057,1454.4810889,0,0,154992.425851,0,7341.51880931,0,0,26671.5939533,476417.059347,0
"1628",0,0,518373.921371,0,0,0,37465.5526207,6921.18695511,3780.60496569,0,190837.495755,80073.2294275,74106.5507659,10879.08712,1654.27812733,51499.4491658,919900.631461,0
"1629",0,0,6863.33241348,0,0,0,5044.73871081,0,1286.75752479,0,27110.4111753,61818.2285122,55090.4742555,74830.040633,157.647959271,2292.37871871,70240.6869497,0
"1630",0,45546160.58,167118.430742,0,881.905091155,0,5567.95566315,2912.18780527,526.092045507,0,7430.68255729,57067.2470972,5013.04985735,13246.8739304,2763.21744439,154811.68595,2400545.33377,0
"1631",0,0,370746.218036,0,2117.78863959,0,44897.7908957,0,2950.71189058,120354982.4,64183.6553256,153057.302262,62766.03755,55972.7602655,5555.11773064,168707.377166,2311163.72061,0
"1633",0,0,140333.174849,0,0,0,0,0,499.112966247,0,112348.45345,377729.339868,1077.91790083,0,10310.6240818,24810.7342086,411532.68124,0
"1634",0,0,361858.794727,0,0,0,19193.3021654,16456.0462335,1664.20950008,0,147950.827022,15856.089595,45292.0616612,29534.7407197,432.813027784,68997.9633982,1144460.96757,0
"1635",0,0,67371.6243631,0,3821.99420196,0,292.80664784,0,188.853554797,0,9679.7766089,3715.26166713,112885.805717,61420.2031163,101.413002359,29205.5553754,484429.054306,1500.71853059
"1636",0,0,52457.3865247,0,0,0,2597.0676591,1456.09390262,0,0,143046.720334,16794.9416745,34506.0542137,15902.8347902,458.440242459,71984.6870309,1194001.39484,0
"1637",0,0,142956.70946,0,0,0,22406.0739222,0,5909.4175824,0,144259.688127,470367.338281,57361.8156761,97622.0768666,12839.3013067,23311.0282267,386657.237411,3001.43706121
"1638",0,218001417.5,6146.49849626,0,0,0,439.801583818,0,2272.05110517,0,1687.32192472,77573.3196977,18561.6433799,0,257788.263868,1027131.38826,601364.960905,0
"1639",0,12892380.44,16070.7501568,0,130848.067433,0,2858.71029484,0,7527.60366168,0,55773.6818973,37777.6792244,178884.09196,9900.58415933,358431.975075,406061.143777,201312.738042,10188.5153496
"1640",0,0,68691.1335532,0,139304.778751,0,765.033007144,28803.2426655,688.500334909,116549.997,15687.8648467,74846.6878788,29860.0350022,23707.4444256,2040.34511467,63290.9247323,1015303.06086,0
"1641",0,0,170709.286818,4109.61834537,15746.3850551,0,31693.6821493,0,2880.63746833,0,184155.458721,128107.549303,45865.6732307,125247.080763,2646.64630379,32803.4836019,585946.952322,16849.0192457
"1642",0,0,25925.9988004,0,48083.5769944,0,0,0,42429.1576657,0,101238.627787,73584.5036197,41385.6827318,18532.2206579,1520.2238717,21617.7173272,386143.000395,9366.47259918
"1643",0,0,4039.24908397,0,0,204143.209707,31782.9992648,0,37198.9655055,0,65031.3673678,0,18724.4057182,123347.111468,0,16448.2210237,293803.70387,0
"1644",919.343101157,0,87025.044224,0,902.445963639,0,7686.23397564,0,15892.6289155,0,215967.438956,65057.4961701,11813.5853804,68324.9276219,1344.05960287,25532.6666781,456073.153975,0
"1645",0,0,204292.606034,0,1763.81018234,0,0,0,2978.69019498,0,8396.42844394,147881.952444,8389.22529149,34359.0396777,4036.63433043,38505.8447439,638691.842056,0
"1646",0,0,502302.046581,1149.33218907,838.742390635,0,103495.660943,1178866.9953,3432.30166958,0,128022.3708,25093.1900992,349517.941106,315852.476394,684.048543422,44799.0280524,718658.962878,7124.30020693
"1647",0,0,83931.7901221,0,265738.934995,0,290.776830844,7786.33532458,13012.918293,0,141258.90146,81636.7702661,65314.9532275,47426.7446761,1686.58020195,38810.0387157,693238.077591,0
"1648",0,0,126591.343307,0,479.211094156,0,8828.50063874,0,8339.76059842,0,209010.815743,828.269685432,25311.995841,448605.779924,0,14168.4505023,253081.669436,6040.99641959
"1649",0,0,95681.5398444,0,881.905091155,0,255.771814915,7280.46951306,1146.61086838,41147638.28,1895.7469663,176258.554237,3695.16109353,1144.96357526,4974.97389863,44132.8218896,680517.52144,0
"1650",0,35479761.52,0,0,74638.9336754,0,0,0,5099.05287204,0,305.547079763,1198.84258367,17709.9063705,289.905505997,24220.4119646,74976.9104242,11859.3239819,270464.402226
