"","FLR_Accommodation","FLR_Agriculture","FLR_AT","FLR_Government_Support","FLR_Heavy_Industry","FLR_Hospital","FLR_Institutional","FLR_K12","FLR_Light_Industry","FLR_Logging","FLR_MF","FLR_MH","FLR_Office","FLR_Retail","FLR_RRMH","FLR_RRSFD","FLR_SFD","FLR_Warehouse"
"580",0,0,1744.2520222,0,0,0,256.246056528,0,0,0,0,2503.28295717,455.704394181,574.899234768,0,0,433622.619447,2071.40222339
"581",0,0,88668.1029653,0,0,0,5611.90458641,0,1656.73075918,0,28976.7104458,2306.87722605,3859.05327468,4609.36908584,0,0,1000047.11594,2148.35834322
"582",0,786712.478,0,0,0,0,551.914583292,0,454.12924364,0,0,3081.53086416,20545.8759442,0,712.57087664,18892.4589572,829185.426286,0
"583",0,0,122154.668343,0,0,0,2525.35706392,33100.6520425,1080.65940386,0,43888.4457177,2978.3125288,4828.19836638,3822.825531,0,0,2071530.95864,24363.0249128
"584",0,0,55160.7611618,0,2515.00114565,0,4021.09196399,0,1809.50880719,0,54841.4223491,15539.1319983,4459.09842718,799.771324825,0,0,2268025.25829,0
"585",0,0,86533.2101738,0,3019.73585837,0,6682.10870491,12504.6907716,2405.20303108,0,272703.217623,361.875903626,7768.62581478,12378.140161,0,0,1746232.34881,0
"586",0,0,94495.771261,0,0,0,71417.9212988,43744.9773434,1406.23025437,0,264121.225584,8592.20768035,23409.3916217,26406.3157279,0,0,1040519.88004,7375.2618039
"587",13590.4238772,0,34889.3982183,0,1769.25831229,0,4644.46528105,0,8040.88803334,0,139687.181181,0,2771.99806062,25870.9575582,0,0,363171.454015,2999.5530297
"588",0,0,20932.128505,0,0,0,522.032616331,0,1683.77569931,0,26528.011514,66755.143559,944.063339493,7539.20904737,0,0,469852.30438,0
"589",0,0,66371.1176251,0,0,0,3273.36794249,78209.9922981,4259.6617573,0,232555.333084,1758.49017327,5189.18036943,30673.1102965,0,0,431980.585363,0
"590",0,0,47644.2249946,0,0,0,36999.3155894,0,14083.4488632,0,63806.5572817,0,3889.2452789,46174.391036,0,0,651616.896902,2999.5530297
"591",0,0,7269.80025471,0,0,0,0,7304.78139074,0,0,25803.3974175,12985.8624578,466.75167344,443.955555414,0,0,255926.343636,0
"592",0,0,40936.474308,0,0,0,6060.25023664,0,1572.75752135,0,73103.4793896,0,1400.25502029,5771.42222038,0,0,524296.13503,0
"593",0,0,24412.7515239,0,0,0,0,14609.5627816,2516.41203408,0,110873.397202,4186.11599077,0,2713.95454916,0,0,351542.849344,0
"594",6924.05554783,0,27573.76232,0,0,0,6211.57875772,1482.88058791,3296.18256989,0,100996.493488,9630.77140097,27460.2047875,37856.7531305,0,0,308505.073432,2458.42060131
"595",0,0,37137.4158192,0,0,0,2417.19382659,4382.86883441,0,0,89769.58316,3133.69468202,0,0,0,0,99552.5735947,0
"596",8093.95551756,0,77391.8871891,0,0,0,1566.097849,0,9552.84988579,0,183602.979561,32171.8300323,28511.9800516,24825.351827,0,0,313720.805271,4170.45164623
"597",0,0,73725.5819591,0,0,0,1000.39324334,729.481579535,10269.1814629,0,106704.196552,16459.0384392,73544.0125453,83959.3278266,0,0,309295.078993,0
"598",0,0,23183.9569212,0,0,0,12811.1272808,0,0,0,80806.6501112,1021.52974462,0,2663.7333325,0,0,255471.273756,0
"599",0,0,68659.1778466,0,0,0,2541.10040092,0,0,0,83579.3209514,19352.5246702,808.895434059,572.521870106,0,0,403802.153762,0
"600",0,0,62860.528491,0,0,0,5172.59166337,0,9185.43258248,0,166424.102345,49110.0738517,3023.67787888,20096.522065,0,0,488123.965085,0
"601",0,0,8577.7051259,0,0,0,0,0,0,0,19822.0122122,7463.25732264,6458.49148136,6601.07671986,0,0,50922.6803741,0
"602",0,0,40841.2946497,0,1769.25831229,0,513.907595062,7820.99922981,14360.9943078,0,64455.81542,10216.3842986,5320.12427783,29652.6151743,0,0,179925.121518,2083.67084488
"603",0,0,118514.772142,0,15116.3181831,0,2104.38050789,0,27759.8310738,0,332244.499152,128990.611038,58996.9180437,104813.688049,0,0,247425.553835,2085.2258231
"604",0,0,19079.1052971,0,0,0,0,0,0,0,7831.49588614,3148.52105174,4344.38096051,0,0,0,256676.937003,0
"605",0,0,129729.836773,0,0,0,0,0,0,0,22256.9558639,2371.76392036,25913.2901431,18907.5709385,0,0,596365.332657,991084.198035
"606",0,0,57091.5487785,0,0,0,9369.95751048,31248.354944,0,0,115160.404757,4326.11194759,9483.28140262,862.908881623,0,0,659200.502004,0
"607",6001.75041548,0,176106.232895,0,1337.05273004,0,4613.73551917,43896.498612,5310.17302909,0,469075.49135,3504.44335072,48707.412869,135684.280988,0,0,806866.873397,90855.1802938
"608",0,0,38886.554185,0,24735.4755051,0,2723.7290086,0,50046.1558664,0,41655.3981738,4490.38162193,22656.7826676,565.775162952,0,0,676274.448829,0
"609",0,0,58915.3078718,0,0,0,4830.40916273,0,0,0,342.429535432,4347.60483753,1476.82736121,894.453899698,0,0,997990.00211,2771.34160002
"610",0,0,31600.6105973,0,0,0,30326.0670817,17856.2028251,67682.4567924,0,29806.5222356,0,22798.5853929,157977.450535,0,0,1237110.79604,0
"611",0,0,34559.6460783,0,0,0,70135.1387916,12444.1413506,26519.9633008,0,257188.632836,0,107074.856412,168653.912783,0,0,872689.12005,4939.28067443
"612",0,0,27442.6419389,0,0,0,3928.38736393,0,7216.19882306,0,15194.1602279,0,14925.533045,63279.3062647,0,0,350443.489599,11356.8975367
"613",0,0,54889.6339579,0,0,0,5213.12076149,8928.1014126,4667.41465502,0,89811.8059009,1995.72572891,1296.38224333,1414.43790736,0,0,699119.115124,1926.57806409
"614",0,0,8415.94426398,0,0,0,8527.99199332,0,333.739925018,0,0,3948.79052298,3086.72039592,2299.73357599,0,0,700451.210827,0
"615",0,0,1317.01560777,0,0,0,26978.2237736,10995.1248913,200.243955008,0,0,9242.58904539,6395.21691433,0,0,0,592505.887132,0
"616",0,0,16589.0528234,0,0,0,0,10262.1165654,1001.21977505,0,25440.7036803,4009.10117318,7213.77242105,1124.42725734,0,0,1046246.13711,29698.897644
"617",0,0,135223.029634,0,0,0,5626.44928807,0,200.243955008,0,341749.805141,1009.31702997,4521.20867919,13926.6166913,0,0,355988.567779,7424.72441108
"618",0,0,125621.742976,0,0,0,1062.10957649,0,122.166785844,0,126656.074322,15182.231091,6419.36298599,560.296261463,0,0,848585.642353,2248.7072898
"619",0,0,114621.91323,0,0,0,10269.6241612,0,0,0,159745.292242,13161.5381203,0,0,0,0,534273.417654,0
"620",0,0,27246.3506533,0,0,0,1381.29447782,8796.09991326,767.601827529,0,288927.706599,8018.87730578,1153.23583699,0,0,0,1921312.43402,0
"621",0,0,49303.2394638,2132.51398458,6294.8137787,0,52740.0134497,0,7243.39244656,0,345862.51221,0,28009.3161985,39619.5251249,0,0,1261478.10447,58663.6555494
"622",0,0,178837.036922,0,66692.6472844,0,690.058451822,0,1854.11069454,0,155831.798333,7246.66970445,17591.8868808,10063.8783481,0,0,490758.329859,72520.3635494
"623",0,0,4166.02235491,0,24095.2385498,0,3475.10011081,1347.97622328,39467.8574328,0,167.637541927,2246.56931418,75462.4624576,0,0,0,69926.5072107,41498.7051758
"624",0,2000774.945,46820.3563905,0,417448.472347,0,6404.69032056,0,274905.391906,0,1878.39910738,24764.4428815,41857.7170926,188680.528679,0,0,786413.326492,543849.823302
"625",10989.0228065,0,21001.4211642,0,174162.075137,0,5836.64511014,0,266903.050733,0,11036.6591331,55028.1409277,1136051.20667,70586.8379898,0,0,236544.239182,44803.4217196
"626",24281.8665528,0,83311.0574036,0,38519.5103975,0,18120.8286779,8897.28352754,49833.9454611,0,122007.590365,7221.48026076,152157.524838,54146.5069711,0,0,413194.738961,184642.781441
"627",0,0,28685.0410946,0,57277.3958021,0,14964.2579162,17794.567055,87952.8298564,0,133809.119973,0,189816.920556,7008.87299927,0,0,533493.988751,22937.484054
"628",33545.7220405,0,83643.1593305,0,29124.5078617,0,6660.48618263,0,26184.4302624,0,72231.6604917,8574.71122271,55940.1521261,83513.8656345,0,0,323517.543821,6255.67746931
"629",0,0,75996.9389498,0,52612.014201,0,5044.62257845,0,96665.1135366,0,48960.6293138,8116.64947965,30606.7303468,10877.9155319,0,0,388227.107185,37841.9505081
"630",0,0,50967.924294,0,57210.4798299,0,0,0,73853.5212532,0,31521.5971165,6124.84920939,83379.9399178,0,0,0,234555.835,12511.354939
"631",0,0,18348.7017611,0,46288.221425,0,1728.22509987,0,65230.7344498,0,17854.7495902,97172.4312504,35809.8108678,21948.4297809,0,0,193676.262094,101115.531018
"632",0,0,11055.8542269,0,115360.154697,0,0,0,123318.186262,1029524.972,452.17708865,5901.4539035,18271.5521406,59378.8179128,0,0,184838.261947,57176.971043
"633",0,2942887.419,36222.2749581,0,0,0,515.203795502,0,689.2446419,0,1716.92755777,17382.1191114,115209.600718,11116.9104814,0,0,581910.827184,10020.0178282
"634",12278.6115577,0,22265.4293057,0,1268.17045002,0,216.028137481,0,6870.24852391,0,15452.3205422,71209.7911666,762485.94004,301229.366414,0,0,279000.191231,194598.779267
"635",0,0,52090.9969899,0,150386.956551,0,4669.85597248,26069.9974327,239749.041919,0,91988.704388,4122.66213456,12045.7835721,0,0,0,526350.030685,16669.3667593
"636",0,0,69184.8394944,0,0,0,0,0,0,0,67296.8847865,5749.00078923,6419.04995075,63828.941165,0,0,396688.547179,0
"637",0,0,80166.1975642,0,1094.82383222,0,6166.44544548,11371.4217354,1134.23075188,0,116543.347993,27404.8560159,24363.6979112,33367.9788935,0,0,1007075.02697,6248.21879756
"638",0,0,30574.5482125,0,0,0,1138.51860489,114707.988703,856.42594438,0,71270.7587113,4427.09942069,702.239508682,8828.8898916,0,0,361726.325523,338949.492353
"639",0,0,72807.7140241,0,9395.00253591,0,30277.8917472,10380.1641154,114676.491269,0,236657.338941,51924.7604461,45618.1113443,83335.0781035,0,0,606581.180483,0
"640",0,0,293851.138928,0,7189.45208302,0,5779.93700301,43449.9957212,56393.2694765,0,116734.083269,20613.7498079,8444.82609161,31663.4726898,0,0,848533.169429,68989.7196822
"641",0,0,61498.2822639,0,0,0,967.010005183,0,151.376414547,0,41950.3156331,683.887712172,231.288876517,1159.97367724,0,0,295955.455364,0
"642",0,0,147138.20817,0,0,0,14486.598327,45543.1254301,6775.49618442,0,99680.6899414,1614.06533823,10765.4148859,235670.020467,0,0,700950.369709,0
"643",0,0,69484.6503948,0,0,0,0,0,64054.6494886,0,43575.8410111,1436.44978413,7474.78927104,107362.686475,0,0,337587.398934,2534.74219447
"644",0,0,71188.9493279,0,0,0,0,11029.3562089,0,0,113321.815894,30897.6208225,5151.31556523,19984.9806595,0,0,667864.595475,0
"645",0,0,84494.1244395,0,1129.08574447,0,0,0,2795.36006482,0,105359.255145,20361.3722921,5513.52538965,28234.6770994,0,0,600733.526791,0
"646",0,0,93928.8921782,0,238276.026072,0,0,0,142507.409473,0,91176.9814629,7876.81107379,6613.38162624,0,0,0,497078.432506,0
"647",0,0,47262.100256,12240.3720417,0,0,9696.16125334,8209.57264336,3184.70546164,0,45756.0359145,4670.98247331,65265.9369829,30807.9026688,0,0,251398.639726,386636.475314
"648",0,0,17361.319143,0,0,0,286.332359085,0,0,0,664.811399251,93074.7075882,6613.38162624,257441.912514,0,0,256265.044338,0
"649",0,0,21840.9235595,0,2733.1661814,0,2382.3264265,14180.1709291,4212.85707844,0,21195.5803375,1831.80533722,3738.76503804,562.387349257,0,0,115575.950675,2171.81477641
"650",0,0,36896.9422732,0,20569.606224,0,0,0,13027.9166324,0,1927.76381099,4888.77681319,117775.167124,0,0,0,147499.784859,4343.62955292
"651",0,0,77423.453377,0,2714.47786565,0,2533.73238618,9702.22221488,12137.31818,0,73011.2008226,5745.62611465,39701.3169129,111257.615276,0,0,1560599.80268,0
"652",0,0,245277.254244,0,1029.41472701,0,34335.1637499,0,46639.848287,0,94523.4594367,0,18719.9397757,64132.3875766,0,0,1154491.73265,0
"653",0,0,8402.32615779,0,0,0,0,0,7986.50750078,0,12183.0405993,0,56115.5628196,0,0,0,43217.6552581,0
"654",0,0,38044.30782,0,0,0,0,35077.2649308,8101.64822779,0,56916.3279665,0,2589.39326753,77216.9968387,0,0,96988.0407516,0
"655",0,0,31951.0558127,1743.74571457,0,0,23530.5767927,0,2727.57872874,0,39716.6059331,0,24384.3091099,55383.6554838,0,0,32671.1686646,0
"656",0,0,41200.1493083,54145.0139923,0,0,36565.5006274,0,12297.9320481,0,59719.6282925,0,146114.431393,236220.753584,0,0,211365.482404,0
"657",0,0,42018.1465495,0,0,0,6920.96249515,0,37566.5802098,0,56827.0653513,0,58315.0410077,84515.2751145,0,0,97484.3353233,0
"658",0,0,22981.371505,0,0,0,6006.1292888,0,137948.765924,0,29312.326222,0,30191.1039908,6243.25306142,0,0,26861.0336669,0
"659",0,0,13047.4643176,4877.92918852,0,0,51758.2249655,3672.83269593,11406.4931623,0,16954.4632392,0,62274.6174034,139560.096184,0,0,102329.441691,41362.3111167
"660",0,0,105607.645604,0,1217.60745118,0,15690.1431537,71674.4269057,17882.0397848,0,19660.1801644,0,60611.0900503,56002.3081115,0,0,387206.595593,0
"661",0,0,24934.9791806,0,0,0,3587.4447914,0,3662.46825193,0,14402.3900108,0,0,0,0,0,708706.352215,2071.40222339
"662",0,5924624.837,54377.298046,0,0,0,1044.69546122,735.570045389,2862.13554173,0,46291.3455704,16454.71642,19676.7383773,37338.9421578,0,1969.78054416,2677234.02257,1577.600455
"663",0,0,79609.1838174,0,38980.7832745,0,18116.944042,43752.8703667,3607.80454666,0,43374.859292,193929.185441,23528.5746142,3919.49000412,0,0,1192721.41638,0
"664",0,0,99551.8319981,0,9171.94900577,0,11282.9428782,0,27331.8526259,0,19357.4622903,3725.43262355,4083.8124555,32277.79385,0,0,372544.920884,411325.650338
"665",0,0,62492.861771,4649.98857222,0,0,12684.7595403,0,0,0,34392.1004369,74690.1947076,18806.9134504,40338.5933863,0,0,41455.6480338,0
"666",0,0,186101.253777,0,0,0,12363.5823564,21651.6497941,21820.6298301,0,46349.8132659,34385.0989945,18697.2832006,187787.528096,0,0,325624.808813,0
"667",0,0,30427.3608575,0,7914.44843292,0,15202.0002133,0,29540.8269719,0,37816.7748719,0,9752.6237582,38533.5115408,0,0,45378.373509,0
"668",0,0,30608.2539179,0,42517.3952304,0,7668.82994514,0,7226.82216106,0,37679.0365093,0,65703.2258341,34652.6873261,0,0,38897.4470505,2149.96159564
"669",13488.0164276,0,48336.9561533,0,0,0,13887.1448829,0,23021.8297121,0,61590.4556088,8233.69190643,28798.0433301,179273.423051,0,0,180238.8292,0
"670",0,0,34788.6824828,0,0,0,27943.5744906,2625.172222,0,0,76241.1781597,0,4319.91269596,1788.80151278,0,0,243550.853604,0
"671",0,0,37241.4407952,0,0,0,0,0,0,0,81746.591693,0,874.29259336,23254.4196664,0,0,263632.930282,0
"672",8520.90834487,0,22551.9636798,0,0,0,0,0,37754.399095,0,48814.7804354,0,11013.1998608,8960.28789621,0,0,154944.78575,2755.99103877
"673",0,0,60049.5936768,0,0,0,2538.88224873,0,2823.33697955,0,2978.01839074,7478.63212753,224.854975297,13144.2870567,0,0,238827.544505,1593.63589863
"674",0,0,37401.5230204,0,0,0,0,0,0,0,1854.84058427,4658.02038912,0,0,0,0,148752.27887,0
"675",17298.3686226,0,93330.556074,5475.10518948,19689.6980239,0,38202.7105426,0,34479.2160113,0,97016.6523668,137223.742775,15220.9521736,28157.8040082,0,0,778823.078383,3124.10939878
"676",0,0,11463.0855798,0,12025.9311979,0,1145.32943636,0,11251.3825462,0,20275.611141,550.61040467,18754.1933488,0,0,0,95912.7659888,0
"677",0,0,5959.41625551,0,71646.2108936,0,5236.73963485,0,118203.79124,0,239.802335981,3213.67495169,9803.29855367,10717.5681441,0,0,100028.547206,2182.51363618
"678",0,0,24744.1450195,0,44530.4865987,0,0,0,37908.4553043,0,1006.61728849,13348.9949122,0,0,452.368984134,3788.67932057,415621.435683,0
"679",15818.2359122,0,13331.7434977,0,80779.9285503,0,372.998222989,0,91279.9643143,0,1282.65948289,7262.09688017,112640.295893,21398.1791563,0,0,204936.39428,1333318.75395
"680",0,0,17380.5575988,0,0,0,0,0,0,0,16139.8179875,1201.63588758,0,0,0,0,50389.0287679,0
"681",0,0,131925.972252,0,8235.31781612,0,0,0,9587.92182354,0,122431.603293,9463.63305456,15918.918296,72881.7591069,0,0,382317.354398,0
"682",0,0,126474.980875,0,0,0,13829.4409551,46272.1367172,2916.59336201,0,73421.945612,11590.4872108,31487.8360879,108611.562572,0,0,424818.790659,0
"683",0,0,51488.4366049,0,0,0,0,15745.0454802,0,0,2594.00617577,6398.30011854,1941.28186812,151818.285611,0,0,205181.409838,0
"684",38830.864144,0,154631.122814,0,1196.79364862,110190.06616,14303.3997888,10452.5205905,84154.0734198,0,176239.841714,0,22163.5234426,81175.7719488,0,0,460648.040856,10138.968778
"685",0,0,164977.931145,0,0,0,3737.01828143,0,24273.488399,0,64236.0115929,64781.0322279,20285.0315732,107038.097344,0,0,388624.881534,0
"686",0,0,59180.0220106,0,0,0,3003.06464437,0,2178.13840933,0,13357.4103114,41124.6773279,27709.301579,100387.072839,0,0,70156.17344,0
"687",0,0,45954.8689669,0,0,0,0,0,9801.62284185,0,31094.7313662,22253.1576164,15859.9563251,206550.611087,0,0,123408.296101,2755.99103877
"688",0,0,20364.661453,0,0,0,0,0,0,0,11236.6291874,24343.8387063,6557.19445016,1788.80151278,0,0,13862.3554382,0
"689",0,0,107388.123394,0,1257.50057288,0,4139.35937471,0,2422.02263275,0,135738.556101,26830.0985108,20387.1011095,24774.5956953,0,0,1846458.7856,33142.4355744
"690",0,2525249.93,0,0,2515.00114565,0,768.738169585,735.570045389,1740.82876726,0,0,0,5427.21251346,4747.75191049,0,0,624967.101591,0
"691",0,0,35434.7496087,0,0,0,0,11033.5506809,667.177530775,0,28215.0262987,0,5739.60715473,1134.53565798,0,0,1376211.67853,0
"692",0,0,86684.9441188,0,1146.4936257,0,34834.3903903,0,0,0,57693.2079624,0,529.936784179,472.129637049,0,0,1019919.77617,0
"693",0,0,35748.7292075,0,0,0,0,10297.9806352,832.570280009,0,9987.349281,0,455.704394181,1124.3604503,0,0,618647.567167,12428.4133407
"694",0,0,705069.382399,0,0,0,73243.4712437,5250.34444403,3286.83048245,0,194273.991218,94206.8748604,16830.1324219,112608.006039,0,0,1801239.74813,2148.35834322
"695",0,0,98497.3591347,0,0,0,1462.10985198,0,12731.0367902,0,92307.8061103,0,17375.5342875,8049.60680752,0,0,215367.014112,0
"696",0,0,24276.5588478,0,0,0,234030.335066,0,0,0,11341.9790474,0,13440.1866123,6223.15702628,0,0,198448.264001,0
"697",0,0,70847.4808809,0,0,0,0,0,6157.25265312,0,26478.9105256,829.650234748,4160.32576463,89431.7263888,0,0,509994.565824,6515.4443293
"698",0,0,111876.408011,0,0,0,0,0,4716.44154383,0,35790.4515972,0,6226.753162,2285.96296641,0,0,993788.974069,0
"699",0,0,99920.6076312,0,1865.7168577,0,2555.36180894,2238.97435726,188.844174518,0,36776.6628488,0,31485.8012011,0,0,0,1004899.08942,0
"700",0,0,53386.6062681,0,546.633236283,0,20091.6738438,0,7521.12724688,0,18454.1158902,82656.297958,36512.9886193,26883.3290801,0,0,613670.087583,58502.9568751
"701",0,0,60415.5899042,0,0,0,0,0,0,0,17745.9692603,55447.1767367,2215.99156645,1142.98148322,341.386058292,2661.37464961,1215784.42281,0
"702",35348.8402286,0,99128.7643167,0,0,0,0,0,5806.37551404,0,92041.5569277,11787.1931118,31875.481995,141725.657965,0,0,292275.061799,37489.3127852
"703",0,0,16059.6754486,23481.5300396,0,0,13462.7707399,8209.57264336,5509.12079488,0,10603.9457619,144160.550681,33173.0611981,164615.63227,0,150.408800805,349113.547893,0
"704",0,0,49393.5857509,0,0,0,2889.07290375,12499.9370364,881.272814417,747862.4788,28537.8456798,0,8319.63408584,9165.09311444,0,0,1312031.13469,0
"705",0,48057448.69,94797.7700777,0,2515.00114565,0,14625.7364572,0,7093.66698164,0,6828.7272776,4802.11393591,75156.1708557,5172.05807135,370.675180579,5858.65489787,2106358.41081,14499.8155639
"706",0,6653062.317,7279.79644115,0,1652.96282198,0,6622.97499955,35307.3621783,870.414383643,0,612.957448268,6121.95094446,66677.1823079,574.899234768,0,0,432663.508597,0
"707",0,87917547.58,28118.9307154,0,70420.0320793,0,1852.85610102,0,68588.9337577,0,7973.63765887,15450.2391363,100800.368585,6947.63181408,142868.668257,2134159.85208,190286.670643,29095.826278
"708",20599.5906388,68249735.6,14259.562105,0,1257.50057288,0,0,0,7235.23196192,0,4081.45077642,7935.79595956,455.704394181,7195.90688187,73605.3410102,1093889.07388,95899.2520923,0
"709",0,0,145406.943578,0,0,0,9925.18662393,15446.970953,28355.0450582,0,93730.3700345,1240.4723626,18918.9493966,12842.1296321,0,0,1276969.96249,0
"710",0,0,93029.6482758,0,0,0,24846.5049102,2201.2894947,976.737373603,0,155196.020435,0,20551.7266285,28559.0535792,0,0,1616655.8441,0
"711",0,0,29336.4416437,0,45922.0363512,0,0,0,77805.6588798,0,23611.7970595,3038.25538883,4228.86609609,23712.0347178,0,0,635224.196721,25386.7690437
"712",0,0,51644.2465444,0,0,0,862.063487335,0,139.533910515,0,104787.814455,32796.07117,0,2719.90986471,0,0,603402.448552,0
"713",0,0,6326.67072598,0,0,0,0,0,0,0,20754.1858841,8951.8851755,0,0,0,0,7527.90112784,0
"714",37324.2267667,0,233626.167805,0,3947.03442407,0,49533.5944349,0,4827.14976275,0,715297.929018,0,168922.702033,268246.432845,0,0,753496.16285,21247.2034448
"715",10799.216765,0,310932.219267,1019.14991165,0,0,15537.3508564,0,67933.2088596,0,396364.139388,550.126402268,288581.475448,366518.502075,0,0,1536644.6537,13895.5043741
"716",0,0,13867.5177784,0,0,0,2944.66519551,30433.9929145,15006.4909733,0,2612.91549884,0,16619.4554593,5702.46101018,0,0,2098389.25325,9504.12823546
"717",4834.89289279,0,15225.925127,0,5106.73696576,0,19425.9842162,730.320050265,25369.7741482,0,28736.4337565,0,149193.431495,199146.143313,0,0,621548.233138,7754.79153932
"718",0,0,43841.9020147,0,4135.79587598,615100.961331,31332.440461,0,634160.7676,0,264014.337098,0,151360.798568,191050.905045,0,0,1976089.17808,10333.7105864
"719",0,0,32793.0864125,0,86236.0954274,0,2706.2568536,0,83173.7409108,0,84339.0476272,0,131212.552565,21581.6611165,0,0,765524.436912,28417.7041123
"720",0,0,72006.4073434,0,725.107069166,0,5075.305512,27464.8228742,4343.69094463,0,254287.597412,487.04871487,25164.8519942,118383.500821,0,0,3151072.55531,2015.34408028
"721",16520.5788982,0,57837.651184,3023.36447196,0,0,3767.94506151,2204.29189968,4032.84389676,0,65636.4220283,810.225801307,32674.0516315,25566.58131,0,0,605140.844485,0
"722",0,0,105497.436918,0,4021.48598064,0,7897.32370207,33585.823891,3036.94776715,0,180853.947574,0,4227.95511723,19176.9380642,0,0,1304296.33118,35813.8387809
"723",0,0,57112.773474,221.622192065,0,0,16631.5920357,12917.6245732,4104.59125239,0,102427.853838,1932.58657153,13060.0247717,16146.7876481,0,0,952339.62087,0
"724",0,0,41830.9383916,0,1380.85930095,0,18457.2972249,0,1735.44761007,0,180721.587951,0,1336.70517467,919.893430408,0,0,1157716.44729,0
"725",0,0,83810.6420896,0,2005.57909503,26894.5150632,3601.02175033,0,67660.2074641,0,312695.420692,0,36612.2135443,423161.153801,0,0,513378.240344,4542.75901473
"726",0,0,84706.0837377,0,4679.684555,0,150227.844596,0,49536.8934623,0,212748.329324,0,26897.4113159,45715.8542636,0,0,305893.76905,0
"727",0,0,94798.5484975,0,46670.6887365,0,153198.389651,0,244681.839336,0,348859.680508,3829.52329654,155725.525945,59887.3992931,0,0,412897.18216,16695.9671966
"728",33795.670415,0,19743.8874095,2314.51140725,0,0,17520.9481456,0,100347.965098,0,364662.453131,5851.15180302,269637.262286,502147.86244,0,0,157337.320807,69565.1816662
"729",0,0,21827.7249655,0,0,336647.776856,1804.30046249,1462.85765538,80542.0422614,0,176685.226759,4928.56739756,33473.1231392,10301.3429753,0,0,267341.762002,0
"730",0,0,64867.2681934,35853.2958649,0,0,3182.71274481,3717.09732116,16760.4300605,0,73320.6720332,57884.610695,100328.136187,30140.6641004,0,0,447630.085706,4727.7465014
"731",0,0,136978.911229,0,0,0,4851.91964473,20815.7449989,394.191299339,0,105562.994484,78691.0652297,102049.331443,99957.9293675,0,0,548741.256036,1030886.58078
"732",0,0,127258.233509,0,0,0,28421.1668662,0,6980.10593382,0,146669.823533,0,4458.88845405,10684.0459291,0,0,905563.602033,2168.09730046
"733",0,0,40065.1854882,0,11533.0320557,0,301.455764338,15602.1300008,10193.6142269,0,66909.9131046,0,4389.03587448,599.195707918,0,0,942626.310707,0
"734",0,0,68787.8499897,0,4729.87143387,0,2755.9967704,0,6048.21110755,0,198937.870469,0,14134.4867989,184593.17877,0,0,991621.020903,22167.7460743
"735",0,0,101073.95393,0,1526.31349905,0,42692.6679444,0,6592.97727178,0,21072.213367,29486.5458338,3395.28251308,13346.2243854,0,0,1280714.23216,5592.66732969
"736",0,0,158546.519744,0,0,0,57525.8155709,19169.0309163,2623.56209225,0,260901.647846,44785.4814992,11162.9509862,8223.52107126,0,0,910542.817475,65542.8757791
"737",0,0,211655.447657,0,0,0,11258.5601193,68834.2473823,7429.77600863,0,453333.114718,35067.0408647,25318.7683055,79215.4292718,0,0,920053.502386,5289.18662326
"738",1382.51335915,0,70401.6234487,0,1477.89251905,0,60718.7293814,0,10651.0885022,0,176561.072792,37137.8775468,5485.96138825,51393.1686728,0,0,499177.072257,0
"739",0,0,174402.26557,0,0,0,18104.8271025,12638.1308919,27529.1523715,0,365478.053015,107674.251076,107675.025195,246130.046892,0,0,927859.887917,127513.244962
"740",0,0,89374.7780617,5515.89167146,0,0,64287.3628623,21559.1644626,43077.8091785,0,406652.880809,87739.5728057,25458.2396517,21666.089891,0,0,877339.675001,7674.0936538
"741",0,0,148340.991606,0,0,0,7331.57665705,0,5631.55221615,0,111404.82962,307.250812486,11371.0666243,5148.96101534,0,0,479445.291178,0
"742",0,0,50989.03654,0,2005.57909503,0,22875.5554351,0,46142.6348176,0,83902.2401608,9690.35622624,52384.8642093,211131.823573,0,0,476709.149893,0
"743",0,0,133225.056794,23621.4683476,0,0,42161.8648615,20088.2281783,38570.4467414,0,320044.555116,20192.5364384,87750.0910914,107971.473812,0,0,727591.496712,1926.57806409
"744",0,0,32046.0754449,0,0,0,3656.3677353,17112.1943746,0,0,56110.341336,3698.38272789,57296.8693218,192194.636918,0,0,274048.928608,0
"745",0,0,107014.867577,0,0,0,12538.8095476,19184.2179101,9054.24055824,0,271697.800994,15639.1192489,33947.8759157,17630.612362,0,0,587938.464738,0
"746",0,0,42225.3540039,35059.2319689,0,0,5546.37424589,0,1718.14257693,0,36310.9042896,0,20625.5154134,72451.7834572,0,0,372973.545557,0
"747",0,0,43402.9138036,0,2005.57909503,0,43919.9830672,0,26518.7272267,0,269208.501265,0,13737.6866645,116018.506162,0,0,753104.105966,0
"748",0,0,54490.9728142,0,0,0,2242.10118133,0,0,0,90220.0576829,0,891.136783147,10794.5016701,0,0,412066.45987,0
"749",0,0,58921.9989662,0,0,0,0,0,0,0,108336.48055,1831.49470014,7566.5980705,0,0,0,505780.855362,0
"750",0,0,73226.1801355,0,0,0,4155.65917487,0,30338.1952579,0,117023.991885,3270.41424877,40657.6116943,21544.2297659,0,0,622840.611251,5542.68320008
"751",0,0,21665.858247,0,0,0,0,82840.9409744,0,0,49346.1277477,2600.53846136,391.132434232,596.302599797,0,0,247304.112236,0
