Azone,ureslo,uresmed,uresmdh,ureshi,umix,umixhi,ucom,uindlt,uind,upub,uoth,ubigany,uany,unonindany,rres,rcntr,rcom,rind,rpub,rreserve,rany,rfor,rnatrs,xrec,xagfor,xcons,xhalo,xother,xother2,xwater,xtp
732.0,0.0,7495955.59,694794.84,0.0,68500.9,0.0,176145.17,0.0,0.0,371862.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655651.47
733.0,0.0,5994374.27,0.0,0.0,316502.96,0.0,0.0,0.0,0.0,1150919.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700142.91
734.0,1093660.44,3437218.52,302709.59,0.0,3036860.68,0.0,146472.38,1542842.41,0.0,1591666.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869069.46
735.0,908136.16,6289325.92,985424.34,0.0,840509.0,0.0,57966.14,38644.09,0.0,1323560.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512034.22
736.0,48664.54,7387277.12,1411271.65,0.0,29198.72,0.0,116794.9,0.0,0.0,749433.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934359.16
737.0,0.0,7798921.67,1304688.52,0.0,155783.7,0.0,204466.11,0.0,0.0,272621.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778918.52
738.0,0.0,4131417.35,479714.34,0.0,362233.27,0.0,234962.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323072.92
739.0,0.0,7722652.9,724304.58,0.0,195758.0,0.0,1370305.96,0.0,0.0,401303.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910274.68
740.0,0.0,8198883.0,19359.82,0.0,145198.64,0.0,542074.91,0.0,0.0,832472.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909911.45
741.0,0.0,4596146.08,0.0,0.0,0.0,0.0,78566.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206237.32
742.0,0.0,1614715.05,744509.33,0.0,193379.05,0.0,1189281.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319075.43
743.0,0.0,4813648.32,610180.77,0.0,368045.55,0.0,716720.27,0.0,0.0,1423755.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590809.95
744.0,0.0,1295413.39,594930.59,0.0,0.0,0.0,901991.55,0.0,0.0,268678.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163126.13
745.0,0.0,4015299.64,1393260.6,0.0,0.0,0.0,628902.35,0.0,0.0,154806.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590200.67
746.0,0.0,3031613.41,0.0,0.0,145284.99,0.0,629568.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193713.32
747.0,0.0,6199575.0,29475.0,0.0,196500.0,0.0,481425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540375.0
748.0,0.0,2999809.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3265366.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403253.14
749.0,0.0,4879125.7,88000.26,0.0,0.0,0.0,146667.11,0.0,0.0,78222.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381334.47
750.0,0.0,4254379.02,125128.8,0.0,192505.84,0.0,115503.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423512.84
751.0,0.0,1300671.06,0.0,0.0,0.0,0.0,554831.71,0.0,0.0,90956.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18191.2
752.0,0.0,2302492.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88557.41
753.0,0.0,2785406.79,0.0,0.0,0.0,0.0,713698.54,0.0,0.0,1248972.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128862.24
754.0,0.0,2235287.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60142.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270640.2
755.0,0.0,4918594.54,1094096.82,0.0,38729.09,0.0,0.0,0.0,0.0,154916.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183963.18
756.0,0.0,2587275.25,1096466.09,0.0,327016.2,0.0,0.0,0.0,0.0,125035.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221216.84
757.0,0.0,2694790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413070.0
758.0,0.0,2549635.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544304.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238729.94
759.0,0.0,3025182.32,362238.66,0.0,176224.21,0.0,597204.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440560.53
760.0,0.0,1794213.33,2107955.56,0.0,0.0,0.0,58826.67,0.0,0.0,264720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451004.44
761.0,1897751.66,2417947.54,568362.17,0.0,0.0,0.0,0.0,0.0,0.0,3150075.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394963.54
762.0,915622.57,5188527.89,334743.74,0.0,137835.66,0.0,19690.81,0.0,0.0,137835.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699023.68
763.0,0.0,0.0,0.0,0.0,1173502.85,2806627.65,0.0,0.0,0.0,420505.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694322.52,1427761.8
764.0,0.0,502588.51,840869.24,0.0,831204.08,2039349.54,541249.17,0.0,0.0,618570.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121158.99
765.0,0.0,1997453.79,1685656.13,0.0,1909760.7,0.0,1081548.15,0.0,0.0,155898.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013342.41
766.0,0.0,7202996.08,1827337.26,0.0,773476.09,0.0,1691978.94,135358.32,0.0,415743.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498609.92
767.0,0.0,6997301.06,184394.9,0.0,0.0,0.0,271739.85,0.0,0.0,38819.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387814.22
768.0,0.0,5278297.72,291618.66,0.0,97206.22,0.0,0.0,29161.87,0.0,1574740.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699884.78
769.0,0.0,5518360.54,1720259.5,0.0,599191.51,0.0,19328.76,9664.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695835.31
770.0,0.0,6434787.55,2946862.17,0.0,125603.96,0.0,1265701.46,19323.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159421.18
771.0,0.0,3699106.1,1790837.08,0.0,97859.95,0.0,636089.67,29357.98,0.0,156575.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360253.3
772.0,0.0,8348774.27,1541759.71,0.0,19393.2,0.0,3422900.49,0.0,0.0,639975.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007196.6
773.0,0.0,7955724.91,425336.45,0.0,0.0,0.0,2416684.36,0.0,0.0,918340.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943014.23
774.0,0.0,19109881.79,1279160.45,0.0,116287.31,0.0,600817.78,0.0,0.0,1938121.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2238530.78
775.0,0.0,6329317.76,1058122.14,0.0,252396.11,0.0,1873555.72,0.0,0.0,893093.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562914.36
776.0,0.0,10737738.23,506680.93,0.0,146157.96,0.0,48719.32,0.0,0.0,6771985.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003618.0
777.0,0.0,4129354.69,39327.19,0.0,235963.13,0.0,78654.38,0.0,0.0,167140.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383440.08
778.0,0.0,4705456.17,302006.5,0.0,0.0,0.0,418912.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340975.08
779.0,0.0,4189996.41,328248.57,0.0,328248.57,0.0,193087.39,0.0,0.0,193087.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357211.68
780.0,0.0,5712486.86,174279.26,0.0,145232.72,0.0,852031.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706799.22
781.0,0.0,0.0,0.0,0.0,435152.22,2910684.88,0.0,0.0,0.0,222411.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657563.36,1643908.4
782.0,0.0,0.0,0.0,0.0,173596.35,1253751.45,0.0,655808.45,0.0,241106.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697386.58,1639521.12
783.0,0.0,2270702.13,935568.26,0.0,341092.6,1715208.48,555493.66,0.0,0.0,97455.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257169.85
784.0,0.0,1884605.85,419886.28,0.0,9764.8,0.0,322238.31,0.0,0.0,1044833.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410121.48
785.0,0.0,3564989.58,546957.31,0.0,0.0,0.0,205108.99,0.0,0.0,19534.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302779.94
786.0,0.0,3669647.93,281533.84,0.0,29124.19,0.0,388322.53,0.0,0.0,485403.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359198.34
787.0,0.0,4525835.37,503947.41,0.0,145369.44,0.0,358577.96,0.0,0.0,251973.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494256.11
788.0,0.0,0.0,0.0,0.0,0.0,370449.96,0.0,809140.71,0.0,146230.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208836.73,204722.35
789.0,0.0,990388.24,0.0,0.0,0.0,1307697.1,115385.04,182692.98,0.0,144231.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1701929.31,596156.03
790.0,0.0,1314977.42,564953.26,58443.44,340920.07,1831227.81,19481.15,409104.09,0.0,29221.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866911.04
791.0,0.0,5515201.09,433888.2,0.0,337468.6,0.0,57851.76,144629.4,0.0,28925.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221765.08
792.0,0.0,721719.01,48114.6,0.0,2732909.33,0.0,211704.24,211704.24,0.0,394539.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259818.84
793.0,0.0,1658809.07,0.0,0.0,523834.44,417127.43,717847.2,291019.13,0.0,126108.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523834.44
794.0,0.0,2964910.33,495771.89,0.0,0.0,0.0,709634.28,622145.12,0.0,719355.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602703.08
795.0,0.0,893542.45,0.0,0.0,6381058.59,0.0,388496.72,194248.36,0.0,262235.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757568.6
796.0,0.0,3984731.44,310246.73,0.0,1667576.17,0.0,96952.1,203599.42,0.0,436284.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445979.67
797.0,0.0,3308225.52,38920.3,0.0,214061.65,0.0,982737.58,19460.15,0.0,340552.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282172.18
798.0,0.0,6467327.25,233758.82,0.0,350638.22,0.0,19479.9,0.0,0.0,204538.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623356.84
799.0,0.0,8777991.1,223087.07,0.0,29098.31,0.0,756556.14,0.0,0.0,96994.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465573.01
800.0,0.0,5683083.69,781179.89,0.0,29294.25,0.0,546825.92,48823.74,0.0,1132710.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517531.68
801.0,0.0,4369091.35,529295.21,0.0,173223.89,0.0,1328049.79,0.0,0.0,384941.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644777.8
802.0,0.0,4848070.66,2292347.29,0.0,97546.69,0.0,1599765.77,0.0,0.0,419450.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477978.8
803.0,0.0,8308638.65,525986.5,0.0,204550.31,0.0,77923.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409100.61
804.0,0.0,6734204.83,0.0,0.0,9773.88,0.0,224799.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332311.99
805.0,0.0,4597382.0,0.0,0.0,0.0,0.0,1161443.87,0.0,0.0,125823.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512971.04
806.0,0.0,4662772.49,106855.2,0.0,0.0,0.0,349707.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388564.37
807.0,0.0,3688573.01,135894.8,0.0,58240.63,0.0,58240.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87360.94
808.0,0.0,5315855.09,194009.31,0.0,48502.33,0.0,0.0,0.0,0.0,388018.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97004.65
809.0,0.0,5902696.72,354161.8,0.0,0.0,0.0,334486.15,0.0,0.0,295134.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314810.49
810.0,0.0,5283837.99,0.0,0.0,28926.12,0.0,86778.36,0.0,0.0,67494.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298903.24
811.0,0.0,2406713.43,691808.31,0.0,0.0,0.0,1500541.98,0.0,0.0,136412.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292313.37
812.0,0.0,1820173.95,300135.07,0.0,1355448.68,0.0,455043.49,0.0,0.0,77454.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406634.61
813.0,0.0,2404852.3,0.0,0.0,0.0,0.0,2930609.48,0.0,0.0,496548.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389449.77
814.0,0.0,2501043.46,305470.96,0.0,66821.77,0.0,1431895.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381838.7
815.0,0.0,1472308.48,154979.84,0.0,0.0,0.0,1782268.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222783.52
816.0,0.0,1411991.38,477024.12,0.0,152647.72,0.0,219431.09,0.0,0.0,276673.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429321.7
817.0,0.0,1373489.37,945518.04,0.0,59716.93,0.0,1323725.26,49764.11,0.0,378207.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054999.08
818.0,0.0,2530852.71,0.0,0.0,153968.23,0.0,153968.23,0.0,0.0,2492360.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798710.17
819.0,0.0,3538627.44,874935.36,0.0,826327.84,0.0,388860.16,0.0,0.0,447189.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292960.03
820.0,0.0,3324995.52,1380553.7,0.0,0.0,0.0,1468053.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427777.2
821.0,0.0,10345530.41,146123.31,0.0,0.0,0.0,185089.53,0.0,0.0,194831.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662425.68
822.0,0.0,3190381.92,134130.17,0.0,47903.63,0.0,354486.88,0.0,0.0,373648.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383229.06
823.0,0.0,5025675.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241619.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173965.68
824.0,0.0,7851815.28,0.0,0.0,38726.59,0.0,0.0,0.0,0.0,1103707.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590580.43
825.0,0.0,8815923.76,126918.06,0.0,488146.39,0.0,351465.4,0.0,0.0,19525.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468620.53
826.0,0.0,4406262.14,0.0,0.0,58619.9,0.0,0.0,0.0,0.0,840218.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302869.46
827.0,0.0,6250490.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194114.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329994.84
828.0,0.0,8331692.65,0.0,0.0,405012.84,0.0,241079.07,0.0,0.0,742523.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646091.91
829.0,0.0,5485302.91,0.0,0.0,9691.35,0.0,0.0,0.0,0.0,4855365.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290740.44
830.0,0.0,1580660.83,653730.1,0.0,2068519.11,0.0,0.0,0.0,0.0,1561146.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263443.47
831.0,0.0,1936402.59,1508253.27,0.0,58384.0,0.0,564378.64,9730.67,0.0,11199996.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17524929.97,642223.97
832.0,0.0,5697611.43,469100.08,0.0,0.0,0.0,342052.14,0.0,0.0,1807989.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026156.43
833.0,359151.53,4406886.3,38827.19,0.0,0.0,0.0,524167.09,0.0,0.0,7542182.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6522968.28,310617.54
