Azone,ureslo,uresmed,uresmdh,ureshi,umix,umixhi,ucom,uindlt,uind,upub,uoth,ubigany,uany,unonindany,rres,rcntr,rcom,rind,rpub,rreserve,rany,rfor,rnatrs,xrec,xagfor,xcons,xhalo,xother,xother2,xwater,xtp
32.0,5519584.63,398420.72,58305.47,0.0,272092.2,0.0,213786.73,0.0,0.0,787123.86,0.0,0.0,38870.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059216.07
33.0,1979541.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7947276.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485181.73
34.0,13745235.15,7607058.66,1303511.33,0.0,145915.45,0.0,19455.39,0.0,0.0,3725707.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042816.26
35.0,8725738.19,242651.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825014.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475596.41
36.0,4264487.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163042.14
37.0,7469190.29,1577586.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642720.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146072.82
38.0,14050623.8,524712.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126319.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485844.53
39.0,8621471.12,348733.66,0.0,0.0,0.0,0.0,503726.4,0.0,0.0,619970.96,0.0,0.0,193740.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453056.93
40.0,3907863.16,12754021.05,651310.53,0.0,58326.32,0.0,787405.26,0.0,0.0,719357.89,0.0,0.0,9721.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1244294.74
41.0,3695659.39,3589794.15,115489.36,0.0,38496.45,0.0,76992.9,0.0,0.0,519702.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481205.65
42.0,13520846.29,9046321.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3861709.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972722.75
43.0,766023.21,1241151.53,1725976.35,0.0,3684668.61,0.0,504217.81,0.0,0.0,4916123.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446038.83
44.0,0.0,343254.15,480555.81,0.0,1010147.93,0.0,627664.73,98072.61,0.0,676701.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490703.73
45.0,0.0,0.0,0.0,0.0,0.0,1624386.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379347.65,972686.27
46.0,0.0,0.0,0.0,0.0,0.0,3060313.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413815.93,904620.88
47.0,0.0,2134282.57,853713.03,0.0,48506.42,0.0,339544.95,0.0,0.0,38805.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1872347.89
48.0,0.0,1423554.41,438766.77,0.0,126754.85,0.0,0.0,0.0,0.0,877533.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273010.43
49.0,0.0,3055232.85,0.0,0.0,9792.41,0.0,1233844.03,0.0,0.0,2173915.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812770.28,871524.75
50.0,719275.64,2039589.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551773.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566641.46
51.0,4893852.17,4546359.71,144788.53,0.0,28957.7,0.0,260619.35,0.0,0.0,4276087.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318534.76
52.0,0.0,11986880.56,87923.33,0.0,166077.4,0.0,214923.69,0.0,0.0,3077316.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547078.49
53.0,4173258.47,9074410.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485262.61,0.0,0.0,9705.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300862.82
54.0,8998318.2,14055625.41,242673.09,0.0,194138.47,0.0,232966.17,0.0,0.0,2252006.28,0.0,0.0,19413.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203658.53
55.0,0.0,15416245.88,930792.2,0.0,96957.52,0.0,1008358.22,0.0,0.0,1192577.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756268.67
56.0,0.0,6624829.83,125910.51,0.0,0.0,0.0,1510926.1,0.0,0.0,2334187.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832946.44
57.0,9551.59,764127.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66861.14
58.0,0.0,1263813.94,146955.11,0.0,0.0,0.0,68579.05,0.0,0.0,470256.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734775.55
59.0,106563.36,1918140.47,29062.73,0.0,0.0,0.0,19375.16,0.0,0.0,184063.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222814.3
60.0,778993.91,1538512.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438184.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759519.06
61.0,58155.05,87232.58,0.0,0.0,0.0,0.0,474932.93,0.0,0.0,14102600.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647726.48,319852.79
62.0,6442463.7,9044790.19,38986.16,0.0,214423.91,0.0,458087.43,0.0,0.0,4688086.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374262.3
63.0,3569834.73,6433441.99,9674.35,0.0,29023.05,0.0,0.0,0.0,0.0,1035155.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180270.56
64.0,0.0,742898.68,244374.56,0.0,0.0,0.0,1133897.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684248.78
65.0,0.0,4181433.24,194034.03,0.0,300752.74,0.0,669417.39,0.0,0.0,135823.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532868.8
66.0,1317972.72,5300963.8,0.0,0.0,0.0,0.0,96909.76,0.0,0.0,1647465.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872187.83
67.0,3689113.08,9091376.29,0.0,0.0,0.0,0.0,58402.85,0.0,0.0,768970.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759236.99
68.0,1509970.09,7724077.79,19358.59,0.0,87113.66,0.0,919533.07,0.0,0.0,1451894.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751952.48
69.0,0.0,3931759.03,0.0,0.0,38832.19,0.0,854308.13,0.0,0.0,446570.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339710.49
70.0,2081311.41,5885755.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280735.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532428.5
71.0,5976785.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836946.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393857.38
72.0,11505743.7,0.0,0.0,0.0,0.0,0.0,388707.56,0.0,0.0,855156.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4324371.58,670520.54
73.0,12211916.82,0.0,0.0,0.0,0.0,0.0,3950914.27,0.0,0.0,9610332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834836.92
74.0,28051161.93,503507.22,19365.66,0.0,0.0,0.0,464775.9,0.0,0.0,9392346.25,0.0,0.0,9682.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2052760.21
75.0,9375852.42,4620125.62,1046066.18,0.0,38743.19,0.0,0.0,0.0,0.0,3922748.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842664.42
76.0,601176.7,10462413.86,3209507.87,0.0,1367192.17,0.0,4411861.26,0.0,0.0,5362108.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969639.84
77.0,7548301.57,2949013.03,0.0,0.0,19529.89,0.0,146474.16,0.0,0.0,1552626.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820255.28
78.0,15651956.61,19467.61,0.0,0.0,0.0,0.0,0.0,9733.8,0.0,7076475.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2482119.98,963646.58
79.0,3249163.64,8799818.18,0.0,0.0,0.0,0.0,357794.81,0.0,0.0,2862358.44,0.0,0.0,96701.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759963.64
80.0,3269317.02,3348095.75,0.0,0.0,0.0,0.0,3436721.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2904965.43
81.0,8608765.76,639120.97,0.0,0.0,0.0,0.0,639120.97,0.0,0.0,542284.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2779207.85
82.0,10538897.3,784605.41,0.0,0.0,0.0,0.0,426205.41,0.0,0.0,813664.86,0.0,0.0,9686.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2838140.54
83.0,8227121.82,234224.11,0.0,0.0,0.0,0.0,770987.69,0.0,0.0,136630.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127535.65
84.0,934908.94,549379.48,240955.91,0.0,0.0,0.0,2351729.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732505.97
85.0,4848352.13,981447.8,0.0,0.0,0.0,0.0,539796.29,0.0,0.0,68701.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1364212.44
86.0,10074752.68,174706.69,58235.56,0.0,0.0,0.0,349413.39,0.0,0.0,5017964.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3319427.19
87.0,7904338.75,2988225.63,0.0,0.0,38557.75,0.0,1301324.06,0.0,0.0,886828.25,0.0,0.0,57836.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2245988.94
88.0,12253233.61,1575415.75,262569.29,0.0,9724.79,0.0,408441.12,0.0,0.0,739083.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150831.5
89.0,9076817.35,38914.54,0.0,0.0,0.0,0.0,29185.91,0.0,0.0,97286.36,0.0,0.0,19457.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507938.57
90.0,7824524.1,2279737.88,0.0,0.0,656873.63,0.0,454015.6,0.0,0.0,405716.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2811032.73
91.0,9528377.11,526645.2,0.0,0.0,0.0,0.0,341344.11,0.0,0.0,682688.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340645.35
92.0,486341.26,9726.83,0.0,0.0,6906045.84,0.0,145902.38,0.0,0.0,1176945.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2733237.86
93.0,1984697.01,469287.96,0.0,0.0,0.0,0.0,821253.94,0.0,0.0,6697130.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831030.77
94.0,5172111.96,2416239.92,0.0,0.0,0.0,0.0,756894.43,436669.87,0.0,2435647.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3949436.34
95.0,652741.51,9599.14,47995.7,0.0,0.0,0.0,739133.76,9618338.06,0.0,67193.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255797.85
96.0,1563143.36,580034.33,0.0,0.0,0.0,0.0,4119226.83,2447941.48,0.0,452230.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2379123.85
97.0,3794988.67,356382.18,77055.61,0.0,0.0,0.0,2822161.62,0.0,0.0,134847.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059514.6
98.0,4270479.66,1390844.29,0.0,0.0,0.0,0.0,3300806.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2448669.53
99.0,11802261.02,863107.01,0.0,0.0,0.0,0.0,640056.88,0.0,0.0,572172.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5353203.03
