Activity,SCTG01_FKP_LVSK,SCTG02_FKP_AGRI_cereal,SCTG03_FKP_AGRI_other,SCTG04_FKP_FEED,SCTG05_FKP_FOOD_meat,SCTG06_FKP_AGRI_grain,SCTG07_FKP_FOOD_prep,SCTG08_FKP_FOOD_alc,SCTG10_CMS_CLAY,SCTG11_CMS_SAND,SCTG13_CMS_MINE_nonmet,SCTG14_CMS_MINE_met,SCTG15_PCC_COAL,SCTG16_PCC_PETR_crude,SCTG17_PCC_FUEL,SCTG18_PCC_PETR_oil,SCTG19_PCC_COAL_prod,SCTG20_PCC_CHEM_basic,SCTG21_PCC_CHEM_pharma,SCTG22_PCC_CHEM_fert,SCTG23_PCC_CHEM_prod,SCTG24_PCC_PETR_plast,SCTG25_FWP_LOGS,SCTG26_FWP_WOOD,SCTG27_PPP_PAPR_puplp,SCTG28_PPP_PAPR_paper,SCTG29_PPP_PAPR_print,SCTG30_OTH_CLTH,SCTG31_CMS_MIN,SCTG32_MIT_METL_base,SCTG33_MIT_METL_prod,SCTG34_MIT_MACH,SCTG35_MIT_ELCT,SCTG36_MIT_TRAN,SCTG37_MIT_INST_transp,SCTG38_MIT_INST_prec,SCTG39_OTH_FURN,SCTG40_OTH_MISC,Energy,Retail Trade,Transport,Wholesale Trade,Construction,Communications and Utilities,Accommodations,Personal and Other Services and Amusements,Entertainment Services,Food Services,Higher Education,Fire Business and Professional Services,Internal Services Resources,Tax Receipts,Investing Receipts,Return Investment Receipts,Proprietor Income Receipts,D1-Production Specialists,D2-MaintConstRepair Specialists,D3-ProtectTrans Specialists,D4-Blue Collar Unskilled,FLR Agriculture,FLR Logging,A1-Mgmt Bus,B1-Prof Specialty,B2-Education,B3-Health,B4-Technical Unskilled,C1-Sales Clerical Professionals,C2-Sales Service,C3-Clerical,C4-Sales Clerical Unskilled,FLR Office,Internal Services Energy,FLR Heavy Industry,Internal Services Construction,Internal Services Manufacturing,FLR Light Industry,SCTG41_WASTE_SCRAP,Internal Services Wholesale,FLR Warehouse,FLR Retail,Internal Services Retail Store,Internal ServicesTransport,Internal Services Information,Internal Services Utilities,Government Administration,Health Services,FLR Hospital,FLR Institutional,Internal Services Education k12,Capital Transfer Receipts,FLR K12,FLR Accommodation,Internal Services Government Administration,FLR Government Support,Government Support Receipts,Education Reports to Sponsors,Teaching K12,FLR SFD,FLR RRSFD,FLR AT,FLR MF,FLR MH,FLR RRMH
ENT_ent_ret,0,7.056009821E-8,2.560122266E-5,0,3.225560431E-5,4.327292572E-6,5.111641804E-5,1.977603097E-5,0,0,0,2.079491096E-4,5.89905369E-7,1.762029569E-6,1.084008181E-5,8.648749827E-6,2.36943044E-4,1.428679752E-6,3.966672466E-6,2.217182191E-5,1.153479843E-5,2.419254997E-5,0,5.457942825E-5,3.924693738E-5,2.975156531E-5,1.759044972E-5,1.164714467E-5,1.711323603E-5,4.235612141E-5,2.255458639E-5,2.501555173E-5,5.434800551E-5,2.061965006E-6,7.533998314E-7,9.964525134E-7,1.369397614E-5,8.188392712E-6,0.004363243,4.681734208E-5,2.628011571E-4,1.494431053E-4,1.764365152E-4,4.253497464E-4,2.720122393E-5,2.002125839E-4,0.001630883,1.411432604E-4,5.316779789E-5,0.003559128,0,0.001055137,2.229229949E-6,9.189953562E-4,5.695270956E-4,4.824832286E-5,3.867176129E-4,3.221260849E-4,6.736582145E-4,0,0,0.001269507,4.880155902E-4,5.217772195E-5,1.078330297E-5,5.151216174E-4,6.809373153E-4,3.930330568E-4,5.684609059E-4,0.002252952,0,0,0,0,0,0,0,0,0,0.001751695,0,0,0,0,0,5.98565839E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOSP_acc_acc,1.144508346E-7,1.800187192E-6,3.164459258E-6,3.226504175E-9,5.530337148E-5,1.894138768E-5,3.981549889E-5,2.983093509E-6,0,0,0,5.043325018E-6,1.900921006E-6,6.651550848E-6,2.671618131E-5,2.131549081E-5,5.788737326E-4,1.646245209E-6,0,0,3.754597628E-6,4.640327461E-5,0,6.134213618E-5,1.873251749E-4,1.749355579E-4,2.849005068E-5,7.494290003E-6,1.358354621E-5,1.907946853E-6,7.224950969E-5,2.442909499E-5,1.267918997E-4,2.780022896E-6,0,2.333371754E-7,1.294197318E-6,1.091707873E-5,0.00964283,5.544174928E-5,2.351051371E-4,1.124706323E-4,6.205969257E-4,8.461858379E-4,4.48949213E-5,1.616085501E-4,7.33262932E-5,6.223414093E-4,0,0.003394086,0,0.001167428,1.775379928E-6,0.001598562,2.884852584E-4,8.815277397E-5,2.874722704E-4,1.581560064E-4,0.00117842,0,0,0.001894678,3.342765922E-5,0,7.524407124E-7,3.623797238E-5,2.382362727E-4,1.061307121E-4,9.136829758E-4,0.001343241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002540967,0,0,0,0,0,0,0,0,0,0,0
HOSP_eat_ret_acc,2.19660451E-5,1.363296178E-4,1.776698264E-5,1.322383923E-5,3.635287867E-4,1.07605556E-4,4.809375387E-4,9.052870155E-5,0,0,0,8.02815066E-6,2.448468877E-6,2.96618623E-6,1.452679135E-5,1.159018939E-5,4.699295969E-4,1.279527714E-5,0,2.253624189E-6,5.012034762E-6,3.582478093E-4,0,2.760575153E-4,9.479469009E-5,8.933620848E-5,8.94212917E-6,2.595117621E-6,1.40594304E-4,4.753514804E-5,1.281672303E-4,2.208612714E-4,1.333884429E-4,7.846868357E-6,0,4.349522897E-6,7.660548363E-6,1.537258686E-5,0.005026357,5.23103372E-5,2.432239999E-4,5.833134637E-4,1.688145567E-4,4.825055948E-4,4.301967419E-5,7.233758515E-5,1.579289528E-4,1.711296209E-4,0,0.002465996,0,0.001015671,2.180760021E-6,0.001015765,2.35848318E-4,1.357885958E-5,2.410201887E-5,1.775459095E-4,1.533387403E-4,0,0,0.00169383,1.427252664E-5,0,2.783432365E-6,4.668415568E-5,1.302355395E-5,5.294285947E-4,1.532020542E-4,0.006184042,0,0,0,0,0,0,0,0,0,0.001431891,0,0,0,0,0,0,0,0,0,0,0,0.001431891,0,0,0,0,0,0,0,0,0,0,0
SERV_tech_off,5.058318493E-6,8.52148878E-6,7.941021977E-6,3.234505584E-6,7.968452564E-7,1.536464822E-7,1.731007046E-6,9.388334377E-8,3.023899581E-6,2.284099764E-6,2.350458317E-6,1.842471829E-5,3.853497219E-6,1.808515208E-6,8.485548278E-6,6.770195796E-6,2.383693354E-4,1.819158933E-5,1.408063326E-5,7.403572454E-6,9.196466635E-6,6.595212471E-5,7.191962368E-7,1.6543725E-5,1.804047133E-5,1.306459217E-5,2.374196629E-5,1.02812885E-6,3.424361421E-5,2.312341712E-5,3.781276246E-5,1.763182663E-4,3.301416582E-4,4.755534064E-6,1.303107524E-7,3.020022996E-5,1.45871536E-6,1.764240915E-5,9.570438415E-4,3.510889655E-5,1.850023691E-4,1.100776572E-4,2.156301343E-4,6.787405E-4,9.023972234E-5,1.024912854E-4,1.151493416E-4,3.170151322E-4,2.689060011E-6,0.002958706,0,7.896538591E-4,2.54865995E-6,0.001170707,0.001243106,1.101540693E-4,1.473710145E-4,4.584435374E-5,4.060913852E-5,0,0,0.00250588,0.003469188,4.835076197E-6,1.0580854E-4,7.498799241E-4,2.278131287E-4,6.656499068E-7,5.986609031E-4,4.908973278E-5,7.744011818E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.279551599E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERV_site_li,0,0,1.401461923E-4,0,0,0,0,0,0,0,3.987593402E-7,3.920573363E-5,2.706746045E-7,8.743739386E-7,2.373985481E-4,1.894083398E-4,0.004621762,6.841609866E-5,0,5.713855353E-5,1.526892811E-5,1.979591761E-4,2.721203828E-6,9.928234067E-5,1.779505692E-5,1.96518431E-5,4.358203569E-6,5.964839147E-6,4.051509677E-5,1.122296962E-4,8.944191359E-5,8.631501114E-4,6.972703268E-4,3.681051021E-5,6.841967206E-7,2.358399252E-5,3.457644425E-6,1.155234077E-5,0.001012428,1.004559745E-4,1.694859238E-4,4.851940903E-4,5.117180262E-5,6.319930544E-4,4.946929403E-5,1.980627276E-4,4.584694761E-5,1.476603211E-4,1.071215956E-5,0.002235212,0,9.189436678E-4,1.862090016E-6,0.001204372,0.001019579,6.104237982E-4,0.001965864,1.072201776E-4,0.002717361,0,0,4.334943369E-4,1.407752425E-4,0,3.701916057E-6,4.800750685E-5,2.583977766E-4,2.678938245E-6,3.696405038E-4,1.67570106E-5,0,0,0,0,0,1.688022021E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERV_home_xxx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001322216,6.425079846E-6,0,0,8.373171295E-5,1.236981348E-6,3.031690358E-5,0.004324347,0,0,9.426036559E-5,2.564917086E-4,0,9.209414566E-5,8.069179603E-4,0,0,1.118724467E-4,0.021487774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERV_bus_off,1.149617788E-7,5.219637842E-7,2.743318532E-7,1.030755392E-8,1.096955859E-8,0,1.226469948E-7,0,5.634778688E-8,8.987436217E-8,3.695247841E-8,5.763800345E-6,3.553895738E-7,1.078025662E-6,6.162065802E-6,4.916401849E-6,1.479668572E-4,5.075040008E-6,6.955129805E-9,2.403865729E-8,9.764471542E-6,4.445453669E-5,5.019695948E-8,1.725913353E-5,2.520020826E-5,1.546956264E-5,2.114747258E-5,1.970087027E-7,6.794077763E-6,3.663757525E-6,2.861187204E-5,1.355443783E-5,3.949482052E-4,7.077341706E-6,1.906349745E-9,9.320866411E-6,5.228792475E-7,7.531981282E-6,0.001383915,5.823178435E-5,1.53311441E-4,8.713178249E-5,9.043201135E-5,8.150369977E-4,6.342360575E-5,1.418421307E-4,1.700976427E-4,2.590828808E-4,4.500000159E-7,0.003306975,0,7.787838113E-4,3.196719945E-6,0.001092958,2.952887444E-4,2.193339751E-4,4.433453723E-4,0.001553098,4.289168282E-4,0,0,0.003111355,8.157789125E-4,7.966568205E-7,1.969366131E-4,3.917388094E-4,8.981808787E-4,7.156111678E-5,0.001898614,4.79874725E-4,9.654263849E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.729250686E-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERV_nonp_off_inst,0,0,6.242761629E-6,0,2.263793613E-5,1.105754654E-5,2.310776472E-5,1.114326551E-6,0,0,0,5.35065883E-5,2.314164647E-7,7.592664701E-7,6.164813385E-6,4.918589639E-6,2.097778633E-4,4.206265203E-7,2.639875675E-6,0,5.599623364E-6,9.453766688E-5,0,1.22323574E-4,3.667940473E-5,3.874248068E-5,5.894846254E-5,1.075083401E-5,1.697411426E-5,1.846672785E-5,3.083316187E-5,3.222316445E-5,8.363540837E-5,1.201480882E-5,0,2.261738882E-5,1.442437451E-6,1.221000457E-5,0.001295214,3.412139995E-5,4.198188835E-4,1.470028365E-4,0.001204276,9.301839746E-4,3.801339335E-5,1.509201829E-4,1.208793183E-4,1.834877912E-4,1.215741577E-4,0.00616766,0,5.655388813E-4,2.322419959E-6,0,2.566027106E-4,3.656478657E-5,5.997917833E-5,1.09852459E-4,1.941168593E-4,0,0,0.001734576,0.002376407,1.752983735E-5,9.012941155E-5,8.141651633E-4,2.184112382E-4,2.309288902E-5,8.250487735E-4,0.001163251,2.567631891E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.038500149E-6,0,0.002015711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERV_stor_ret,0,0,0,3.001176196E-7,1.314675046E-5,1.146610884E-5,3.933903645E-5,0,0,1.514457495E-6,7.659453161E-8,1.935691107E-4,3.646875371E-7,1.489756187E-6,6.782909622E-6,5.411741768E-6,1.816569711E-4,6.14216242E-6,1.898077358E-7,1.393908292E-6,5.372031956E-5,9.663311357E-5,0,2.201292955E-4,2.123374725E-5,2.851791032E-5,3.157981337E-5,7.261276096E-6,4.511310181E-5,6.306214345E-5,3.662421659E-5,1.80981704E-4,7.352441025E-5,7.075792837E-6,0,2.075932025E-5,1.604644581E-6,4.056806574E-5,0.00271058,5.842052269E-5,1.62022101E-4,4.32939094E-4,1.629447215E-4,6.910073571E-4,3.398711124E-5,3.248077119E-4,1.87076017E-4,1.941691589E-4,1.048000016E-7,0.00274111,0,0.001010491,1.576030058E-6,2.221243049E-4,0.002856304,2.256905282E-4,1.285830949E-4,4.666829773E-4,3.021445882E-4,0,0,7.802133332E-4,8.563376468E-5,0,2.273678911E-5,2.176285052E-4,4.731439403E-4,0.001373408,3.555737785E-4,0.001047064,0,0,0,0,0,0,0,0,0,0.001260276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_admn_gov,1.461291868E-5,1.300657823E-5,7.225861918E-5,1.955927928E-6,8.150129725E-5,2.519960435E-5,7.603984704E-5,4.88873502E-6,0,0,1.912477746E-4,2.424455658E-7,1.447572049E-5,8.411698786E-7,2.120045392E-4,1.691477373E-4,0.005077829,3.332218912E-4,1.221410203E-4,1.525826228E-4,5.571579823E-5,4.784631601E-4,8.248741068E-8,4.650113115E-4,1.673147926E-4,2.238850575E-4,8.354634338E-5,2.502797724E-5,4.807049118E-5,1.778239675E-5,1.387365774E-4,8.582496666E-4,0.001089207,1.23612117E-4,7.963915705E-4,7.371439715E-4,4.098163117E-5,1.467314578E-4,0.004478126,4.216576053E-5,5.608837819E-4,9.659568314E-4,0.009014458,0.002756743,1.451519929E-4,3.895124828E-4,2.081672283E-4,8.305159281E-4,5.638370058E-4,0.006134111,0,0.001130863,5.495229743E-6,0.001441886,0,3.055217967E-4,8.089704788E-4,0.007085974,3.850744106E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044533804,1.265521714E-4,0,0,0,0,0,0,0.004085761,3.035689879E-4,0,0,0,0,0,0,0,0,0
GOV_offc_off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006966603,0.005573553,1.002314239E-4,5.611356464E-4,0.001725948,0.001048586,9.106482139E-6,0.003576482,4.995166673E-4,0.001168371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGOV_acct_gov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154302445E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.871562266E-4,0,0,0,0,0.005956403,0,0,0,0,0,0,0,0
SLGOV_acct_gov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.578359838E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004056773,0,0,0,0,0.002780705,0.001933364,0,0,0,0,0,0,0
CAP_acct_gov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.677396108E-4,0,0.013835456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90489319E-4,0,0,0,0,0,0,0,0,0,0,0,0,0
HH0to8k1to2,1.863717437,0.46886152,9.180362701,0.832224429,6.443809509,3.538167,12.193572044,4.539404869,0.165362865,0.034764707,0.029397089,0,0.018479044,0,2.853610516,2.276751995,57.5676651,0.279057205,4.69568491,0.426470041,1.43251884,3.991351843,0,2.591216803,1.541623831,1.70072782,0.972731054,2.624394417,1.375089526,0.139928207,0.848594308,9.916892052,29.065700531,0.964787722,0.865012109,2.766201019,1.613275766,3.020111084,239.342987061,29.968410492,15.824802399,18.354867935,14.19733429,43.496780396,17.528053284,63.792163849,27.812397003,66.41960144,97.770675659,112.011192322,0,6.630028725,0,29.683233261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.115127563,0,0,0,2.791708469,0,0,0,0,0,1.550697327,17.14752388,518.506713867,518.524475098,331.5,368.799987793,274.59375,276.5
HH0to8k3plus,0.474655747,0.119410701,2.338075399,0.211952791,1.64112401,0.901108265,3.105486155,1.156105876,0.042114984,0.008853953,0.007486917,0,0.004706284,0,0.726763964,0.579848349,14.66146183,0.071070917,1.195907593,0.108614348,0.36483711,1.016526461,0,0.659936905,0.392624229,0.433145165,0.247737318,0.668386638,0.350210875,0.035637233,0.216121912,2.525656462,7.402517796,0.245714292,0.220303237,0.704502344,0.410872668,0.769168615,60.956413269,7.632422447,4.030296326,4.674659252,3.615808964,11.077858925,4.464083672,16.246730804,7.083323479,16.915893555,24.900453568,28.527261734,0,1.688550591,0,7.559792042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.815937042,0,0,0,0.710998595,0,0,0,0,0,0.394935071,284.313903809,583.466674805,632.200012207,453.700012207,272.600006104,309.600006104,306.850006104
HH8to15k1to2,1.415126204,0.355935842,6.697578907,0.631772101,4.892362595,2.686146498,9.225570679,3.528791428,0.083762527,0.022626534,0.022736177,0,0.015858792,0,1.615798831,1.289164424,32.68705368,0.219926208,5.552395821,0.233181566,1.133274555,2.557236433,0,1.341587424,1.213061452,1.464304686,0.704979479,1.697312236,0.941399276,0.077230975,0.542015493,6.096482277,14.509942055,1.824739337,0.27207312,3.301901102,0.705808222,1.488417745,187.16178894,14.831476212,7.880281925,9.541190147,7.191485882,29.012496948,4.269379139,34.198631287,13.112550735,35.320007324,33.748775482,80.905418396,0,0,39.43693161,15.03567791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.715026855,0,0,0,2.679744959,0,0,0,0,0,1.038126588,10.838602066,571.561523438,525.739624023,282,211.771194458,287.684753418,338.933319092
HH8to15k3plus,1.279613256,0.321850091,6.051530361,0.571271002,4.423861027,2.428913355,8.341561317,3.192280531,0.075024113,0.020395108,0.020566074,0,0.014371513,0,1.451614499,1.158170104,29.367744446,0.199003935,5.054794788,0.209296599,1.025533795,2.304230452,0,1.202375054,1.09762764,1.327050209,0.636893511,1.529707789,0.84948802,0.069337361,0.488355935,5.488082409,12.990732193,1.668744564,0.239416882,3.006329298,0.629310548,1.332075953,169.332275391,13.275233269,7.054693699,8.552087784,6.441242695,26.165353775,3.705410719,30.679405212,11.719506264,31.678405762,29.822151184,73.086761475,0,0,36.337215424,13.46709919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.992721558,0,0,0,2.432741642,0,0,0,0,0,0.936324358,271.504425049,623.75,518.866638184,374.75,297.799987793,282.200012207,273.200012207
HH15to23k1to2,1.969830394,0.475448936,9.335502625,0.878369331,6.811964989,3.64845562,12.606785774,4.456671238,0.157092348,0.032960307,0.031184914,0,0.019404193,0,2.302556515,1.83709383,46.896766663,0.287482321,9.698947906,0.415683895,1.471039057,3.544224501,0,2.447994947,1.701019406,2.031344891,0.982832551,1.897558093,1.556633353,0.128514081,0.775288403,10.742930412,22.494512558,2.825697422,0.817043722,5.166265488,1.344967723,3.420366526,265.349487305,27.199174881,13.014174461,11.776097298,13.487262726,40.760749817,4.068590164,51.497844696,19.231506348,46.517520905,20.101011276,115.743255615,0,9.172000885,66.730751038,28.198642731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.580352783,0,0,0,6.384886265,0,0,0,0,0,0.99533242,10.640572548,569.424499512,606.299987793,378.649993896,207.496292114,288.617980957,339.100006104
HH15to23k3plus,1.744916916,0.421162575,8.269582748,0.7780779,6.034181118,3.231878281,11.16735363,3.94781208,0.139155671,0.029196929,0.027624246,0,0.017188638,0,2.039652586,1.627336025,41.542137146,0.254657835,8.5915308,0.368221492,1.303077102,3.139548063,0,2.168484926,1.506798387,1.799407721,0.870613575,1.68089664,1.378898382,0.113840453,0.686766624,9.516311646,19.926109314,2.503061533,0.723754406,4.576385975,1.191400409,3.029832125,235.052124023,24.093597412,11.528227806,10.431511879,11.947299004,36.106723785,3.604042292,45.617870331,17.035669327,41.206192017,17.805894852,102.527793884,0,8.124750137,59.111488342,24.978948593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.055862427,0,0,0,5.655865669,0,0,0,0,0,0.881686151,266.812255859,644.200012207,563.239990234,352.626647949,258.466674805,286,413.899993896
HH23to32k1to2,2.459006548,0.612747252,11.705640793,1.095560431,8.4953022,4.640585899,15.96261692,5.225898743,0.185621917,0.036208272,0.04376211,0,0.020267053,0,2.960402489,2.36195612,60.028694153,0.322550744,10.68318367,0.505382478,1.997984767,4.414482117,0,2.647450447,2.392524242,2.565311909,1.197174191,2.733870506,1.64221251,0.139814228,0.949764669,9.635350227,22.928962708,3.5250175,0.459602863,5.696496964,1.312415838,3.36537528,312.004730225,27.455846786,13.471041679,17.970972061,15.936687469,47.973617554,5.739463806,80.793273926,27.400465012,59.341896057,28.377714157,141.419189453,0,25.935020447,52.464359283,33.319805145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.137817383,0,0,0,9.119891167,0,0,0,0,0,1.162284493,11.527309418,573.672424316,611.742858887,305.712493896,220.733322144,320.890930176,311.404541016
HH23to32k3plus,2.289023876,0.570871294,10.897766113,1.019804597,7.90784359,4.321952343,14.864809036,4.856204033,0.172528222,0.033581764,0.04085793,0,0.018767068,0,2.757913351,2.200400114,55.916294098,0.299344957,9.909049034,0.470108569,1.86391592,4.1090765,0,2.45421958,2.233870983,2.38871932,1.113673687,2.554023504,1.521160007,0.129633501,0.883658946,8.87481308,21.215044022,3.281285286,0.413809866,5.283880711,1.212520242,3.110106707,289.955444336,25.395313263,12.470392227,16.81054306,14.812519073,44.58455658,5.359243393,75.621383667,25.591278076,55.271633148,26.49826622,131.566619873,0,24.504709244,48.065975189,30.969438553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.705383301,0,0,0,8.518227577,0,0,0,0,0,1.079932213,260.994659424,588.632263184,626,339.914276123,253.360015869,270.866668701,304.700012207
HH32to46k1to2,3.008609295,0.756989598,14.619403839,1.343663096,10.402915001,5.712252617,19.656349182,6.590614319,0.230015844,0.055334821,0.052128598,0,0.021227125,0,3.661799908,2.921565771,74.094284058,0.362130731,10.340576172,0.619885027,2.469764948,6.127590179,0,3.627915144,2.805738211,2.918753624,1.672525883,3.689693928,2.180779219,0.20442082,1.302780628,12.367774963,34.226734161,5.782160759,1.112671614,6.332215309,1.853441715,4.439196587,351.207092285,42.863109589,17.44335556,43.317985535,19.748157501,60.067649841,7.896465778,112.66835022,35.690010071,85.094589233,31.928308487,185.92225647,0,53.896274567,16.422197342,41.288677216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.593597412,0,0,0,13.083300591,0,0,0,0,0,1.779935598,9.912708282,547.580932617,568.221923828,310.156585693,207.938308716,320.861541748,310.11428833
HH32to46k3plus,2.773581505,0.697903037,13.484818459,1.238790631,9.590551376,5.266284943,18.122465134,6.083483696,0.212202564,0.051340248,0.047982857,0,0.019504348,0,3.376149178,2.693659544,68.312133789,0.333255976,9.471419334,0.571602702,2.276284933,5.668153286,0,3.357824564,2.581335783,2.68472147,1.547575355,3.407822132,2.01720047,0.18948631,1.204857826,11.445180893,31.754459381,5.369250774,1.044469714,5.826372623,1.717934966,4.107675076,323.109924316,39.807987213,16.12686348,40.472324371,18.21878624,55.433242798,7.29772234,104.107757568,32.933673859,78.767120361,29.335842133,171.761489868,0,50.162246704,14.110038757,38.091129303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.594726562,0,0,0,12.103432655,0,0,0,0,0,1.650932789,265.242431641,617.720031738,563.738464355,364,236.933319092,305.700012207,335.519989014
HH46to61k1to2,3.176141024,0.797794163,15.600009918,1.415902615,10.973928452,6.022953987,20.773256302,6.956119537,0.328102678,0.079171024,0.060325745,0,0.02089191,0,4.353384018,3.473345995,88.101379395,0.388046861,8.98931694,0.855814159,2.795443773,7.568820953,0,4.73531723,3.281882286,3.153685331,1.990749836,4.440619946,2.581825018,0.259012103,1.633977294,14.174928665,40.423778534,7.22855854,1.492606282,6.153995037,2.359205961,5.498270512,370.879180908,51.852706909,19.999000549,64.412078857,28.169464111,70.664543152,9.04605484,119.378837585,41.451324463,112.657073975,41.06211853,223.055053711,0,96.32194519,3.879033566,58.895618439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.739562988,0,0,0,15.63084507,0,0,0,0,0,3.841316462,7.825583458,575.126708984,585.65625,325.466674805,210.800003052,300.533325195,338.200012207
HH46to61k3plus,2.899106503,0.728169739,14.241057396,1.292329788,10.01651001,5.497402191,18.961431503,6.347661972,0.301176012,0.072613597,0.055187136,0,0.019053068,0,3.983445883,3.178190708,80.615486145,0.354444534,8.179674149,0.785211384,2.555541754,6.926688194,0,4.33769083,3.003240824,2.881392956,1.820415258,4.062938213,2.36080265,0.237067983,1.495847344,12.951637268,36.940605164,6.6123209,1.364752769,5.608926773,2.159541845,5.031778812,338.676849365,47.399333954,18.276569366,59.054031372,25.857658386,64.634971619,8.267422676,108.922294617,37.905212402,103.222511292,37.650886536,204.061752319,0,88.613899231,3.493666887,54.06218338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.544525146,0,0,0,14.295040131,0,0,0,0,0,3.54377079,250.783355713,608.628540039,567.072692871,353.435302734,229.976470947,314.899993896,320.766662598
HH61to76k1to2,3.347270012,0.840313971,16.46270752,1.491300225,11.562347412,6.344921112,21.899223328,7.294094563,0.379436374,0.090053402,0.06567914,0,0.021618288,0,4.762238503,3.799550056,96.393424988,0.413122088,8.911136627,0.981447041,3.037816048,8.398539543,0,5.336630344,3.587605476,3.389928341,2.157722712,4.884584904,2.815744877,0.289736032,1.82508409,15.399597168,43.948028564,7.984082222,1.632015467,6.332920551,2.621940613,6.06669569,391.091796875,57.010932922,21.455007553,73.005455017,32.576751709,77.282165527,9.714642525,123.599487305,44.867889404,126.808952332,45.875125885,244.428543091,0,116.553321838,3.904200792,68.110198975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.59588623,0,0,0,17.115076065,0,0,0,0,0,4.742968082,6.503598213,549.359985352,564.537841797,341.200012207,202.399993896,303.514282227,344.75
