AZone,FLR.MH,FLR.MF,FLR.AT,FLR.SFD,FLR.RRMH,FLR.RRSFD,FLR.Accommodation,FLR.Government.Support,FLR.K12,FLR.Heavy.Industry,FLR.Hospital,FLR.Institutional,FLR.Light.Industry,FLR.Office,FLR.Retail,FLR.Warehouse,FLR.Agriculture,FLR.Logging
21,0.000192752893142133,0,0.00174209418685735,0.00979627903108615,0.000112470728656640,0,0.000295806268028715,0.0000929766897040423,0.000814652421568503,0.000198786852864895,0.0000758089028007609,0.000290222106157113,0.00061201864300787,0.00405520172949929,0.00272525137963752,0.000543214352462607,0,0
22,0.00218576406802328,0.00265781202849208,0.00163890408966780,0.0086843350567366,0.000112132549990642,0.00327346320776735,0.000295806268028772,0.0000929766897040423,0.000814652421568502,0.000147703714180465,0.0000758089028007609,0.000290222106157113,0.000579318446746569,0.00397042033910366,0.00260209377191300,0.000543214352462608,0,0
23,0.00372469406331891,0.00279587518709108,0.00155303279624067,0.00947896967178515,0.000112173347641317,0,0.000295806268028607,0.0000929766897040423,0.000814652421568503,0.000198751629511936,0.0000758089028007609,0.000290222106157113,0.000612039632762659,0.00397407106737260,0.00261829020862885,0.000543214352462608,0,0
24,0.000192554397351838,0.00265659484775307,0.00179477738474393,0.0123817765807218,0.000112287579959963,0,0.000295806268028772,0.0000929766897040423,0.000814652421568503,0,0.0000758089028007609,0.000290222106157113,0,0.00437802630160544,0.00285513946628418,0.000601289447587426,0,0
25,0.00157481807739159,0.00279203835101862,0.00143036462677075,0.00776103798708867,0,0,0.000295806268028772,0.0000929766897040423,0.000814652421568503,0.000758730774011215,0.0000758089028007609,0.000290222106157113,0.0560422872395768,0.00850227538223846,0.00313423043245835,0.00765552147565986,0,0
26,0.000222943968290563,0.00358324179528119,0.00174355079780114,0.00952834395009441,0,0,0.000295806268028772,0.0000929766897040423,0.000814652421568503,0.00101501025916601,0.0000758089028007609,0.000290222106157113,0.000612067237165364,0.00402642256891255,0.00301184666393031,0.00747392272994447,0,0
27,0.000205658568569076,0.00300398270619153,0.00130052773493054,0.0117223896124548,0.000131980278453112,0.00395598931271012,0.000295806268028772,0.0000929766897040423,0.00144676764214101,0.000198624801882387,0.0000758089028007609,0.000290222106157113,0.000618581493560167,0.00397772406974743,0.0026646785617852,0.000543214352462608,0,0
28,0.000204600240209873,0.00401874960970782,0.00186621972765804,0.00835361494805762,0,0,0,0.0000944564434616492,0.000813689635964308,0,0.0000782824833949909,0.000306619188101127,0,0,0,0.000544008614187473,0,0
29,0.000205382071717043,0.0704952421275628,0.00545963373525936,0.0146180204273233,0,0,0.000301527046498801,0.0000944564434616499,0.00193929185157532,0.000198659591865869,0.00253337163381899,0.00490298348407712,0.000607796548824156,0,0,0.000897946357499779,0,0
30,0.000204631669978983,0.0044468249504222,0.0015294302201345,0.00952203303693391,0,0,0.000301527046471877,0.0000944564434616499,0.000813689635977538,0.000198648117890352,0.0000782824833949914,0.000306619188101138,0.000607796364320043,0.00401177562065513,0,0.000550287112552009,0,0
31,0.000204937242081296,0.00555944223867528,0.00198047565104343,0.0100093296686036,0,0,0.000287490695334491,0.0000896701505461446,0.000773756351886409,0.00020192542110065,0.000074389552040755,0.000292586532203218,0.000630311185547695,0.0087979849462346,0.00283833982618881,0.000718854586996871,0,0
32,0.000204568021154535,0.0042302843965315,0.00164194635066157,0.00898506441218063,0,0,0.000287490695334238,0.0000896701505461446,0.00234031079181831,0.000201925401375403,0.000074389552040755,0.000292586532203217,0.000618023123655057,0,0,0.000902554943596476,0,0
33,0.000204589628927771,0,0.00132605174681331,0.00740551296901811,0,0,0,0.0000944564434616499,0.000813689635977525,0,0.0000782824833949914,0.000306619188101138,0,0,0,0.000525598877796944,0,0
34,0.000204552948362501,0.0173443919939833,0.00406697506029726,0.0195322061038927,0,0,0.000287490581375468,0.0000896701505461446,0.00210906543920188,0.000197118555148860,0.000074389552040755,0.000292586532203218,0.000618021138782096,0,0,0.000520724357601962,0,0
35,0.000204208940696695,0.00316861974095192,0.0014811101402323,0.00923768840556296,0,0,0,0.0000896701505461446,0.000773756351886384,0,0.000074389552040755,0.000292586532203217,0,0,0,0.000520724357529903,0,0
36,0.000592647432432262,0,0.00135647056968456,0.00807765131802003,0,0,0,0,0.000773756351883158,0,0,0.000292586532203215,0,0,0,0,0,0
37,0.000210954440087907,0.00345736536702411,0.00141462655989695,0.0109396368809796,0,0,0,0.0000873780792190458,0.00195340492429862,0,0.000069982373301269,0.000280959950946012,0,0,0,0.00050635211075718,0,0
38,0.000208504042134490,0.00376472458592918,0.00153597600815203,0.0107241254939394,0,0,0,0.0000896701505460983,0.000773756351886407,0,0.0000743895520407184,0.000292586532203218,0,0,0,0.000520720361998632,0,0
39,0.000207074888181198,0,0.00191855541702542,0.0114464691533094,0,0,0.000287490695334455,0.0000896701505461446,0.000773756351886384,0.000201925428299887,0.000074389552040755,0.000292586532203217,0.000648176484947367,0.00386517826974908,0,0.000545998859731418,0,0
40,0.000213051612175973,0.00773590938221523,0.00219342485778644,0.0217055823967869,0,0,0.000278850436440496,0.0000873780792190458,0.000753442685859625,0,0.000069982373301269,0.000280959950946012,0.000623284552512927,0.00524050803736851,0,0.000537913875322718,0,0
41,0.000209888609891472,0.0048739908883737,0.00170016426564410,0.0142547884699751,0,0,0.000278850192092943,0.0000873780792190458,0.000753442685859387,0.000191027868651058,0.000069982373301269,0.000280959950946012,0.000621759885625991,0.00374937960699061,0,0.000564730864791932,0,0
42,0.000204428225050951,0.00722155241131682,0.00229972945324561,0.0196881303885267,0,0,0,0.0000896701505461446,0.00077375635188641,0,0.000074389552040755,0.000292586532203218,0,0,0,0.000704534574871949,0,0
43,0.000204383026102401,0.00665464671474255,0.00227442003963050,0.0109598797709144,0,0,0.000317245348342071,0.00346740343380331,0.000773756351886376,0.000201925428546069,0.109058667261918,0.000292586532203217,0.000618023124689606,0.0175592128582973,0.00494603227234667,0.000541102019765297,0,0
44,0.000194308851930419,0.00468840989193493,0.00164002437741995,0.00761916750524861,0,0,0.000513330536808051,0.0000962286384077061,0.000768293754325217,0.000201852320193926,0.0000770521930768683,0,0.000621711615362231,0,0.00476793788247258,0.000615315266297384,0,0
45,0.000194266820805873,0.00372148147278886,0.00147918790734307,0.007067446314619,0,0,0.000307940334774568,0.0000962286384077061,0.000749286169812725,0,0.0000770521930768683,0.000307076003858959,0.000582461257958539,0.00460572973783272,0.0030823030303864,0.000502515926457047,0,0
46,0,0.0202302278320498,0.00382753838764241,0.00882506085265759,0,0,0.000287490695334505,0.0000896701505461446,0.000699737660500019,0.000250014651253774,0.000074389552040755,0.000292586532203218,0.00161240637639374,0.00778068577461732,0.00265892357507807,0.00100301537012581,0,0
47,0.000204342849599986,0.0153560632391063,0.00508916652395758,0.0100667412241582,0,0,0.000287490695333161,0.0000896701505461222,0.000773756351671658,0.000201924868859299,0.0000743895520407522,0.000292586532202931,0,0,0,0,0,0
48,0,0.00516151944857353,0.00249346767130721,0.00806278962350094,0,0,0.000287490102818854,0.0000896701505461446,0.000773756351740541,0.000201223765669633,0.000074389552040755,0.000292586532202931,0.000653528780408752,0,0.00259312056433685,0.000526923255137169,0,0
49,0.000204262169064789,0.00422633637221337,0.00261138338426634,0.00963142237915122,0,0,0.000287490695334504,0.0000896701505461446,0.000773756351884433,0,0.000074389552040755,0.000292586532203214,0.000883020931203413,0.00890258989260125,0.00439837495015529,0.00164863684773492,0,0
50,0.000204363779473565,0.00500923388374389,0.00295847494738373,0.00892096716941906,0,0,0,0.0000896701505461445,0.000773756351822865,0,0.000074389552040755,0.000292586532203143,0,0,0,0.000502299168928113,0,0
51,0.000204279076694448,0.00393520575106425,0.00174283556070253,0.0112625392935868,0,0,0.000287490695327381,0.0000896701505461446,0.00223342502764204,0.000205161291943623,0.000074389552040755,0.000292586532203218,0.000618023085844544,0.00430061280461906,0,0.000525460866313168,0,0
52,0.000210357644657134,0.00597807555337471,0.00259149355222657,0.0183519277882165,0,0,0.000278850436439278,0.0000873780792190458,0.000753442685859616,0.00019160796072028,0.000069982373301269,0.000280959950946012,0.000586631177457989,0.00472865412807614,0,0.000537767431891318,0,0
53,0.000208729311688764,0.00569808654365694,0.00216137323471724,0.0150239511844458,0,0,0.000261230893410226,0.0000873780792190458,0.0013594743547216,0,0.000069982373301269,0.000280959950946012,0.000555853883076836,0,0,0.00051351184689213,0,0
54,0.000208834373345968,0.00704267878929539,0.0038491580503588,0.0243769744229042,0,0,0.000278850436440025,0.0000873780792190458,0.00217513644196555,0.000191608523845186,0.000069982373301269,0.00360183653600581,0.000586631180576395,0.00372752957074174,0.00303313716961200,0.000529980655622871,0,0
55,0.000208908993022629,0.0092339249833334,0.00437641855176428,0.0183615798264222,0,0,0.000278850436440504,0.0000873780792190458,0.00075344268585962,0.000205518781116800,0.000069982373301269,0.00536294207383656,0.00151273424518012,0.00813957878020954,0,0.00102358947369043,0,0
56,0.000204955665088119,0.00680931188321013,0.00263051137036762,0.0141506381235805,0,0,0.000287490695334505,0.0000896701505461446,0.00699836757889932,0.000201925428362828,0.000074389552040755,0.000292586532203217,0.000618023124687922,0.005333626446631,0,0.000631677497113064,0,0
57,0,0.00296540116818091,0.00135250243589586,0.0072885411836166,0,0,0,0.0000896701505461445,0.000773756334491992,0,0.000074389552040755,0.000292586532167137,0,0,0,0.000520724354280792,0,0
58,0,0.00349822727870713,0.0018367203555038,0.00799366794976582,0,0,0.000287484907738419,0.0000896701505461445,0.000773756349974816,0,0.000074389552040755,0.00029258653219963,0.000617819869663239,0.00372950881074259,0,0.000510760822657474,0,0
59,0.000629265813489035,0.00299089782990260,0.00151041373417828,0.00824789384429462,0,0,0.000278851450903337,0.0000896701505461403,0.000773756350558018,0.000187068940973057,0.000074389552040752,0.000292586532201865,0.00059664338776302,0.00324858130346737,0,0.000508412256214544,0,0
60,0.000208666104356598,0.00288710217753185,0.00135352977070330,0.00953081923467873,0,0,0,0.0000873780792190457,0.000753442685714562,0,0.000069982373301269,0.000280959950945943,0,0,0,0.000506352110691567,0,0
61,0.000208664552524316,0.00347297155843916,0.00162374147736372,0,0,0,0.000278850436440211,0.0000873780792190458,0.000753442685859628,0.000191608492825177,0.000069982373301269,0.000280959950946012,0.000586631181501135,0.00388187205098975,0.00259864727189700,0.000522116129649236,0,0
62,0.000210002897544862,0.00305377645842636,0.00180392376333952,0.0158088160984895,0,0,0.000278850436440463,0.0000873780792190458,0.00113786578649042,0.000191608604964486,0.000069982373301269,0.000280959950946012,0.000586631182615401,0.00376196003614309,0,0.000522116247557213,0,0
63,0.000208702982408732,0.00299236775582728,0.00150466695658207,0.0126177329906422,0,0,0.00027476098643293,0.0000873780792190458,0.00161577135247627,0,0.000069982373301269,0.000280959950946012,0.000571094623100941,0.00347772546065683,0,0.000509831004475578,0,0
64,0.000208694409146701,0.0037505002621198,0.00160646080249996,0,0,0,0.000278850436440504,0.0000873780792190455,0.000753442630947899,0.000210666333137014,0.000069982373301269,0.000280959950937013,0.00125429752480941,0.00729174196047304,0.00311972414784712,0.000562020001758654,0,0
65,0.000208700582782121,0.00372568168986903,0.00168657547199743,0.0127020230970164,0,0,0.000593368761396838,0.0000873780792190457,0.000753442685838505,0.000191608624194075,0.000069982373301269,0.000280959950946007,0.000586631182782759,0,0,0.000563835644260815,0,0
66,0.000208710188740625,0.00468510329115867,0.00227661870890518,0.0134484508272381,0,0,0.000278849924862662,0.0000873780792190458,0.000753442685859349,0.000190292310408703,0.000069982373301269,0.000280959950946012,0.000586607637291457,0.00363641930114755,0.00237549902000011,0.000518041822264428,0,0
67,0.000209265848186112,0.00369185303163868,0.00195464527912672,0.0147479886359033,0,0,0.000278840560316923,0.0000873780792190458,0.000753442685859608,0.000184165907760599,0.000069982373301269,0.000280959950946012,0.000586180850317284,0.00343964072764961,0,0.000514425337744969,0,0
68,0.000209092552415624,0.00696491638122008,0.00377780160057457,0.0134680902874865,0,0,0.000278850436440502,0.0000873780792190458,0.000753442685859557,0.000191608624978708,0.000069982373301269,0.000280959950946012,0.000726840357129147,0.00401446222284585,0.00315814344063116,0.00064858484767833,0,0
69,0.000208697499676118,0.00540512516955673,0.00202950746468964,0.0107456122085013,0,0,0.000470658538519682,0.0000873780792190458,0.00172405939106002,0.000191608623297888,0.000069982373301269,0.000280959950946004,0.000586631182770907,0,0.00380997115615569,0.000545894849280189,0,0
70,0.000208673317942141,0.00371552213317461,0.00159186596883626,0.0125498324569346,0,0,0,0.000422734469874022,0.000753442685859193,0,0.000069982373301269,0.000280959950946012,0,0,0,0.000542537574779291,0,0
71,0.000208701444567090,0,0.00133631163138027,0.0116788123372311,0,0,0,0.0000873780792190458,0.000753442685859424,0,0.000069982373301269,0.000280959950946012,0,0,0,0.000513511847093721,0,0
72,0.000208674774035615,0,0.00163877335104443,0.0100126739181819,0,0,0.000278850436439546,0.0000873780792190458,0.00281678747041004,0.000191608192149119,0.000069982373301269,0.000280959950946012,0.000586631178560339,0.00363802413467947,0.00259862658093951,0.000522115803975929,0,0
73,0.000210111520034034,0.00294671733686478,0.00162330604314410,0.0113765785723777,0,0,0.000278850436440506,0.0000873780792190458,0.00075344268585963,0.000191608626687329,0.000069982373301269,0.0158709460590525,0.000586631182804563,0.00373056820610682,0.00281037078883739,0.000522116275630545,0,0
74,0.000214186963724358,0,0.00602751213524363,0.0185233908369651,0,0,0.000278850436440208,0.0000873780792190458,0.00170598987063384,0.000217242003670661,0.000069982373301269,0.000280959950946012,0.000905986949124778,0.00402578884428600,0.00267833416687346,0.000539726179152515,0,0
75,0.000211499278414900,0.00797985794198682,0.00436227467193126,0.0162094955848427,0,0,0.000278482755462270,0.0000873780792190458,0.00343553282565777,0.000165749616934775,0.000069982373301269,0.000280959950946012,0.000576539695049601,0.00357439415193871,0,0.000510931678936283,0,0
76,0.000235149806528673,0.0263489730279034,0.0112699997978211,0.029277650608511,0,0,0.000278850436440506,0.0000873780792190458,0.00154880331695785,0.000191608626687832,0.000069982373301269,0.0875224620955002,0.000586631182804568,0.00756688107922775,0.00508674711559002,0.000571152329325377,0,0
77,0.000216695045841757,0.0039187983621143,0.00160699996607737,0.00962320631041423,0,0,0.000278850414187592,0.0000873780792190458,0.000753442685859617,0.000191541312421722,0.000069982373301269,0.000280959950946012,0.000586630047205079,0.00363796970724768,0.00260864871810957,0.00052204030029995,0,0
78,0.000214171686823375,0,0.00208639528597757,0.0108617649803841,0,0,0.000265412072609011,0.0000873780792190458,0.00075344268585963,0.000158044258087892,0.000069982373301269,0.000280959950946012,0.000563413915889654,0,0,0.000658873731618022,0,0
79,0.000200680225692883,0.00596936386630341,0.00206158797722012,0.0123193118134531,0,0,0.000306974844289565,0.0000939147708029305,0.000822832627100934,0.000197465481597796,0.0000786741457988437,0.000303659406083975,0.000645895286621342,0.00455882498529652,0.00292390836038609,0.000482733855164527,0,0
80,0.000201525249879090,0.00803364633431831,0.00246836491660214,0.0112151228896654,0,0,0.000306974844290424,0.0000939147708029305,0.000822832627100494,0.000197465488375528,0.0429054354556494,0.00866007253136085,0.000610487650280433,0.0176783383211291,0.00441469935319159,0.000515340247862015,0,0
81,0.000201847119323861,0.00391271540600046,0.00173729129055593,0.0100949382926666,0,0,0.000286180498984177,0.0000872279368487734,0.00153301581872944,0.000197297878388321,0.0000709786334190026,0.000282592477116048,0.000605075849079808,0,0.00304540635030390,0.000483116159154145,0,0
82,0.000204056787981694,0.00520665321092512,0.00219434015625404,0.0154845305181004,0,0,0.000286180498983113,0.0000872279368487734,0.00116080709546816,0,0.0000709786334190026,0.000282592477116048,0.000605075846547369,0.0043116773400464,0,0.000508163387654346,0,0
83,0.000203931740780098,0,0.00155640127881162,0.0116190010487463,0,0,0.000286180498984259,0.0000872279368487734,0.000764303573547085,0.000197297894749856,0.0000709786334190026,0.000282592477116048,0.000605075849268901,0.00378689408371642,0.00260058942803177,0.00077086292857881,0,0
84,0.000233969606068684,0.00553177154389125,0.00147725042175251,0.0101451236849343,0,0,0.000286180498984303,0.0000872279368487734,0.000764303573320805,0.000197297903600717,0.0000709786334190026,0.000282592477116012,0.000605075849371192,0.00748362252420344,0,0.000511837219132254,0,0
85,0.000233492771044255,0,0.00190904184428873,0.0116195077404751,0,0,0.000286180498983937,0.0000872279368487732,0.00119130160799176,0.000197297830760246,0.0000709786334190026,0.000282592477116048,0.000605075848529363,0.00526684211878321,0,0.000532101139454072,0,0
86,0.000241796331544449,0,0.00285124525704172,0.0136263254951997,0,0,0.000286180498979997,0.0000872279368487734,0.000764303573547138,0.000197297019351166,0.0000709786334190026,0.000282592477116048,0.000605075826103916,0.00460233100246718,0,0.000507087176379888,0,0
87,0.000202183550839918,0.00913809920458182,0.00217175605775775,0.0142727635019432,0,0,0.000286180498984302,0.0000872279368487734,0.00110133825558232,0.000197297903501119,0.0000709786334190026,0.000282592477116048,0.000667709571905786,0.00408286973514087,0.00302607508607392,0.00048941804689066,0,0
88,0.000206165305916239,0.00752175266561155,0.00235656010022299,0.0182925024006864,0,0,0.000286180498982763,0.0000872279368487734,0.000764303573547137,0,0.0000709786334190026,0.000282592477116048,0.000605075845830924,0.0043988444695343,0,0.000508031202621299,0,0
89,0.000200882950534388,0,0.00179778038950278,0.010479423086824,0,0,0.000306229654756475,0.0000955590285151124,0.000829006389801806,0.000192777397444181,0.0000766056320631421,0.000305583405208362,0.000614253866644036,0,0,0.00051066881296057,0,0
90,0.000215060805595064,0.0160136968573821,0.00768152100672943,0.0162671961767327,0,0,0.000306414673768853,0.0000955590285152463,0.000829006389801829,0.000201865709456321,0.0000766056320631436,0.000305583405208362,0.000618134126589421,0,0.00301486394886844,0.000526015556259422,0,0
91,0.000223604899191068,0,0.00232573269393835,0.0124649799272395,0,0,0.00028618049897923,0.0000872279368487734,0.000764303573547123,0.000197296866682483,0.0000709786334190026,0.000282592477116048,0.000605075824339455,0.00455742654383884,0.00287792946240918,0.000506095881955171,0,0
92,0.000217900258087941,0.0148314619603769,0.00681992918093894,0.0113547274686912,0,0,0.000306414673768857,0.0000955590285152463,0.000829006389775562,0.000201865710983039,0.0000766056320631436,0.000305583405208362,0.000618134126600779,0.0904888583320427,0,0.000616249217495746,0,0
93,0.00020458202014433,0.00474314707405372,0.00254515785596468,0.0104371069266605,0,0,0.000286180498984272,0.0000872279368487734,0.00165424680441807,0.000197297897410887,0.0000709786334190026,0.000282592477116048,0.000605075849299655,0.0047736002291735,0,0.000777515231713187,0,0
94,0.000234937180781134,0.00697535804576129,0.00307007623220239,0.0117665489369717,0,0,0.000286180498984302,0.0000872279368487734,0.00114611747976848,0.000197297903391351,0.0000709786334190026,0.000282592477116048,0.000714325969052415,0.00617513433115373,0.00260058976332596,0.000777205011434073,0,0
95,0.000249358716877637,0.00587042872723111,0.00241969906890593,0.0101973124988729,0,0,0.0378130146193833,0.0000872279368487734,0.000764303573543128,0.000197297903613263,0.0000709786334190026,0.000282592477116048,0.000605075849371337,0.0252670552727691,0,0.000886116429056793,0,0
96,0.000257162188812559,0.0085632190010526,0.00187805950322739,0.01062615576381,0,0,0.000286180498984303,0.0000872279368487734,0.000764303573543667,0.000197297903613252,0.0000709786334190026,0.000282592477116048,0.000605075849371337,0,0,0.000551334724860073,0,0
97,0.000228635050573163,0.0052058159143955,0.00162073560548022,0.00917467911756364,0,0,0.000286180498984303,0.0000872279368487734,0.000946496431542828,0.000197297903608937,0.0000709786334190026,0.000282592477116048,0.000680625513558353,0.00801050424562974,0.00660559038566639,0.000558011797163477,0,0
98,0.000223957853857312,0.009153382241552,0.00238635851358032,0.0135801393167502,0,0,0.0104933902938189,0.0000872279368487734,0.000764303573546636,0.000204893049774175,0.0000709786334190026,0.000282592477116048,0.000605075849371315,0.00533314655759043,0,0.000489418051747498,0,0
99,0.000241718397472365,0,0.00298020056975999,0.0188716052580976,0,0,0.000286180498984177,0.0000872279368487734,0.00139801505740054,0.000197297878388321,0.0000709786334190026,0.000282592477116048,0.000605075849079808,0.00579462693948394,0,0.00103571352051996,0,0
100,0,0.00319853601137536,0.00136435957558092,0.00743816726914531,0,0,0.000306974844290423,0.0000939147708029305,0.000822832626954417,0.0001974654881157,0.0000786741457988437,0.000303659406083848,0.00061048765027469,0.00483393925758681,0.00273327532001401,0.000633764443025463,0,0
101,0.000203043135219927,0.0105702395354604,0.00266445541330818,0.0177005856990267,0,0,0.000306974844290424,0.0000939147708029305,0.00121726661659518,0.000197465488346200,0.0000786741457988437,0.000303659406083975,0.000610487650277283,0.00413661272981317,0.00341413478962977,0.000753898202688642,0,0
102,0,0.00291708730551433,0.00204457848882319,0.0111360245673252,0,0,0.000306974844290391,0.0000939147708029305,0.00133178455469902,0.000197465488373499,0.0000786741457988437,0.000303659406083975,0.000610487649668924,0.00402664954852252,0.0026705817534304,0.000482734041918014,0,0
103,0.000192768535445261,0.00281979369490116,0.00280077748861128,0.0211863854300632,0,0,0.000295806268028564,0.0000929766897040423,0.000814652421568503,0.000198786992818379,0.0000758089028007609,0.000290222106157113,0,0.00394575899776934,0.00260206323055948,0.000689488353631481,0,0
104,0.000205399322178082,0.00388444914364798,0.00253654672808233,0.0152916885332103,0,0,0.000306547566025009,0.000095178214461930,0.0008262800557026,0.000197526421825748,0.0000765407331069278,0.000293046370226007,0.000659215228057446,0.00407104788406683,0.00361266018463277,0.000525277962894766,0,0
105,0.000200549057165097,0.00546392640573845,0.0016935161734067,0.0100728239043724,0,0,0.000305801553168210,0.0000939147708029305,0.00082283262710084,0.000188479391152404,0.0000786741457988437,0.000303659406083975,0.000590084868731109,0.00317807368814352,0,0.000471133922260022,0,0
106,0.000203944898722085,0.0083608126197229,0.00221607094650035,0.0116831496620785,0,0,0.0136365741591422,0.0000939147708029305,0.000822832627093385,0.000197465488227605,0.0000786741457988437,0.000303659406083969,0.000610487650277164,0.00459132359867914,0.00440614083343439,0.000482734047056763,0,0
107,0,0.00379187379039960,0.00153012819457527,0,0,0,0.000823011298379837,0.0000939147708029305,0.000822832383235613,0.000197465488045019,0.0000786741457988437,0.000303659406057132,0.000610487650273127,0,0.00444981671008549,0.000513511712484117,0,0
