Activity,SCTG01_FKP_LVSK,SCTG02_FKP_AGRI_cereal,SCTG03_FKP_AGRI_other,SCTG04_FKP_FEED,SCTG05_FKP_FOOD_meat,SCTG07_FKP_FOOD_prep,SCTG10_CMS_CLAY,SCTG11_CMS_SAND,SCTG13_CMS_MINE_nonmet,SCTG14_CMS_MINE_met,SCTG15_PCC_COAL,SCTG16_PCC_PETR_crude,SCTG17_PCC_FUEL,SCTG18_PCC_PETR_oil,SCTG19_PCC_COAL_prod,SCTG20_PCC_CHEM_basic,SCTG25_FWP_LOGS,SCTG30_OTH_CLTH,SCTG31_CMS_MIN,SCTG33_MIT_METL_prod,Entertainment Services,Fire Business and Professional Services,Internal Services Resources,Energy,Communications and Utilities,Wholesale Trade,Internal Services Energy,Construction,Internal Services Construction,SCTG06_FKP_AGRI_grain,SCTG08_FKP_FOOD_alc,SCTG21_PCC_CHEM_pharma,SCTG23_PCC_CHEM_prod,SCTG24_PCC_PETR_plast,SCTG32_MIT_METL_base,SCTG34_MIT_MACH,SCTG35_MIT_ELCT,SCTG36_MIT_TRAN,SCTG38_MIT_INST_prec,SCTG39_OTH_FURN,SCTG40_OTH_MISC,SCTG41_WASTE_SCRAP,SCTG26_FWP_WOOD,SCTG27_PPP_PAPR_puplp,SCTG28_PPP_PAPR_paper,SCTG29_PPP_PAPR_print,SCTG37_MIT_INST_transp,SCTG22_PCC_CHEM_fert,Internal Services Manufacturing,Internal Services Wholesale,Retail Trade,Internal Services Retail Store,Transport,Internal ServicesTransport,Higher Education,Internal Services Information,Personal and Other Services and Amusements,Internal Services Utilities,Health Services,Teaching K12,Return Investment Receipts,Education Reports to Sponsors,Internal Services Education k12,Accommodations,Food Services,Government Administration,Internal Services Government Administration,Tax Receipts,Capital Transfer Receipts,Investing Receipts,Government Support Receipts,A1-Mgmt Bus,B1-Prof Specialty,B2-Education,B4-Technical Unskilled,C1-Sales Clerical Professionals,C3-Clerical,C4-Sales Clerical Unskilled,D1-Production Specialists,D2-MaintConstRepair Specialists,D3-ProtectTrans Specialists,D4-Blue Collar Unskilled,C2-Sales Service,B3-Health,Proprietor Income Receipts
SERV_site_li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014371701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.365313311E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERV_home_xxx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02411744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERV_bus_off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014387125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERV_nonp_off_inst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024039539,0,6.813792425E-5,0,7.15908609E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERV_stor_ret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.650454139E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024039483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_admn_gov,0,5.443557893E-5,0,0,0,5.201695603E-5,0,0,0,0,0,0,0,0,0,0,0.002812952,1.656129098E-5,0,0,3.824002633E-4,1.57900402E-4,0,0,7.771474775E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.350582069E-4,0,0,0,0,0,0,0,0,6.387162102E-6,0,0,0,0.003783063,0,1.424491202E-4,0,0.009703903,0,0,0,0,3.361806012E-5,3.227142224E-5,0.044722177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV_offc_off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007771268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGOV_acct_gov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003295159,0,0,0,0,0,0,0.006083464,0.002649198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLGOV_acct_gov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002497832,4.419173274E-5,0,0,0,0,0,0.003702614,0.003755362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAP_acct_gov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007787652,0,0,0,0,0,0,0,2.90489319E-4,0.002882787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HH0to8k1to2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.824436426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.772777557,0,0,0,0,0,0,0,9.42538166,0,452.985778809,113.971000671,113.848686218,97.178840637,85.890594482,92.999778748,112.72808075,145.492858887,133.33001709,135.058456421,183.269104004,147.624572754,100.664848328,122.245277405,0
HH0to8k3plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719333827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.365373611,0,0,0,0,0,0,0,2.400477409,0,115.36743927,48.47845459,34.550907135,0.72351104,83.406585693,1.384796143,107.113388062,156.735412598,92.293861389,86.233039856,181.436401367,83.884063721,83.515205383,0.014728697,0
HH8to15k1to2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.655794978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.61810112,0,0,0,0,0,0,2.500771523,3.807936907,0,294.500183105,404.346862793,203.316650391,177.966522217,164.134170532,316.541320801,202.397796631,258.134460449,199.212615967,260.320343018,331.343841553,157.21673584,193.783935547,234.029907227,2.995589018
HH8to15k3plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.488847136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.282567978,0,0,0,0,0,0,2.390604734,3.385819435,0,265.450073242,217.231887817,195.779434204,173.439163208,167.920043945,180.320236206,219.57850647,276.441589355,225.21534729,247.007476807,354.100341797,172.010574341,201.308364868,195.274627686,2.760138035
HH15to23k1to2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.868263245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.952102661,0,0,0,0,0,0,0,3.954342127,0,353.23449707,510.921691895,636.492614746,460.803985596,364.47164917,346.604827881,461.550415039,703.17956543,692.754333496,633.110534668,806.519958496,395.33392334,447.101593018,416.764007568,8.965961456
HH15to23k3plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.426588535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.791900635,0,0,0,0,0,0,0,3.50283885,0,312.902496338,418.882476807,456.251678467,344.000610352,278.446807861,255.836273193,365.264251709,426.826812744,505.311889648,424.467895508,463.095336914,288.671295166,291.220916748,246.970794678,7.942236423
HH23to32k1to2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.755581856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.123054504,0,0,0,0,0,0,0,5.328890324,0,309.611785889,788.540161133,744.952209473,639.634399414,601.414733887,517.296813965,715.787597656,916.703735352,945.223205566,818.485290527,1052.038574219,560.308654785,685.040527344,680.467651367,16.598506927
HH23to32k3plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.469112396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.036361694,0,0,0,0,0,0,0,4.970345974,0,284.922607422,640.642700195,621.715881348,450.91784668,408.858154297,481.317596436,546.177734375,651.308349609,787.766540527,681.816101074,764.49597168,432.182434082,494.143280029,436.915344238,15.586392403
HH32to46k1to2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.018058777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.761192322,0,0,0,0,0,0,0,6.753836155,0,253.176544189,1145.786132812,1167.582519531,1009.674926758,886.844299316,874.545410156,987.659790039,1267.351196289,1387.592285156,1245.354003906,1574.735107422,806.003356934,918.192810059,772.578552246,31.19859314
HH32to46k3plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.696993828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.468193054,0,0,0,0,0,0,0,6.229467392,0,231.068023682,855.082519531,898.427307129,648.507751465,623.402893066,608.217407227,841.101135254,1106.022216797,1121.254272461,905.753295898,1235.524047852,688.867675781,763.99822998,693.762451172,29.008232117
HH46to61k1to2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.042854309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.681686401,0,0,0,0,0,0,0,9.085231781,0,206.164611816,1566.353149414,1597.096069336,1310.382202148,1113.132324219,965.489624023,1369.792236328,1931.705810547,1692.553466797,1654.651123047,2094.51953125,1050.514648438,1255.790893555,1196.202026367,41.96313858
HH46to61k3plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.620779037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.348762512,0,0,0,0,0,0,0,8.331644058,0,187.455764771,1181.900634766,1165.140869141,943.228942871,852.933654785,736.80090332,1251.331176758,1590.788452148,1466.501342773,1171.89074707,1690.177368164,857.298950195,945.129699707,1100.262084961,38.431602478
HH61to76k1to2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.670383453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.461639404,0,0,0,0,0,0,0,10.973596573,0,199.432983398,1764.004272461,1662.218994141,1260.325805664,1106.967773438,1108.276855469,1509.681274414,2225.968261719,1888.951293945,1798.724121094,2492.448486328,1180.889648438,1452.228027344,1255.235595703,48.480430603
HH61to76k3plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.174559593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.83770752,0,0,0,0,0,0,0,10.09244442,0,181.523834229,1270.708374023,1342.273803711,987.178161621,945.710693359,756.676269531,1219.639892578,1591.311279297,1616.350585938,1284.697631836,1760.545410156,993.926452637,1135.171142578,1054.181518555,44.452064514
HH76to106k1to2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.622859478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.729797363,0,0,0,0,0,0,0,22.874948502,0,140.440307617,1647.498413086,1769.874389648,1403.900268555,1198.178833008,1044.755004883,1571.189453125,2243.502197266,1796.177124023,1660.934814453,2389.135986328,1184.670776367,1392.004394531,1255.111572266,84.547363281
HH76to106k3plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.198503971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.647994995,0,0,0,0,0,0,0,21.130743027,0,129.860916138,1423.780151367,1455.655639648,1147.756103516,897.226135254,877.191223145,1322.638549805,1832.704101562,1523.172973633,1368.505126953,1787.631225586,1030.023681641,1182.045776367,1055.712036133,78.093467712
HH106kUp1to2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.404292583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.066558838,0,0,0,0,0,0,0,71.109848022,0,148.216400146,9541.536132812,8960.711914062,2904.671386719,3249.788574219,3957.811035156,4871.710449219,6730.599609375,2660.169921875,6025.231445312,7012.537597656,4019.630615234,3898.852050781,5274.049316406,354.114959717
HH106kUp3plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.125576019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.647186279,0,0,0,0,0,0,0,66.016090393,0,140.800811768,4661.420410156,4808.272460938,1679.372924805,2986.934570312,2419.773193359,4214.579589844,2453.997558594,5950.371582031,4148.571289062,6073.747558594,3365.766357422,3299.41796875,5983.051757812,324.388214111
sctg01_fkp_lvsk_impt,0.170313746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg02_fkp_agri_cereal_impt,0,0.090461664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg03_fkp_agri_other_impt,0,0,0.039358947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg04_fkp_feed_impt,0,0,0,0.068659768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg05_fkp_food_meat_impt,0,0,0,0,0.06794551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg06_fkp_agri_grain_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051124487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg07_fkp_food_prep_impt,0,0,0,0,0,0.063874647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg08_fkp_food_alc_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069996864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg10_cms_clay_impt,0,0,0,0,0,0,0.073753648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg11_cms_sand_impt,0,0,0,0,0,0,0,0.049654342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg13_cms_mine_nonmet_impt,0,0,0,0,0,0,0,0,0.116938218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg14_cms_mine_met_impt,0,0,0,0,0,0,0,0,0,0.114361115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg15_pcc_coal_impt,0,0,0,0,0,0,0,0,0,0,0.10331092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg16_pcc_petr_crude_impt,0,0,0,0,0,0,0,0,0,0,0,0.022136049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg17_pcc_fuel_impt,0,0,0,0,0,0,0,0,0,0,0,0,0.027220534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg18_pcc_petr_oil_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143980935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg19_pcc_coal_prod_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198978871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg20_pcc_chem_basic_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036260907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg21_pcc_chem_pharma_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212713391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg22_pcc_chem_fert_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083467558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg23_pcc_chem_prod_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09817744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg24_pcc_petr_plast_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032179758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg25_fwp_logs_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293549478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg26_fwp_wood_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08689525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg27_ppp_papr_puplp_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025355333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg28_ppp_papr_paper_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01863163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg29_ppp_papr_print_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040511373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg30_oth_clth_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024812223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg31_cms_min_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026955919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg32_mit_metl_base_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033297502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg33_mit_metl_prod_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018242748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sctg34_mit_mach_impt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034424581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
