zoneNumber,No_Occupation,A1-Mgmt Bus,B1-Prof Specialty,B2-Education,B3-Health,B4-Technical Unskilled,C1-Sales Clerical Professionals,C2-Sales Service,C3-Clerical,C4-Sales Clerical Unskilled,D1-Production Specialists,D2-MaintConstRepair Specialists,D3-ProtectTrans Specialists,D4-Blue Collar Unskilled
1,0,2.74660576E8,1.56507072E8,5.887402E7,2.3898844E7,6.0816628E7,7.6612472E7,1.6185559E7,9.4558552E7,5.6648056E7,4841115.5,1.419529E7,1.5016809E7,2.2369174E7
2,0,1.21588624E8,7.6226304E7,5845791.0,1.0991697E7,2.5736322E7,3.5570132E7,1879086.6,4.2328408E7,6398623.5,1519455.5,5931399.5,4669293.0,5493841.0
3,0,3.5810748E7,2.2581156E7,2008643.5,3247923.2,7669781.0,1.0420801E7,431603.6,1.2468579E7,1845811.5,1758545.8,4318813.0,2303025.0,4087633.8
4,0,2.242394E7,1.3585516E7,1831135.6,1953026.0,4896258.0,6604547.5,2297003.5,7927863.5,3705284.8,468172.28,3583174.8,1301728.0,3924588.8
5,0,2829656.5,1818787.5,463992.44,253719.38,672632.94,837081.9,89692.41,997331.06,294277.75,172172.9,3029118.2,1633233.0,2984199.5
6,0,246799.88,154428.73,7751.299,26889.564,56370.008,110118.37,6290.4424,91883.555,72754.195,136342.19,2898323.2,1266328.0,2857148.0
7,0,7802447.0,4610112.0,397217.94,849686.44,1746571.5,2435738.5,1404774.1,2840088.8,1771929.9,609750.8,3489388.5,2843066.5,3560662.2
8,0,4.6317264E7,2.7993456E7,4344066.5,4552773.5,1.0419019E7,1.4858047E7,6005007.0,1.6706034E7,7992697.0,1903023.8,8767214.0,2.4875058E7,8353643.0
9,0,1.05748072E8,6.5020976E7,4513878.5,9578180.0,2.2435636E7,3.1459562E7,6904339.0,3.7207852E7,1.1217353E7,1679212.1,6184479.5,4607665.5,6674304.0
10,0,2.3952032E8,1.4581128E8,8.1181296E7,2.3297062E7,5.9954196E7,6.8792952E7,1.0114643E7,8.365884E7,2.8138716E7,4875780.5,1.3122273E7,1.1892802E7,1.6845896E7
11,0,1.6865722E7,9680260.0,3775678.2,1469036.2,4081098.0,4691529.5,3350282.2,6033010.5,5872110.0,544785.2,3738954.8,1281345.8,4581308.5
12,0,3.40619776E8,2.13037648E8,4.6915688E7,5.9206464E7,8.4081296E7,9.8785432E7,3928320.8,1.20965608E8,1.8004538E7,5051500.5,1.4976385E7,3.1112224E7,1.4321312E7
13,0,6.1009204E7,3.7364076E7,1.0085082E7,5463302.0,1.3620359E7,1.7555546E7,1179772.4,2.1132292E7,5376907.0,905657.06,4629424.0,2650269.2,5028481.5
14,0,8105428.5,4399279.0,199439.03,637353.7,1490104.2,2171800.5,233217.12,2725923.0,1988053.1,211970.97,2969990.2,580231.6,3255803.5
15,0,1.22454064E8,7.629896E7,6730272.5,6.1363412E7,4.064756E7,3.4565912E7,1962871.1,4.7146096E7,7882769.5,2100029.2,6800995.0,4779325.0,7710855.5
16,0,1.6549502E7,1.1293173E7,7489653.0,1508024.5,4925977.0,4065865.0,807858.1,5855294.5,2318360.8,503330.25,3833354.8,3683531.0,3994024.2
17,0,1.047484E8,4.8922376E7,1.1048651E7,2.408645E7,2.5728814E7,7.6849672E7,6056808.0,4.0666076E7,1.6540545E7,1.2338927E7,1.6230258E7,2.9330448E7,2.4327654E7
18,0,5.0547008E7,2.3451274E7,870670.94,1.0745465E7,1.1325019E7,1.4132883E7,1940947.2,1.634342E7,5142995.0,8593560.0,6157380.0,4992679.5,8135239.0
19,0,1.48692208E8,6.7828E7,557723.44,6279580.5,2.1269258E7,1.49692848E8,4320722.0,5.1037976E7,1.7365192E7,3.7885848E7,3.0871024E7,4.2835644E7,4.5680572E7
20,0,187266.56,143809.02,24794.76,38563.754,108659.52,37121.715,3565.5078,56432.145,182996.95,38805.027,861393.75,79925.22,900751.94
21,0,2929968.0,1331676.8,9426.567,41074.824,393869.2,539527.8,87278.24,671471.5,259699.58,51635.938,889299.9,132502.38,922570.7
22,0,3255.9893,3059.8577,450.9937,4326.238,8940.431,822.8615,187.21814,1988.8198,113913.92,50213.06,861188.9,75666.38,888991.6
23,0,2291885.8,1042570.1,1290374.5,79209.19,531488.2,506074.16,255456.78,567051.06,456658.7,292070.7,1056006.2,236121.56,1149887.5
24,0,494113.56,213098.62,2333.4998,60916.992,93945.71,314787.5,92553.61,160347.31,234908.52,294188.5,1106371.6,224565.81,1444267.6
25,0,3.8838388E7,1.7743326E7,118316.53,3118381.0,6056733.5,7.8335528E7,1182926.9,1.8803798E7,7797664.0,3.0636438E7,2.1850072E7,2.5849308E7,2.9833058E7
26,0,9845506.0,4480057.5,32385.143,137970.25,1311378.0,3.0738024E7,556402.25,6129930.5,3171221.0,5973992.5,6886802.5,9614205.0,1.0047124E7
27,0,1800459.8,779607.06,7175.7524,31227.428,253655.55,365462.38,289859.16,441980.97,442158.06,106866.02,1150587.8,229301.47,1677152.5
28,0,484710.75,232523.72,5659.0703,86547.11,116057.07,132167.39,5672.6562,154169.45,263632.6,60839.83,1199469.4,131312.17,1269912.9
29,0,8.1678872E7,3.744688E7,2696640.8,6.1890484E7,3.282589E7,3.5148908E7,1.0375861E7,3.323605E7,2.1820638E7,6463600.5,9582861.0,1.1978288E7,1.4570368E7
30,0,4478994.0,1883539.8,80078.53,1072678.2,1156876.5,1411558.5,1240063.9,1550238.9,2275907.2,385485.22,1630556.6,559294.6,1949873.2
31,0,1.4596655E7,8852297.0,1512395.9,2411389.8,3648485.5,5405431.5,659589.06,4688906.5,1101163.0,773064.1,1673321.1,1236334.8,1667910.2
32,0,6462760.0,3973090.2,4488360.0,880545.7,2113260.8,1777455.1,356705.8,2123129.8,862441.44,245843.72,1007490.2,435503.53,1137934.4
33,0,3410530.5,689031.6,214723.94,53647.914,859258.9,1584325.8,4218345.5,1314770.9,6770162.5,247292.62,2028931.2,846979.8,2822600.0
34,0,1.5466854E7,9449961.0,3305999.2,1357022.8,3685659.5,5337953.0,686876.94,4780991.0,1191486.2,312695.03,1199836.4,724558.94,1277509.9
35,0,371570.8,229381.66,62384.973,54704.723,103718.45,135301.97,9250.075,118771.266,189593.9,34045.758,487336.7,76391.57,532049.94
36,0,78867.82,50622.027,4465.2046,9244.331,27809.965,28258.453,561.07513,24735.969,172246.02,21145.018,462211.53,41793.63,508428.34
37,0,938168.56,305194.47,939406.2,39303.88,228284.89,411259.2,22552.043,318272.94,159278.6,25781.191,406117.06,90795.86,460330.72
38,0,273234.75,169674.44,13303.321,39444.516,73831.664,99272.27,1617.8701,85523.5,178128.4,29210.07,474710.2,50085.03,518829.72
39,0,5128775.5,3058486.2,1891355.0,645682.5,1423347.9,1675309.9,715949.06,1689550.1,925534.44,232360.19,880740.5,320649.88,1017299.8
40,0,6957033.5,3127073.5,3595274.8,1751711.8,2391825.8,2423520.2,1547978.6,2660651.5,2078076.9,1886137.5,2167511.5,686651.06,2965123.2
41,0,582274.25,222564.17,198678.02,51314.785,153457.12,223188.73,359173.28,227360.22,452211.9,44058.55,432632.94,93823.31,510818.38
42,0,1.0131394E7,3638358.5,2391442.5,693979.3,1747822.0,2338566.0,941888.4,3068284.5,6566592.5,370465.66,1200284.2,636733.8,2613704.8
43,0,6.7351256E7,4.1396812E7,6.0145052E7,7.8865168E7,4.369456E7,1.3213642E7,822214.06,2.8573632E7,7935608.0,1613859.9,5580630.5,2349608.0,8595846.0
44,0,8.0422336E7,5.1950768E7,2.6928832E8,7342858.0,5.2113512E7,2.221601E7,1189256.4,2.8070194E7,5639852.0,1843383.2,1.259919E7,1.1123589E7,1.9022328E7
45,0,1185665.9,742006.56,34072.977,175709.8,274046.22,404472.4,7016.816,429875.0,108557.56,194507.72,3031778.0,1785084.6,2961818.8
46,0,2149751.2,1214298.9,1042364.0,2094455.6,1263531.8,813516.5,232119.22,977694.4,445969.16,1741273.9,1704102.1,323128.16,2217913.8
47,0,1.1438799E7,6982783.0,2477783.5,2051780.0,3104316.8,3909572.5,324002.84,3689319.0,837629.8,651627.44,1413225.6,579297.8,1434923.1
48,0,3633719.2,2246424.8,1220560.1,429841.06,977162.8,1164176.8,32599.764,1137083.8,351665.1,119630.43,670818.2,180356.31,715312.7
49,0,1.7307804E7,1.0372006E7,877591.4,1717325.6,3802808.0,6473538.5,1703206.2,5444290.5,1841310.2,1285706.6,1752109.0,1092234.9,2271160.2
50,0,159988.52,100568.21,8219.571,15305.035,44727.18,57829.035,978.0683,49066.312,174507.2,22277.584,464963.78,45052.273,510658.1
51,0,2155194.5,1173534.5,191675.44,732833.4,685872.06,928335.25,816466.3,841162.2,844164.56,291909.84,915643.7,520911.84,1008655.75
52,0,1763658.9,582837.9,726550.9,276072.16,414677.97,762720.6,612596.56,677990.7,678215.4,181531.11,654295.94,215250.22,770140.5
53,0,487328.72,157930.3,9277.778,48552.953,69241.04,215678.22,9720.657,170342.25,138743.73,95477.94,414325.56,59600.793,472538.7
54,0,4579373.0,2289498.8,2981934.8,604164.1,1548682.0,1426509.4,344645.47,1587664.8,972305.5,180659.39,744687.9,291686.12,928552.6
55,0,1.2099225E7,4171352.5,2196878.2,2024440.5,2470378.0,5369549.0,2613052.5,4563720.0,2739958.5,1631652.5,2679674.0,2811622.2,3190843.0
56,0,2604823.0,1226001.1,1136550.0,610528.06,859405.6,1131606.2,2118910.2,1085710.8,1812155.8,432894.1,1080061.8,471962.28,1428019.9
57,0,92832.75,59909.664,822689.56,11104.992,137432.89,25195.234,959.84656,30099.434,176225.42,23335.791,486266.84,65958.57,552609.4
58,0,407853.53,246315.06,974951.6,34388.293,222312.64,137171.3,51724.547,130949.96,223634.05,30140.89,507571.4,86928.945,581058.44
59,0,417424.5,194435.64,44573.766,47599.547,112309.68,181147.75,387165.03,172156.75,463564.25,49527.41,533137.3,101707.66,621605.6
60,0,132736.39,44292.92,3163.9702,6526.9697,21722.273,58197.754,944.39154,45351.71,124368.25,16887.078,360321.9,36802.375,392079.7
61,0,81429.17,9846.732,1439.5352,2694.0222,22868.965,43289.117,222444.11,46498.043,298150.88,26794.809,388728.7,62342.05,444658.78
62,0,1969669.6,583216.8,2374948.0,211825.86,632867.0,884175.75,1227021.5,787825.1,1157061.2,200990.0,746945.7,348375.25,978709.25
63,0,480894.72,162071.5,1532022.1,45743.414,269293.97,224457.23,24190.033,170668.61,155601.33,76877.375,469639.53,232588.12,552038.75
64,0,4086425.0,1209190.2,107106.805,1433823.6,982091.1,1883799.9,1880944.8,1753895.6,1726663.9,1284357.5,1849599.9,534195.3,2247424.0
65,0,6.7686488E7,2.2197478E7,3520601.8,3162460.0,8040210.5,2.9290006E7,2054198.4,2.2963024E7,3997718.2,780869.75,2366411.8,2331198.5,2573020.8
66,0,382138.94,117880.42,41941.164,153313.94,119497.484,175135.45,272858.97,175578.27,354585.06,118389.88,515682.84,114196.77,579052.94
67,0,967788.5,308927.1,32821.152,81785.0,132950.66,442968.47,113542.98,345027.16,234275.8,57159.746,446784.78,192378.84,484809.0
68,0,6783289.0,2532530.8,3.2792234E7,690356.5,5352956.5,2639525.5,368994.6,2340750.8,1046372.3,407137.22,1751592.6,1293478.6,2701373.2
69,0,1.719977E7,5481915.5,5383737.0,989023.1,2707427.0,7405238.5,1530738.5,5926676.0,2269487.0,425763.25,1384591.9,1652562.2,1705161.0
70,0,2264142.0,720034.6,40247.97,142610.2,265520.34,1004288.7,103577.9,780789.0,246890.78,96133.9,470533.88,118057.086,518336.47
71,0,79860.766,29971.44,9986.361,5319.145,19163.1,32933.695,724.5543,27499.0,124700.52,96451.04,391470.78,48363.16,460144.38
72,0,737925.5,324675.16,928784.5,89565.24,278184.2,263168.4,7058.3994,253943.27,191253.08,70517.69,438215.12,81904.57,509249.84
73,0,5577421.5,2899009.5,6470551.5,606202.4,2283498.2,1636400.0,532107.44,1910812.6,1313039.2,166641.22,799273.56,354258.06,1127796.6
74,0,7213871.5,2162923.0,609490.3,815978.9,1106228.4,3263692.5,2308413.5,2715473.2,2106786.5,956689.5,1481320.8,1091394.4,1930133.8
75,0,1105545.2,415240.3,951940.94,99820.71,301966.34,445052.5,30627.307,380754.4,202214.16,85799.02,455506.38,99989.94,530668.0
76,0,2.0433082E7,1.0063373E7,1.2231098E7,2088778.5,6379646.0,6431598.5,825041.3,6925978.5,3229490.0,382999.22,1475341.0,756338.8,2080816.1
77,0,1611258.1,629363.4,406126.56,164369.33,345642.12,630387.4,203407.69,569315.25,386872.3,78375.914,486123.06,134358.48,552689.44
78,0,312300.94,103908.85,5983.0073,92442.76,69777.95,139086.12,2235.198,119518.98,130962.16,68519.664,427065.7,48294.11,459683.38
79,0,5191481.0,2081274.6,228806.42,444479.8,891212.4,1934333.2,1749959.1,1910525.0,1588497.4,256142.39,1447318.5,589700.75,1580132.2
80,0,2.7653018E7,1.4515312E7,3267873.0,1.2527016E8,4.1929148E7,5952031.5,1926777.8,2.105534E7,5737561.0,4662682.5,5471725.5,1871708.9,8763529.0
81,0,1.2903845E7,6031753.5,940802.6,636571.0,2142539.5,2871636.2,535641.75,2952004.8,892134.9,226621.0,1044801.25,504472.4,1118857.9
82,0,2788657.8,1274384.5,465408.34,190318.11,517216.62,2292671.8,352872.75,896109.2,580461.4,180193.45,1031586.75,623239.25,1277525.6
83,0,7019119.0,3344730.8,348866.28,564748.6,1267146.9,1443468.9,229994.06,1633520.4,505119.0,240918.28,931736.7,265394.9,947669.44
84,0,1.1545162E7,4889588.0,324146.84,965606.06,1969459.9,2588820.8,4321979.5,3149599.2,4027663.2,614584.7,1882372.8,777556.8,2148449.0
85,0,3978327.2,1994395.8,329388.44,333338.88,844699.8,825957.3,460536.6,1002968.3,705303.7,145202.12,875819.7,206934.03,940088.4
86,0,2320401.8,1132972.4,206822.28,134736.22,478451.28,649335.94,561769.06,632981.94,702779.4,78943.445,838365.75,211764.62,928743.3
87,0,7489031.0,3661018.8,3947575.8,503050.25,1893563.9,1537930.8,640517.56,1814301.2,1082688.1,191919.19,1064178.1,421036.25,1244710.6
88,0,3407288.0,1383639.2,46719.38,2146421.8,1239412.8,856421.9,1596338.8,1284126.0,1546874.2,1713840.9,2133666.2,411746.2,1980242.4
89,0,73778.08,37954.195,2620.039,42966.234,27327.113,24560.154,800.15967,28001.998,13152.331,72522.24,1539747.8,132564.84,1542137.2
90,0,5081588.0,2684838.0,602171.56,3958196.5,2311265.0,1648022.1,433955.7,2151438.5,562565.7,952224.75,2235419.8,359305.0,2543863.0
91,0,645836.5,325200.88,63182.465,36460.434,139400.48,558124.8,117698.62,222853.78,245700.58,54905.25,756587.94,197297.6,836711.1
92,0,7.9159384E7,3.821172E7,4632005.5,8707477.0,1.5144746E7,2.5950648E7,3.523552E7,2.8752242E7,2.4780978E7,2545538.5,7330298.5,5552687.0,1.1787147E7
93,0,2772298.0,1044004.5,28015.69,215457.94,443835.0,688478.75,1883805.2,854631.75,1715119.4,197921.08,1117662.0,316865.25,1254124.0
94,0,1.3166595E7,6457888.0,2508977.5,2554704.2,3264571.0,2825807.8,117826.875,3328942.5,788902.2,1546789.0,1959112.6,576261.5,1833797.1
95,0,4.4459744E7,2.0837552E7,2.8087798E7,5637474.0,1.1923976E7,1.3612346E7,2022564.0,1.1297085E7,3834391.5,4177998.8,5331870.0,3584193.5,6056711.5
96,0,6.5471616E7,3.0225358E7,2826270.0,8780818.0,1.2620205E7,1.22629512E8,6831802.0,3.0737516E7,1.6618982E7,1.9747694E7,2.4810186E7,3.1981844E7,3.5088096E7
97,0,2.7153114E7,1.2669444E7,2082630.4,1748072.2,4680788.0,5894910.5,1467872.6,6304744.0,2104306.2,665925.8,1669286.8,999881.0,1786875.4
98,0,7841729.0,2738214.0,368238.12,488589.62,1303699.8,1829582.1,6181874.0,2529464.2,6604445.5,453414.2,2038278.6,875639.94,2642940.2
99,0,6198767.0,3547301.0,1684436.0,582129.9,1762669.8,1234067.4,153625.58,1594209.4,878377.2,156192.6,902671.25,260511.22,1036669.4
100,0,1.1521629E7,5110466.0,370581.34,7609822.5,4287202.5,4170558.8,112640.086,4911963.5,810033.4,3202722.5,2946772.8,964217.4,3153443.2
101,0,901858.4,404377.0,464706.03,109571.05,224172.92,349763.88,27965.412,319370.75,130982.76,75791.0,989067.9,174129.0,1021432.8
102,0,850735.7,434438.8,1859322.0,117871.38,444403.7,259363.77,74866.74,299059.75,223875.17,76731.15,1030544.3,184614.44,1106308.8
103,0,4690659.5,2097153.5,668098.06,610668.3,944690.44,895544.25,218588.02,1195667.1,663531.06,2380909.5,1763874.9,435037.12,2001884.8
104,0,1973759.5,1073850.0,845164.5,708148.8,705872.8,683074.06,592919.0,812883.4,678892.9,354983.12,779333.5,384454.22,804274.2
105,0,70445.87,12230.54,42047.2,3948.787,20990.066,33462.246,143240.92,35076.78,170340.89,47811.75,960096.25,101138.94,984733.56
106,0,6919791.0,2832211.5,156558.2,3220543.0,2082391.8,2578029.2,1632654.4,2874225.0,1613720.6,1590414.4,2650451.0,5502273.0,2609863.5
107,0,1.1826035E7,5225095.5,724825.06,5444330.5,3525140.0,4260301.5,808417.4,4669640.0,1323718.0,1706682.5,2271393.8,1019491.3,2454476.2
108,0,1605054.0,626810.4,2900706.0,599143.56,836677.4,603125.3,905274.8,684645.75,833928.2,328896.2,1351853.9,368364.53,1511507.1
109,0,9227.171,6423.157,4069.884,2004.9534,8113.3,2166.4526,7160.9434,3983.5151,75784.59,28957.838,673498.3,59865.383,690105.7
110,0,2347854.0,738067.44,22351.865,109208.96,337583.7,617483.4,2650490.2,835195.8,2339637.2,176732.25,1216376.0,371316.9,1412131.2
111,0,3.6925796E7,1.6249069E7,2264646.8,5490194.5,7369679.5,8114520.5,9130804.0,9923768.0,9051365.0,5407917.0,5985235.5,2230526.5,5745806.0
112,0,8936309.0,3512180.8,506983.62,755669.8,1533825.0,2261099.5,5260073.0,2687525.8,4737369.5,849176.6,2148249.5,870582.3,2448315.5
113,0,4.3153148E7,2.041356E7,1199254.5,3363059.5,7614411.5,9412993.0,2670232.2,1.0243607E7,3862630.0,2131446.5,4479856.5,1.8011972E7,3771086.0
114,0,3515076.2,1806371.2,1052932.5,1620708.9,1510662.1,1030568.56,815017.1,1427332.0,1105881.9,796966.1,1016688.9,1615228.1,1367805.1
115,0,1.2688804E7,6008637.0,733874.2,6343815.0,3797259.2,3759222.0,1361889.8,5252039.0,1763608.1,2023210.4,2299201.2,1121976.6,3317973.2
116,0,6.3623552E7,3.276752E7,2.3766458E7,7715690.5,1.5357281E7,2.0724314E7,5196397.5,2.0168154E7,5623023.5,2442744.0,4741154.0,3294126.2,6091353.5
117,0,9017340.0,4679667.0,3695639.5,904216.75,2275374.8,3539541.2,1684074.1,3208091.5,1635737.4,472046.72,1134770.8,714460.0,1438327.8
118,0,690239.4,273883.16,186370.38,76587.586,129855.484,230419.28,649877.0,306338.16,432686.84,47581.062,354755.75,121522.414,407301.06
119,0,7515845.5,3894017.8,2.1810596E7,1663881.9,4930705.0,2053815.1,959079.5,2689943.0,1732840.1,324533.75,1349790.0,1192089.9,2127843.0
120,0,1089593.5,635608.2,633802.3,360600.03,579566.5,282237.66,84808.89,382927.62,391228.53,56723.29,302065.72,94171.734,392086.84
121,0,858455.2,521442.25,995003.56,258154.05,561196.25,217158.75,93966.28,293547.66,375666.3,36116.082,287876.0,93165.484,375088.8
122,0,3087543.0,1581218.2,1488639.5,891952.1,1205674.5,908699.6,855149.3,1185320.1,1043507.4,186632.06,624606.3,465714.88,833900.5
123,0,2129882.0,1086029.0,83318.36,337734.4,481185.44,570850.5,94971.06,732107.7,352013.9,41256.094,295992.03,137565.56,327870.06
124,0,898495.0,451538.12,2416192.0,722678.8,786137.6,281111.12,303165.6,424251.7,374635.62,192030.78,510107.28,174833.98,714908.7
125,0,1.4192903E7,6258893.5,239872.38,1463373.1,2506603.8,3093864.0,3126462.8,3657314.8,3271178.8,848741.75,1884790.9,751937.9,2043779.8
126,0,9844714.0,4104740.8,1043273.6,1097713.8,2244416.5,2418527.8,8221283.5,3413897.5,7682542.5,928144.3,3057091.8,4620224.5,3514634.8
127,0,2576175.2,1424388.6,1357480.6,332561.0,831125.56,743030.75,76124.195,890960.7,433770.7,113662.055,1075340.9,230452.0,1155904.9
128,0,3961685.2,1734259.9,313476.53,1276161.2,1060146.5,1411787.6,602558.6,1534748.4,740123.06,594886.7,1425518.5,405506.88,1508095.1
129,0,989827.7,538465.56,882897.4,240929.62,375679.62,339467.78,334071.44,394671.06,407688.47,131833.4,526656.44,219449.28,583251.44
130,0,247726.14,150039.53,71500.93,30546.215,68672.04,75352.98,10594.671,87761.47,102681.97,25696.006,366325.06,61372.824,386286.9
131,0,9612435.0,5078002.0,2445972.0,1724383.4,2605153.5,3335497.0,4474636.0,3860678.0,4284172.5,928296.2,1801657.0,1964958.5,2296160.2
132,0,2.172772E7,1.2409702E7,987897.6,5982481.0,5999339.0,7486686.0,2509935.8,8318308.5,3366194.5,6832824.5,4935815.5,4115993.2,5628570.0
133,0,5581122.5,2747039.5,2746251.2,1.452744E7,6550940.0,1905058.8,436618.6,3963376.2,1159101.8,1.2094922E7,8164732.0,1157767.8,7262373.0
134,0,91884.81,44309.508,1204800.4,10746.792,177491.28,30640.49,7584.573,32399.23,74506.48,44742.16,967696.8,123668.766,1012771.6
135,0,3.2918058E7,1.4383805E7,1251470.9,1.3560695E7,9357064.0,1.1831716E7,2135334.5,1.2973277E7,3366947.2,9265113.0,7246349.5,2806774.2,6819204.0
136,0,1.2536853E7,5441311.0,328578.47,696390.7,1888159.8,4849525.0,628281.5,4328431.0,1073889.8,213515.31,1432959.2,1161157.8,1514673.1
137,0,2.424576E7,1.1358924E7,1.10417264E8,1989705.8,1.854147E7,8258229.5,392434.8,8284701.0,1872115.9,2551144.0,5946252.5,5085938.5,8322310.5
138,0,4601117.0,1963996.6,114172.69,1194935.9,1037701.5,1672786.6,487234.84,1727576.0,633023.56,515318.16,1365168.0,434998.94,1434656.9
139,0,2.8100418E7,1.2241069E7,737519.1,1665296.0,4261980.5,1.0070311E7,1068855.2,9586363.0,2018960.5,417452.56,1865098.4,1935460.5,1936332.6
140,0,5433757.0,2355645.0,684151.2,1223006.0,1276723.1,1947014.1,800281.5,2027650.5,943386.8,717369.0,1571220.0,536175.7,1632747.1
141,0,1873600.4,319814.34,19365.404,230123.77,303339.9,678950.1,2294569.2,783851.56,2494102.2,331826.8,1518106.6,449178.75,1781722.4
142,0,614658.1,206229.52,3588.956,896752.25,401117.38,264674.0,838103.8,436556.66,540298.2,299547.66,609677.1,144171.42,823377.5
143,0,3416626.2,1786737.5,2006215.9,747323.94,1683994.1,1013260.1,2411370.2,1376433.1,2264560.8,164350.97,806195.75,442761.22,1146188.6
144,0,4900980.0,2112810.5,40310.652,636066.5,744445.6,1556393.0,2752150.2,1990798.8,1822663.6,261062.2,938348.0,748847.9,1116064.5
145,0,652182.94,378872.7,104800.98,183538.3,356136.22,180068.56,328484.1,247232.0,445828.22,35673.68,293170.03,77400.52,362424.3
146,0,5039574.0,2324149.5,209020.06,2173093.2,1701274.0,1624009.2,2728654.2,2232495.0,2165814.2,648156.3,1490339.8,2529157.2,1879571.1
147,0,520633.0,353837.47,114460.5,187252.47,365368.7,122452.99,28894.688,169255.98,298516.2,21727.354,235277.94,42432.863,290925.97
148,0,2859975.0,1449027.4,227016.16,850883.9,1060292.8,856016.1,1324911.6,1147997.6,1322652.4,192865.19,644071.94,366714.94,861017.25
149,0,113779.78,56175.27,3104.4563,30453.379,28562.482,31805.512,9193.189,42272.383,56775.305,14889.389,217490.56,27098.844,229914.95
150,0,4462057.5,2162185.0,804631.0,1989142.0,1699201.2,1919569.8,2680013.2,1835951.4,2810082.5,506174.25,988351.5,1577216.0,1429808.1
151,0,458359.8,251416.84,652000.44,83215.234,246224.4,180294.27,159733.1,153378.92,273513.6,25269.615,179981.84,154932.12,237652.42
152,0,884273.1,435488.75,911634.25,1491197.5,850830.7,350894.94,311675.38,503213.6,460243.56,360937.22,452687.9,277898.97,640183.44
153,0,264294.88,153748.14,809707.75,63601.156,234053.12,92303.625,44400.582,81208.234,170053.81,13608.702,147902.48,46327.93,200799.14
154,0,493550.6,201003.72,4136.6553,72615.36,104015.01,159432.1,455107.94,208095.2,423179.12,76383.234,331158.34,130275.65,379324.84
155,0,950671.2,529544.9,9044.581,56366.613,187247.89,290032.66,9336.679,317273.8,77542.87,25007.146,245211.81,85011.45,253456.77
156,0,1319773.6,722530.1,12173.142,66070.12,253063.25,403497.12,91695.87,444885.8,163280.81,24522.121,260815.22,115887.37,275892.25
157,0,404338.03,202630.47,2970.6672,726073.4,326571.53,151798.58,5895.881,249015.05,61214.773,621131.25,628544.0,94983.26,706077.2
158,0,1496.339,1004.5411,650.1295,622.7728,1951.0099,356.8212,244.17319,625.7999,22481.621,9790.028,218814.69,20982.113,223802.6
159,0,1.121754E7,6210056.0,1.1160529E7,1864455.1,4047126.8,3496482.0,111183.35,3940736.8,707168.0,2115582.5,3942235.8,1.415162E7,3629438.2
160,0,2.5310298E7,1.3509322E7,214820.94,3347826.8,5512053.5,7853444.0,3445292.2,9006579.0,4150758.5,4059123.2,3267631.0,2574061.5,3697025.5
161,0,2.3190378E7,1.1471211E7,815903.3,1249373.4,4638413.0,8694144.0,7949576.0,8793487.0,8442471.0,875115.25,2215697.0,3273412.5,3332221.5
162,0,3.7686312E7,1.9072224E7,2586072.5,2920349.8,7715304.5,1.3423458E7,1668510.5,1.3177987E7,6985382.0,4562647.0,4932866.5,7575048.0,4853131.0
163,0,2496137.8,1214323.5,953675.0,900698.94,827894.06,631420.9,329261.9,936000.94,1186458.0,536448.25,893951.06,362815.5,980762.2
164,0,723556.0,422429.28,836206.9,71196.11,295375.8,230858.02,23588.164,253105.7,127642.09,44717.605,461691.06,121186.58,495337.22
165,0,5352717.0,3151336.0,186542.92,1184031.1,1373219.8,1816960.8,62320.86,1956358.5,433291.06,557325.3,1011566.94,840510.9,924876.25
166,0,4889773.0,2646367.2,3145365.2,1387830.2,1763155.8,1593618.6,1959303.5,2003019.8,1992297.6,693090.44,1312666.2,874661.3,1492868.8
167,0,5952178.0,3935723.2,7290572.0,508534.16,2285334.5,1057310.4,114772.79,2037519.9,794880.9,135687.98,856350.6,361084.28,1112082.1
168,0,175051.72,102616.51,47055.113,58353.285,61567.137,59620.277,6817.344,67470.7,93647.47,40757.773,377470.06,57474.465,391164.38
169,0,471889.56,241660.48,97283.05,48699.707,116926.61,160972.23,291944.94,190888.64,342699.53,42134.2,402905.2,113112.23,459819.6
170,0,1052700.6,581455.7,331648.66,83815.375,272617.78,378529.38,31422.514,372907.3,124674.25,66012.234,475778.53,155838.92,490706.44
171,0,159026.61,93944.17,51794.387,15093.646,49590.22,49944.26,2413.537,55161.156,52570.133,19546.918,403785.03,49402.316,414847.1
172,0,3.009978E7,1.633621E7,2396631.8,1.6169778E7,1.0721867E7,1.0517502E7,2292546.8,1.2060312E7,4028617.0,2336733.2,3509810.0,4015696.2,3836369.2
173,0,1219034.5,664794.75,38624.14,61338.14,246375.06,451449.38,22355.889,427311.28,111586.35,35973.05,443746.8,166303.38,455345.4
174,0,96928.45,53151.6,754721.2,12108.456,128960.01,27218.64,58897.785,38459.57,99474.49,21968.197,426278.84,68828.26,462699.6
175,0,2761932.8,1432061.5,419929.56,2094905.8,1296663.9,1266510.0,206880.23,1335173.2,419204.8,2992898.2,3947499.5,5946226.5,3110584.2
176,0,101655.36,46904.84,1384.2826,29618.92,28163.47,32783.73,56896.492,42325.55,74366.97,34081.906,243289.4,34061.51,255747.97
177,0,3559339.0,2109829.5,47717.664,520180.2,1200004.0,1047363.94,355764.56,1209215.4,903775.7,131980.53,400984.38,272024.72,532747.5
