Commodity,BuyingSelling,BandNumber,LowerBound,Quantity,AverageLength
SCTG28_PPP_PAPR_paper,buying,1,5.0,9.002901209428513E7,7.696046586148114
SCTG28_PPP_PAPR_paper,buying,2,10.0,5.084474352015356E8,26.38342112932325
SCTG28_PPP_PAPR_paper,buying,3,50.0,2.4866582919256973E8,71.94818792544274
SCTG28_PPP_PAPR_paper,buying,4,100.0,1.7052009786294794E8,137.930228004152
SCTG28_PPP_PAPR_paper,buying,5,200.0,3.1547920984498966E7,237.17688727095876
SCTG28_PPP_PAPR_paper,buying,6,300.0,5703959.388023341,336.92287586279105
SCTG28_PPP_PAPR_paper,buying,7,400.0,1300876.1766759371,436.57254531229336
SCTG28_PPP_PAPR_paper,buying,8,500.0,212185.6148146678,537.5005961776087
SCTG28_PPP_PAPR_paper,buying,9,1000.0,0.0,0.0
SCTG28_PPP_PAPR_paper,buying,10,2000.0,0.0,0.0
SCTG28_PPP_PAPR_paper,buying,11,4000.0,0.0,0.0
SCTG28_PPP_PAPR_paper,buying,12,10000.0,0.0,0.0
SCTG28_PPP_PAPR_paper,buying,13,20000.0,0.0,0.0
SCTG28_PPP_PAPR_paper,selling,0,0.0,1.2803526025668945E9,3.1048329802944994
SCTG28_PPP_PAPR_paper,selling,1,5.0,4.1536058431521606E8,6.950418727114884
SCTG28_PPP_PAPR_paper,selling,2,10.0,1.357780959694519E8,14.34336652646487
SCTG28_PPP_PAPR_paper,selling,3,50.0,0.0,0.0
SCTG28_PPP_PAPR_paper,selling,4,100.0,0.0,0.0
SCTG28_PPP_PAPR_paper,selling,5,200.0,0.0,0.0
SCTG28_PPP_PAPR_paper,selling,6,300.0,0.0,0.0
SCTG28_PPP_PAPR_paper,selling,7,400.0,0.0,0.0
SCTG28_PPP_PAPR_paper,selling,8,500.0,0.0,0.0
SCTG28_PPP_PAPR_paper,selling,9,1000.0,0.0,0.0
SCTG28_PPP_PAPR_paper,selling,10,2000.0,0.0,0.0
SCTG28_PPP_PAPR_paper,selling,11,4000.0,0.0,0.0
SCTG28_PPP_PAPR_paper,selling,12,10000.0,0.0,0.0
SCTG28_PPP_PAPR_paper,selling,13,20000.0,0.0,0.0
SCTG29_PPP_PAPR_print,buying,0,0.0,4.754088785455594E8,3.32459441125913
SCTG29_PPP_PAPR_print,buying,1,5.0,5.102795100709239E8,7.704648967383137
SCTG29_PPP_PAPR_print,buying,2,10.0,1.1646873137240214E9,23.135800253057216
SCTG29_PPP_PAPR_print,buying,3,50.0,2.5287954046914187E8,68.09905788267547
SCTG29_PPP_PAPR_print,buying,4,100.0,8.178553445199154E7,130.36855395734736
SCTG29_PPP_PAPR_print,buying,5,200.0,4057241.259218144,239.12016025984138
SCTG29_PPP_PAPR_print,buying,6,300.0,668548.2846890071,329.2144764682476
SCTG29_PPP_PAPR_print,buying,7,400.0,15459.57401218153,440.5219816676582
SCTG29_PPP_PAPR_print,buying,8,500.0,492.59507799042535,536.6076418282845
SCTG29_PPP_PAPR_print,buying,9,1000.0,0.0,0.0
SCTG29_PPP_PAPR_print,buying,10,2000.0,0.0,0.0
SCTG29_PPP_PAPR_print,buying,11,4000.0,0.0,0.0
SCTG29_PPP_PAPR_print,buying,12,10000.0,0.0,0.0
SCTG29_PPP_PAPR_print,buying,13,20000.0,0.0,0.0
SCTG29_PPP_PAPR_print,selling,0,0.0,5.140484477732456E7,3.6462636909143082
SCTG29_PPP_PAPR_print,selling,1,5.0,9.113661055235273E7,7.7332515091736775
SCTG29_PPP_PAPR_print,selling,2,10.0,5.3150817593595344E8,25.38053045951856
SCTG29_PPP_PAPR_print,selling,3,50.0,2.1996175897947592E8,73.80277657728506
SCTG29_PPP_PAPR_print,selling,4,100.0,4.214802719011622E8,146.54559679479053
SCTG29_PPP_PAPR_print,selling,5,200.0,2.0549427594687992E8,240.1703489296933
SCTG29_PPP_PAPR_print,selling,6,300.0,1.0939213863146107E8,344.61584692414016
SCTG29_PPP_PAPR_print,selling,7,400.0,5.795520641791341E7,446.6273130056633
SCTG29_PPP_PAPR_print,selling,8,500.0,1.7076563235695258E7,543.9203589133032
SCTG29_PPP_PAPR_print,selling,9,1000.0,0.0,0.0
SCTG29_PPP_PAPR_print,selling,10,2000.0,0.0,0.0
SCTG29_PPP_PAPR_print,selling,11,4000.0,0.0,0.0
SCTG29_PPP_PAPR_print,selling,12,10000.0,0.0,0.0
SCTG29_PPP_PAPR_print,selling,13,20000.0,0.0,0.0
SCTG30_OTH_CLTH,buying,0,0.0,5.936193417448956E8,3.4961086990088277
SCTG30_OTH_CLTH,buying,1,5.0,7.760465935561429E8,7.75440306747399
SCTG30_OTH_CLTH,buying,2,10.0,1.830254705959028E9,23.09849674603601
SCTG30_OTH_CLTH,buying,3,50.0,3.935234711113161E8,69.20514222427664
SCTG30_OTH_CLTH,buying,4,100.0,1.5132985550354898E8,131.21469270113514
SCTG30_OTH_CLTH,buying,5,200.0,4.335363073619641E7,241.01979799360302
SCTG30_OTH_CLTH,buying,6,300.0,5104376.005056702,320.9351807402423
SCTG30_OTH_CLTH,buying,7,400.0,91905.54129462386,434.6892483346259
SCTG30_OTH_CLTH,buying,8,500.0,45171.89792215971,563.8693431106708
SCTG30_OTH_CLTH,buying,9,1000.0,0.0,0.0
SCTG30_OTH_CLTH,buying,10,2000.0,0.0,0.0
SCTG30_OTH_CLTH,buying,11,4000.0,0.0,0.0
SCTG30_OTH_CLTH,buying,12,10000.0,0.0,0.0
SCTG30_OTH_CLTH,buying,13,20000.0,0.0,0.0
SCTG30_OTH_CLTH,selling,0,0.0,2.861808636172369E7,3.7865052951194462
SCTG30_OTH_CLTH,selling,1,5.0,5.249445658703941E7,7.847626104779912
SCTG30_OTH_CLTH,selling,2,10.0,3.224817340372461E8,25.06175246418304
SCTG30_OTH_CLTH,selling,3,50.0,1.1177151243292661E8,73.23958464828401
SCTG30_OTH_CLTH,selling,4,100.0,1.5731314016029617E8,145.68731330789
SCTG30_OTH_CLTH,selling,5,200.0,8.184576462950519E7,238.07687685705397
SCTG30_OTH_CLTH,selling,6,300.0,3.706301765303004E7,344.5985863749684
SCTG30_OTH_CLTH,selling,7,400.0,2.2366984081441898E7,447.2125845972548
SCTG30_OTH_CLTH,selling,8,500.0,8140251.381109902,542.3002575299718
SCTG30_OTH_CLTH,selling,9,1000.0,0.0,0.0
SCTG30_OTH_CLTH,selling,10,2000.0,0.0,0.0
SCTG30_OTH_CLTH,selling,11,4000.0,0.0,0.0
SCTG30_OTH_CLTH,selling,12,10000.0,0.0,0.0
SCTG30_OTH_CLTH,selling,13,20000.0,0.0,0.0
SCTG31_CMS_MIN,buying,0,0.0,5.718560888776493E7,3.757264748233177
SCTG31_CMS_MIN,buying,1,5.0,1.1118457355741596E8,8.019040990027019
SCTG31_CMS_MIN,buying,2,10.0,5.507517394060804E8,24.70360452915792
SCTG31_CMS_MIN,buying,3,50.0,2.774389141322749E8,74.09720081172236
SCTG31_CMS_MIN,buying,4,100.0,2.717802583118505E8,143.73943525458355
SCTG31_CMS_MIN,buying,5,200.0,9.472332946609439E7,242.08202984128786
SCTG31_CMS_MIN,buying,6,300.0,3.593607979068878E7,343.2387192333598
SCTG31_CMS_MIN,buying,7,400.0,1.769885174464091E7,446.4883914604566
SCTG31_CMS_MIN,buying,8,500.0,3240294.7226520544,536.0972499126457
SCTG31_CMS_MIN,buying,9,1000.0,0.0,0.0
SCTG31_CMS_MIN,buying,10,2000.0,0.0,0.0
SCTG31_CMS_MIN,buying,11,4000.0,0.0,0.0
SCTG31_CMS_MIN,buying,12,10000.0,0.0,0.0
SCTG31_CMS_MIN,buying,13,20000.0,0.0,0.0
SCTG31_CMS_MIN,selling,0,0.0,1.6941320827371826E9,3.2267139170482815
SCTG31_CMS_MIN,selling,1,5.0,4.208780895751648E8,6.559887512551215
SCTG31_CMS_MIN,selling,2,10.0,1.581120877243042E8,15.436258436382372
SCTG31_CMS_MIN,selling,3,50.0,0.0,0.0
SCTG31_CMS_MIN,selling,4,100.0,0.0,0.0
SCTG31_CMS_MIN,selling,5,200.0,0.0,0.0
SCTG31_CMS_MIN,selling,6,300.0,0.0,0.0
SCTG31_CMS_MIN,selling,7,400.0,0.0,0.0
SCTG31_CMS_MIN,selling,8,500.0,0.0,0.0
SCTG31_CMS_MIN,selling,9,1000.0,0.0,0.0
SCTG31_CMS_MIN,selling,10,2000.0,0.0,0.0
SCTG31_CMS_MIN,selling,11,4000.0,0.0,0.0
SCTG31_CMS_MIN,selling,12,10000.0,0.0,0.0
SCTG31_CMS_MIN,selling,13,20000.0,0.0,0.0
SCTG32_MIT_METL_base,buying,0,0.0,8.707512399347311E7,3.854744826412471
SCTG32_MIT_METL_base,buying,1,5.0,1.4435625195246905E8,8.042020632846048
SCTG32_MIT_METL_base,buying,2,10.0,9.847163962393199E8,24.456038032715256
SCTG32_MIT_METL_base,buying,3,50.0,3.5918866233236694E8,74.94959269678046
SCTG32_MIT_METL_base,buying,4,100.0,3.307037165766449E8,139.10534210882696
SCTG32_MIT_METL_base,buying,5,200.0,7.027211493665746E7,238.2653545016955
SCTG32_MIT_METL_base,buying,6,300.0,2.1978892525982384E7,344.97516432549327
SCTG32_MIT_METL_base,buying,7,400.0,8000149.280871612,441.22173680244725
SCTG32_MIT_METL_base,buying,8,500.0,1756673.6015601284,532.7374299345745
SCTG32_MIT_METL_base,buying,9,1000.0,0.0,0.0
SCTG32_MIT_METL_base,buying,10,2000.0,0.0,0.0
SCTG32_MIT_METL_base,buying,11,4000.0,0.0,0.0
SCTG32_MIT_METL_base,buying,12,10000.0,0.0,0.0
SCTG32_MIT_METL_base,buying,13,20000.0,0.0,0.0
SCTG32_MIT_METL_base,selling,0,0.0,3.7132941042453613E9,3.224418299334406
SCTG32_MIT_METL_base,selling,1,5.0,9.193185106273804E8,6.560608732224461
SCTG32_MIT_METL_base,selling,2,10.0,3.3805928137924194E8,15.346322900328992
SCTG32_MIT_METL_base,selling,3,50.0,0.0,0.0
SCTG32_MIT_METL_base,selling,4,100.0,0.0,0.0
SCTG32_MIT_METL_base,selling,5,200.0,0.0,0.0
SCTG32_MIT_METL_base,selling,6,300.0,0.0,0.0
SCTG32_MIT_METL_base,selling,7,400.0,0.0,0.0
SCTG32_MIT_METL_base,selling,8,500.0,0.0,0.0
SCTG32_MIT_METL_base,selling,9,1000.0,0.0,0.0
SCTG32_MIT_METL_base,selling,10,2000.0,0.0,0.0
SCTG32_MIT_METL_base,selling,11,4000.0,0.0,0.0
SCTG32_MIT_METL_base,selling,12,10000.0,0.0,0.0
SCTG32_MIT_METL_base,selling,13,20000.0,0.0,0.0
SCTG33_MIT_METL_prod,buying,0,0.0,4.8011501005018294E7,3.8775291568460184
SCTG33_MIT_METL_prod,buying,1,5.0,9.159953101254612E7,7.744666991145684
SCTG33_MIT_METL_prod,buying,2,10.0,7.010926926538455E8,25.9774986224917
SCTG33_MIT_METL_prod,buying,3,50.0,2.4724180187202093E8,72.80461557528652
SCTG33_MIT_METL_prod,buying,4,100.0,2.8090437747925586E8,143.53602622971295
SCTG33_MIT_METL_prod,buying,5,200.0,8.796682135416366E7,237.95310461833557
SCTG33_MIT_METL_prod,buying,6,300.0,3.1442193374567743E7,343.3666530668195
SCTG33_MIT_METL_prod,buying,7,400.0,1.0194380169270298E7,439.29973828015295
SCTG33_MIT_METL_prod,buying,8,500.0,1884412.187850181,543.6636328625099
SCTG33_MIT_METL_prod,buying,9,1000.0,0.0,0.0
SCTG33_MIT_METL_prod,buying,10,2000.0,0.0,0.0
SCTG33_MIT_METL_prod,buying,11,4000.0,0.0,0.0
SCTG33_MIT_METL_prod,buying,12,10000.0,0.0,0.0
SCTG33_MIT_METL_prod,buying,13,20000.0,0.0,0.0
SCTG33_MIT_METL_prod,selling,0,0.0,2.897400171030193E9,3.1258710305125215
SCTG33_MIT_METL_prod,selling,1,5.0,8.723450330132647E8,6.96809049668872
SCTG33_MIT_METL_prod,selling,2,10.0,2.585301381557808E8,13.710940795501154
SCTG33_MIT_METL_prod,selling,3,50.0,0.0,0.0
SCTG33_MIT_METL_prod,selling,4,100.0,0.0,0.0
SCTG33_MIT_METL_prod,selling,5,200.0,0.0,0.0
SCTG33_MIT_METL_prod,selling,6,300.0,0.0,0.0
SCTG33_MIT_METL_prod,selling,7,400.0,0.0,0.0
SCTG33_MIT_METL_prod,selling,8,500.0,0.0,0.0
SCTG33_MIT_METL_prod,selling,9,1000.0,0.0,0.0
SCTG33_MIT_METL_prod,selling,10,2000.0,0.0,0.0
SCTG33_MIT_METL_prod,selling,11,4000.0,0.0,0.0
SCTG33_MIT_METL_prod,selling,12,10000.0,0.0,0.0
SCTG33_MIT_METL_prod,selling,13,20000.0,0.0,0.0
SCTG34_MIT_MACH,buying,0,0.0,2.1410327415723763E7,3.883541698680399
SCTG34_MIT_MACH,buying,1,5.0,4.12376723542236E7,7.7454001797665875
SCTG34_MIT_MACH,buying,2,10.0,3.243790802617373E8,26.25498830210528
SCTG34_MIT_MACH,buying,3,50.0,1.2930611606843434E8,72.28781597565431
SCTG34_MIT_MACH,buying,4,100.0,1.2189179181405807E8,141.90984503434697
SCTG34_MIT_MACH,buying,5,200.0,3.2512958053187322E7,238.52505430570986
SCTG34_MIT_MACH,buying,6,300.0,1.1639236427278364E7,342.07834856466064
SCTG34_MIT_MACH,buying,7,400.0,3498521.1179241105,440.0136621552592
SCTG34_MIT_MACH,buying,8,500.0,684772.907048144,545.4994441806114
SCTG34_MIT_MACH,buying,9,1000.0,0.0,0.0
SCTG34_MIT_MACH,buying,10,2000.0,0.0,0.0
SCTG34_MIT_MACH,buying,11,4000.0,0.0,0.0
SCTG34_MIT_MACH,buying,12,10000.0,0.0,0.0
SCTG34_MIT_MACH,buying,13,20000.0,0.0,0.0
SCTG34_MIT_MACH,selling,0,0.0,4.131640087557129E9,3.136320117391774
SCTG34_MIT_MACH,selling,1,5.0,1.2634391904888916E9,6.869117574788244
SCTG34_MIT_MACH,selling,2,10.0,3.501311887762451E8,13.721911023392687
SCTG34_MIT_MACH,selling,3,50.0,0.0,0.0
SCTG34_MIT_MACH,selling,4,100.0,0.0,0.0
SCTG34_MIT_MACH,selling,5,200.0,0.0,0.0
SCTG34_MIT_MACH,selling,6,300.0,0.0,0.0
SCTG34_MIT_MACH,selling,7,400.0,0.0,0.0
SCTG34_MIT_MACH,selling,8,500.0,0.0,0.0
SCTG34_MIT_MACH,selling,9,1000.0,0.0,0.0
SCTG34_MIT_MACH,selling,10,2000.0,0.0,0.0
SCTG34_MIT_MACH,selling,11,4000.0,0.0,0.0
SCTG34_MIT_MACH,selling,12,10000.0,0.0,0.0
SCTG34_MIT_MACH,selling,13,20000.0,0.0,0.0
SCTG35_MIT_ELCT,buying,0,0.0,1.8658392005553955E8,3.3501295726587363
SCTG35_MIT_ELCT,buying,1,5.0,1.8398508283579516E8,7.196782145012976
SCTG35_MIT_ELCT,buying,2,10.0,1.093824722400532E9,26.127683941684186
SCTG35_MIT_ELCT,buying,3,50.0,2.1227388606443587E8,69.43124600667277
SCTG35_MIT_ELCT,buying,4,100.0,1.3613315166673237E8,126.37636936314082
SCTG35_MIT_ELCT,buying,5,200.0,6559825.880276988,236.5272111543856
SCTG35_MIT_ELCT,buying,6,300.0,1038608.7704154172,336.4938218364778
SCTG35_MIT_ELCT,buying,7,400.0,178062.93667552283,437.3246850367607
SCTG35_MIT_ELCT,buying,8,500.0,24874.932472533124,544.3226557264267
SCTG35_MIT_ELCT,buying,9,1000.0,0.0,0.0
SCTG35_MIT_ELCT,buying,10,2000.0,0.0,0.0
SCTG35_MIT_ELCT,buying,11,4000.0,0.0,0.0
SCTG35_MIT_ELCT,buying,12,10000.0,0.0,0.0
SCTG35_MIT_ELCT,buying,13,20000.0,0.0,0.0
SCTG35_MIT_ELCT,selling,0,0.0,1.7815559099560547E10,3.2581084237102353
SCTG35_MIT_ELCT,selling,1,5.0,6.611443841657227E9,5.880088241697596
SCTG35_MIT_ELCT,selling,2,10.0,6.629485978632812E8,14.91113136116782
SCTG35_MIT_ELCT,selling,3,50.0,0.0,0.0
SCTG35_MIT_ELCT,selling,4,100.0,0.0,0.0
SCTG35_MIT_ELCT,selling,5,200.0,0.0,0.0
SCTG35_MIT_ELCT,selling,6,300.0,0.0,0.0
SCTG35_MIT_ELCT,selling,7,400.0,0.0,0.0
SCTG35_MIT_ELCT,selling,8,500.0,0.0,0.0
SCTG35_MIT_ELCT,selling,9,1000.0,0.0,0.0
SCTG35_MIT_ELCT,selling,10,2000.0,0.0,0.0
SCTG35_MIT_ELCT,selling,11,4000.0,0.0,0.0
SCTG35_MIT_ELCT,selling,12,10000.0,0.0,0.0
SCTG35_MIT_ELCT,selling,13,20000.0,0.0,0.0
SCTG36_MIT_TRAN,buying,0,0.0,1.3541595332333999E9,3.4222680334956226
SCTG36_MIT_TRAN,buying,1,5.0,1.61330235184827E9,7.7015581311573795
SCTG36_MIT_TRAN,buying,2,10.0,4.058797231355205E9,22.972333906961747
SCTG36_MIT_TRAN,buying,3,50.0,6.936864582112088E8,68.24704341760199
SCTG36_MIT_TRAN,buying,4,100.0,2.09942514101015E8,129.5649322026062
SCTG36_MIT_TRAN,buying,5,200.0,9927071.718951155,239.6790319059167
SCTG36_MIT_TRAN,buying,6,300.0,1562442.0073781789,325.8746285131189
SCTG36_MIT_TRAN,buying,7,400.0,12343.7028809569,438.85679461959353
SCTG36_MIT_TRAN,buying,8,500.0,1084.0702574476136,554.1671854599548
SCTG36_MIT_TRAN,buying,9,1000.0,0.0,0.0
SCTG36_MIT_TRAN,buying,10,2000.0,0.0,0.0
SCTG36_MIT_TRAN,buying,11,4000.0,0.0,0.0
SCTG36_MIT_TRAN,buying,12,10000.0,0.0,0.0
SCTG36_MIT_TRAN,buying,13,20000.0,0.0,0.0
SCTG36_MIT_TRAN,selling,0,0.0,1.212057528165882E8,3.8638935860766472
SCTG36_MIT_TRAN,selling,1,5.0,2.2801129410207856E8,7.91958172035766
SCTG36_MIT_TRAN,selling,2,10.0,1.5434135680381007E9,24.947816267717627
SCTG36_MIT_TRAN,selling,3,50.0,4.9823261070233685E8,73.29477895721357
SCTG36_MIT_TRAN,selling,4,100.0,7.752446574638883E8,147.14813616061323
SCTG36_MIT_TRAN,selling,5,200.0,4.816824004517511E8,238.9205153992837
SCTG36_MIT_TRAN,selling,6,300.0,2.5198143415328017E8,345.6116682779667
SCTG36_MIT_TRAN,selling,7,400.0,1.665963889901954E8,447.72381609847133
SCTG36_MIT_TRAN,selling,8,500.0,5.905992635156515E7,541.4591784032431
SCTG36_MIT_TRAN,selling,9,1000.0,0.0,0.0
SCTG36_MIT_TRAN,selling,10,2000.0,0.0,0.0
SCTG36_MIT_TRAN,selling,11,4000.0,0.0,0.0
SCTG36_MIT_TRAN,selling,12,10000.0,0.0,0.0
SCTG36_MIT_TRAN,selling,13,20000.0,0.0,0.0
SCTG37_MIT_INST_transp,buying,0,0.0,4606550.634204287,3.645072541093761
SCTG37_MIT_INST_transp,buying,1,5.0,6021361.076955857,7.261592725498411
SCTG37_MIT_INST_transp,buying,2,10.0,2.4429233840132356E7,27.679260763448887
SCTG37_MIT_INST_transp,buying,3,50.0,1.837553991527015E7,74.5562398120623
SCTG37_MIT_INST_transp,buying,4,100.0,1.1039966832233716E7,136.07249649537462
SCTG37_MIT_INST_transp,buying,5,200.0,1495557.1580658632,236.8888077309191
SCTG37_MIT_INST_transp,buying,6,300.0,266579.9751016075,332.3292615820997
SCTG37_MIT_INST_transp,buying,7,400.0,15903.307397895178,431.7901056715185
SCTG37_MIT_INST_transp,buying,8,500.0,1122.465339754493,535.4720131238096
SCTG37_MIT_INST_transp,buying,9,1000.0,0.0,0.0
SCTG37_MIT_INST_transp,buying,10,2000.0,0.0,0.0
SCTG37_MIT_INST_transp,buying,11,4000.0,0.0,0.0
SCTG37_MIT_INST_transp,buying,12,10000.0,0.0,0.0
SCTG37_MIT_INST_transp,buying,13,20000.0,0.0,0.0
SCTG37_MIT_INST_transp,selling,0,0.0,2.0699983583325844E9,3.125844032460853
SCTG37_MIT_INST_transp,selling,1,5.0,6.222087870549669E8,6.971730919091987
SCTG37_MIT_INST_transp,selling,2,10.0,1.8355908495898724E8,13.673953804903366
SCTG37_MIT_INST_transp,selling,3,50.0,0.0,0.0
SCTG37_MIT_INST_transp,selling,4,100.0,0.0,0.0
SCTG37_MIT_INST_transp,selling,5,200.0,0.0,0.0
SCTG37_MIT_INST_transp,selling,6,300.0,0.0,0.0
SCTG37_MIT_INST_transp,selling,7,400.0,0.0,0.0
SCTG37_MIT_INST_transp,selling,8,500.0,0.0,0.0
SCTG37_MIT_INST_transp,selling,9,1000.0,0.0,0.0
SCTG37_MIT_INST_transp,selling,10,2000.0,0.0,0.0
SCTG37_MIT_INST_transp,selling,11,4000.0,0.0,0.0
SCTG37_MIT_INST_transp,selling,12,10000.0,0.0,0.0
SCTG37_MIT_INST_transp,selling,13,20000.0,0.0,0.0
SCTG38_MIT_INST_prec,buying,0,0.0,8854837.948360082,3.6440524856737198
SCTG38_MIT_INST_prec,buying,1,5.0,1.7581668758910626E7,7.54028578831005
SCTG38_MIT_INST_prec,buying,2,10.0,1.3125852468479183E8,25.717055250314427
SCTG38_MIT_INST_prec,buying,3,50.0,4.0009914001512945E7,68.98290858389699
SCTG38_MIT_INST_prec,buying,4,100.0,1.2973841304512883E7,130.08508743620317
SCTG38_MIT_INST_prec,buying,5,200.0,937649.4780817997,233.88627736755586
SCTG38_MIT_INST_prec,buying,6,300.0,95936.58098772116,337.141497325707
SCTG38_MIT_INST_prec,buying,7,400.0,15943.862766180615,433.1237193819682
SCTG38_MIT_INST_prec,buying,8,500.0,1319.814184361453,553.7232424349918
SCTG38_MIT_INST_prec,buying,9,1000.0,0.0,0.0
SCTG38_MIT_INST_prec,buying,10,2000.0,0.0,0.0
SCTG38_MIT_INST_prec,buying,11,4000.0,0.0,0.0
SCTG38_MIT_INST_prec,buying,12,10000.0,0.0,0.0
SCTG38_MIT_INST_prec,buying,13,20000.0,0.0,0.0
SCTG38_MIT_INST_prec,selling,0,0.0,2.0614061034263916E9,3.197033089888858
SCTG38_MIT_INST_prec,selling,1,5.0,6.976687100762024E8,6.328017141700568
SCTG38_MIT_INST_prec,selling,2,10.0,1.2577449467477417E8,14.081862680805026
SCTG38_MIT_INST_prec,selling,3,50.0,0.0,0.0
SCTG38_MIT_INST_prec,selling,4,100.0,0.0,0.0
SCTG38_MIT_INST_prec,selling,5,200.0,0.0,0.0
SCTG38_MIT_INST_prec,selling,6,300.0,0.0,0.0
SCTG38_MIT_INST_prec,selling,7,400.0,0.0,0.0
SCTG38_MIT_INST_prec,selling,8,500.0,0.0,0.0
SCTG38_MIT_INST_prec,selling,9,1000.0,0.0,0.0
SCTG38_MIT_INST_prec,selling,10,2000.0,0.0,0.0
SCTG38_MIT_INST_prec,selling,11,4000.0,0.0,0.0
SCTG38_MIT_INST_prec,selling,12,10000.0,0.0,0.0
SCTG38_MIT_INST_prec,selling,13,20000.0,0.0,0.0
SCTG39_OTH_FURN,buying,0,0.0,3.583497794194858E8,3.4781808668690015
SCTG39_OTH_FURN,buying,1,5.0,4.299487241094494E8,7.730329349542216
SCTG39_OTH_FURN,buying,2,10.0,1.1177201944414196E9,23.146720277209244
SCTG39_OTH_FURN,buying,3,50.0,2.6227929389923742E8,69.48443343763549
SCTG39_OTH_FURN,buying,4,100.0,1.4212322090483296E8,137.65929303255797
SCTG39_OTH_FURN,buying,5,200.0,1.6297653646080405E7,241.09140252960466
SCTG39_OTH_FURN,buying,6,300.0,3540561.5222736634,332.5335771728042
SCTG39_OTH_FURN,buying,7,400.0,514261.7353155117,439.49759337840743
SCTG39_OTH_FURN,buying,8,500.0,57431.30274111567,537.2624689228488
SCTG39_OTH_FURN,buying,9,1000.0,0.0,0.0
SCTG39_OTH_FURN,buying,10,2000.0,0.0,0.0
SCTG39_OTH_FURN,buying,11,4000.0,0.0,0.0
SCTG39_OTH_FURN,buying,12,10000.0,0.0,0.0
SCTG39_OTH_FURN,buying,13,20000.0,0.0,0.0
SCTG39_OTH_FURN,selling,0,0.0,4.026862075028616E7,3.901595115405872
SCTG39_OTH_FURN,selling,1,5.0,7.395315174664737E7,7.955937907953992
SCTG39_OTH_FURN,selling,2,10.0,5.07912722052489E8,25.040423093147744
SCTG39_OTH_FURN,selling,3,50.0,1.738744654010154E8,73.39960942409598
SCTG39_OTH_FURN,selling,4,100.0,2.956641343669948E8,148.67996957392015
SCTG39_OTH_FURN,selling,5,200.0,2.044271448795787E8,242.26833587172726
SCTG39_OTH_FURN,selling,6,300.0,1.3007418081653531E8,345.3277496998734
SCTG39_OTH_FURN,selling,7,400.0,9.988150326513141E7,450.76270526832604
SCTG39_OTH_FURN,selling,8,500.0,3.5153378436696514E7,543.8545424565672
SCTG39_OTH_FURN,selling,9,1000.0,0.0,0.0
SCTG39_OTH_FURN,selling,10,2000.0,0.0,0.0
SCTG39_OTH_FURN,selling,11,4000.0,0.0,0.0
SCTG39_OTH_FURN,selling,12,10000.0,0.0,0.0
SCTG39_OTH_FURN,selling,13,20000.0,0.0,0.0
SCTG40_OTH_MISC,buying,0,0.0,9.624153165455699E8,3.375899494234449
SCTG40_OTH_MISC,buying,1,5.0,1.1069780243053474E9,7.703625781302148
SCTG40_OTH_MISC,buying,2,10.0,2.6333507219421234E9,23.06624017059731
SCTG40_OTH_MISC,buying,3,50.0,5.463413405018938E8,68.24271160484787
SCTG40_OTH_MISC,buying,4,100.0,1.4982935152613604E8,127.32201626460458
SCTG40_OTH_MISC,buying,5,200.0,9268731.52804906,242.8936166914695
SCTG40_OTH_MISC,buying,6,300.0,1457740.0218192614,323.555111377724
SCTG40_OTH_MISC,buying,7,400.0,6053.882807384239,439.0851026270498
SCTG40_OTH_MISC,buying,8,500.0,688.9549689203602,554.7307109540328
SCTG40_OTH_MISC,buying,9,1000.0,0.0,0.0
SCTG40_OTH_MISC,buying,10,2000.0,0.0,0.0
SCTG40_OTH_MISC,buying,11,4000.0,0.0,0.0
SCTG40_OTH_MISC,buying,12,10000.0,0.0,0.0
SCTG40_OTH_MISC,buying,13,20000.0,0.0,0.0
SCTG40_OTH_MISC,selling,0,0.0,8.202357399037322E7,3.8224463381911433
SCTG40_OTH_MISC,selling,1,5.0,1.4451460384686857E8,7.859165811151763
SCTG40_OTH_MISC,selling,2,10.0,9.487106733568407E8,25.183640942250577
SCTG40_OTH_MISC,selling,3,50.0,3.396172113544126E8,73.71059976806256
SCTG40_OTH_MISC,selling,4,100.0,5.0008790881676483E8,145.96628628547427
SCTG40_OTH_MISC,selling,5,200.0,2.6433664241950074E8,238.99248443472823
SCTG40_OTH_MISC,selling,6,300.0,1.2548079956102449E8,344.9791879448412
SCTG40_OTH_MISC,selling,7,400.0,7.699684078295052E7,446.3667272952848
SCTG40_OTH_MISC,selling,8,500.0,2.6090102498754147E7,540.2101373987783
SCTG40_OTH_MISC,selling,9,1000.0,0.0,0.0
SCTG40_OTH_MISC,selling,10,2000.0,0.0,0.0
SCTG40_OTH_MISC,selling,11,4000.0,0.0,0.0
SCTG40_OTH_MISC,selling,12,10000.0,0.0,0.0
SCTG40_OTH_MISC,selling,13,20000.0,0.0,0.0
SCTG41_WASTE_SCRAP,buying,0,0.0,618010.6855435693,3.713890812713827
SCTG41_WASTE_SCRAP,buying,1,5.0,1298983.1037965429,7.58286380835702
SCTG41_WASTE_SCRAP,buying,2,10.0,7248091.783386422,26.231336433271924
SCTG41_WASTE_SCRAP,buying,3,50.0,4702159.357092339,72.40623837061393
SCTG41_WASTE_SCRAP,buying,4,100.0,3035381.134805584,137.42263258751115
SCTG41_WASTE_SCRAP,buying,5,200.0,684942.3702470616,239.99607090912224
