Commodity,BuyingSelling,BandNumber,LowerBound,Quantity,AverageLength
SCTG15_PCC_COAL,buying,9,1000.0,0.0,0.0
SCTG15_PCC_COAL,buying,10,2000.0,0.0,0.0
SCTG15_PCC_COAL,buying,11,4000.0,0.0,0.0
SCTG15_PCC_COAL,buying,12,10000.0,0.0,0.0
SCTG15_PCC_COAL,buying,13,20000.0,0.0,0.0
SCTG15_PCC_COAL,selling,0,0.0,2.311764952709961E7,3.251028323163299
SCTG15_PCC_COAL,selling,1,5.0,3.000506752862549E7,7.60774998711376
SCTG15_PCC_COAL,selling,2,10.0,2.4418238293273926E7,17.20588387442822
SCTG15_PCC_COAL,selling,3,50.0,0.0,0.0
SCTG15_PCC_COAL,selling,4,100.0,0.0,0.0
SCTG15_PCC_COAL,selling,5,200.0,0.0,0.0
SCTG15_PCC_COAL,selling,6,300.0,0.0,0.0
SCTG15_PCC_COAL,selling,7,400.0,0.0,0.0
SCTG15_PCC_COAL,selling,8,500.0,0.0,0.0
SCTG15_PCC_COAL,selling,9,1000.0,0.0,0.0
SCTG15_PCC_COAL,selling,10,2000.0,0.0,0.0
SCTG15_PCC_COAL,selling,11,4000.0,0.0,0.0
SCTG15_PCC_COAL,selling,12,10000.0,0.0,0.0
SCTG15_PCC_COAL,selling,13,20000.0,0.0,0.0
SCTG16_PCC_PETR_crude,buying,0,0.0,1072780.3517139365,3.2922681462391066
SCTG16_PCC_PETR_crude,buying,1,5.0,9985774.478317419,7.744995943345232
SCTG16_PCC_PETR_crude,buying,2,10.0,7.116099311830918E7,30.714666217147684
SCTG16_PCC_PETR_crude,buying,3,50.0,5.064151074613895E7,72.28969056226309
SCTG16_PCC_PETR_crude,buying,4,100.0,6.3436199222218096E7,146.30502682675157
SCTG16_PCC_PETR_crude,buying,5,200.0,6.020437223496114E7,244.22431977761016
SCTG16_PCC_PETR_crude,buying,6,300.0,2.7727601358075835E7,337.852677123229
SCTG16_PCC_PETR_crude,buying,7,400.0,1.4377711650441507E7,449.3354508368255
SCTG16_PCC_PETR_crude,buying,8,500.0,5660039.224570335,556.3501223081248
SCTG16_PCC_PETR_crude,buying,9,1000.0,0.0,0.0
SCTG16_PCC_PETR_crude,buying,10,2000.0,0.0,0.0
SCTG16_PCC_PETR_crude,buying,11,4000.0,0.0,0.0
SCTG16_PCC_PETR_crude,buying,12,10000.0,0.0,0.0
SCTG16_PCC_PETR_crude,buying,13,20000.0,0.0,0.0
SCTG16_PCC_PETR_crude,selling,0,0.0,2.0967583332617188E8,3.2510283033546243
SCTG16_PCC_PETR_crude,selling,1,5.0,2.7214434072021484E8,7.60775005774109
SCTG16_PCC_PETR_crude,selling,2,10.0,2.214720998491211E8,17.205883937888245
SCTG16_PCC_PETR_crude,selling,3,50.0,0.0,0.0
SCTG16_PCC_PETR_crude,selling,4,100.0,0.0,0.0
SCTG16_PCC_PETR_crude,selling,5,200.0,0.0,0.0
SCTG16_PCC_PETR_crude,selling,6,300.0,0.0,0.0
SCTG16_PCC_PETR_crude,selling,7,400.0,0.0,0.0
SCTG16_PCC_PETR_crude,selling,8,500.0,0.0,0.0
SCTG16_PCC_PETR_crude,selling,9,1000.0,0.0,0.0
SCTG16_PCC_PETR_crude,selling,10,2000.0,0.0,0.0
SCTG16_PCC_PETR_crude,selling,11,4000.0,0.0,0.0
SCTG16_PCC_PETR_crude,selling,12,10000.0,0.0,0.0
SCTG16_PCC_PETR_crude,selling,13,20000.0,0.0,0.0
SCTG17_PCC_FUEL,buying,0,0.0,7.155322118738861E8,3.498174386320689
SCTG17_PCC_FUEL,buying,1,5.0,9.61172107405363E8,7.753835242126324
SCTG17_PCC_FUEL,buying,2,10.0,2.4483975457397327E9,23.862979935063805
SCTG17_PCC_FUEL,buying,3,50.0,8.422079063139101E8,70.60263682841301
SCTG17_PCC_FUEL,buying,4,100.0,6.375998363680952E8,139.89856365113528
SCTG17_PCC_FUEL,buying,5,200.0,1.5484823525102055E8,239.90675848402586
SCTG17_PCC_FUEL,buying,6,300.0,3.580335336905444E7,335.7679037637885
SCTG17_PCC_FUEL,buying,7,400.0,4097094.213049644,444.21928975663445
SCTG17_PCC_FUEL,buying,8,500.0,847194.8867034321,538.8835243553777
SCTG17_PCC_FUEL,buying,9,1000.0,0.0,0.0
SCTG17_PCC_FUEL,buying,10,2000.0,0.0,0.0
SCTG17_PCC_FUEL,buying,11,4000.0,0.0,0.0
SCTG17_PCC_FUEL,buying,12,10000.0,0.0,0.0
SCTG17_PCC_FUEL,buying,13,20000.0,0.0,0.0
SCTG17_PCC_FUEL,selling,0,0.0,8238338.307059884,3.8703132041337187
SCTG17_PCC_FUEL,selling,1,5.0,1.6152644323169991E7,8.071142270308336
SCTG17_PCC_FUEL,selling,2,10.0,7.24534263558557E7,24.5341569764636
SCTG17_PCC_FUEL,selling,3,50.0,3.3519916803144753E7,72.98951172156654
SCTG17_PCC_FUEL,selling,4,100.0,3.737632219408273E7,145.99670195030893
SCTG17_PCC_FUEL,selling,5,200.0,1.758697629533488E7,242.26816189511712
SCTG17_PCC_FUEL,selling,6,300.0,9498875.491952306,339.5635565550845
SCTG17_PCC_FUEL,selling,7,400.0,3761071.7083646706,443.85988074921147
SCTG17_PCC_FUEL,selling,8,500.0,990531.4370802235,541.5616841020434
SCTG17_PCC_FUEL,selling,9,1000.0,0.0,0.0
SCTG17_PCC_FUEL,selling,10,2000.0,0.0,0.0
SCTG17_PCC_FUEL,selling,11,4000.0,0.0,0.0
SCTG17_PCC_FUEL,selling,12,10000.0,0.0,0.0
SCTG17_PCC_FUEL,selling,13,20000.0,0.0,0.0
SCTG18_PCC_PETR_oil,buying,0,0.0,3.8927346026579374E8,3.4603839268481003
SCTG18_PCC_PETR_oil,buying,1,5.0,5.129728192397581E8,7.750091438987006
SCTG18_PCC_PETR_oil,buying,2,10.0,1.2973127129538972E9,23.753403269679474
SCTG18_PCC_PETR_oil,buying,3,50.0,4.009161702326381E8,70.22726826791767
SCTG18_PCC_PETR_oil,buying,4,100.0,2.4820938451961812E8,138.12733417743695
SCTG18_PCC_PETR_oil,buying,5,200.0,4.231285840206587E7,240.34975925438812
SCTG18_PCC_PETR_oil,buying,6,300.0,8307526.295822119,333.94051080900425
SCTG18_PCC_PETR_oil,buying,7,400.0,840994.4468051973,441.5832077425915
SCTG18_PCC_PETR_oil,buying,8,500.0,106628.26221589948,546.2753338668523
SCTG18_PCC_PETR_oil,buying,9,1000.0,0.0,0.0
SCTG18_PCC_PETR_oil,buying,10,2000.0,0.0,0.0
SCTG18_PCC_PETR_oil,buying,11,4000.0,0.0,0.0
SCTG18_PCC_PETR_oil,buying,12,10000.0,0.0,0.0
SCTG18_PCC_PETR_oil,buying,13,20000.0,0.0,0.0
SCTG18_PCC_PETR_oil,selling,0,0.0,2327747.148311278,3.899387033690802
SCTG18_PCC_PETR_oil,selling,1,5.0,4910014.806760319,8.13970448612176
SCTG18_PCC_PETR_oil,selling,2,10.0,2.6034062011702213E7,24.754299028112545
SCTG18_PCC_PETR_oil,selling,3,50.0,1.3581196885271493E7,74.56941949850064
SCTG18_PCC_PETR_oil,selling,4,100.0,1.929844455916001E7,147.35919206594534
SCTG18_PCC_PETR_oil,selling,5,200.0,1.2969827386253212E7,245.25491684488222
SCTG18_PCC_PETR_oil,selling,6,300.0,9205822.726989266,345.26713649017023
SCTG18_PCC_PETR_oil,selling,7,400.0,7983834.982200313,452.22699539072255
SCTG18_PCC_PETR_oil,selling,8,500.0,3478094.086204118,547.348499698423
SCTG18_PCC_PETR_oil,selling,9,1000.0,0.0,0.0
SCTG18_PCC_PETR_oil,selling,10,2000.0,0.0,0.0
SCTG18_PCC_PETR_oil,selling,11,4000.0,0.0,0.0
SCTG18_PCC_PETR_oil,selling,12,10000.0,0.0,0.0
SCTG18_PCC_PETR_oil,selling,13,20000.0,0.0,0.0
SCTG19_PCC_COAL_prod,buying,0,0.0,1.6148468493364334E7,3.798849583482562
SCTG19_PCC_COAL_prod,buying,1,5.0,3.3107365309018612E7,8.03325049369411
SCTG19_PCC_COAL_prod,buying,2,10.0,1.7084674407319248E8,25.0740610361768
SCTG19_PCC_COAL_prod,buying,3,50.0,1.0927602336256659E8,74.58559438345041
SCTG19_PCC_COAL_prod,buying,4,100.0,1.3651895955489534E8,146.68351133518914
SCTG19_PCC_COAL_prod,buying,5,200.0,7.394187397014827E7,244.4824126354793
SCTG19_PCC_COAL_prod,buying,6,300.0,4.899060334456381E7,345.6391840402921
SCTG19_PCC_COAL_prod,buying,7,400.0,3.386066286215684E7,451.0456175885282
SCTG19_PCC_COAL_prod,buying,8,500.0,1.5783474590003729E7,548.2526066629983
SCTG19_PCC_COAL_prod,buying,9,1000.0,0.0,0.0
SCTG19_PCC_COAL_prod,buying,10,2000.0,0.0,0.0
SCTG19_PCC_COAL_prod,buying,11,4000.0,0.0,0.0
SCTG19_PCC_COAL_prod,buying,12,10000.0,0.0,0.0
SCTG19_PCC_COAL_prod,buying,13,20000.0,0.0,0.0
SCTG19_PCC_COAL_prod,selling,0,0.0,6.759301944067535E8,3.227575885319732
SCTG19_PCC_COAL_prod,selling,1,5.0,1.7533673799720764E8,6.61556250154581
SCTG19_PCC_COAL_prod,selling,2,10.0,7.003426979980469E7,15.632206154101812
SCTG19_PCC_COAL_prod,selling,3,50.0,0.0,0.0
SCTG19_PCC_COAL_prod,selling,4,100.0,0.0,0.0
SCTG19_PCC_COAL_prod,selling,5,200.0,0.0,0.0
SCTG19_PCC_COAL_prod,selling,6,300.0,0.0,0.0
SCTG19_PCC_COAL_prod,selling,7,400.0,0.0,0.0
SCTG19_PCC_COAL_prod,selling,8,500.0,0.0,0.0
SCTG19_PCC_COAL_prod,selling,9,1000.0,0.0,0.0
SCTG19_PCC_COAL_prod,selling,10,2000.0,0.0,0.0
SCTG19_PCC_COAL_prod,selling,11,4000.0,0.0,0.0
SCTG19_PCC_COAL_prod,selling,12,10000.0,0.0,0.0
SCTG19_PCC_COAL_prod,selling,13,20000.0,0.0,0.0
SCTG20_PCC_CHEM_basic,buying,0,0.0,2.258913070340298E7,3.7627910863619696
SCTG20_PCC_CHEM_basic,buying,1,5.0,3.889307714684726E7,7.92688418389548
SCTG20_PCC_CHEM_basic,buying,2,10.0,2.7346161424020743E8,25.018471094447357
SCTG20_PCC_CHEM_basic,buying,3,50.0,1.212564149961375E8,74.74825485648702
SCTG20_PCC_CHEM_basic,buying,4,100.0,9.74236099051557E7,138.67638801429982
SCTG20_PCC_CHEM_basic,buying,5,200.0,1.9936685767602853E7,240.6092564491416
SCTG20_PCC_CHEM_basic,buying,6,300.0,6980699.13268227,342.4230865701502
SCTG20_PCC_CHEM_basic,buying,7,400.0,2038044.2156658182,441.82273357435554
SCTG20_PCC_CHEM_basic,buying,8,500.0,477949.5808248089,538.7926489418518
SCTG20_PCC_CHEM_basic,buying,9,1000.0,0.0,0.0
SCTG20_PCC_CHEM_basic,buying,10,2000.0,0.0,0.0
SCTG20_PCC_CHEM_basic,buying,11,4000.0,0.0,0.0
SCTG20_PCC_CHEM_basic,buying,12,10000.0,0.0,0.0
SCTG20_PCC_CHEM_basic,buying,13,20000.0,0.0,0.0
SCTG20_PCC_CHEM_basic,selling,0,0.0,1.3002552700594788E9,3.2247963341674724
SCTG20_PCC_CHEM_basic,selling,1,5.0,3.2823773016741943E8,6.579659200735833
SCTG20_PCC_CHEM_basic,selling,2,10.0,1.2619186636499023E8,15.4945977801002
SCTG20_PCC_CHEM_basic,selling,3,50.0,0.0,0.0
SCTG20_PCC_CHEM_basic,selling,4,100.0,0.0,0.0
SCTG20_PCC_CHEM_basic,selling,5,200.0,0.0,0.0
SCTG20_PCC_CHEM_basic,selling,6,300.0,0.0,0.0
SCTG20_PCC_CHEM_basic,selling,7,400.0,0.0,0.0
SCTG20_PCC_CHEM_basic,selling,8,500.0,0.0,0.0
SCTG20_PCC_CHEM_basic,selling,9,1000.0,0.0,0.0
SCTG20_PCC_CHEM_basic,selling,10,2000.0,0.0,0.0
SCTG20_PCC_CHEM_basic,selling,11,4000.0,0.0,0.0
SCTG20_PCC_CHEM_basic,selling,12,10000.0,0.0,0.0
SCTG20_PCC_CHEM_basic,selling,13,20000.0,0.0,0.0
SCTG21_PCC_CHEM_pharma,buying,0,0.0,8.689450192892731E8,3.4862286318052766
SCTG21_PCC_CHEM_pharma,buying,1,5.0,1.1223989879758863E9,7.727066219856161
SCTG21_PCC_CHEM_pharma,buying,2,10.0,2.723078051797437E9,23.448779024340595
SCTG21_PCC_CHEM_pharma,buying,3,50.0,8.682811254981222E8,70.26400929456908
SCTG21_PCC_CHEM_pharma,buying,4,100.0,6.381295721010326E8,141.96043392435288
SCTG21_PCC_CHEM_pharma,buying,5,200.0,1.583843028828412E8,240.84571836288495
SCTG21_PCC_CHEM_pharma,buying,6,300.0,4.683901127160681E7,334.2099835724188
SCTG21_PCC_CHEM_pharma,buying,7,400.0,9805671.337807935,441.7329800902169
SCTG21_PCC_CHEM_pharma,buying,8,500.0,1015815.823844363,542.2391986705468
SCTG21_PCC_CHEM_pharma,buying,9,1000.0,0.0,0.0
SCTG21_PCC_CHEM_pharma,buying,10,2000.0,0.0,0.0
SCTG21_PCC_CHEM_pharma,buying,11,4000.0,0.0,0.0
SCTG21_PCC_CHEM_pharma,buying,12,10000.0,0.0,0.0
SCTG21_PCC_CHEM_pharma,buying,13,20000.0,0.0,0.0
SCTG21_PCC_CHEM_pharma,selling,0,0.0,1.7574975410663143E7,3.9041260781655214
SCTG21_PCC_CHEM_pharma,selling,1,5.0,3.593828607367705E7,7.967134321885883
SCTG21_PCC_CHEM_pharma,selling,2,10.0,2.807437047010611E8,25.25275513156015
SCTG21_PCC_CHEM_pharma,selling,3,50.0,1.0081230350624941E8,73.71466482673338
SCTG21_PCC_CHEM_pharma,selling,4,100.0,1.9133643676639506E8,149.86670671977032
SCTG21_PCC_CHEM_pharma,selling,5,200.0,1.628294872612168E8,242.84586513969123
SCTG21_PCC_CHEM_pharma,selling,6,300.0,1.2424310748644346E8,347.3381912078962
SCTG21_PCC_CHEM_pharma,selling,7,400.0,1.3603518480496228E8,453.5488251349343
SCTG21_PCC_CHEM_pharma,selling,8,500.0,5.195111499660808E7,544.2109225206149
SCTG21_PCC_CHEM_pharma,selling,9,1000.0,0.0,0.0
SCTG21_PCC_CHEM_pharma,selling,10,2000.0,0.0,0.0
SCTG21_PCC_CHEM_pharma,selling,11,4000.0,0.0,0.0
SCTG21_PCC_CHEM_pharma,selling,12,10000.0,0.0,0.0
SCTG21_PCC_CHEM_pharma,selling,13,20000.0,0.0,0.0
SCTG22_PCC_CHEM_fert,buying,0,0.0,1.2082757626638174E7,3.761187777132145
SCTG22_PCC_CHEM_fert,buying,1,5.0,1.8888972775959015E7,8.134669519438527
SCTG22_PCC_CHEM_fert,buying,2,10.0,1.179246749306638E8,27.118206474939583
SCTG22_PCC_CHEM_fert,buying,3,50.0,9.260300500925341E7,74.33565696762014
SCTG22_PCC_CHEM_fert,buying,4,100.0,1.106136033624673E8,146.0658867632015
SCTG22_PCC_CHEM_fert,buying,5,200.0,8.155736577092485E7,246.400328141467
SCTG22_PCC_CHEM_fert,buying,6,300.0,5.016356312287924E7,344.63305081538664
SCTG22_PCC_CHEM_fert,buying,7,400.0,4.4035053770870656E7,448.27794046747914
SCTG22_PCC_CHEM_fert,buying,8,500.0,1.829765084074284E7,544.6467293440427
SCTG22_PCC_CHEM_fert,buying,9,1000.0,0.0,0.0
SCTG22_PCC_CHEM_fert,buying,10,2000.0,0.0,0.0
SCTG22_PCC_CHEM_fert,buying,11,4000.0,0.0,0.0
SCTG22_PCC_CHEM_fert,buying,12,10000.0,0.0,0.0
SCTG22_PCC_CHEM_fert,buying,13,20000.0,0.0,0.0
SCTG22_PCC_CHEM_fert,selling,0,0.0,5.23052654215889E8,3.227157359641337
SCTG22_PCC_CHEM_fert,selling,1,5.0,1.286755860752716E8,6.547058556022999
SCTG22_PCC_CHEM_fert,selling,2,10.0,4.776465326237488E7,15.398717032107259
SCTG22_PCC_CHEM_fert,selling,3,50.0,0.0,0.0
SCTG22_PCC_CHEM_fert,selling,4,100.0,0.0,0.0
SCTG22_PCC_CHEM_fert,selling,5,200.0,0.0,0.0
SCTG22_PCC_CHEM_fert,selling,6,300.0,0.0,0.0
SCTG22_PCC_CHEM_fert,selling,7,400.0,0.0,0.0
SCTG22_PCC_CHEM_fert,selling,8,500.0,0.0,0.0
SCTG22_PCC_CHEM_fert,selling,9,1000.0,0.0,0.0
SCTG22_PCC_CHEM_fert,selling,10,2000.0,0.0,0.0
SCTG22_PCC_CHEM_fert,selling,11,4000.0,0.0,0.0
SCTG22_PCC_CHEM_fert,selling,12,10000.0,0.0,0.0
SCTG22_PCC_CHEM_fert,selling,13,20000.0,0.0,0.0
SCTG23_PCC_CHEM_prod,buying,0,0.0,5.650304010240268E8,3.4206681414119067
SCTG23_PCC_CHEM_prod,buying,1,5.0,7.352882273715576E8,7.71199906192025
SCTG23_PCC_CHEM_prod,buying,2,10.0,2.0234622872849598E9,23.50755624372783
SCTG23_PCC_CHEM_prod,buying,3,50.0,4.56572902657661E8,69.30704972931663
SCTG23_PCC_CHEM_prod,buying,4,100.0,1.4840418638007677E8,128.21081939920217
SCTG23_PCC_CHEM_prod,buying,5,200.0,1.0900819443064831E7,234.92812868122056
SCTG23_PCC_CHEM_prod,buying,6,300.0,2080060.5850186138,336.4087259196086
SCTG23_PCC_CHEM_prod,buying,7,400.0,41233.8342347765,431.87661122796203
SCTG23_PCC_CHEM_prod,buying,8,500.0,5244.597036984295,522.4224903950756
SCTG23_PCC_CHEM_prod,buying,9,1000.0,0.0,0.0
SCTG23_PCC_CHEM_prod,buying,10,2000.0,0.0,0.0
SCTG23_PCC_CHEM_prod,buying,11,4000.0,0.0,0.0
SCTG23_PCC_CHEM_prod,buying,12,10000.0,0.0,0.0
SCTG23_PCC_CHEM_prod,buying,13,20000.0,0.0,0.0
SCTG23_PCC_CHEM_prod,selling,0,0.0,4.4563508897615455E7,3.9059129298554325
SCTG23_PCC_CHEM_prod,selling,1,5.0,9.126613587470959E7,8.153496535629994
SCTG23_PCC_CHEM_prod,selling,2,10.0,4.567407003671254E8,23.806580496967374
SCTG23_PCC_CHEM_prod,selling,3,50.0,2.1506845139294702E8,75.22263996019085
SCTG23_PCC_CHEM_prod,selling,4,100.0,3.0446589432018757E8,146.89784657537993
SCTG23_PCC_CHEM_prod,selling,5,200.0,1.963572515957918E8,244.02762857231556
SCTG23_PCC_CHEM_prod,selling,6,300.0,1.4001056655788285E8,347.5621368702795
SCTG23_PCC_CHEM_prod,selling,7,400.0,1.4561673502010036E8,454.15068421506174
SCTG23_PCC_CHEM_prod,selling,8,500.0,5.5510472073197626E7,538.6099225422295
SCTG23_PCC_CHEM_prod,selling,9,1000.0,0.0,0.0
SCTG23_PCC_CHEM_prod,selling,10,2000.0,0.0,0.0
SCTG23_PCC_CHEM_prod,selling,11,4000.0,0.0,0.0
SCTG23_PCC_CHEM_prod,selling,12,10000.0,0.0,0.0
SCTG23_PCC_CHEM_prod,selling,13,20000.0,0.0,0.0
SCTG24_PCC_PETR_plast,buying,0,0.0,3.561208980158908E7,3.914587600490519
SCTG24_PCC_PETR_plast,buying,1,5.0,6.741991367875536E7,7.85314476119133
SCTG24_PCC_PETR_plast,buying,2,10.0,4.836652060109466E8,25.447950046122738
SCTG24_PCC_PETR_plast,buying,3,50.0,1.7288600318223214E8,72.5645530737821
SCTG24_PCC_PETR_plast,buying,4,100.0,1.4546998930437306E8,140.3026890511097
SCTG24_PCC_PETR_plast,buying,5,200.0,3.485985542185648E7,235.89535171734647
SCTG24_PCC_PETR_plast,buying,6,300.0,9305828.644826347,341.8326195700153
SCTG24_PCC_PETR_plast,buying,7,400.0,3175947.24454033,435.3865882617656
SCTG24_PCC_PETR_plast,buying,8,500.0,471794.39337482164,541.1471683886732
SCTG24_PCC_PETR_plast,buying,9,1000.0,0.0,0.0
SCTG24_PCC_PETR_plast,buying,10,2000.0,0.0,0.0
SCTG24_PCC_PETR_plast,buying,11,4000.0,0.0,0.0
SCTG24_PCC_PETR_plast,buying,12,10000.0,0.0,0.0
SCTG24_PCC_PETR_plast,buying,13,20000.0,0.0,0.0
SCTG24_PCC_PETR_plast,selling,0,0.0,2.36060599239563E9,3.153292111488372
SCTG24_PCC_PETR_plast,selling,1,5.0,6.764666395091553E8,6.867310317052514
SCTG24_PCC_PETR_plast,selling,2,10.0,2.1215617219018555E8,14.183942712469387
SCTG24_PCC_PETR_plast,selling,3,50.0,0.0,0.0
SCTG24_PCC_PETR_plast,selling,4,100.0,0.0,0.0
SCTG24_PCC_PETR_plast,selling,5,200.0,0.0,0.0
SCTG24_PCC_PETR_plast,selling,6,300.0,0.0,0.0
SCTG24_PCC_PETR_plast,selling,7,400.0,0.0,0.0
SCTG24_PCC_PETR_plast,selling,8,500.0,0.0,0.0
SCTG24_PCC_PETR_plast,selling,9,1000.0,0.0,0.0
SCTG24_PCC_PETR_plast,selling,10,2000.0,0.0,0.0
SCTG24_PCC_PETR_plast,selling,11,4000.0,0.0,0.0
SCTG24_PCC_PETR_plast,selling,12,10000.0,0.0,0.0
SCTG24_PCC_PETR_plast,selling,13,20000.0,0.0,0.0
SCTG25_FWP_LOGS,buying,0,0.0,1.940333891777481E7,3.555861817589964
SCTG25_FWP_LOGS,buying,1,5.0,6.5425723630022764E7,7.815579476948963
SCTG25_FWP_LOGS,buying,2,10.0,4.629567869536784E8,30.719481745544694
SCTG25_FWP_LOGS,buying,3,50.0,5.546688086444685E8,74.9581440214283
SCTG25_FWP_LOGS,buying,4,100.0,7.409380579801472E8,143.52988104450185
SCTG25_FWP_LOGS,buying,5,200.0,3.0897762747289383E8,242.0100275829458
SCTG25_FWP_LOGS,buying,6,300.0,1.0791105808165301E8,343.1110686734226
SCTG25_FWP_LOGS,buying,7,400.0,4.281416044076919E7,442.00680210921155
SCTG25_FWP_LOGS,buying,8,500.0,1.6036864437286247E7,557.5031255298303
SCTG25_FWP_LOGS,buying,9,1000.0,0.0,0.0
SCTG25_FWP_LOGS,buying,10,2000.0,0.0,0.0
SCTG25_FWP_LOGS,buying,11,4000.0,0.0,0.0
SCTG25_FWP_LOGS,buying,12,10000.0,0.0,0.0
SCTG25_FWP_LOGS,buying,13,20000.0,0.0,0.0
SCTG25_FWP_LOGS,selling,0,0.0,8.706793242675781E8,3.1636047479023506
SCTG25_FWP_LOGS,selling,1,5.0,1.081249210921875E9,7.599869633945324
SCTG25_FWP_LOGS,selling,2,10.0,1.283007718038086E9,18.303085771973794
SCTG25_FWP_LOGS,selling,3,50.0,0.0,0.0
SCTG25_FWP_LOGS,selling,4,100.0,0.0,0.0
SCTG25_FWP_LOGS,selling,5,200.0,0.0,0.0
SCTG25_FWP_LOGS,selling,6,300.0,0.0,0.0
SCTG25_FWP_LOGS,selling,7,400.0,0.0,0.0
SCTG25_FWP_LOGS,selling,8,500.0,0.0,0.0
SCTG25_FWP_LOGS,selling,9,1000.0,0.0,0.0
SCTG25_FWP_LOGS,selling,10,2000.0,0.0,0.0
SCTG25_FWP_LOGS,selling,11,4000.0,0.0,0.0
SCTG25_FWP_LOGS,selling,12,10000.0,0.0,0.0
SCTG25_FWP_LOGS,selling,13,20000.0,0.0,0.0
SCTG26_FWP_WOOD,buying,0,0.0,2.074272034985733E7,3.4821724121881723
SCTG26_FWP_WOOD,buying,1,5.0,3.400444992221832E7,7.254462831335086
SCTG26_FWP_WOOD,buying,2,10.0,2.2226716078016055E8,30.087627229458445
SCTG26_FWP_WOOD,buying,3,50.0,2.807902729840783E8,77.31298166517091
SCTG26_FWP_WOOD,buying,4,100.0,5.0282996773877794E8,147.9136578071751
SCTG26_FWP_WOOD,buying,5,200.0,3.1567124249915373E8,244.42351369318519
SCTG26_FWP_WOOD,buying,6,300.0,1.9707147401517683E8,346.8810416047906
SCTG26_FWP_WOOD,buying,7,400.0,1.493720796955814E8,446.3990259637733
SCTG26_FWP_WOOD,buying,8,500.0,7.749479837699941E7,558.2600986516646
SCTG26_FWP_WOOD,buying,9,1000.0,0.0,0.0
SCTG26_FWP_WOOD,buying,10,2000.0,0.0,0.0
SCTG26_FWP_WOOD,buying,11,4000.0,0.0,0.0
SCTG26_FWP_WOOD,buying,12,10000.0,0.0,0.0
SCTG26_FWP_WOOD,buying,13,20000.0,0.0,0.0
SCTG26_FWP_WOOD,selling,0,0.0,3.557747638985382E9,2.908214752799315
SCTG26_FWP_WOOD,selling,1,5.0,1.9458668449713745E9,6.842642454975508
SCTG26_FWP_WOOD,selling,2,10.0,9.533839397545166E8,16.404206742962124
SCTG26_FWP_WOOD,selling,3,50.0,0.0,0.0
SCTG26_FWP_WOOD,selling,4,100.0,0.0,0.0
SCTG26_FWP_WOOD,selling,5,200.0,0.0,0.0
SCTG26_FWP_WOOD,selling,6,300.0,0.0,0.0
SCTG26_FWP_WOOD,selling,7,400.0,0.0,0.0
SCTG26_FWP_WOOD,selling,8,500.0,0.0,0.0
SCTG26_FWP_WOOD,selling,9,1000.0,0.0,0.0
SCTG26_FWP_WOOD,selling,10,2000.0,0.0,0.0
SCTG26_FWP_WOOD,selling,11,4000.0,0.0,0.0
SCTG26_FWP_WOOD,selling,12,10000.0,0.0,0.0
SCTG26_FWP_WOOD,selling,13,20000.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,buying,0,0.0,3.3848190638095856E7,3.5966282602735604
SCTG27_PPP_PAPR_puplp,buying,1,5.0,5.850394433129501E7,7.329749274105813
SCTG27_PPP_PAPR_puplp,buying,2,10.0,3.7817703436662173E8,28.6745482474849
SCTG27_PPP_PAPR_puplp,buying,3,50.0,2.9376847533148336E8,75.35326324931015
SCTG27_PPP_PAPR_puplp,buying,4,100.0,2.721916683961566E8,141.05282009256382
SCTG27_PPP_PAPR_puplp,buying,5,200.0,6.931339716647276E7,238.565003847273
SCTG27_PPP_PAPR_puplp,buying,6,300.0,2.026947512177405E7,340.4213584155857
SCTG27_PPP_PAPR_puplp,buying,7,400.0,5788801.816056641,435.8137825052008
SCTG27_PPP_PAPR_puplp,buying,8,500.0,1156851.9441671546,549.1477607728882
SCTG27_PPP_PAPR_puplp,buying,9,1000.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,buying,10,2000.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,buying,11,4000.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,buying,12,10000.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,buying,13,20000.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,selling,0,0.0,3.1273487692649536E9,2.923764141490784
SCTG27_PPP_PAPR_puplp,selling,1,5.0,1.6553966703651276E9,6.847908801773954
SCTG27_PPP_PAPR_puplp,selling,2,10.0,7.979531912167664E8,16.33628966377358
SCTG27_PPP_PAPR_puplp,selling,3,50.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,selling,4,100.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,selling,5,200.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,selling,6,300.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,selling,7,400.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,selling,8,500.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,selling,9,1000.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,selling,10,2000.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,selling,11,4000.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,selling,12,10000.0,0.0,0.0
SCTG27_PPP_PAPR_puplp,selling,13,20000.0,0.0,0.0
SCTG28_PPP_PAPR_paper,buying,0,0.0,4.886989257007599E7,3.688271652909333
