Azone,CNST_offc_off,RET_stor_off,SERV_site_li,ENGY_offc_off,MFG_food_hi,FIRE_real_off,SERV_bus_off,HLTH_care_inst,CNST_res_xxx,MFG_hvtw_li,WHSL_offc_off,HOSP_acc_acc,SERV_stor_ret,UTL_othr_off_li,HOSP_eat_ret_acc,RET_auto_ret,MFG_lvtw_hi,FIRE_fnin_off,MFG_htec_hi,INFO_info_off,MFG_hvtw_hi,MFG_wdppr_hi,CNST_othr_xxx,K12_k12_off,ENGY_elec_hi,SERV_tech_off,CNST_main_xxx,GOV_offc_off,no_industry,MFG_htec_li,RES_offc_off,TRNS_trns_off,RES_agmin_ag,K12_k12_k12,CNST_nres_xxx,ENT_ent_ret,GOV_admn_gov,HLTH_othr_off_li,MFG_offc_off,ENGY_ngas_hi,HLTH_hosp_hosp,RES_forst_log,HIED_hied_off_inst,MFG_food_li,RET_stor_ret,INFO_info_off_li,ENGY_ptrl_hi,RET_nstor_off,SERV_home_xxx,SERV_nonp_off_inst,WHSL_whsl_ware,UTL_othr_off,TRNS_trns_ware,Total
2871.0,20.0,14.0,12.0,9.0,0.0,27.0,36.0,13.0,5.0,6.0,8.0,4.0,13.0,2.0,44.0,23.0,3.0,38.0,0.0,14.0,6.0,5.0,10.0,5.0,1.0,48.0,6.0,30.0,5.0,0.0,24.0,12.0,23.0,59.0,12.0,15.0,12.0,41.0,38.0,0.0,18.0,2.0,13.0,1.0,58.0,1.0,0.0,9.0,17.0,31.0,23.0,5.0,18.0,839.0
2872.0,8.0,4.0,4.0,2.0,0.0,10.0,18.0,11.0,2.0,1.0,2.0,4.0,11.0,1.0,32.0,13.0,1.0,11.0,0.0,2.0,2.0,2.0,9.0,9.0,1.0,15.0,1.0,21.0,2.0,3.0,3.0,12.0,6.0,31.0,4.0,5.0,12.0,17.0,11.0,0.0,8.0,2.0,14.0,0.0,44.0,0.0,2.0,7.0,10.0,15.0,12.0,5.0,10.0,432.0
2873.0,5.0,1.0,0.0,2.0,0.0,6.0,9.0,6.0,3.0,0.0,0.0,2.0,3.0,0.0,12.0,2.0,2.0,9.0,0.0,1.0,1.0,1.0,4.0,2.0,0.0,9.0,0.0,6.0,0.0,0.0,5.0,2.0,1.0,8.0,3.0,1.0,2.0,6.0,9.0,0.0,4.0,0.0,2.0,0.0,9.0,0.0,0.0,6.0,0.0,6.0,3.0,0.0,2.0,155.0
2874.0,281.0,226.0,89.0,80.0,29.0,349.0,371.0,193.0,52.0,41.0,133.0,75.0,195.0,33.0,494.0,201.0,21.0,414.0,8.0,198.0,38.0,56.0,80.0,127.0,16.0,665.0,43.0,407.0,29.0,5.0,253.0,156.0,133.0,163.0,64.0,186.0,134.0,388.0,589.0,0.0,233.0,16.0,137.0,29.0,549.0,16.0,11.0,126.0,80.0,334.0,213.0,53.0,97.0,8909.0
2875.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,77.0
2876.0,56.0,39.0,5.0,21.0,2.0,54.0,50.0,22.0,5.0,2.0,21.0,7.0,18.0,1.0,57.0,19.0,4.0,81.0,0.0,25.0,2.0,4.0,3.0,20.0,1.0,124.0,2.0,63.0,3.0,0.0,35.0,20.0,11.0,27.0,5.0,31.0,7.0,58.0,101.0,0.0,30.0,0.0,26.0,1.0,34.0,3.0,0.0,15.0,9.0,65.0,33.0,16.0,4.0,1242.0
2877.0,17.0,9.0,16.0,6.0,3.0,23.0,38.0,20.0,9.0,4.0,8.0,11.0,29.0,4.0,93.0,29.0,2.0,44.0,0.0,18.0,4.0,7.0,11.0,16.0,2.0,39.0,6.0,35.0,1.0,2.0,16.0,16.0,13.0,29.0,8.0,23.0,18.0,36.0,45.0,1.0,19.0,2.0,8.0,3.0,143.0,1.0,1.0,17.0,27.0,40.0,27.0,8.0,20.0,1027.0
2878.0,0.0,2.0,4.0,2.0,2.0,5.0,6.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,12.0,9.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,6.0,0.0,0.0,8.0,2.0,10.0,0.0,5.0,0.0,2.0,5.0,8.0,0.0,3.0,0.0,1.0,0.0,10.0,1.0,0.0,2.0,3.0,7.0,5.0,0.0,3.0,149.0
2879.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,47.0
2880.0,6.0,0.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,0.0,5.0,2.0,15.0,5.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0,0.0,0.0,1.0,3.0,5.0,2.0,0.0,0.0,6.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,28.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,5.0,145.0
2881.0,8.0,2.0,6.0,1.0,1.0,7.0,8.0,3.0,1.0,3.0,2.0,2.0,5.0,2.0,13.0,22.0,4.0,15.0,0.0,7.0,3.0,6.0,5.0,5.0,2.0,15.0,5.0,13.0,3.0,2.0,5.0,9.0,13.0,35.0,4.0,5.0,9.0,12.0,15.0,1.0,5.0,0.0,9.0,4.0,18.0,1.0,1.0,4.0,3.0,10.0,10.0,2.0,8.0,354.0
2882.0,68.0,35.0,33.0,29.0,11.0,80.0,139.0,56.0,25.0,15.0,31.0,30.0,65.0,10.0,254.0,99.0,11.0,128.0,1.0,41.0,11.0,19.0,43.0,67.0,1.0,157.0,16.0,112.0,16.0,2.0,54.0,55.0,81.0,41.0,27.0,50.0,55.0,116.0,145.0,1.0,66.0,4.0,42.0,10.0,238.0,12.0,6.0,43.0,59.0,96.0,67.0,11.0,56.0,2940.0
2883.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0
2884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0
2885.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0
2886.0,6.0,3.0,2.0,0.0,0.0,4.0,6.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,2.0,4.0,5.0,6.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,104.0
2887.0,15.0,11.0,8.0,4.0,4.0,28.0,25.0,9.0,3.0,1.0,6.0,4.0,14.0,1.0,32.0,19.0,1.0,32.0,0.0,14.0,4.0,5.0,7.0,9.0,1.0,42.0,2.0,23.0,2.0,0.0,19.0,9.0,9.0,64.0,7.0,15.0,8.0,26.0,35.0,0.0,23.0,0.0,17.0,2.0,64.0,0.0,3.0,12.0,10.0,11.0,13.0,1.0,6.0,680.0
2888.0,27.0,14.0,13.0,9.0,3.0,38.0,49.0,18.0,6.0,8.0,6.0,9.0,24.0,8.0,64.0,31.0,4.0,30.0,1.0,14.0,2.0,4.0,11.0,9.0,2.0,49.0,4.0,32.0,9.0,1.0,12.0,15.0,20.0,18.0,14.0,17.0,12.0,37.0,35.0,0.0,23.0,3.0,10.0,4.0,77.0,1.0,1.0,15.0,10.0,41.0,27.0,1.0,12.0,904.0
2889.0,78.0,59.0,33.0,28.0,6.0,86.0,153.0,70.0,14.0,10.0,27.0,32.0,66.0,7.0,338.0,63.0,5.0,144.0,1.0,61.0,3.0,7.0,17.0,65.0,4.0,176.0,12.0,132.0,8.0,0.0,52.0,91.0,33.0,135.0,18.0,81.0,29.0,120.0,152.0,0.0,61.0,5.0,59.0,7.0,255.0,5.0,1.0,54.0,73.0,145.0,55.0,24.0,29.0,3189.0
2890.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,3.0,0.0,5.0,1.0,6.0,0.0,1.0,3.0,1.0,0.0,11.0,1.0,5.0,0.0,0.0,4.0,4.0,3.0,9.0,1.0,1.0,2.0,9.0,7.0,0.0,1.0,0.0,2.0,1.0,8.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,3.0,137.0
2891.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,47.0
2892.0,57.0,36.0,18.0,20.0,0.0,70.0,66.0,26.0,5.0,4.0,16.0,11.0,21.0,3.0,91.0,16.0,0.0,67.0,0.0,40.0,2.0,2.0,7.0,16.0,0.0,101.0,3.0,71.0,4.0,2.0,37.0,24.0,16.0,35.0,6.0,27.0,9.0,45.0,101.0,0.0,32.0,0.0,24.0,2.0,56.0,0.0,0.0,19.0,13.0,57.0,37.0,12.0,8.0,1335.0
2893.0,6.0,2.0,2.0,1.0,0.0,3.0,6.0,5.0,3.0,1.0,1.0,2.0,5.0,1.0,9.0,4.0,0.0,3.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,8.0,1.0,5.0,0.0,1.0,8.0,0.0,5.0,1.0,3.0,5.0,3.0,10.0,4.0,0.0,4.0,1.0,0.0,2.0,18.0,1.0,1.0,1.0,6.0,8.0,3.0,2.0,3.0,168.0
