taz,commodity,quantity
3055,FLR AT,21638.82446
90,FLR AT,116271.232
1727,FLR AT,103.5547239
2731,FLR AT,0.915201229
1222,FLR AT,482.7796528
434,FLR AT,1780.556802
401,FLR AT,17025.58896
2435,FLR AT,23445.32409
750,FLR AT,58938.75044
862,FLR AT,168043.229
2265,FLR AT,108301.5726
2514,FLR AT,9.237698893
18,FLR AT,273951.4755
2533,FLR AT,3.181164532
873,FLR AT,220818.918
436,FLR AT,38717.15909
1778,FLR AT,130474.8118
1831,FLR AT,55816.5539
739,FLR AT,138547.0584
1402,FLR AT,1789.240367
2817,FLR AT,58149.1942
2564,FLR AT,49607.69208
736,FLR AT,125951.0813
2489,FLR AT,20072.35659
678,FLR AT,29949.02397
2106,FLR AT,91972.79387
391,FLR AT,4628.744723
2664,FLR AT,5563.628209
1109,FLR AT,31165.75945
3178,FLR AT,24744.50112
2174,FLR AT,38157.39049
2390,FLR AT,190681.3704
257,FLR AT,457084.3978
949,FLR AT,27898.95774
359,FLR AT,1567.472698
370,FLR AT,88430.35989
2708,FLR AT,66.36473816
2864,FLR AT,79296.58875
2235,FLR AT,105194.9176
1398,FLR AT,8410.899291
1243,FLR AT,32624.84906
341,FLR AT,150065.0305
1013,FLR AT,27493.12133
1451,FLR AT,107.3029855
177,FLR AT,79579.53869
13,FLR AT,13345.35503
1127,FLR AT,375055.39
2336,FLR AT,9384.44945
1754,FLR AT,61733.65846
4011,FLR AT,0.029081773
3171,FLR AT,82.87558834
1641,FLR AT,141585.3254
1437,FLR AT,99908.20115
1085,FLR AT,140905.5446
1377,FLR AT,19576.95497
433,FLR AT,1648.959572
1203,FLR AT,24165.12607
2521,FLR AT,19598.64172
27,FLR AT,168.4227575
709,FLR AT,158085.8779
4001,FLR AT,16973.87239
1565,FLR AT,372780.3582
1522,FLR AT,109816.3359
1136,FLR AT,35562.74739
1710,FLR AT,36095.13034
323,FLR AT,119685.8259
722,FLR AT,81943.40065
1585,FLR AT,288801.4928
700,FLR AT,49125.58659
2931,FLR AT,26.08901885
1073,FLR AT,40753.79144
65,FLR AT,87518.90492
536,FLR AT,828.7335153
11,FLR AT,27359.67744
2308,FLR AT,96650.007
1099,FLR AT,29972.5657
486,FLR AT,2068.838899
2943,FLR AT,187.8993211
1126,FLR AT,204796.747
550,FLR AT,8828.171493
1823,FLR AT,360556.3052
2375,FLR AT,83566.43483
1628,FLR AT,429936.4241
403,FLR AT,110108.9668
2739,FLR AT,16110.84239
1220,FLR AT,263.238224
2824,FLR AT,39981.5203
2500,FLR AT,84.88776748
2149,FLR AT,14952.81108
2721,FLR AT,1815.497801
826,FLR AT,65065.7093
1827,FLR AT,20305.74972
3088,FLR AT,14002.08008
784,FLR AT,223555.5433
468,FLR AT,40402.99298
926,FLR AT,107573.0828
2592,FLR AT,59886.72194
2536,FLR AT,27244.38757
2027,FLR AT,14147.61778
1236,FLR AT,20.70987856
155,FLR AT,154885.2371
605,FLR AT,141041.7868
2137,FLR AT,26514.81742
1638,FLR AT,6385.544516
2603,FLR AT,220783.6842
2412,FLR AT,28583.22825
61,FLR AT,19412.21282
2977,FLR AT,113190.9988
4029,FLR AT,11258.87536
2527,FLR AT,52428.64636
2004,FLR AT,636.4025228
680,FLR AT,15993.33891
1345,FLR AT,24770.46466
984,FLR AT,83050.30402
2590,FLR AT,49880.61794
404,FLR AT,6771.980613
584,FLR AT,59970.57045
2394,FLR AT,95553.92861
2353,FLR AT,24754.91463
1642,FLR AT,21502.87805
2644,FLR AT,96.33994494
1199,FLR AT,255802.0453
2705,FLR AT,121405.4994
565,FLR AT,10246.37071
2837,FLR AT,43243.58037
4004,FLR AT,145359.351
437,FLR AT,8112.819936
2633,FLR AT,155.4672063
138,FLR AT,9619.970394
4070,FLR AT,1869450.594
2901,FLR AT,93721.52301
2318,FLR AT,39461.04834
2698,FLR AT,19453.7066
131,FLR AT,56839.24245
2069,FLR AT,58041.33798
2279,FLR AT,5865.463126
1351,FLR AT,64482.45484
1624,FLR AT,3639.498451
839,FLR AT,25003.92487
2300,FLR AT,17687.82753
1472,FLR AT,76701.21901
3063,FLR AT,88188.06854
2809,FLR AT,69405.36408
551,FLR AT,876.5765973
629,FLR AT,65336.2191
1616,FLR AT,47231.49569
1018,FLR AT,104533.0094
2861,FLR AT,40672.44961
970,FLR AT,59527.38814
2062,FLR AT,16023.79279
151,FLR AT,221472.1651
2016,FLR AT,9821.244572
361,FLR AT,5692.435229
1771,FLR AT,2594.566012
166,FLR AT,230223.2576
503,FLR AT,27645.53668
2054,FLR AT,42600.33038
2621,FLR AT,242493.7528
1025,FLR AT,125960.5155
1350,FLR AT,73542.13473
2942,FLR AT,123353.8692
2909,FLR AT,15353.09547
2819,FLR AT,15766.8511
694,FLR AT,766548.76
1430,FLR AT,5474.410522
168,FLR AT,137331.9227
636,FLR AT,63662.89339
960,FLR AT,10539.38163
105,FLR AT,55434.25152
2892,FLR AT,97474.10615
725,FLR AT,67458.03904
1020,FLR AT,77058.19083
244,FLR AT,36795.25387
1805,FLR AT,42871.3965
906,FLR AT,59388.49872
2545,FLR AT,110.4584364
2019,FLR AT,9570.429112
1072,FLR AT,24634.47584
1341,FLR AT,171274.1487
411,FLR AT,3547.815003
3105,FLR AT,3052.058323
22,FLR AT,93108.84596
2047,FLR AT,9617.155865
3174,FLR AT,18571.20447
3098,FLR AT,70223.49388
260,FLR AT,17961.98179
2352,FLR AT,2991.024289
937,FLR AT,1499.701
40,FLR AT,80026.31804
2487,FLR AT,25432.92605
1198,FLR AT,203655.0206
2468,FLR AT,42704.97298
2838,FLR AT,77609.22384
1535,FLR AT,21518.19584
3182,FLR AT,9402.98775
833,FLR AT,109507.3275
1215,FLR AT,49124.39428
2181,FLR AT,24480.68469
579,FLR AT,25166.46088
2095,FLR AT,164.1211263
2653,FLR AT,439.8805241
866,FLR AT,70383.37202
414,FLR AT,45778.91559
1714,FLR AT,49.47666451
2319,FLR AT,216822.0213
2805,FLR AT,31529.34529
2150,FLR AT,975.165072
2968,FLR AT,43.59475479
897,FLR AT,1608.547284
1202,FLR AT,70891.41817
3158,FLR AT,84376.7368
2449,FLR AT,9898.38963
1132,FLR AT,46019.90217
2289,FLR AT,10541.64626
3067,FLR AT,53900.69979
3117,FLR AT,9459.623466
2115,FLR AT,0.681091769
252,FLR AT,30001.92158
658,FLR AT,24985.25999
4092,FLR AT,56476.51441
2109,FLR AT,22743.47815
2790,FLR AT,165683.3235
903,FLR AT,753.579071
2718,FLR AT,15251.3252
810,FLR AT,51102.84694
1129,FLR AT,890.4534742
104,FLR AT,17027.31394
1647,FLR AT,69612.55616
1408,FLR AT,39033.98636
2030,FLR AT,229036.024
594,FLR AT,23705.76238
1176,FLR AT,14784.06785
2798,FLR AT,35535.05212
1575,FLR AT,7490.53843
2534,FLR AT,8152.380227
2975,FLR AT,4.004639326
2471,FLR AT,99359.66388
630,FLR AT,43818.23156
4037,FLR AT,294019.1899
2056,FLR AT,49.77419194
2980,FLR AT,167906.5774
2310,FLR AT,67318.20476
3094,FLR AT,29041.13642
1780,FLR AT,20236.83773
561,FLR AT,120953.3659
1458,FLR AT,66479.61098
2082,FLR AT,32271.81375
3097,FLR AT,11583.65761
1375,FLR AT,14853.12618
2635,FLR AT,1026.761198
2786,FLR AT,5.080131575
4007,FLR AT,623548.0642
3133,FLR AT,104.9476126
2676,FLR AT,11614.65364
4105,FLR AT,1863800.961
1729,FLR AT,6602.964206
33,FLR AT,24057.14611
4016,FLR AT,3607244.897
841,FLR AT,24634.57341
1091,FLR AT,15395.22273
