year,GDP,OEMPACC,OEMPAGM,OEMPCOM,OEMPCON,OEMPDG,OEMPELE,OEMPFIRP,OEMPFOO,OEMPGOV,OEMPHEA,OEMPHIED,OEMPHOME,OEMPLOED,OEMPLUM,OEMPOND,OEMPPAP,OEMPPERS,OEMPRET,OEMPTRAN,OEMPWHO,OGCO,OGHE,OGLE,OGSLO,OGSP,OGSPACC,OGSPAGR,OGSPCOM,OGSPCON,OGSPELE,OGSPFIR,OGSPFOO,OGSPGOV,OGSPHEA,OGSPHIED,OGSPHOM,OGSPLOED,OGSPLUM,OGSPOD,OGSPOND,OGSPPER,OGSPPULP,OGSPRET,OGSPTRA,OGSPWHO,OLF,OLIACC,OLIAGR,OLICOM,OLICON,OLIELE,OLIFIR,OLIFOO,OLIGOV,OLIHEA,OLIHIED,OLIHOM,OLILOED,OLILUM,OLIOD,OLIOND,OLIPER,OLIPULP,OLIRET,OLITRA,OLIWHO,ON,ONLI,ONRI,ONRSV,OPOP,ORI,ORSV,OUNRT,OYP,PRODACC,PRODAGR,PRODCOM,PRODCON,PRODELE,PRODFIR,PRODFOO,PRODGOV,PRODHEA,PRODHIED,PRODHOM,PRODLOED,PRODLUM,PRODOD,PRODOND,PRODPER,PRODPULP,PRODRET,PRODTRA,PRODWHO,TREND,USCOD,USEMPACC,USEMPAGM,USEMPCOM,USEMPCON,USEMPDG,USEMPED,USEMPELE,USEMPFIRP,USEMPFOO,USEMPGOV,USEMPHEA,USEMPHOME,USEMPLUM,USEMPOND,USEMPPAP,USEMPPERS,USEMPRET,USEMPTRAN,USEMPWHO,USENGD,USGDPD,USGSP,USGSPACC,USGSPAGR,USGSPCOM,USGSPCON,USGSPELE,USGSPFIR,USGSPFOO,USGSPGOV,USGSPHEA,USGSPHIED,USGSPHOM,USGSPLOED,USGSPLUM,USGSPOD,USGSPOND,USGSPPER,USGSPPUL,USGSPRET,USGSPTRA,USGSPWHO,USINFL,USLF,USMORR,USMVC,USMVD,USN,USNDC,USNDD,USNLI,USNRSPI,USODC,USPOP,USRPRM,USRSPI,USSC,USSCD,USUNRT,USYP
2009,11732.22375,31663.97761,133140.4827,31740.46353,144707.7837,104986.492,59550.2676,277986.8971,29362.22932,176151.3507,153988.8726,61221.06172,23408.27814,130061.4259,63216.8116,41676.46315,9428.085274,420477.5462,429034.6469,79491.5822,121444.1117,3379393.88,2483941.041,5165995.541,17708343.65,145063.9213,859.2715568,3737.054462,5328.917763,7204.018004,25835.51115,27962.77592,1644.447374,10298.98696,7513.546979,1999.56178,136.2405528,4735.906508,3073.778086,6065.094786,2494.158191,8422.211553,1191.507291,11546.9844,4302.333247,10708.02941,2773347.979,540673.3923,1022470.899,2092846.601,5180598.436,5005466.962,11651834.29,894437.2208,7968813.1,5712677.842,1537044.781,208061.5619,3603127.584,2263419.611,4620209.322,1502961.775,4278720.608,556053.3374,7674264.72,2827287.808,5216637.347,2637447.491,39914275.25,2459783.743,165457541.8,4100526.331,3285265.253,132728416.8,4.9,116593066.4,0.000024079,0.000031093,0.000154505,0.000067298,0.000508288,0.000083549,0.000140714,0.000037612,0.000042867,0.000048661,0.000003344,0.000033249,0.000071478,0.000101965,0.000097509,0.000026747,0.000218896,0.000020161,0.000062266,0.000074013,108,119.5092569,2618312.42,7368479.038,3290257.648,11759557.2,10019955.28,3890360.461,3231909.113,25151467.12,2166017.566,28177253.01,14297265.23,1509315.424,1154476.368,6484683.761,825625.5235,35226522.41,33235677.55,7010570.236,8875523.88,119.5092569,119.5092569,11820884.08,104427.1886,319522.3393,592274.731,551305.7626,269537.5926,3161767.972,151742.0985,668242.809,655449.7144,212523.1677,16211.43069,576254.4349,50333.71371,739464.7219,533856.2161,17203.95282,71920.67078,1060382.929,374855.1253,832772.7693,0.025052278,170399.8837,8.063333333,461.9032778,119.5092569,163597.4168,636.8648298,119.5092569,3189575386,119.5092569,195.875672,337284221,11.03468805,119.5092569,4695.279684,119.5092569,4,10237670147
2010,11966.86822,32297.25716,135803.2924,32375.2728,147601.9393,107086.2218,60741.27295,283546.6351,29949.4739,179674.3777,157068.65,62445.48296,23876.4437,132662.6544,64481.14783,42509.99241,9616.646979,428887.0972,437615.3398,81081.41385,123872.994,3446981.758,2533619.862,5269315.452,18062510.53,147965.1997,876.456988,3811.795551,5435.496119,7348.098364,26352.22137,28522.03144,1677.336322,10504.9667,7663.817919,2039.553016,138.9653639,4830.624638,3135.253648,6186.396681,2544.041355,8590.655784,1215.337437,11777.92409,4388.379912,10922.19,2842826.664,543351.4633,1027535.416,2103212.918,5206259.048,5030260.111,11709548.32,898867.56,8008284.337,5740973.959,1544658.093,209092.1353,3620974.646,2274630.813,4643094.207,1510406.267,4299914.027,558807.5886,7712276.995,2841291.97,5242476.469,2703520.825,40712560.76,2508979.418,168766692.7,4182536.857,3350970.558,135382985.2,4.9,119513988.4,0.00002456,0.000031715,0.000157595,0.000068644,0.000518454,0.00008522,0.000143528,0.000038364,0.000043724,0.000049634,0.000003411,0.000033914,0.000072908,0.000104005,0.000099459,0.000027282,0.000223273,0.000020564,0.000063511,0.000075494,109,121.899442,2683906.383,7553074.174,3372685.182,12054157.63,10270975.2,3987821.771,3312874.9,25781561.68,2220280.638,28883149.56,14655440.32,1547126.794,1183398.31,6647138.059,846309.0941,36109017.25,34068297.74,7186199.042,9097873.504,121.899442,121.899442,12057301.76,106515.7324,325912.7861,604120.2256,562331.8779,274928.3445,3225003.331,154776.9405,681607.6652,668558.7086,216773.6311,16535.65931,587779.5236,51340.38799,754254.0164,544533.3404,17548.03188,73359.0842,1081590.588,382352.2278,849428.2247,0.025052278,173807.8814,8.063333333,471.1413433,121.899442,166869.3651,649.6021264,121.899442,3253366894,121.899442,199.7931854,344029905.4,11.25538181,121.899442,4789.185277,121.899442,4,10494147105
2011,12206.20559,32943.2023,138519.3582,33022.77826,150553.9781,109227.9462,61956.09841,289217.5678,30548.46338,183267.8653,160210.023,63694.39262,24353.97258,135315.9075,65770.77079,43360.19226,9808.979919,437464.8391,446367.6466,82703.04212,126350.4538,3515921.393,2584292.259,5374701.761,18423760.74,150924.5037,893.9861277,3888.031462,5544.206041,7495.060331,26879.2658,29092.47207,1710.883048,10715.06604,7817.094277,2080.344076,141.7446712,4927.237131,3197.958721,6310.124615,2594.922182,8762.468899,1239.644185,12013.48257,4476.14751,11140.6338,2914045.948,546042.7994,1032625.019,2113630.582,5232046.764,5055176.067,11767548.22,903319.8432,8047951.084,5769410.231,1552309.115,210127.8134,3638910.108,2285897.546,4666092.447,1517887.632,4321212.421,561575.4822,7750477.554,2855365.498,5268443.577,2771249.429,41526811.97,2559159.006,172142026.5,4266187.594,3417989.969,138090644.9,4.9,122508086,0.000025052,0.000032349,0.000160747,0.000070017,0.000528823,0.000086924,0.000146399,0.000039131,0.000044599,0.000050626,0.000003479,0.000034592,0.000074366,0.000106085,0.000101448,0.000027828,0.000227739,0.000020976,0.000064781,0.000077003,110,124.3374308,2751143.605,7742293.789,3457177.691,12356138.39,10528283.67,4087724.682,3395869.042,26427441.36,2275903.108,29606730.22,15022588.41,1585885.415,1213044.804,6813662.161,867510.8295,37013620.35,34921776.74,7366227.7,9325793.431,124.3374308,124.3374308,12298447.8,108646.0471,332431.0418,616202.6301,573578.5155,280426.9114,3289503.398,157872.4793,695239.8185,681929.8828,221109.1037,16866.37249,599535.1141,52367.19575,769339.0967,555424.0072,17898.99252,74826.26588,1103222.4,389999.2723,866416.7892,0.025052278,177284.039,8.063333333,480.5641702,124.3374308,170206.7525,662.5941689,124.3374308,3318434231,124.3374308,203.7890491,350910503.5,11.48048945,124.3374308,4884.968983,124.3374308,4,10757049396
2012,12450.3297,33602.06635,141289.7454,33683.23382,153565.0577,111412.5052,63195.22038,295001.9191,31159.43265,186933.2226,163414.2235,64968.28047,24841.05203,138022.2256,67086.18621,44227.3961,10005.15952,446214.1359,455294.9995,84357.10297,128877.4629,3586239.821,2635978.104,5482195.796,18792235.95,153942.9937,911.8658503,3965.792092,5655.090162,7644.961538,27416.85111,29674.32151,1745.100709,10929.36736,7973.436162,2121.950958,144.5795646,5025.781873,3261.917896,6436.327107,2646.820625,8937.718277,1264.437069,12253.75222,4565.67046,11363.44648,2987049.437,548747.4658,1037739.831,2124099.844,5257962.207,5080215.431,11825835.39,907794.1789,8087814.304,5797987.349,1559998.033,211168.6212,3656934.406,2297220.084,4689204.597,1525406.052,4342616.307,564357.0852,7788867.321,2869508.731,5294539.3,2840674.77,42357348.21,2610342.187,175584867,4351511.346,3486349.768,140852457.8,4.9,125577192.6,0.000025553,0.000032996,0.000163962,0.000071417,0.0005394,0.000088663,0.000149327,0.000039914,0.000045491,0.000051639,0.000003549,0.000035284,0.000075854,0.000108206,0.000103477,0.000028385,0.000232294,0.000021395,0.000066077,0.000078543,111,126.8241795,2820065.255,7936253.733,3543786.907,12665684.37,10792038.23,4190130.361,3480942.353,27089501.62,2332919.033,30348438.02,15398934.3,1625615.016,1243434.002,6984358.026,889243.7108,37940885.57,35796637.09,7550766.437,9559423.208,126.8241795,126.8241795,12544416.75,110818.968,339079.6627,628526.6827,585050.0858,286035.4496,3355293.466,161029.9289,709144.6148,695568.4805,225531.2858,17203.69994,611525.8164,53414.53966,784725.8786,566532.4873,18256.97237,76322.7912,1125286.848,397799.2578,883745.125,0.025052278,180829.7198,8.063333333,490.1754536,126.8241795,173610.8875,675.8460523,126.8241795,3384802916,126.8241795,207.8648301,357928713.6,11.71009924,126.8241795,4982.668362,126.8241795,4,11026537988
2013,12699.33629,34274.10767,144115.5403,34356.8985,156636.3588,113640.7553,64459.12479,300901.9575,31782.6213,190671.887,166682.5079,66267.64608,25337.87307,140782.6702,68427.90993,45111.94402,10205.26271,455138.4186,464400.8995,86044.24502,131455.0122,3657964.617,2688697.666,5591839.712,19168080.67,157021.8536,930.1031673,4045.107933,5768.191965,7797.860768,27965.18814,30267.80794,1780.002724,11147.9547,8132.904886,2164.389977,147.4711559,5126.297511,3327.156254,6565.05365,2699.757038,9116.472643,1289.725811,12498.82726,4656.98387,11590.71541,3061881.83,551465.5296,1042879.979,2134620.966,5284006.02,5105378.828,11884411.29,912290.6783,8127874.979,5826706.024,1567725.037,212214.5847,3675047.986,2308598.708,4712431.233,1532961.716,4364126.217,567152.4669,7827447.251,2883722.023,5320764.289,2911839.354,43204495.18,2662549.03,179096564.4,4438541.573,3556076.764,143669506.9,4.9,128723187.4,0.000026064,0.000033656,0.000167241,0.000072846,0.000550188,0.000090436,0.000152313,0.000040712,0.0000464,0.000052672,0.00000362,0.000035989,0.000077371,0.000110371,0.000105547,0.000028952,0.00023694,0.000021823,0.000067398,0.000080114,112,129.360663,2890713.53,8135072.761,3632565.856,12982985.09,11062400.37,4295101.506,3568146.921,27768147.82,2391363.321,31108727.09,15784708.4,1666339.924,1274584.511,7159330.163,911521.0443,38891380.63,36693414.44,7739928.237,9798905.879,129.360663,129.360663,12795305.09,113035.3474,345861.2559,641097.2164,596751.0875,291756.1586,3422399.335,164250.5275,723327.5071,709479.8501,230041.9115,17547.77394,623756.3327,54482.83045,800420.3962,577863.1371,18622.11182,77849.24702,1147792.585,405755.2429,901420.0275,0.025052278,184446.3142,8.063333333,499.9789627,129.360663,177083.1052,689.3629734,129.360663,3452498974,129.360663,212.0221267,365087287.8,11.94430122,129.360663,5082.32173,129.360663,4,11302777883
2014,12953.32302,34959.58983,146997.8511,35044.03647,159769.086,115913.5704,65748.30728,306919.9966,32418.27373,194485.3248,170016.1581,67592.999,25844.63053,143598.3236,69796.46813,46014.1829,10409.36796,464241.187,473688.9175,87765.12993,134084.1124,3731123.909,2742471.62,5703676.506,19551442.28,160162.2907,948.7052306,4126.010092,5883.555804,7953.817984,28524.4919,30873.1641,1815.602778,11370.9138,8295.562983,2207.677776,150.420579,5228.823461,3393.699379,6696.354723,2753.752179,9298.802096,1315.520327,12748.80381,4750.123547,11822.52972,3138588.945,554197.0561,1048045.586,2145194.2,5310178.83,5130666.858,11943277.32,916809.4492,8168134.079,5855566.943,1575490.314,213265.7289,3693251.283,2320033.69,4735772.911,1540554.802,4385742.665,569961.6941,7866218.268,2898005.713,5347119.17,2984786.754,44068585.08,2715800.011,182678495.7,4527312.405,3627198.299,146542897,4.9,131947996.5,0.000026585,0.000034329,0.000170586,0.000074302,0.000561191,0.000092245,0.000155359,0.000041527,0.000047328,0.000053725,0.000003692,0.000036709,0.000078918,0.000112578,0.000107658,0.000029531,0.000241678,0.00002226,0.000068746,0.000081717,113,131.9478763,2963131.685,8338872.604,3723568.896,13308234.83,11339535.63,4402702.389,3657536.137,28463795.46,2451271.755,31888062.92,16180146.91,1708085.071,1306515.402,7338685.702,934356.4695,39865687.5,37612657.86,7933828.92,10044388.07,131.9478763,131.9478763,13051211.19,115296.0543,352778.4811,653919.1607,608686.1092,297591.2818,3490847.322,167535.538,737794.0573,723669.4471,234642.7497,17898.72942,636231.4594,55572.48706,816428.8041,589420.3998,18994.55405,79406.23196,1170748.436,413870.3478,919448.428,0.025052278,188135.2405,8.063333333,509.9785419,131.9478763,180624.7674,703.1502328,131.9478763,3521548954,131.9478763,216.2625693,372389033.6,12.18318725,131.9478763,5183.968164,131.9478763,4,11585938217
2015,13212.38948,35658.78162,149937.8081,35744.9172,162964.4677,118231.8418,67063.27343,313058.3966,33066.6392,198375.0313,173416.4813,68944.85898,26361.52314,146470.29,71192.39749,46934.46656,10617.55532,473526.0107,483162.6959,89520.43252,136765.7947,3805746.387,2797321.052,5817750.036,19942471.13,163365.5365,967.6793353,4208.530294,6001.226921,8112.894343,29094.98174,31490.62738,1851.914834,11598.33207,8461.474243,2251.831332,153.4289906,5333.39993,3461.573366,6830.281817,2808.827222,9484.778138,1341.830733,13003.77988,4845.126018,12058.98031,3217217.748,556942.1126,1053236.78,2155819.805,5336481.282,5156080.148,12002434.92,921350.6024,8208592.593,5884570.818,1583294.055,214322.0796,3711544.747,2331525.313,4759230.207,1548185.5,4407466.187,572784.8363,7905181.331,2912360.156,5373604.595,3059561.631,44949956.78,2770116.011,186332065.6,4617858.653,3699742.265,149473755,4.9,135253594.3,0.000027117,0.000035015,0.000173998,0.000075789,0.000572415,0.00009409,0.000158467,0.000042357,0.000048275,0.0000548,0.000003766,0.000037443,0.000080496,0.000114829,0.000109811,0.000030122,0.000246512,0.000022705,0.000070121,0.000083351,114,134.5868338,3037364.06,8547778.04,3816851.744,13641632.73,11623613.67,4512998.89,3749164.733,29176870.46,2512681.015,32686922.68,16585491.95,1750876.018,1339246.226,7522534.457,957763.9677,40864402.7,38554930.16,8132587.202,10296020.08,134.5868338,134.5868338,13312235.41,117601.9754,359834.0507,666997.5439,620859.8314,303543.1074,3560664.268,170886.2488,752549.9384,738142.836,239335.6047,18256.70401,648956.0885,56683.93681,832757.3802,601208.8078,19374.44513,80994.3566,1194163.405,422147.7547,937837.3966,0.025052278,191897.9453,8.063333333,520.1781128,134.5868338,184237.2627,717.2132375,134.5868338,3591979933,134.5868338,220.5878207,379836814.3,12.42685099,134.5868338,5287.647528,134.5868338,4,11876192362
2016,13476.63727,36371.95726,152936.5643,36459.81554,166223.7571,120596.4786,68404.5389,319319.5645,33727.97199,202342.5319,176884.8109,70323.75616,26888.75361,149399.6958,72616.24544,47873.15589,10829.90643,482996.5309,492825.9498,91310.84117,139501.1106,3881861.315,2853267.473,5934105.037,20341320.55,166632.8472,987.032922,4292.7009,6121.251459,8275.15223,29676.88137,32120.43993,1888.95313,11830.29872,8630.703728,2296.867958,156.4975704,5440.067929,3530.804833,6966.887453,2865.003767,9674.4737,1368.667348,13263.85548,4942.028538,12300.15992,3297816.381,559700.7659,1058453.686,2166498.041,5362914.014,5181619.315,12061885.54,925914.2482,8249251.503,5913718.354,1591136.448,215383.6627,3729928.82,2343073.856,4782803.69,1555853.993,4429297.308,575621.9619,7944337.379,2926785.698,5400221.206,3136209.769,45848955.92,2825518.331,190058706.9,4710215.826,3773737.11,152463230.1,4.9,138642005,0.000027659,0.000035716,0.000177478,0.000077304,0.000583864,0.000095971,0.000161636,0.000043204,0.00004924,0.000055896,0.000003841,0.000038192,0.000082106,0.000117126,0.000112007,0.000030724,0.000251442,0.000023159,0.000071524,0.000085018,115,137.2785705,3113456.104,8761916.976,3912471.514,13983382.92,11914808.44,4626058.538,3843088.808,29907809.42,2575628.699,33505795.46,17000991.7,1794738.964,1372797.023,7710988.99,981757.8706,41888137.72,39520808.27,8336324.776,10553955.97,137.2785705,137.2785705,13578480.12,119954.0149,367030.7317,680337.4948,633277.028,309613.9696,3631877.554,174303.9738,767600.9372,752905.6927,244122.3168,18621.83809,661935.2103,57817.61554,849412.5278,613232.984,19761.93404,82614.24373,1218046.673,430590.7098,956594.1445,0.025052278,195735.9042,8.063333333,530.581675,137.2785705,187922.008,731.5575022,137.2785705,3663819532,137.2785705,224.9995771,387433550.6,12.67538801,137.2785705,5393.400478,137.2785705,4,12173718034
2017,13746.17001,37099.3964,155995.2955,37189.01185,169548.2322,123008.4082,69772.62968,325705.9558,34402.53143,206389.3825,180422.5071,71730.23128,27426.52868,152387.6898,74068.57035,48830.61901,11046.50456,492656.4616,502682.4688,93137.058,142291.1328,3959498.542,2910332.823,6052787.138,20748146.96,169965.5042,1006.77358,4378.554918,6243.676488,8440.655275,30270.419,32762.84873,1926.732193,12066.90469,8803.317802,2342.805318,159.6275218,5548.869287,3601.42093,7106.225202,2922.303842,9867.963174,1396.040695,13529.13259,5040.869109,12546.16312,3380434.194,562473.0834,1063696.434,2177229.169,5389477.673,5207284.983,12121630.64,930500.4996,8290111.814,5943010.265,1599017.687,216450.504,3748403.955,2354679.602,4806493.939,1563560.471,4451236.564,578473.1405,7983687.383,2941282.693,5426969.657,3214778.096,46765935.03,2882028.698,193859881,4804420.142,3849211.852,155512494.7,4.9,142115303,0.000028212,0.00003643,0.000181027,0.00007885,0.000595541,0.000097891,0.000164869,0.000044068,0.000050225,0.000057014,0.000003918,0.000038956,0.000083748,0.000119469,0.000114247,0.000031339,0.000256471,0.000023622,0.000072954,0.000086718,116,140.0241419,3191454.407,8981420.52,4010486.751,14333694.63,12213298.22,4741950.556,3939365.868,30657059.86,2640153.35,34345182.65,17426900.54,1839700.765,1407188.334,7904164.686,1006352.869,42937519.35,40510883.56,8545166.385,10818353.68,140.0241419,140.0241419,13850049.72,122353.0952,374371.3463,693944.2447,645942.5686,315806.249,3704515.105,177790.0532,782952.9559,767963.8066,249004.7631,18994.27485,675173.9145,58973.96785,866400.7784,625497.6436,20157.17272,84266.52861,1242407.607,439202.524,975726.0274,0.025052278,199650.6223,8.063333333,541.1933085,140.0241419,191680.4481,746.1886523,140.0241419,3737095922,140.0241419,229.4995686,395182221.6,12.92889577,140.0241419,5501.268488,140.0241419,4,12478697403
2018,14021.09341,37841.38433,159115.2015,37932.79209,172939.1969,125468.5764,71168.08227,332220.0749,35090.58206,210517.1702,184030.9572,73164.83591,27975.05925,155435.4435,75549.94176,49807.23139,11267.43465,502509.5908,512736.1181,94999.79916,145136.9554,4038688.512,2968539.479,6173842.88,21163109.9,173364.8143,1026.909052,4466.126016,6368.550018,8609.46838,30875.82738,33418.1057,1965.266837,12308.24278,8979.384159,2389.661424,162.8200722,5659.846673,3673.449349,7248.349706,2980.749919,10065.32244,1423.961509,13799.71524,5141.686491,12797.08638,3465121.771,565259.1325,1068965.149,2188013.45,5416172.906,5233077.776,12181671.67,935109.4672,8331174.506,5972447.262,1606937.963,217522.6295,3766970.599,2366342.832,4830301.529,1571305.119,4473284.489,581338.4414,8023232.286,2955851.494,5453850.595,3295314.717,47701253.73,2939669.272,197737078.7,4900508.545,3926196.089,158622744.6,4.9,145675615.1,0.000028776,0.000037159,0.000184648,0.000080427,0.000607452,0.000099849,0.000168166,0.00004495,0.00005123,0.000058154,0.000003996,0.000039735,0.000085423,0.000121858,0.000116532,0.000031966,0.0002616,0.000024095,0.000074413,0.000088453,117,142.8246248,3271406.722,9206423.067,4110957.465,14692782.34,12519265.77,4860745.902,4038054.862,31425080.52,2706294.471,35205598.17,17863479.25,1885788.949,1442441.216,8102179.82,1031564.021,44013190.08,41525762.22,8759239.893,11089375.08,142.8246248,142.8246248,14127050.72,124800.1571,381858.7732,707823.1296,658861.42,322122.3739,3778605.407,181345.8543,798612.0151,783323.0827,253984.8584,19374.16035,688677.3928,60153.44721,883728.7939,638007.5965,20560.31617,85951.85918,1267255.759,447986.5745,995240.548,0.025052278,203643.6347,8.063333333,552.0171747,142.8246248,195514.0571,761.1124253,142.8246248,3811837841,142.8246248,234.08956,403085866,13.18747369,142.8246248,5611.293857,142.8246248,4,12791317199
2019,14301.51528,38598.21202,162297.5055,38691.44793,176397.9808,127977.9479,72591.44392,338864.4764,35792.3937,214727.5136,187711.5764,74628.13263,28534.56044,158544.1524,77060.94059,50803.37602,11492.78334,512559.7826,522990.8405,96899.79514,148039.6945,4119462.283,3027910.269,6297319.738,21586372.1,176832.1106,1047.447233,4555.448536,6495.921018,8781.657748,31493.34393,34086.46781,2004.572173,12554.40764,9158.971842,2437.454652,166.0764737,5773.043607,3746.918336,7393.316701,3040.364917,10266.62889,1452.440739,14075.70955,5244.520221,13053.02811,3551930.965,568058.9819,1074259.962,2198851.148,5443000.367,5258998.329,12242010.09,939741.2639,8372440.592,6002030.07,1614897.47,218600.0655,3785629.21,2378063.834,4854227.045,1579088.129,4495441.622,584217.9349,8062973.073,2970492.458,5480864.682,3377868.942,48655278.81,2998462.657,201691820.2,4998518.716,4004720.011,161795199.5,4.9,149325121.1,0.000029352,0.000037902,0.000188341,0.000082036,0.000619601,0.000101846,0.000171529,0.000045849,0.000052254,0.000059317,0.000004076,0.00004053,0.000087132,0.000124295,0.000118863,0.000032605,0.000266832,0.000024576,0.000075901,0.000090222,118,145.6811173,3353362.004,9437062.378,4213945.171,15060865.93,12832898.42,4982517.308,4139216.212,32212341.64,2774092.56,36087568.81,18310995.14,1933031.733,1478577.253,8305155.628,1057406.763,45115808.52,42566065.61,8978676.371,11367186.1,145.6811173,145.6811173,14409591.73,127296.1603,389495.9487,721979.5922,672038.6484,328564.8214,3854177.515,184972.7714,814584.2554,798989.5444,259064.5556,19761.64356,702450.9407,61356.51615,901403.3698,650767.7484,20971.5225,87670.89636,1292600.874,456946.306,1015145.359,0.025052278,207716.5074,8.063333333,563.0575182,145.6811173,199424.3382,776.3346738,145.6811173,3888074597,145.6811173,238.7713512,411147583.3,13.45122316,145.6811173,5723.519735,145.6811173,4,13111768834
2020,14587.54559,39370.17626,165543.4556,39465.27689,179925.9404,130537.5068,74043.27279,345641.7659,36508.24157,219022.0639,191465.8079,76120.69528,29105.25165,161715.0355,78602.15941,51819.44354,11722.63901,522810.9783,533450.6573,98837.79104,151000.4884,4201851.528,3088468.474,6423266.133,22018099.54,180368.7528,1068.396178,4646.557507,6625.839439,8957.290903,32123.21081,34768.19717,2044.663617,12805.49579,9342.151279,2486.203746,169.3980031,5888.504479,3821.856702,7541.183035,3101.172215,10471.96146,1481.489554,14357.22374,5349.410626,13314.08867,3640914.927,570872.6996,1079581.002,2209742.528,5469960.713,5285047.273,12302647.38,944396.004,8413911.08,6031759.41,1622896.403,219682.8385,3804380.241,2389842.893,4878271.07,1586909.691,4517708.507,587111.6914,8102910.704,2985205.943,5508012.578,3462491.314,49628384.39,3058431.91,205725656.6,5098489.09,4084814.411,165031103.5,4.9,153066055.6,0.000029939,0.00003866,0.000192108,0.000083677,0.000631993,0.000103883,0.00017496,0.000046766,0.000053299,0.000060503,0.000004158,0.000041341,0.000088875,0.000126781,0.00012124,0.000033257,0.000272169,0.000025068,0.000077419,0.000092026,119,148.5947396,3437370.429,9673479.664,4319512.925,15438170.74,13154388.19,5107339.332,4242911.857,33019325.22,2843589.127,36991634.59,18769722.19,1981458.044,1515618.57,8513216.387,1083896.917,46246049.75,43632430.69,9203610.171,11651956.85,148.5947396,148.5947396,14697783.57,129842.0835,397285.8677,736419.184,685479.4213,335136.1178,3931261.065,188672.2268,830875.9405,814969.3353,264245.8467,20156.87643,716499.9595,62583.64648,919431.4372,663783.1034,21390.95295,89424.31429,1318452.891,466085.2321,1035448.266,0.025052278,211870.8376,8.063333333,574.3186685,148.5947396,203412.825,791.8613673,148.5947396,3965836089,148.5947396,243.5467782,419370535,13.72024762,148.5947396,5837.990129,148.5947396,4,13440248512
2021,14879.2965,40157.57978,168854.3247,40254.58243,183524.4593,133148.257,75524.13825,352554.6013,37238.4064,223402.5051,195295.1241,77643.10919,29687.35668,164949.3362,80174.20259,52855.83241,11957.09179,533267.1978,544119.6705,100814.5469,154020.4982,4285888.559,3150237.843,6551731.455,22458461.53,183976.1278,1089.764101,4739.488657,6758.356227,9136.436721,32765.67502,35463.56111,2085.556889,13061.60571,9528.994304,2535.92782,172.7859632,6006.274568,3898.293837,7692.006695,3163.19566,10681.40069,1511.119345,14644.36821,5456.398838,13580.37044,3732128.14,573700.3541,1084928.397,2220687.855,5497054.597,5311225.242,12363585.02,949073.7989,8455586.984,6061636.003,1630934.955,220770.9745,3823224.15,2401680.296,4902434.19,1594769.994,4540085.683,590019.781,8143046.152,2999992.306,5535294.942,3549233.647,50620952.07,3119600.549,209840169.8,5200458.872,4166510.7,168331725.5,4.9,156900709,0.000030538,0.000039433,0.00019595,0.00008535,0.000644633,0.00010596,0.000178459,0.000047701,0.000054365,0.000061713,0.000004241,0.000042167,0.000090652,0.000129317,0.000123665,0.000033922,0.000277612,0.000025569,0.000078968,0.000093867,120,151.5666344,3523483.433,9915819.677,4427725.363,15824927.79,13483931.92,5235288.397,4349205.285,33846525.36,2914826.722,37918349.02,19239941.27,2031097.531,1553587.847,8726489.484,1111050.703,47404605.79,44725510.34,9434179.013,11943861.67,151.5666344,151.5666344,14991739.24,132438.9251,405231.585,751147.5677,699189.0098,341838.8402,4009886.287,192445.6714,847493.4593,831268.722,269530.7636,20560.01395,730829.9587,63835.31941,937820.066,677058.7655,21818.772,91212.80058,1344821.949,475406.9368,1056157.231,0.025052278,216108.2543,8.063333333,585.8050419,151.5666344,207481.0815,807.6985947,151.5666344,4045152811,151.5666344,248.4177138,427757945.7,13.99465257,151.5666344,5954.749932,151.5666344,4,13776957354
