AZone,FLRType,FLRName,BldgMSQFT
2094,AgForest,FLR Agriculture,103900000
2094,AgForest,FLR Logging,2009669788
2095,AgForest,FLR Logging,549994054.7
2097,AgForest,FLR Agriculture,240910000
2097,AgForest,FLR Logging,3365354162
2098,AgForest,FLR Logging,87412.49799
2100,AgForest,FLR Logging,7002712.308
2101,AgForest,FLR Logging,5790548194
2103,AgForest,FLR Logging,6876839999
2104,AgForest,FLR Logging,2724950000
2108,AgForest,FLR Logging,31297850.29
2109,AgForest,FLR Agriculture,141262573.8
2109,AgForest,FLR Logging,1491104946
2111,AgForest,FLR Logging,3901181505
2112,AgForest,FLR Logging,163758476.9
2113,AgForest,FLR Agriculture,8232840
2114,AgForest,FLR Agriculture,541320000.2
2114,AgForest,FLR Logging,7965697996
2117,AgForest,FLR Logging,1917677.573
2118,AgForest,FLR Logging,480789100.9
2119,AgForest,FLR Logging,35869698.44
2120,AgForest,FLR Agriculture,260610000
2120,AgForest,FLR Logging,2136197041
2121,AgForest,FLR Logging,254719873.3
2122,AgForest,FLR Logging,371030333.2
2123,AgForest,FLR Agriculture,73445922.97
2123,AgForest,FLR Logging,9092900001
2124,AgForest,FLR Logging,376727573.3
2139,AgForest,FLR Agriculture,48504223.65
2140,AgForest,FLR Agriculture,211510000
2141,AgForest,FLR Agriculture,906809999.9
2143,AgForest,FLR Logging,17424000
2147,AgForest,FLR Logging,2719499.925
2148,AgForest,FLR Logging,199790000
2149,AgForest,FLR Agriculture,392040
2153,AgForest,FLR Agriculture,6272640
2153,AgForest,FLR Logging,6534000
2154,AgForest,FLR Agriculture,31876424.12
2154,AgForest,FLR Logging,97047297.28
2155,AgForest,FLR Agriculture,28099598.85
2155,AgForest,FLR Logging,1061540401
2156,AgForest,FLR Agriculture,50069951.27
2156,AgForest,FLR Logging,278166395.9
2158,AgForest,FLR Logging,4458037.379
2160,AgForest,FLR Agriculture,3920400
2161,AgForest,FLR Logging,642280273.7
2162,AgForest,FLR Agriculture,689079999.9
2165,AgForest,FLR Agriculture,155340000
2165,AgForest,FLR Logging,312396415.3
2166,AgForest,FLR Agriculture,1075100000
2166,AgForest,FLR Logging,1092854657
2167,AgForest,FLR Logging,5797174537
2168,AgForest,FLR Agriculture,393380000
2168,AgForest,FLR Logging,3898300000
2169,AgForest,FLR Agriculture,21562200
2169,AgForest,FLR Logging,41382000
2171,AgForest,FLR Agriculture,216040000
2171,AgForest,FLR Logging,651288580.2
2172,AgForest,FLR Agriculture,381080000
2172,AgForest,FLR Logging,805767773
2173,AgForest,FLR Agriculture,644059999.8
2173,AgForest,FLR Logging,7252699354
2174,AgForest,FLR Agriculture,5895487.336
2175,AgForest,FLR Agriculture,11645287.18
2175,AgForest,FLR Logging,13325758.27
2176,AgForest,FLR Agriculture,265330000
2176,AgForest,FLR Logging,435856065.3
2177,AgForest,FLR Agriculture,1486800000
2177,AgForest,FLR Logging,6149899999
2178,AgForest,FLR Agriculture,38929501.8
2178,AgForest,FLR Logging,302785014
2179,AgForest,FLR Agriculture,563072728.3
2179,AgForest,FLR Logging,10427272746
2180,AgForest,FLR Agriculture,9906749.728
2181,AgForest,FLR Logging,501021534.7
2182,AgForest,FLR Logging,682030165.9
2183,AgForest,FLR Logging,736239589.7
2184,AgForest,FLR Logging,9616130001
2185,AgForest,FLR Logging,152383895
2185,AgForest,FLR Agriculture,382470000
2186,AgForest,FLR Agriculture,141470265.7
2186,AgForest,FLR Logging,523963947
2187,AgForest,FLR Logging,6553788.535
2187,AgForest,FLR Agriculture,8257773.555
2188,AgForest,FLR Agriculture,7128974.802
2190,AgForest,FLR Agriculture,11020169.28
2190,AgForest,FLR Logging,40815441.8
2192,AgForest,FLR Agriculture,20911011.92
2193,AgForest,FLR Agriculture,469569999.8
2193,AgForest,FLR Logging,4207041301
2194,AgForest,FLR Logging,529562185.3
2195,AgForest,FLR Agriculture,7067011.611
2195,AgForest,FLR Logging,133487997.1
2197,AgForest,FLR Logging,211288456.3
2198,AgForest,FLR Agriculture,4224937.383
2198,AgForest,FLR Logging,112885315
2199,AgForest,FLR Logging,59919903.16
2200,AgForest,FLR Agriculture,24393437.75
2200,AgForest,FLR Logging,1232444605
2201,AgForest,FLR Logging,71874000
2202,AgForest,FLR Agriculture,61742360.78
2202,AgForest,FLR Logging,639820000.2
2203,AgForest,FLR Agriculture,13834606.13
2203,AgForest,FLR Logging,2385344807
2204,AgForest,FLR Logging,2322236884
2205,AgForest,FLR Logging,2143039328
2206,AgForest,FLR Logging,1257443857
2207,AgForest,FLR Agriculture,487359674.7
2207,AgForest,FLR Logging,848510000.3
2208,AgForest,FLR Agriculture,40782786.37
2208,AgForest,FLR Logging,51266735.26
2209,AgForest,FLR Agriculture,122200000
2209,AgForest,FLR Logging,1790998532
2212,AgForest,FLR Agriculture,1350037.463
2216,AgForest,FLR Logging,8080799.779
2217,AgForest,FLR Agriculture,114341617.6
2217,AgForest,FLR Logging,158807802.2
2219,AgForest,FLR Logging,79127808.22
2220,AgForest,FLR Agriculture,80351510.29
2220,AgForest,FLR Logging,368449060.6
2221,AgForest,FLR Agriculture,231180336.9
2223,AgForest,FLR Logging,52078423.54
2224,AgForest,FLR Agriculture,1422100000
2224,AgForest,FLR Logging,2256502485
2225,AgForest,FLR Logging,421286136.1
2225,AgForest,FLR Agriculture,905238584.9
2226,AgForest,FLR Logging,51116886.07
2227,AgForest,FLR Logging,23472957.42
2227,AgForest,FLR Agriculture,384487042.6
2228,AgForest,FLR Logging,2201611.385
2228,AgForest,FLR Agriculture,23381112.91
2229,AgForest,FLR Agriculture,82187172.73
2230,AgForest,FLR Agriculture,296140000
2231,AgForest,FLR Logging,30302999.16
2232,AgForest,FLR Logging,194249.995
2233,AgForest,FLR Logging,17482499.52
2238,AgForest,FLR Logging,58274.99798
2241,AgForest,FLR Logging,1258722008
2241,AgForest,FLR Agriculture,1872978349
2242,AgForest,FLR Logging,99922197.23
2243,AgForest,FLR Logging,291180000
2244,AgForest,FLR Logging,47319298.7
2245,AgForest,FLR Logging,3623450000
2247,AgForest,FLR Agriculture,313330000
2248,AgForest,FLR Logging,6269304.099
2248,AgForest,FLR Agriculture,125260695.9
2249,AgForest,FLR Agriculture,22338749.38
2250,AgForest,FLR Agriculture,145900000
2251,AgForest,FLR Logging,206610000
2252,AgForest,FLR Logging,196220000
2253,AgForest,FLR Agriculture,71231473.01
2256,AgForest,FLR Logging,106837.497
2258,AgForest,FLR Logging,942112.474
2268,AgForest,FLR Logging,42988717.35
2268,AgForest,FLR Agriculture,680941282.8
2269,AgForest,FLR Agriculture,14782424.59
2270,AgForest,FLR Agriculture,589039999.8
2271,AgForest,FLR Agriculture,616169999.8
2272,AgForest,FLR Agriculture,566139999.9
2273,AgForest,FLR Agriculture,35236949.03
2274,AgForest,FLR Agriculture,437062.4878
2275,AgForest,FLR Agriculture,99106347.27
2276,AgForest,FLR Agriculture,561130000.1
2277,AgForest,FLR Agriculture,731270000
2278,AgForest,FLR Agriculture,528869999.9
2279,AgForest,FLR Agriculture,803170000.1
2280,AgForest,FLR Agriculture,377790000
2281,AgForest,FLR Logging,63162000
2281,AgForest,FLR Agriculture,134469720
2282,AgForest,FLR Agriculture,227140000
2283,AgForest,FLR Agriculture,152620000
2284,AgForest,FLR Agriculture,12956474.64
2285,AgForest,FLR Agriculture,117460000
2286,AgForest,FLR Agriculture,6925012.311
2287,AgForest,FLR Agriculture,416680000
2289,AgForest,FLR Agriculture,4788262.367
2290,AgForest,FLR Agriculture,485860000.2
2291,AgForest,FLR Agriculture,235130000
2292,AgForest,FLR Agriculture,14675587.1
2296,AgForest,FLR Logging,7226099.802
2297,AgForest,FLR Logging,12150337.17
2298,AgForest,FLR Agriculture,460629999.8
2299,AgForest,FLR Agriculture,650884807.8
2299,AgForest,FLR Logging,9814929641
2300,AgForest,FLR Agriculture,196696468.6
2300,AgForest,FLR Logging,396366828.6
2301,AgForest,FLR Logging,30426594.69
2301,AgForest,FLR Agriculture,2037364780
2302,AgForest,FLR Logging,225592657.2
2303,AgForest,FLR Agriculture,59572369.04
2303,AgForest,FLR Logging,434381857.6
2308,AgForest,FLR Logging,139668953.1
2308,AgForest,FLR Agriculture,196751046.9
2311,AgForest,FLR Agriculture,754950000.1
2312,AgForest,FLR Agriculture,22222199.39
2313,AgForest,FLR Logging,10421512.21
2314,AgForest,FLR Agriculture,22406736.88
2315,AgForest,FLR Agriculture,324760000
2316,AgForest,FLR Agriculture,667869999.9
2317,AgForest,FLR Agriculture,708329999.8
2317,AgForest,FLR Logging,2094035996
2318,AgForest,FLR Logging,303983409.3
2318,AgForest,FLR Agriculture,612146590.6
2320,AgForest,FLR Logging,6050887.335
2322,AgForest,FLR Logging,6177149.828
2323,AgForest,FLR Logging,38849.99899
2324,AgForest,FLR Agriculture,1024800000
2325,AgForest,FLR Logging,8055063.535
2325,AgForest,FLR Agriculture,410324936.5
2326,AgForest,FLR Agriculture,15530287.07
2327,AgForest,FLR Logging,1116937.469
2329,AgForest,FLR Logging,4895099.867
2330,AgForest,FLR Logging,26199141.05
2330,AgForest,FLR Agriculture,2291900859
2331,AgForest,FLR Logging,39743548.9
2333,AgForest,FLR Agriculture,1689974.953
2334,AgForest,FLR Agriculture,33616336.63
2334,AgForest,FLR Logging,217883663.4
2335,AgForest,FLR Logging,16686074.54
2336,AgForest,FLR Agriculture,589220000.2
2337,AgForest,FLR Agriculture,504680000.2
2338,AgForest,FLR Agriculture,505379999.8
2339,AgForest,FLR Agriculture,2156174.94
2340,AgForest,FLR Agriculture,153180000
2341,AgForest,FLR Logging,79384816.75
2341,AgForest,FLR Agriculture,405815183.2
2342,AgForest,FLR Agriculture,250080761.8
2342,AgForest,FLR Logging,694668782.7
2343,AgForest,FLR Agriculture,231620000
2344,AgForest,FLR Agriculture,183300000
2345,AgForest,FLR Agriculture,3379949.907
2349,AgForest,FLR Logging,48562.49901
2350,AgForest,FLR Logging,29643265.32
2350,AgForest,FLR Agriculture,34682620.42
2351,AgForest,FLR Logging,23863611.84
2353,AgForest,FLR Agriculture,17297962.02
2353,AgForest,FLR Logging,8889269003
2354,AgForest,FLR Logging,780552995.6
2355,AgForest,FLR Agriculture,97599981.33
2355,AgForest,FLR Logging,4157036242
2356,AgForest,FLR Agriculture,533865077.5
2356,AgForest,FLR Logging,1711106018
2357,AgForest,FLR Logging,56516420.76
2358,AgForest,FLR Logging,551864406.8
2358,AgForest,FLR Agriculture,587735593.2
2360,AgForest,FLR Logging,436530992.6
2362,AgForest,FLR Agriculture,117050000
2363,AgForest,FLR Logging,169629429.5
2364,AgForest,FLR Agriculture,114710472.6
2364,AgForest,FLR Logging,955920605.4
2365,AgForest,FLR Agriculture,25726189.02
2365,AgForest,FLR Logging,2787003811
2366,AgForest,FLR Agriculture,247720605
2366,AgForest,FLR Logging,311598245.2
2367,AgForest,FLR Agriculture,193490000
2367,AgForest,FLR Logging,1707300000
2368,AgForest,FLR Agriculture,295150000
2368,AgForest,FLR Logging,2247300000
2369,AgForest,FLR Logging,1256930000
2370,AgForest,FLR Logging,1660837.454
2371,AgForest,FLR Logging,854446.1684
2374,AgForest,FLR Logging,72542948.46
2374,AgForest,FLR Agriculture,78346384.34
2379,AgForest,FLR Logging,10807598.4
2381,AgForest,FLR Logging,76627.57935
2383,AgForest,FLR Logging,4467749.878
2384,AgForest,FLR Logging,2039624.944
2385,AgForest,FLR Agriculture,68375998.1
2386,AgForest,FLR Agriculture,144190000
2404,AgForest,FLR Logging,19424.99899
2405,AgForest,FLR Logging,4373958.69
2405,AgForest,FLR Agriculture,33854440.26
2406,AgForest,FLR Logging,9887324.725
2407,AgForest,FLR Agriculture,30187080
2407,AgForest,FLR Logging,32670000
2411,AgForest,FLR Logging,48562.49901
2412,AgForest,FLR Logging,5896733.542
2412,AgForest,FLR Agriculture,52009189.84
2413,AgForest,FLR Agriculture,41520936.35
2414,AgForest,FLR Logging,8022524.78
2416,AgForest,FLR Agriculture,119370000
2417,AgForest,FLR Agriculture,134210000
2418,AgForest,FLR Logging,19424.99899
2419,AgForest,FLR Logging,33605249.07
2420,AgForest,FLR Agriculture,309390000
2421,AgForest,FLR Agriculture,100780000
2422,AgForest,FLR Agriculture,84819260.16
2423,AgForest,FLR Agriculture,451990000.2
2424,AgForest,FLR Logging,922687.4748
2425,AgForest,FLR Logging,263620000
2426,AgForest,FLR Agriculture,250250000
2427,AgForest,FLR Logging,153779001.8
2428,AgForest,FLR Logging,155370323.6
2429,AgForest,FLR Agriculture,885770000.2
2430,AgForest,FLR Agriculture,82433392.01
2439,AgForest,FLR Logging,58274.99798
2441,AgForest,FLR Logging,145687.496
2453,AgForest,FLR Agriculture,163010000
2454,AgForest,FLR Logging,15675974.57
2455,AgForest,FLR Agriculture,63102110.75
2456,AgForest,FLR Agriculture,769180000.1
2457,AgForest,FLR Agriculture,530189999.9
2458,AgForest,FLR Agriculture,284310000.1
2458,AgForest,FLR Logging,607500000.1
2459,AgForest,FLR Logging,38842
2459,AgForest,FLR Agriculture,512369999.8
2461,AgForest,FLR Agriculture,62169710.78
2463,AgForest,FLR Logging,9712.500019
2465,AgForest,FLR Agriculture,373710000
2466,AgForest,FLR Logging,181407540.4
2466,AgForest,FLR Agriculture,323812459.6
2467,AgForest,FLR Logging,9838762.229
2476,AgForest,FLR Logging,13743187.12
2477,AgForest,FLR Logging,7206674.799
2479,AgForest,FLR Agriculture,300570000
2480,AgForest,FLR Logging,256100000
2481,AgForest,FLR Logging,199680000
2483,AgForest,FLR Agriculture,17676749.51
2484,AgForest,FLR Logging,386560000
2485,AgForest,FLR Logging,7126494
2485,AgForest,FLR Agriculture,1208800000
2486,AgForest,FLR Agriculture,489810000.1
2486,AgForest,FLR Logging,1134700000
2487,AgForest,FLR Logging,44667104.12
2487,AgForest,FLR Agriculture,498484882
2488,AgForest,FLR Agriculture,735290000
2489,AgForest,FLR Agriculture,1886300000
2490,AgForest,FLR Logging,124770000
2491,AgForest,FLR Agriculture,18327486.99
2492,AgForest,FLR Logging,39481311.41
2493,AgForest,FLR Agriculture,1855200000
2494,AgForest,FLR Agriculture,41948286.34
2495,AgForest,FLR Logging,778085616.4
2495,AgForest,FLR Agriculture,969614383.6
2496,AgForest,FLR Agriculture,293250000
2497,AgForest,FLR Logging,1361463286
2497,AgForest,FLR Agriculture,2017400000
2498,AgForest,FLR Agriculture,15244273.24
2498,AgForest,FLR Logging,222869491.8
2499,AgForest,FLR Agriculture,452979799.7
2500,AgForest,FLR Agriculture,2088331.414
2500,AgForest,FLR Logging,65743766.73
2501,AgForest,FLR Logging,17299531.97
2504,AgForest,FLR Logging,260170591.2
2505,AgForest,FLR Agriculture,505049.9862
2506,AgForest,FLR Logging,98762092.72
2507,AgForest,FLR Logging,4466254.232
2508,AgForest,FLR Agriculture,9801000
2508,AgForest,FLR Logging,13068000
2509,AgForest,FLR Agriculture,350640000
2509,AgForest,FLR Logging,25094000000
2510,AgForest,FLR Agriculture,117690215.8
2510,AgForest,FLR Logging,1699969784
2511,AgForest,FLR Logging,3541018108
2512,AgForest,FLR Agriculture,404890000
2512,AgForest,FLR Logging,716720000
2513,AgForest,FLR Agriculture,429910000
2513,AgForest,FLR Logging,650940000
2514,AgForest,FLR Agriculture,741420000.1
2515,AgForest,FLR Logging,188236079.1
2515,AgForest,FLR Agriculture,292983920.8
2518,AgForest,FLR Logging,15034949.59
2520,AgForest,FLR Logging,38849.99899
2521,AgForest,FLR Agriculture,271700000
2522,AgForest,FLR Agriculture,911279999.9
2523,AgForest,FLR Agriculture,54652235.97
2524,AgForest,FLR Logging,307741334.9
2524,AgForest,FLR Agriculture,520698338.7
2525,AgForest,FLR Logging,771880000.1
2526,AgForest,FLR Logging,2572370000
2527,AgForest,FLR Logging,913229999.9
2528,AgForest,FLR Agriculture,131470000
2528,AgForest,FLR Logging,293870000
2529,AgForest,FLR Agriculture,82517397.74
2529,AgForest,FLR Logging,770490000
2530,AgForest,FLR Agriculture,155640000
2530,AgForest,FLR Logging,2026700000
2531,AgForest,FLR Logging,5488164196
2532,AgForest,FLR Logging,5958290001
2533,AgForest,FLR Agriculture,319700000
2533,AgForest,FLR Logging,1778400000
2534,AgForest,FLR Logging,407282152.3
2535,AgForest,FLR Logging,76379097.91
2536,AgForest,FLR Agriculture,335460000
2537,AgForest,FLR Logging,441879999.9
2538,AgForest,FLR Logging,37460099.04
2539,AgForest,FLR Logging,12645674.65
2541,AgForest,FLR Logging,21532611.91
2542,AgForest,FLR Logging,198170000
2543,AgForest,FLR Logging,6571379999
2544,AgForest,FLR Agriculture,878438442.2
2544,AgForest,FLR Logging,887311557.8
2545,AgForest,FLR Agriculture,278650000
2546,AgForest,FLR Logging,2933174.919
2547,AgForest,FLR Logging,26563686.77
2548,AgForest,FLR Logging,506170179.5
2549,AgForest,FLR Logging,67518000
2550,AgForest,FLR Logging,188689520
2551,AgForest,FLR Logging,928610000
2553,AgForest,FLR Logging,15675974.57
2554,AgForest,FLR Logging,2311574.936
2555,AgForest,FLR Logging,277739425
2556,AgForest,FLR Agriculture,26782029.64
2556,AgForest,FLR Logging,843137970.3
2557,AgForest,FLR Logging,193126117.7
2558,AgForest,FLR Logging,4356000
2560,AgForest,FLR Logging,13068000
2560,AgForest,FLR Agriculture,15681600
2561,AgForest,FLR Logging,9712.500019
2562,AgForest,FLR Agriculture,172550000
2562,AgForest,FLR Logging,469667645.8
2564,AgForest,FLR Agriculture,354230000
2564,AgForest,FLR Logging,3497600000
2565,AgForest,FLR Agriculture,80691447.78
2565,AgForest,FLR Logging,10376000000
2566,AgForest,FLR Agriculture,298020000
2566,AgForest,FLR Logging,361700000.2
2567,AgForest,FLR Logging,153470000
2568,AgForest,FLR Agriculture,217430000
2568,AgForest,FLR Logging,281750000
2569,AgForest,FLR Logging,24682675.55
2570,AgForest,FLR Agriculture,242910000
2570,AgForest,FLR Logging,898102407
2571,AgForest,FLR Agriculture,207110000
2571,AgForest,FLR Logging,7952897793
2572,AgForest,FLR Agriculture,37587373.96
2572,AgForest,FLR Logging,306480000
2573,AgForest,FLR Logging,2247809763
2574,AgForest,FLR Logging,4624798.894
2575,AgForest,FLR Logging,8215462.779
2576,AgForest,FLR Logging,11394949.22
2577,AgForest,FLR Logging,5343012.306
2578,AgForest,FLR Logging,18482524805
2579,AgForest,FLR Logging,573559999.8
2580,AgForest,FLR Agriculture,29153898.31
2580,AgForest,FLR Logging,161966101.7
2581,AgForest,FLR Logging,300490000
2582,AgForest,FLR Logging,2352259832
2583,AgForest,FLR Agriculture,69599773.09
2583,AgForest,FLR Logging,109554719.7
2584,AgForest,FLR Agriculture,1902700000
2584,AgForest,FLR Logging,9564526724
2585,AgForest,FLR Agriculture,471849999.9
2585,AgForest,FLR Logging,836133661.1
2586,AgForest,FLR Logging,409665926
2586,AgForest,FLR Agriculture,1618700000
2587,AgForest,FLR Agriculture,119880000
2588,AgForest,FLR Logging,1509262808
2589,AgForest,FLR Logging,3701600000
2590,AgForest,FLR Logging,63092398.26
2591,AgForest,FLR Agriculture,1165499.968
2593,AgForest,FLR Agriculture,786712.478
2597,AgForest,FLR Logging,2086490000
2598,AgForest,FLR Agriculture,353550000
2598,AgForest,FLR Logging,3414300000
2599,AgForest,FLR Logging,3587610000
2600,AgForest,FLR Logging,3102670000
2601,AgForest,FLR Logging,49921558.15
2601,AgForest,FLR Agriculture,521181067.1
2602,AgForest,FLR Logging,125011637.7
2602,AgForest,FLR Agriculture,185938362.3
2603,AgForest,FLR Logging,3224106.996
2603,AgForest,FLR Agriculture,95755977.77
2604,AgForest,FLR Logging,37470823.97
2608,AgForest,FLR Logging,753576305.4
2609,AgForest,FLR Logging,16811378.29
2609,AgForest,FLR Agriculture,61529644.55
2611,AgForest,FLR Logging,165112.495
2612,AgForest,FLR Logging,582749.9842
2613,AgForest,FLR Logging,2178000
2614,AgForest,FLR Logging,840670000
2615,AgForest,FLR Logging,443176310.2
2616,AgForest,FLR Agriculture,120840000
2616,AgForest,FLR Logging,17446000001
2617,AgForest,FLR Logging,12647999999
2618,AgForest,FLR Logging,180360000.1
2618,AgForest,FLR Agriculture,590809999.9
2619,AgForest,FLR Agriculture,70602976.46
2619,AgForest,FLR Logging,1637170469
2620,AgForest,FLR Logging,990670000
2621,AgForest,FLR Logging,119790000
2630,AgForest,FLR Agriculture,5488560
2634,AgForest,FLR Logging,124870000
2637,AgForest,FLR Logging,4356000
2638,AgForest,FLR Logging,18201224.5
2640,AgForest,FLR Agriculture,469910000
2641,AgForest,FLR Logging,1262624.965
2642,AgForest,FLR Agriculture,22688399.37
2644,AgForest,FLR Agriculture,181030000
2645,AgForest,FLR Logging,564790000.1
2646,AgForest,FLR Logging,503432766.9
2646,AgForest,FLR Agriculture,890470000.1
2650,AgForest,FLR Logging,35751711.51
2652,AgForest,FLR Logging,1993555568
2653,AgForest,FLR Logging,1570505080
2654,AgForest,FLR Logging,174824.995
2655,AgForest,FLR Logging,767287.4789
2656,AgForest,FLR Logging,13068000
2657,AgForest,FLR Logging,4356000
2658,AgForest,FLR Logging,185876617.1
2659,AgForest,FLR Logging,23958000
2660,AgForest,FLR Logging,1476606196
2661,AgForest,FLR Logging,4356000
2661,AgForest,FLR Agriculture,63118440
2662,AgForest,FLR Agriculture,277040000
2662,AgForest,FLR Logging,474147344.4
2663,AgForest,FLR Logging,30122237.79
2664,AgForest,FLR Logging,21344639998
2665,AgForest,FLR Logging,2628600000
2666,AgForest,FLR Logging,3675350000
2667,AgForest,FLR Logging,1216720000
2668,AgForest,FLR Logging,7195075159
2670,AgForest,FLR Logging,7759560347
2671,AgForest,FLR Logging,1551345512
2672,AgForest,FLR Logging,339185174.8
2673,AgForest,FLR Agriculture,1583137.456
2673,AgForest,FLR Logging,248230000
2674,AgForest,FLR Agriculture,4118099.886
2674,AgForest,FLR Logging,56954098.44
2675,AgForest,FLR Agriculture,1568160
2675,AgForest,FLR Logging,130680000
2676,AgForest,FLR Logging,975930800.1
2677,AgForest,FLR Logging,272201311.2
2678,AgForest,FLR Agriculture,34780461.54
2678,AgForest,FLR Logging,392091064.3
2683,AgForest,FLR Logging,44347273.78
2684,AgForest,FLR Logging,4613437.374
2688,AgForest,FLR Logging,1398599.961
2694,AgForest,FLR Logging,2263012.43
2694,AgForest,FLR Agriculture,64461860.72
2695,AgForest,FLR Logging,74562860.44
2696,AgForest,FLR Logging,144313026.5
2696,AgForest,FLR Agriculture,179236778.9
2697,AgForest,FLR Logging,28085275.83
2698,AgForest,FLR Logging,97659184.79
2699,AgForest,FLR Logging,42185000.78
2703,AgForest,FLR Logging,359362.49
2707,AgForest,FLR Logging,33459561.58
2708,AgForest,FLR Agriculture,31218592.08
2708,AgForest,FLR Logging,34687324.54
2709,AgForest,FLR Logging,87567897.6
2710,AgForest,FLR Agriculture,579020000.2
2711,AgForest,FLR Logging,159749999.9
2711,AgForest,FLR Agriculture,783090000.1
2712,AgForest,FLR Agriculture,631165482.3
2712,AgForest,FLR Logging,843169994.7
2713,AgForest,FLR Agriculture,117257927.9
2713,AgForest,FLR Logging,198262196.9
2715,AgForest,FLR Logging,1334000000
2716,AgForest,FLR Logging,344244551.4
2717,AgForest,FLR Logging,64468376.1
2717,AgForest,FLR Agriculture,148002677.4
2718,AgForest,FLR Logging,15138384.24
2719,AgForest,FLR Agriculture,182570000
2719,AgForest,FLR Logging,344355906.2
2721,AgForest,FLR Logging,1710864950
2722,AgForest,FLR Agriculture,393552062.4
2722,AgForest,FLR Logging,5359200000
2723,AgForest,FLR Logging,5913202539
2724,AgForest,FLR Logging,3708445846
2725,AgForest,FLR Logging,541773247.3
2725,AgForest,FLR Agriculture,877672660.7
2726,AgForest,FLR Logging,2833730000
2727,AgForest,FLR Agriculture,1433721917
2727,AgForest,FLR Logging,2250644313
2728,AgForest,FLR Agriculture,183290000
2728,AgForest,FLR Logging,1446466998
2729,AgForest,FLR Logging,319755418.2
2729,AgForest,FLR Agriculture,590999999.9
2730,AgForest,FLR Logging,34275411.55
2732,AgForest,FLR Agriculture,31827861.62
2732,AgForest,FLR Logging,1028400000
2733,AgForest,FLR Logging,1192950198
2734,AgForest,FLR Agriculture,27845736.73
2734,AgForest,FLR Logging,4072500000
2735,AgForest,FLR Agriculture,16239299.55
2735,AgForest,FLR Logging,566020000
2736,AgForest,FLR Agriculture,13888874.62
2736,AgForest,FLR Logging,3074500000
2737,AgForest,FLR Logging,2261424811
2738,AgForest,FLR Logging,1626595335
2739,AgForest,FLR Logging,100494987
2739,AgForest,FLR Agriculture,155170000
2740,AgForest,FLR Logging,183694256.4
2741,AgForest,FLR Logging,1641715899
2742,AgForest,FLR Agriculture,252300000
2742,AgForest,FLR Logging,2597500000
2743,AgForest,FLR Agriculture,83624622.67
2743,AgForest,FLR Logging,852270000.2
2744,AgForest,FLR Agriculture,63082685.78
2744,AgForest,FLR Logging,261165675.9
2745,AgForest,FLR Agriculture,22173636.89
2745,AgForest,FLR Logging,805550000
2746,AgForest,FLR Logging,4356000
2746,AgForest,FLR Agriculture,6664680
2748,AgForest,FLR Agriculture,478800000.1
2749,AgForest,FLR Logging,283020000
2750,AgForest,FLR Logging,525545012.4
2751,AgForest,FLR Logging,761269999.8
2752,AgForest,FLR Agriculture,1346500000
2753,AgForest,FLR Agriculture,659679999.9
2753,AgForest,FLR Logging,1061100000
2754,AgForest,FLR Agriculture,100339834.7
2754,AgForest,FLR Logging,1752000000
2755,AgForest,FLR Agriculture,447039999.9
2755,AgForest,FLR Logging,2840000000
2756,AgForest,FLR Agriculture,177560000
2757,AgForest,FLR Agriculture,3201504100
2757,AgForest,FLR Logging,5528500002
2758,AgForest,FLR Agriculture,59343373.37
2759,AgForest,FLR Logging,1165800000
2759,AgForest,FLR Agriculture,1937391137
2760,AgForest,FLR Agriculture,601410000
2760,AgForest,FLR Logging,2682200000
2761,AgForest,FLR Logging,2178000
2761,AgForest,FLR Agriculture,12153240
2762,AgForest,FLR Logging,4356000
2764,AgForest,FLR Agriculture,16443262.05
2765,AgForest,FLR Logging,29137.49901
2772,AgForest,FLR Logging,63216873.58
2774,AgForest,FLR Logging,997512.6971
2775,AgForest,FLR Logging,17204147.26
2777,AgForest,FLR Logging,37417823.16
2778,AgForest,FLR Agriculture,5273887.355
2779,AgForest,FLR Logging,2158280000
2780,AgForest,FLR Agriculture,361298194.9
2780,AgForest,FLR Logging,3355601488
2781,AgForest,FLR Logging,555949417.6
2782,AgForest,FLR Logging,1031634239
2783,AgForest,FLR Agriculture,73669310.46
2783,AgForest,FLR Logging,3258300000
2784,AgForest,FLR Logging,13743187.1
2784,AgForest,FLR Agriculture,163210000
2785,AgForest,FLR Agriculture,289990000
2785,AgForest,FLR Logging,1141100000
2786,AgForest,FLR Agriculture,174450000
2786,AgForest,FLR Logging,2341700000
2787,AgForest,FLR Logging,3292537.409
2788,AgForest,FLR Agriculture,88752822.55
2789,AgForest,FLR Agriculture,193920000
2789,AgForest,FLR Logging,195240443.4
2793,AgForest,FLR Agriculture,1078087.47
2794,AgForest,FLR Agriculture,2068762.443
2796,AgForest,FLR Logging,38850.3
2796,AgForest,FLR Agriculture,458549999.8
2797,AgForest,FLR Agriculture,57507710.93
2798,AgForest,FLR Logging,43560000
2798,AgForest,FLR Agriculture,105850800
2799,AgForest,FLR Agriculture,263070000
2799,AgForest,FLR Logging,315990000
2800,AgForest,FLR Agriculture,7119262.302
2801,AgForest,FLR Agriculture,8479012.266
2814,AgForest,FLR Logging,854699.976
2817,AgForest,FLR Agriculture,1342300000
2818,AgForest,FLR Agriculture,1179000000
2819,AgForest,FLR Logging,5312737
2819,AgForest,FLR Agriculture,3285300000
2820,AgForest,FLR Agriculture,4691137.372
2821,AgForest,FLR Agriculture,9281300002
